Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
T1,29/10/2005,Ankaraspor,Malatyaspor,1.0,2.0,A,1.0,1.0,1.72,3.2,4.33,1.6,3.5,4.9,1.7,3.2,4.2,1.65,3.35,4.5,2005/6,€32.53m,€25.08m,1.6675000000000002,0.04656984002549286,1.9994355186737789,0.027927940045273075,0.015367316341829085,0.25019887029395627,3.3125,0.12437342963832741,1.998988976066341,0.037546695739872425,0.019811320754717032,0.25034027032842254,4.4825,0.2634743820563966,1.9975362951464732,0.05877844552289942,0.03165086447295051,0.2508067539817524,H
T1,29/10/2005,Fenerbahce,Gaziantepspor,1.0,0.0,H,0.0,0.0,1.25,4.5,10.0,1.2,5.5,10.5,1.3,4.2,8.0,1.22,5.0,9.5,2005/6,€73.00m,€32.20m,1.2425,0.03766629793329844,1.999340114133404,0.030314927914123494,0.016599597585513104,0.2502235654617248,4.8,0.4949747468305832,1.9923671110121155,0.10311973892303816,0.05729166666666674,0.25258293750919003,9.5,0.9354143466934853,1.9928242169760941,0.09846466807299846,0.05263157894736836,0.2528323356068143,H
T1,30/10/2005,Besiktas,Ankaragucu,4.0,2.0,H,1.0,0.0,1.44,3.5,7.0,1.4,3.9,7.0,1.45,3.8,5.4,1.4,3.75,7.0,2005/6,€69.65m,€27.16m,1.4225,0.022776083947860768,1.999815135796127,0.01601130681747681,0.008347978910369314,0.2500639484894991,3.7375,0.1473728265318949,1.9988676371870462,0.039430856597162514,0.020903010033444858,0.2504119324131074,6.6,0.6928203230275508,1.991692003164248,0.10497277621629558,0.045454545454545414,0.25356718192627825,H
T1,30/10/2005,Diyarbakirspor,Manisaspor,0.0,2.0,A,0.0,0.0,2.1,3.2,3.0,2.1,3.15,3.15,2.1,3.0,3.1,2.0,3.3,3.1,2005/6,€21.98m,€22.87m,2.075,0.043301270189221974,1.9996832923974168,0.020868082018902154,0.009036144578313143,0.25011431184270694,3.1624999999999996,0.1082531754730548,1.9991513502094733,0.03423025311400943,0.018774703557312478,0.25030038471124894,3.0875,0.0544862367942584,1.9997744647629032,0.01764736414388936,0.009109311740890691,0.2500797304260829,H
T1,30/10/2005,Genclerbirligi,Galatasaray,2.0,1.0,H,1.0,0.0,5.0,3.5,1.57,5.5,3.5,1.55,4.2,3.2,1.7,5.5,3.3,1.57,2005/6,€25.68m,€64.95m,5.05,0.5315072906367324,1.991777276152009,0.10524896844291731,0.054455445544554504,0.25328522314327157,3.375,0.12990381056766576,1.998928062791745,0.038490017945975036,0.020370370370370372,0.2503769529811981,1.5975000000000001,0.059739015726742555,1.999004425934652,0.037395315008915526,0.01760563380281699,0.25032293511618686,A
T1,30/10/2005,Kayserispor,Konyaspor,1.0,0.0,H,0.0,0.0,1.8,3.2,4.0,1.75,3.4,4.0,1.9,3.1,3.5,1.75,3.3,4.0,2005/6,€23.43m,€28.52m,1.7999999999999998,0.061237243569579415,1.999172524019207,0.034020690871988564,0.01736111111111094,0.2502742340940347,3.2499999999999996,0.11180339887498938,1.999146057925888,0.034401045807689046,0.019230769230769384,0.25029653156166315,3.875,0.21650635094610965,1.997696811857739,0.05587260669577023,0.024193548387096753,0.2508917954815696,H
T1,30/10/2005,Rizespor,Sivasspor,1.0,0.0,H,0.0,0.0,2.5,3.1,2.5,2.65,3.25,2.35,2.5,3.0,2.5,2.5,3.3,2.35,2005/6,€17.42m,€21.15m,2.5375,0.06495190528383286,1.9995319144361208,0.025596809964072063,0.011083743842364546,0.2501545294292713,3.1624999999999996,0.11924240017711814,1.9989717300104966,0.03770510677537333,0.02075098814229248,0.2503610406936079,2.425,0.07499999999999996,1.9993098987068678,0.030927835051546376,0.015463917525773141,0.2502391327452439,A
T1,30/10/2005,Samsunspor,Erciyesspor,1.0,1.0,D,1.0,1.0,2.5,3.1,2.5,2.5,3.2,2.5,2.5,3.0,2.5,2.4,3.3,2.45,2005/6,€25.79m,€22.76m,2.475,0.043301270189221974,1.999777688257265,0.017495462702715948,0.007575757575757569,0.2500797109150813,3.1500000000000004,0.11180339887498944,1.9990909597770783,0.03549314249999665,0.019841269841269993,0.250315704154906,2.4875,0.02165063509461089,1.9999451691473982,0.008703772902356138,0.0037688442211054607,0.250019325414208,No Consensus
T1,04/11/2005,Galatasaray,Diyarbakirspor,2.0,0.0,H,0.0,0.0,1.2,5.5,11.0,1.12,7.0,13.0,1.22,4.8,9.5,1.16,5.5,12.0,2005/6,€64.95m,€21.98m,1.175,0.038405728739343,1.9992267904778842,0.03268572658667489,0.018085106382978555,0.25027244921817615,5.7,0.8031189202104505,1.986058524215287,0.14089805617727202,0.07236842105263164,0.2542708165596108,11.375,1.2930100540985752,1.9905567165236984,0.11367121354712749,0.06318681318681318,0.25351107762037844,H
T1,05/11/2005,Erciyesspor,Denizlispor,2.0,0.0,H,1.0,0.0,1.72,3.4,4.33,1.65,3.5,4.5,1.75,3.3,3.8,1.65,3.3,4.6,2005/6,€22.76m,€29.21m,1.6925,0.04380353866983812,1.9995174695417064,0.025880968194882198,0.013663220088626415,0.2501660497520962,3.375,0.08291561975888508,1.9995663076193992,0.024567591039669653,0.012962962962963065,0.2501473995636872,4.3075,0.30849432733844556,1.9962190334539027,0.07161795179070123,0.03728961114335472,0.2514598807438636,H
T1,05/11/2005,Gaziantepspor,Ankaraspor,3.0,3.0,D,2.0,3.0,1.8,3.3,4.0,1.7,3.3,4.5,1.8,3.1,3.8,1.75,3.3,4.0,2005/6,€32.20m,€32.53m,1.7625,0.04145780987944254,1.9995992793531778,0.023522161633726262,0.012411347517730542,0.25014168271727844,3.2499999999999996,0.08660254037844375,1.9994824019632236,0.02664693550105962,0.011538461538461497,0.25018896447467875,4.075,0.25860201081971507,1.9971399184232212,0.06346061615207732,0.03220858895705514,0.2509179441572964,H
T1,05/11/2005,Trabzonspor,Genclerbirligi,1.0,1.0,D,1.0,0.0,1.8,3.3,4.0,1.7,3.3,4.5,1.8,3.1,3.8,1.8,3.3,3.75,2005/6,€64.14m,€25.68m,1.775,0.043301270189221974,1.9995665789534056,0.024395081796744777,0.010563380281690016,0.25015752993068685,3.2499999999999996,0.08660254037844375,1.9994824019632236,0.02664693550105962,0.011538461538461497,0.25018896447467875,4.0125,0.29659526294261684,1.9961337890862807,0.07391782254021603,0.03816199376947038,0.25121648073721364,H
T1,06/11/2005,Ankaragucu,Kayserispor,2.0,0.0,H,1.0,0.0,2.3,3.25,2.75,2.15,3.2,3.0,2.3,3.0,2.7,2.2,3.25,2.75,2005/6,€27.16m,€23.43m,2.2375,0.06495190528383282,1.999390773747628,0.02902878448439456,0.015363128491620026,0.25021343808421637,3.175,0.10307764064044153,1.9992309409839368,0.03246539862691072,0.015748031496062964,0.25028214198644105,2.8,0.1172603939955857,1.9987525589279123,0.04187871214128061,0.020089285714285587,0.25040276816609003,H
T1,06/11/2005,Konyaspor,Samsunspor,4.0,2.0,H,1.0,1.0,1.8,3.3,4.0,1.9,3.35,3.45,1.85,3.1,3.6,1.8,3.3,3.75,2005/6,€28.52m,€25.79m,1.8375,0.041457809879442455,1.999634112571236,0.022562073403778207,0.01190476190476164,0.2501245468390907,3.2624999999999997,0.09601432184835755,1.999368943849682,0.02942967719489887,0.014367816091953811,0.2502299069639219,3.6999999999999997,0.20310096011589895,1.997837024413679,0.0548921513826754,0.030405405405405483,0.2507325026731764,H
T1,06/11/2005,Malatyaspor,Besiktas,1.0,1.0,D,0.0,0.0,4.5,3.5,1.66,5.0,3.45,1.6,4.2,3.2,1.7,5.0,3.5,1.57,2005/6,€25.08m,€69.65m,4.675,0.3418698582794335,1.9961118926736485,0.07312724241271305,0.03877005347593587,0.25139908225650515,3.4124999999999996,0.12437342963832743,1.9990288995645815,0.03644642626764174,0.01739926739926756,0.25035964579870107,1.6325,0.05068283733178317,1.9993052496858454,0.03104614844213364,0.017228177641653852,0.25023982829329744,A
T1,06/11/2005,Manisaspor,Rizespor,1.0,1.0,D,0.0,0.0,2.1,3.2,3.1,2.15,3.2,3.0,2.2,3.1,2.8,2.2,3.25,2.75,2005/6,€22.87m,€17.42m,2.1625,0.04145780987944255,1.9997340157929084,0.019171241562748,0.01011560693641611,0.25009368772652296,3.1875,0.0544862367942584,1.9997884208163645,0.017093721347218323,0.008823529411764675,0.2500747487103138,2.9124999999999996,0.14306903927824502,1.9982622525530809,0.04912241691956911,0.02682403433476388,0.25059662181526043,H
T1,06/11/2005,Sivasspor,Fenerbahce,2.0,3.0,A,1.0,2.0,4.33,3.4,1.72,4.5,3.3,1.7,4.0,3.2,1.75,4.33,3.3,1.7,2005/6,€21.15m,€73.00m,4.29,0.1812456896039186,1.9987002035188348,0.04224841249508592,0.021853146853146654,0.2504727075925038,3.3,0.07071067811865465,1.9996687520844425,0.02142747821777414,0.011363636363636465,0.250114942431724,1.7175,0.020463381929681144,1.9998978744567657,0.011914632855709545,0.006186317321688506,0.25003491947466716,A
T1,19/11/2005,Diyarbakirspor,Trabzonspor,3.0,0.0,H,2.0,0.0,3.2,3.3,2.0,3.6,3.4,1.85,3.5,3.1,1.9,3.45,3.25,1.9,2005/6,€21.98m,€64.14m,3.4375,0.1473728265318949,1.9986601763840666,0.0428720949910967,0.022727272727272707,0.2504896071514967,3.2624999999999997,0.10825317547305476,1.9992026855602418,0.033181049953426744,0.01819923371647514,0.25028200993120986,1.9125,0.0544862367942584,1.999417977689527,0.0284895355786972,0.014705882352941346,0.2501959013070748,A
T1,19/11/2005,Fenerbahce,Manisaspor,2.0,1.0,H,1.0,0.0,1.2,5.5,10.0,1.14,6.5,12.0,1.17,5.5,11.0,1.25,5.0,8.0,2005/6,€73.00m,€22.87m,1.19,0.04062019202317984,1.999162215278906,0.034134615145529276,0.01890756302521024,0.2502858381484965,5.625,0.5448623679425842,1.9933532542246,0.09686442096757053,0.050000000000000044,0.2521155607233376,10.25,1.479019945774904,1.9845622787025285,0.1442946288560882,0.0792682926829269,0.2561813854512852,H
T1,19/11/2005,Genclerbirligi,Erciyesspor,3.0,0.0,H,1.0,0.0,2.2,3.2,2.87,2.1,3.15,3.15,2.2,3.0,2.9,2.2,3.25,2.75,2005/6,€25.68m,€22.76m,2.1750000000000003,0.04330127018922197,1.9997118555221125,0.019908629972056075,0.008620689655172376,0.25010380622837364,3.15,0.09354143466934856,1.9993593728496968,0.02969569354582494,0.01587301587301604,0.25023006227445377,2.9175,0.1454948452695146,1.998223295436952,0.049869698464272354,0.02634961439588679,0.2505874426289765,H
T1,19/11/2005,Samsunspor,Denizlispor,1.0,2.0,A,1.0,0.0,2.0,3.25,3.25,1.85,3.4,3.6,1.9,3.1,3.5,1.9,3.25,3.45,2005/6,€25.79m,€29.21m,1.9125,0.0544862367942584,1.999417977689527,0.0284895355786972,0.014705882352941346,0.2501959013070748,3.25,0.10606601717798207,1.9992314278641914,0.03263569759322525,0.017307692307692468,0.2502671245124647,3.45,0.12747548783981966,1.9990081283197003,0.03694941676516512,0.019927536231884035,0.25035646455482163,H
T1,20/11/2005,Ankaraspor,Sivasspor,1.0,1.0,D,0.0,1.0,2.2,3.1,3.0,2.25,3.2,2.8,2.3,3.0,2.7,2.35,3.1,2.65,2005/6,€32.53m,€21.15m,2.2750000000000004,0.05590169943749469,1.9995643843616193,0.02457217557692074,0.013736263736263687,0.250151123120377,3.1,0.07071067811865482,1.9996246239978286,0.022809896167308007,0.012096774193548487,0.25013027604430177,2.7874999999999996,0.13404756618454508,1.9983482381247268,0.048088812981002725,0.02578475336322872,0.25054501657682227,H
T1,20/11/2005,Besiktas,Gaziantepspor,0.0,1.0,A,0.0,1.0,1.53,3.5,5.5,1.45,3.85,6.05,1.55,3.5,4.8,1.53,3.5,5.5,2005/6,€69.65m,€32.20m,1.515,0.03840572873934307,1.9995324311072353,0.025350315999566386,0.012376237623762387,0.2501691448918958,3.5875,0.15155444566227683,1.998732720431958,0.042245141648021414,0.018292682926829285,0.25040562466197946,5.4625,0.4435298749802543,1.9952011657136828,0.08119540045405113,0.042906178489702684,0.251750209047748,H
T1,20/11/2005,Kayserispor,Malatyaspor,2.0,0.0,H,1.0,0.0,1.5,3.5,6.0,1.5,3.6,6.0,1.55,3.5,4.8,1.5,3.4,6.0,2005/6,€23.43m,€25.08m,1.5125,0.021650635094610987,1.999852995731125,0.014314469484040323,0.006198347107437829,0.25004957366646835,3.5,0.07071067811865482,1.9997055323693778,0.020203050891044235,0.010714285714285676,0.2501021658493121,5.7,0.5196152422706632,1.9937737543219836,0.0911605688194146,0.03947368421052633,0.25259515570934254,H
T1,20/11/2005,Konyaspor,Ankaragucu,2.0,0.0,H,1.0,0.0,1.9,3.3,3.5,1.9,3.2,3.6,2.0,3.1,3.2,1.95,3.25,3.3,2005/6,€28.52m,€27.16m,1.9375,0.04145780987944254,1.9996708481591752,0.021397579292615505,0.011290322580645107,0.25011214314705843,3.2125,0.0739509972887451,1.9996164131297,0.023019765692994586,0.012645914396887115,0.2501353104529847,3.3999999999999995,0.15811388300841897,1.9984392266633833,0.04650408323777029,0.02573529411764719,0.2505419247860292,H
T1,20/11/2005,Rizespor,Galatasaray,0.0,3.0,A,0.0,2.0,5.0,3.2,1.66,5.5,3.5,1.55,4.6,3.4,1.6,4.8,3.4,1.6,2005/6,€17.42m,€64.95m,4.975,0.33447720400649145,1.9967771645344499,0.06723159879527467,0.03643216080402012,0.25105540573429586,3.375,0.10897247358851675,1.9992424207686315,0.03228814032252348,0.01666666666666683,0.2502725314373807,1.6025,0.03897114317029969,1.9995739650507969,0.024318966096910883,0.012870514820592982,0.25014673732356196,A
T1,25/11/2005,Trabzonspor,Rizespor,3.0,1.0,H,2.0,0.0,1.57,3.4,5.5,1.55,3.5,5.5,1.55,3.5,4.8,1.57,3.3,5.5,2005/6,€64.14m,€17.42m,1.56,0.010000000000000009,1.9999703586266961,0.006410256410256416,0.0032051282051281937,0.2500102728468113,3.425,0.08291561975888508,1.999575486409518,0.024208940075586886,0.012773722627737127,0.2501501857573805,5.325,0.3031088913245536,1.9976084335301372,0.056921857525737765,0.02464788732394374,0.25092800686851346,H
T1,26/11/2005,Malatyaspor,Konyaspor,1.0,0.0,H,1.0,0.0,2.4,3.2,2.6,2.45,3.2,2.55,2.4,3.0,2.6,2.45,3.25,2.45,2005/6,€25.08m,€28.52m,2.425,0.025000000000000133,1.999923332947327,0.01030927835051552,0.005154639175257714,0.2500265703050271,3.1625,0.09601432184835763,1.9993281850367581,0.03036025987299846,0.014822134387351804,0.25024515302034933,2.5500000000000003,0.061237243569579415,1.9995811974182358,0.02401460532140369,0.01225490196078427,0.25015008768720964,H
T1,26/11/2005,Manisaspor,Ankaraspor,1.0,0.0,H,1.0,0.0,2.2,3.2,2.87,2.15,3.25,2.95,2.2,3.2,2.8,2.3,3.25,2.6,2005/6,€22.87m,€32.53m,2.2125,0.054486236794258354,1.999564776801105,0.024626547703619595,0.012711864406779627,0.25014704272423816,3.2249999999999996,0.02499999999999991,1.9999566519593044,0.007751937984496097,0.003875968992248069,0.25001502313562884,2.8049999999999997,0.1297112177107285,1.9984419413205343,0.04624285836389608,0.024955436720142554,0.25056807104176726,H
T1,26/11/2005,Sivasspor,Besiktas,1.0,3.0,A,1.0,2.0,2.6,3.2,2.4,2.85,3.15,2.25,2.7,3.0,2.3,2.6,3.1,2.4,2005/6,€21.15m,€69.65m,2.6875,0.10231690964840563,1.998963144422525,0.03807140824126721,0.019767441860464974,0.25034462307041444,3.1125,0.07395099728874523,1.9995913209797596,0.023759356558633007,0.013052208835341306,0.2501442483178986,2.3375000000000004,0.06495190528383288,1.9994418428679097,0.02778691135137235,0.014705882352941124,0.25019545198644866,A
T1,27/11/2005,Ankaragucu,Samsunspor,1.0,1.0,D,1.0,1.0,1.83,3.4,3.6,1.85,3.4,3.6,1.75,3.2,4.0,1.8,3.25,3.8,2005/6,€27.16m,€25.79m,1.8075,0.03766629793329844,1.9996856647360466,0.020838892355905084,0.011410788381742698,0.2501108469690504,3.3125,0.08926785535678552,1.9994755145188794,0.026948786522803178,0.014150943396226356,0.25018275020950487,3.75,0.16583123951776993,1.9985988944278992,0.04422166387140532,0.023333333333333428,0.25046925205993703,H
T1,27/11/2005,Denizlispor,Genclerbirligi,0.0,2.0,A,0.0,1.0,2.5,3.2,2.5,2.55,3.2,2.45,2.4,3.0,2.6,2.55,3.25,2.35,2005/6,€29.21m,€25.68m,2.5,0.061237243569579415,1.999564217752503,0.024494897427831765,0.012499999999999956,0.25015627994115547,3.1625,0.09601432184835763,1.9993281850367581,0.03036025987299846,0.014822134387351804,0.25024515302034933,2.475,0.09013878188659971,1.9990428159252298,0.0364197098531716,0.02020202020202011,0.2503327256085028,A
T1,27/11/2005,Erciyesspor,Diyarbakirspor,0.0,2.0,A,0.0,1.0,1.72,3.2,4.5,1.7,3.3,4.5,1.7,3.2,4.2,1.7,3.3,4.2,2005/6,€22.76m,€21.98m,1.705,0.008660254037844393,1.999981425741198,0.005079327881433662,0.0021994134897360684,0.25000637489481425,3.25,0.04999999999999982,1.9998292601233938,0.01538461538461533,0.007692307692307887,0.2500591715976332,4.35,0.1499999999999999,1.9991421039919088,0.03448275862068964,0.01724137931034475,0.25029726516052314,H
T1,27/11/2005,Galatasaray,Fenerbahce,0.0,1.0,A,0.0,1.0,2.37,3.2,2.62,2.45,3.2,2.55,2.4,3.1,2.7,2.3,3.1,2.75,2005/6,€64.95m,€73.00m,2.38,0.05431390245600119,1.9996235409258345,0.022820967418487898,0.012605042016806678,0.25013188070972725,3.15,0.050000000000000044,1.999818246960343,0.015873015873015886,0.007936507936507908,0.2500629881582263,2.6550000000000002,0.07632168761236882,1.999402974232731,0.028746398347408216,0.016007532956685555,0.2502085510918892,H
T1,27/11/2005,Gaziantepspor,Kayserispor,1.0,4.0,A,1.0,1.0,2.1,3.1,3.2,2.05,3.3,3.1,2.0,3.1,3.2,2.15,3.25,2.85,2005/6,€32.20m,€23.43m,2.075,0.05590169943749474,1.9994763458425027,0.02694057804216614,0.015060240963855609,0.25018170184593463,3.1875,0.08926785535678552,1.9994347615157992,0.028005601680560165,0.014705882352941124,0.2501948796344827,3.0875000000000004,0.143069039278245,1.9984283568827486,0.04633815037352064,0.023279352226720507,0.2505856417972935,H
T1,02/12/2005,Fenerbahce,Trabzonspor,2.0,2.0,D,0.0,1.0,1.4,3.75,7.5,1.4,3.9,7.0,1.45,3.9,6.0,1.4,3.75,7.0,2005/6,€73.00m,€64.14m,1.4124999999999999,0.021650635094610987,1.9998315083307774,0.01532788325282194,0.006637168141593097,0.25005671077504726,3.825,0.07499999999999996,1.9997226475394072,0.019607843137254888,0.009803921568627416,0.2500961168781238,6.875,0.5448623679425842,1.9953806815174855,0.07925270806437588,0.040909090909091006,0.25176812743737187,H
T1,03/12/2005,Ankaraspor,Galatasaray,1.0,2.0,A,1.0,2.0,5.0,3.4,1.61,4.5,3.5,1.65,4.6,3.4,1.6,5.0,3.3,1.61,2005/6,€32.53m,€64.95m,4.775,0.22776083947860754,1.998356271538731,0.04769860512640995,0.02486910994764413,0.25057305660647194,3.4,0.07071067811865482,1.9996879534788257,0.020797258270192596,0.011029411764705843,0.2501082718981202,1.6175000000000002,0.019202864369671443,1.9998987253534903,0.011871940877694862,0.005795981452859422,0.25003442309350876,A
T1,03/12/2005,Konyaspor,Gaziantepspor,3.0,2.0,H,2.0,0.0,2.15,3.2,3.0,2.15,3.2,3.0,2.3,3.0,2.7,2.25,3.15,2.75,2005/6,€28.52m,€32.20m,2.2125,0.06495190528383288,1.999379514953967,0.02935679334862503,0.015536723163841692,0.2502129001968193,3.1375,0.08196798155377508,1.99950343077545,0.026125253084868547,0.01294820717131473,0.2501795868414243,2.8625,0.13863170633011768,1.9983060551986653,0.04843029042100181,0.02510917030567672,0.2505894045857988,H
T1,03/12/2005,Rizespor,Erciyesspor,2.0,2.0,D,1.0,1.0,2.3,3.2,2.75,2.35,3.25,2.65,2.2,3.0,2.9,2.25,3.25,2.7,2005/6,€17.42m,€22.76m,2.2750000000000004,0.05590169943749469,1.9995643843616193,0.02457217557692074,0.013736263736263687,0.250151123120377,3.175,0.10307764064044153,1.9992309409839368,0.03246539862691072,0.015748031496062964,0.25028214198644105,2.7500000000000004,0.0935414346693485,1.999171571843149,0.03401506715249036,0.018181818181818077,0.2502766969903614,H
T1,04/12/2005,Besiktas,Manisaspor,3.0,1.0,H,3.0,0.0,1.4,3.75,7.5,1.35,4.35,7.0,1.45,3.8,5.4,1.44,3.6,6.5,2005/6,€69.65m,€22.87m,1.41,0.03937003937005901,1.999434781061886,0.027922013737630504,0.01507092198581561,0.2502008596713276,3.875,0.28394541729001355,1.9962064147852399,0.0732762367200035,0.0370967741935484,0.25118526680125486,6.6,0.7778174593052021,1.9897386423243038,0.11785113019775789,0.06439393939393923,0.25402555073612265,H
T1,04/12/2005,Diyarbakirspor,Denizlispor,1.0,0.0,H,1.0,0.0,2.0,3.25,3.25,1.9,3.35,3.45,2.0,3.1,3.2,2.1,3.2,3.0,2005/6,€21.98m,€29.21m,2.0,0.07071067811865482,1.999097939521405,0.03535533905932741,0.018750000000000044,0.2503136743206856,3.225,0.09013878188659973,1.999436345146097,0.027950009887317745,0.015503875968992276,0.2501956912717895,3.2249999999999996,0.16007810593582128,1.9982213209230437,0.0496366219956035,0.027131782945736482,0.2506202997528373,H
T1,04/12/2005,Genclerbirligi,Samsunspor,0.0,1.0,A,0.0,1.0,1.61,3.4,5.0,1.65,3.5,4.5,1.55,3.5,4.8,1.6,3.4,4.8,2005/6,€25.68m,€25.79m,1.6024999999999998,0.03561951712193748,1.9996430103839555,0.0222274677828003,0.012090483619344727,0.25012482214154735,3.45,0.050000000000000044,1.9998484829291057,0.014492753623188418,0.007246376811594457,0.25005250997689565,4.775,0.17853571071357124,1.998985901895421,0.03738967763635,0.019633507853403342,0.2503618262356914,H
T1,04/12/2005,Kayserispor,Sivasspor,2.0,2.0,D,1.0,1.0,1.9,3.25,3.5,1.85,3.4,3.6,1.85,3.1,3.6,2.1,3.2,3.0,2005/6,€23.43m,€21.15m,1.9249999999999998,0.10307764064044153,1.9979675385903137,0.053546826306722875,0.02597402597402576,0.25064491063834116,3.2375000000000003,0.10825317547305476,1.9991961166600714,0.033437274277391425,0.018339768339768137,0.250274318955567,3.425,0.24874685927665502,1.9960888452585133,0.07262682022676059,0.034671532846715314,0.25155222790357934,H
T1,05/12/2005,Malatyaspor,Ankaragucu,0.0,0.0,D,0.0,0.0,2.3,3.2,2.75,2.25,3.1,2.9,2.2,3.0,2.9,2.3,3.15,2.7,2005/6,€25.08m,€27.16m,2.2625,0.04145780987944235,1.9997570444747985,0.018323893869366784,0.00966850828729271,0.2500855135459192,3.1125000000000003,0.07395099728874523,1.9995913209797596,0.023759356558633003,0.013052208835341306,0.2501442483178986,2.8125000000000004,0.08926785535678552,1.999272281014895,0.031739681904634845,0.016666666666666607,0.2502538165190758,H
T1,09/12/2005,Manisaspor,Kayserispor,1.0,0.0,H,0.0,0.0,2.5,3.2,2.4,2.6,3.2,2.4,2.5,3.0,2.5,2.4,3.25,2.5,2005/6,€22.87m,€23.43m,2.5,0.07071067811865482,1.9994227679976009,0.02828427124746193,0.014999999999999902,0.2502004806407175,3.1625,0.09601432184835763,1.9993281850367581,0.03036025987299846,0.014822134387351804,0.25024515302034933,2.45,0.050000000000000044,1.999699542856517,0.020408163265306138,0.010204081632653184,0.2501041232819659,A
T1,10/12/2005,Denizlispor,Rizespor,2.0,0.0,H,0.0,0.0,2.1,3.2,3.0,2.25,3.2,2.8,2.2,3.0,2.9,2.15,3.2,2.85,2005/6,€29.21m,€17.42m,2.175,0.05590169943749474,1.9995233995051962,0.025701930775859652,0.014367816091953811,0.25016535700374126,3.1500000000000004,0.08660254037844395,1.9994488293074122,0.027492869961410774,0.011904761904761862,0.25020155872077404,2.8875,0.07395099728874524,1.999528522383476,0.025610734991773243,0.01406926406926412,0.25016059354178555,H
T1,10/12/2005,Galatasaray,Besiktas,3.0,2.0,H,1.0,2.0,1.8,3.4,3.6,1.75,3.45,3.95,1.85,3.1,3.6,1.72,3.25,4.2,2005/6,€64.95m,€69.65m,1.7799999999999998,0.049497474683058366,1.9994432485025246,0.027807570046662008,0.015449438202247201,0.2501911770975407,3.3,0.13693063937629155,1.9987511655192391,0.04149413314433077,0.022727272727272707,0.25044482316987277,3.8375,0.2534141866589162,1.9968748361613846,0.06603627013913126,0.035016286644951045,0.25104672838664754,H
T1,10/12/2005,Gaziantepspor,Ankaragucu,1.0,1.0,D,0.0,0.0,1.9,3.25,3.4,1.75,3.45,3.95,1.8,3.2,3.7,1.9,3.25,3.4,2005/6,€32.20m,€27.16m,1.8375,0.06495190528383285,1.999096177035619,0.03534797566467094,0.018707482993197022,0.250317436135581,3.2874999999999996,0.09601432184835763,1.9993904599714174,0.02920587736832172,0.014258555133079609,0.2502015244754164,3.6125,0.23014940799402472,1.9970946286163205,0.06370917868346705,0.03373702422145319,0.2509678489388154,H
T1,11/12/2005,Erciyesspor,Fenerbahce,0.0,3.0,A,0.0,2.0,4.33,3.4,1.66,5.0,3.45,1.6,4.6,3.4,1.6,4.5,3.3,1.66,2005/6,€22.76m,€73.00m,4.6075,0.2463102718117943,1.9979598598142212,0.05345855058313495,0.028621812262615398,0.25067201192608324,3.3874999999999997,0.054486236794258534,1.9998127099686402,0.016084497946644585,0.00830258302583009,0.2500660904099586,1.63,0.029999999999999916,1.9997556364839382,0.018404907975460072,0.00920245398773023,0.25008468515939636,A
T1,11/12/2005,Genclerbirligi,Diyarbakirspor,4.0,0.0,H,3.0,0.0,1.72,3.2,4.33,1.7,3.3,4.5,1.75,3.2,4.0,1.75,3.4,3.8,2005/6,€25.68m,€21.98m,1.73,0.021213203435596444,1.999891398021861,0.012261967303812973,0.006502890173410325,0.25003788568922514,3.2750000000000004,0.08291561975888487,1.9995394706875227,0.025317746491262554,0.013358778625954137,0.2501564306067181,4.1575,0.27371289702898555,1.996866623401527,0.06583593434251006,0.03653036680697519,0.2510969179585013,H
T1,11/12/2005,Samsunspor,Malatyaspor,1.0,2.0,A,0.0,1.0,2.0,3.2,3.2,1.85,3.4,3.6,1.9,3.1,3.5,1.95,3.25,3.25,2005/6,€25.79m,€25.08m,1.9249999999999998,0.05590169943749472,1.9993915382906837,0.029039843863633622,0.016233766233766156,0.2502111699777606,3.2375,0.10825317547305476,1.9991961166600718,0.03343727427739143,0.018339768339768137,0.250274318955567,3.3875,0.1672386020032456,1.9982438046865518,0.049369329004648146,0.026752767527675303,0.25060436457253965,H
T1,11/12/2005,Sivasspor,Konyaspor,1.0,1.0,D,1.0,0.0,1.9,3.25,3.4,1.85,3.3,3.6,1.9,3.1,3.5,1.9,3.25,3.4,2005/6,€21.15m,€28.52m,1.8875000000000002,0.02165063509461089,1.999904666074484,0.011470535149462722,0.004966887417218624,0.25003378226206024,3.225,0.07499999999999991,1.9996071049761874,0.023255813953488344,0.011627906976744207,0.25014106658201696,3.475,0.08291561975888508,1.9995908651694057,0.023860610002556855,0.0125899280575541,0.25013912875740074,H
