Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI
B1,19/09/2009,Mechelen,Roeselare,H,1.5,3.75,6.0,1.5,3.65,6.1,1.6,3.4,4.6,1.53,3.5,5.5,2009/10,€17.65m,€12.43m,1.5325000000000002,0.040850336595920515,1.9994913187271308,0.026656010829311915,0.013458401305057155,0.25016972726914277,3.575,0.13462912017836262,1.9989766550420152,0.037658495154786746,0.020979020979020824,0.25035525968940303,5.550000000000001,0.5937171043518958,1.9915012377450336,0.10697605483817942,0.05630630630630651,0.25340434483748514
B1,20/09/2009,Anderlecht,Gent,D,1.57,3.6,5.5,1.7,3.4,4.5,1.6,3.4,4.6,1.5,3.5,6.0,2009/10,€83.25m,€29.75m,1.5924999999999998,0.07189401922274201,1.9985354092331373,0.0451453809875931,0.02472527472527486,0.2504987675913584,3.475,0.08291561975888508,1.9995908651694054,0.023860610002556855,0.0125899280575541,0.25013912875740074,5.15,0.6264982043070835,1.989386647116105,0.12165013675865698,0.06553398058252435,0.2535462332235404
B1,20/09/2009,Westerlo,Club Brugge,A,4.0,3.4,1.8,3.7,3.3,1.9,3.4,3.2,1.9,3.6,3.1,1.91,2009/10,€16.60m,€53.65m,3.6750000000000003,0.2165063509461097,1.997509521855409,0.05891329277445161,0.03231292517006801,0.25084272711867056,3.25,0.11180339887498938,1.999146057925888,0.03440104580768904,0.019230769230769384,0.25029653156166315,1.8775,0.044930501889028515,1.9995830859830739,0.02393102630574089,0.010985352862849629,0.25015122176058585
B1,22/09/2009,St Truiden,Genk,A,2.4,3.4,2.8,2.25,3.2,2.85,2.4,3.2,2.4,2.38,3.3,2.7,2009/10,€13.15m,€31.70m,2.3575,0.06259992012774453,1.9994863025804912,0.02655351861198071,0.012460233297985068,0.25018704968313243,3.2749999999999995,0.08291561975888487,1.9995394706875227,0.02531774649126256,0.013358778625954137,0.2501564306067181,2.6875000000000004,0.1745530005471118,1.996896423570582,0.06494995369194856,0.03372093023255829,0.25118657344476947
B1,23/09/2009,Charleroi,Mechelen,A,1.91,3.3,3.75,1.85,3.3,3.85,1.9,3.3,3.3,1.95,3.3,3.6,2009/10,€16.63m,€17.65m,1.9024999999999999,0.03561951712193746,1.999746791842048,0.018722479433344267,0.01018396846254932,0.2500883968806433,3.3,0.0,2.0,0.0,0.0,0.25,3.625,0.20766559657295197,1.9976036506969936,0.05728706112357296,0.03103448275862064,0.2508831730395802
B1,23/09/2009,Club Brugge,Waregem,H,1.5,3.8,6.0,1.5,3.7,6.0,1.4,3.9,6.0,1.53,3.6,6.0,2009/10,€53.65m,€18.70m,1.4825,0.049180788932265046,1.999197620932116,0.03317422524941993,0.016441821247892285,0.2502932988778592,3.75,0.1118033988749894,1.9993586463180253,0.029814239699997174,0.01666666666666683,0.2502226020440471,6.0,0.0,2.0,0.0,0.0,0.25
B1,23/09/2009,Gent,Westerlo,A,1.4,4.0,7.5,1.4,3.95,7.5,1.4,3.9,6.0,1.4,4.0,8.0,2009/10,€29.75m,€16.60m,1.4,0.0,2.0,0.0,0.0,0.25,3.9625,0.04145780987944252,1.9999208996686677,0.010462538770837228,0.005520504731861164,0.2500276544377938,7.25,0.75,1.9920108593187889,0.10344827586206896,0.051724137931034475,0.25328580975718423
B1,23/09/2009,Germinal,Kortrijk,H,1.8,3.4,4.2,1.75,3.5,4.1,1.7,3.3,4.0,1.8,3.25,4.33,2009/10,€25.40m,€15.25m,1.7625,0.04145780987944254,1.9995992793531774,0.023522161633726262,0.012411347517730542,0.25014168271727844,3.3625,0.09601432184835762,1.9994132766247352,0.02855444515936286,0.01579925650557601,0.25020088178268146,4.157500000000001,0.12214233500306117,1.999378174211162,0.02937879374697803,0.016386049308478867,0.2502142311820804
B1,23/09/2009,Roeselare,Lokeren,A,2.6,3.25,2.5,2.75,3.1,2.4,2.3,3.1,2.65,2.6,3.1,2.6,2009/10,€12.43m,€19.00m,2.5625,0.16345871038277535,1.9970197828754341,0.06378876502742453,0.03292682926829271,0.25111652215048735,3.1374999999999997,0.06495190528383286,1.9996932687762368,0.020701802480902906,0.008964143426294813,0.25010219685385104,2.5375,0.09601432184835762,1.9989632129559247,0.03783815639344142,0.020935960591133007,0.2503663750735898
B1,23/09/2009,Standard,Cercle Brugge,D,1.33,4.5,8.0,1.3,4.65,8.5,1.3,4.2,8.0,1.3,4.5,10.0,2009/10,€82.40m,€16.63m,1.3074999999999999,0.012990381056766592,1.9999290654959754,0.009935281878980186,0.004302103250477973,0.2500241208400484,4.4625,0.1634587103827753,1.9990239887187238,0.03662940288689642,0.018907563025210017,0.2503529927832947,8.625,0.81967981553775,1.9936631495462411,0.09503534093191304,0.047101449275362306,0.25190854792136386
B1,26/09/2009,Genk,Roeselare,D,1.36,4.2,8.0,1.28,4.75,9.0,1.3,4.2,8.0,1.36,4.33,7.5,2009/10,€31.70m,€12.43m,1.325,0.03570714214271428,1.9994755145188798,0.026948786522803234,0.014150943396226356,0.25018275020950487,4.37,0.22572106680591417,1.9981060908707862,0.05165241803338997,0.025457665903890092,0.25060541279010295,8.125,0.5448623679425842,1.9967984444116944,0.0670599837467796,0.034615384615384714,0.25104153515970207
B1,26/09/2009,Kortrijk,Standard,A,4.5,3.5,1.7,4.5,3.65,1.65,3.9,3.3,1.75,5.5,3.5,1.6,2009/10,€15.25m,€82.40m,4.6,0.5744562646538028,1.9889301655724767,0.1248817966638702,0.06521739130434767,0.2535831184288832,3.4875,0.12437342963832754,1.9990789209754443,0.03566263215435915,0.018817204301075252,0.2503259875276461,1.6749999999999998,0.05590169943749472,1.9991962939322925,0.0333741489179073,0.018656716417910557,0.2502790550615752
B1,26/09/2009,Lokeren,Charleroi,H,2.2,3.25,3.0,2.15,3.2,3.1,2.2,3.1,2.8,2.15,3.3,3.1,2009/10,€19.00m,€16.63m,2.175,0.025000000000000133,1.9999046950184836,0.01149425287356328,0.005747126436781658,0.25003302946228034,3.2125,0.0739509972887451,1.9996164131297003,0.023019765692994586,0.012645914396887115,0.2501353104529847,3.0,0.12247448713915901,1.9987837045263959,0.04082482904638634,0.02083333333333326,0.2504466587150448
B1,26/09/2009,Waregem,Gent,H,2.75,3.25,2.38,2.8,3.2,2.3,2.4,3.2,2.4,2.7,3.1,2.5,2009/10,€18.70m,€29.75m,2.6625,0.15562374497485917,1.9974852773595242,0.0584502328544072,0.02934272300469476,0.250963391856772,3.1875,0.0544862367942584,1.9997884208163648,0.017093721347218323,0.008823529411764675,0.2500747487103138,2.395,0.0712390342438751,1.9993628963665946,0.02974489947552196,0.01617954070981198,0.25021905187228666
B1,26/09/2009,Westerlo,St Truiden,H,2.3,3.3,2.8,2.15,3.3,3.0,2.1,3.2,2.9,2.2,3.3,3.0,2009/10,€16.60m,€13.15m,2.1875,0.07395099728874512,1.99917935521769,0.03380617018914062,0.01857142857142846,0.25027812229497015,3.2749999999999995,0.04330127018922177,1.9998732472131233,0.013221761889838712,0.005725190839694694,0.25004506940688664,2.9250000000000003,0.08291561975888508,1.9994175194738009,0.028347220430388058,0.014957264957264904,0.2502068272608226
B1,27/09/2009,Anderlecht,Germinal,H,1.29,4.5,10.0,1.25,5.0,10.0,1.4,3.9,6.0,1.33,4.5,8.5,2009/10,€83.25m,€25.40m,1.3175,0.055396299515400815,1.9987302373557838,0.042046527146414284,0.023244781783681168,0.250430938665664,4.475,0.38971143170299744,1.9944846337221631,0.08708635345318379,0.0460893854748603,0.25200465201689426,8.625,1.6345871038277526,1.9725310929317321,0.18951734537133363,0.09782608695652173,0.26269894605713917
B1,28/09/2009,Cercle Brugge,Mechelen,H,2.1,3.3,3.4,2.1,3.35,3.05,1.9,3.3,3.3,2.1,3.2,3.3,2009/10,€16.63m,€17.65m,2.0500000000000003,0.08660254037844395,1.998690780343815,0.042245141648021435,0.018292682926829285,0.25049309664694286,3.2875000000000005,0.054486236794258354,1.9998011204102242,0.016573760241599497,0.008555133079847899,0.25007021979338157,3.2625,0.12930100540985753,1.9988543699351145,0.03963249207964982,0.02011494252873569,0.25041972056377027
B1,03/10/2009,Charleroi,Kortrijk,D,1.85,3.5,4.2,1.75,3.45,4.1,1.75,3.2,4.0,1.8,3.25,4.33,2009/10,€16.63m,€15.25m,1.7875,0.04145780987944254,1.999613394356417,0.023193180352135686,0.012237762237762073,0.25013153517621967,3.3499999999999996,0.1274754878398196,1.9989552107910156,0.0380523844297969,0.020522388059701413,0.25036222917004713,4.157500000000001,0.12214233500306117,1.999378174211162,0.02937879374697803,0.016386049308478867,0.2502142311820804
B1,03/10/2009,Germinal,Westerlo,H,1.73,3.5,5.0,1.75,3.5,4.1,1.8,3.2,3.7,1.83,3.2,4.2,2009/10,€25.40m,€16.60m,1.7775,0.039607448794387184,1.9996420988498904,0.02228267161428252,0.012306610407876173,0.25012357156118803,3.3499999999999996,0.1499999999999999,1.9985532860835362,0.04477611940298505,0.022388059701492713,0.2505012252171976,4.25,0.4716990566028302,1.9912759481197209,0.11098801331831298,0.05882352941176472,0.25277918026631235
B1,03/10/2009,Mechelen,Lokeren,H,1.91,3.3,4.2,1.9,3.25,3.75,1.9,3.2,3.4,1.95,3.2,3.75,2009/10,€17.65m,€19.00m,1.915,0.020615528128088322,1.9999167065962857,0.010765288839732805,0.005221932114882533,0.2500283441590091,3.2375,0.04145780987944235,1.9998819567038997,0.012805501121063274,0.006756756756756577,0.25004048964307457,3.775,0.28394541729001377,1.9959380496137509,0.07521732908344736,0.039735099337748325,0.2513824066979139
B1,03/10/2009,Roeselare,Cercle Brugge,H,3.1,3.4,2.25,2.8,3.3,2.25,3.0,3.1,2.1,3.2,3.3,2.1,2009/10,€12.43m,€16.63m,3.0250000000000004,0.14790199457749054,1.9982620694410276,0.04889322134793075,0.026859504132231482,0.25062684107115024,3.275,0.10897247358851676,1.999195260299568,0.03327403773695169,0.01717557251908408,0.2502898467155783,2.175,0.07499999999999996,1.9991421039919088,0.03448275862068964,0.01724137931034475,0.25029726516052314
B1,03/10/2009,St Truiden,Waregem,A,2.5,3.4,2.7,2.3,3.15,2.8,2.3,3.1,2.6,2.4,3.2,2.75,2009/10,€13.15m,€18.70m,2.375,0.08291561975888508,1.9991255584330696,0.034911839898477924,0.018421052631579116,0.25029487921263605,3.2125,0.11388041973930368,1.999102060363123,0.03544915789550309,0.018482490272373475,0.25029684493198506,2.7125,0.0739509972887451,1.9994615995447274,0.027263040475113402,0.01497695852534564,0.25019058182402043
B1,04/10/2009,Club Brugge,Anderlecht,H,2.5,3.25,2.6,2.45,3.15,2.65,2.3,3.1,2.6,2.6,3.1,2.6,2009/10,€53.65m,€83.25m,2.4625000000000004,0.10825317547305492,1.9985984835561692,0.0439606803951492,0.024111675126903487,0.2504995362660185,3.15,0.061237243569579415,1.999728790502628,0.019440394783993467,0.009920634920634885,0.25009158698146805,2.6125,0.02165063509461089,1.9999506147514097,0.00828732443812857,0.003588516746411363,0.2500168459827946
B1,04/10/2009,Standard,Genk,H,1.5,3.75,6.5,1.5,3.65,6.3,1.45,3.8,5.4,1.44,3.8,7.0,2009/10,€82.40m,€31.70m,1.4725,0.027726341266023566,1.9997441542063132,0.018829433796959977,0.009762308998302105,0.2500888046061356,3.75,0.061237243569579415,1.9998067683996896,0.016329931618554512,0.008333333333333304,0.2500684990715924,6.300000000000001,0.5787918451395111,1.9938026245700784,0.09187172145071604,0.04960317460317465,0.2523576414060116
B1,17/10/2009,Anderlecht,Charleroi,H,1.29,5.0,9.0,1.26,5.0,9.1,1.27,4.5,9.0,1.29,4.5,10.5,2009/10,€83.25m,€16.63m,1.2774999999999999,0.012990381056766592,1.999925356710118,0.010168595739151931,0.005381604696673259,0.25002596477627037,4.75,0.25,1.9980008838722996,0.05263157894736842,0.026315789473684292,0.25069252077562326,9.4,0.6363961030678928,1.9967732959532607,0.06770171309232903,0.030585106382978733,0.25098775510204085
B1,17/10/2009,Kortrijk,Roeselare,H,1.67,3.4,5.0,1.66,3.45,4.75,1.8,3.3,3.6,1.8,3.2,4.5,2009/10,€15.25m,€12.43m,1.7325,0.06759252917297894,1.9989016184352815,0.039014446853090294,0.01984126984126977,0.25038079516224865,3.3375000000000004,0.09601432184835759,1.9994012777535668,0.02876833613433935,0.015917602996254665,0.25021051643143044,4.4625,0.5284115346962063,1.9895189739942825,0.11841154839130671,0.06232492997198902,0.2543422725965856
B1,17/10/2009,Lokeren,Cercle Brugge,D,2.1,3.2,3.3,2.15,3.15,3.15,2.2,3.2,2.75,2.05,3.25,3.3,2009/10,€19.00m,€16.63m,2.125,0.055901699437494845,1.9995007030889922,0.026306682088232867,0.014705882352941124,0.2501732405283318,3.2,0.03535533905932741,1.9999119412994364,0.011048543456039814,0.005859375,0.25003052875627,3.125,0.22499999999999992,1.9961705119434194,0.07199999999999998,0.03600000000000003,0.2514930925616844
B1,17/10/2009,Waregem,Germinal,H,1.91,3.3,3.8,1.95,3.25,3.55,2.1,3.2,2.9,2.0,3.3,3.4,2009/10,€18.70m,€25.40m,1.9899999999999998,0.07106335201775954,1.9990855326029042,0.035710227144602785,0.019472361809045324,0.250307826510905,3.2625,0.04145780987944235,1.9998832701248068,0.01270737467569114,0.006704980842911823,0.25004088804644686,3.4125,0.32858598570237285,1.9931787254291302,0.09628893353915688,0.052197802197802234,0.2526196156974421
B1,17/10/2009,Westerlo,Standard,H,5.5,3.5,1.6,5.5,3.5,1.55,4.4,3.5,1.6,5.0,3.6,1.62,2009/10,€16.60m,€82.40m,5.1,0.4527692569068707,1.9942029439494866,0.08877828566801386,0.04656862745098023,0.25221297397278364,3.525,0.043301270189221974,1.9998916585608881,0.012284048280630348,0.005319148936170137,0.25003667661010315,1.5925000000000002,0.025860201081971523,1.999808944283346,0.016238744792446795,0.008241758241758212,0.2500676914200885
B1,18/10/2009,Club Brugge,Gent,H,1.7,3.4,4.75,1.75,3.35,4.15,1.6,3.4,4.6,1.67,3.4,5.0,2009/10,€53.65m,€29.75m,1.6800000000000002,0.05431390245600104,1.999243738643029,0.03232970384285776,0.017857142857143016,0.25026630021983653,3.3875,0.02165063509461089,1.999970460631584,0.006391331393243067,0.002767527675276993,0.25001036469921634,4.625,0.3092329219213244,1.996738556386711,0.06686117230731338,0.03648648648648645,0.2511989241755706
B1,18/10/2009,Genk,Mechelen,A,1.85,3.3,4.0,1.95,3.25,3.4,1.7,3.3,4.0,1.91,3.25,3.75,2009/10,€31.70m,€17.65m,1.8525,0.09496709956611289,1.9980796018403424,0.05126429126375864,0.027327935222672073,0.25071018524917554,3.2750000000000004,0.02499999999999991,1.999957965472508,0.007633587786259514,0.003816793893129722,0.2500145679156227,3.7875,0.24590394466132504,1.99691203570334,0.0649251339039802,0.03382838283828371,0.25115569510832614
B1,23/10/2009,Lokeren,Genk,A,2.4,3.3,2.9,2.4,3.15,2.7,2.4,3.2,2.4,2.5,3.2,2.62,2009/10,€19.00m,€31.70m,2.425,0.043301270189221974,1.9997715556274227,0.017856193892462673,0.0077319587628865705,0.25007652280379555,3.2124999999999995,0.054486236794258354,1.9997932376835565,0.01696069627836836,0.008754863813229541,0.2500703925887746,2.655,0.17909494688572317,1.9967070181705269,0.06745572387409536,0.0371939736346516,0.25116407163036525
B1,24/10/2009,Cercle Brugge,Kortrijk,D,1.83,3.6,4.2,1.9,3.3,3.65,1.7,3.3,4.0,1.8,3.25,4.33,2009/10,€16.63m,€15.25m,1.8075,0.07189401922274201,1.9988537007524865,0.03977539099460139,0.02178423236514515,0.25040663512669814,3.3625,0.1386317063301178,1.9987912409729374,0.04122876024687518,0.019516728624535462,0.25038981069344785,4.045,0.25656383221335005,1.9970626637949798,0.06342739980552535,0.034610630407911014,0.2510822993230749
B1,24/10/2009,Charleroi,Westerlo,D,2.25,3.3,3.2,2.15,3.15,3.15,2.2,3.2,2.75,2.25,3.4,2.8,2009/10,€16.63m,€16.60m,2.2125000000000004,0.04145780987944252,1.9997459210327035,0.01873799316584972,0.009887005649717562,0.2500894607455898,3.2625,0.09601432184835755,1.9993768001592498,0.029429677194898866,0.016283524904214586,0.2502132979721276,2.9749999999999996,0.2015564437074638,1.9966862714609817,0.06775006511175255,0.03571428571428559,0.2511484826465725
B1,24/10/2009,St Truiden,Gent,A,3.25,3.3,2.2,2.9,3.2,2.25,2.5,3.2,2.3,2.8,3.4,2.25,2009/10,€13.15m,€29.75m,2.8625,0.2678035660703569,1.9936950951353245,0.0935558309416094,0.051310043668122196,0.2521862340241664,3.2750000000000004,0.08291561975888487,1.9995394706875227,0.025317746491262554,0.013358778625954137,0.2501564306067181,2.25,0.03535533905932725,1.999821874838928,0.015713484026367668,0.008333333333333304,0.2500617741386221
B1,24/10/2009,Standard,Waregem,D,1.5,4.0,7.0,1.46,4.0,6.0,1.4,3.9,6.0,1.44,4.0,6.5,2009/10,€82.40m,€18.70m,1.4500000000000002,0.036055512754639925,1.99955389734105,0.02486587086526891,0.01379310344827589,0.25015482245137083,3.975,0.043301270189221974,1.9999140375352285,0.010893401305464647,0.004716981132075526,0.25003042719785795,6.375,0.414578098794425,1.99697857212937,0.0650318586344196,0.03431372549019618,0.2509971606273661
B1,25/10/2009,Mechelen,Anderlecht,A,3.4,3.4,2.1,3.3,3.35,2.0,3.5,3.4,1.8,3.5,3.25,2.0,2009/10,€17.65m,€83.25m,3.425,0.08291561975888508,1.999575486409518,0.024208940075586886,0.012773722627737127,0.25015018575738046,3.35,0.061237243569579415,1.9997577351683455,0.018279774199874452,0.009328358208955168,0.2500861172166797,1.9749999999999999,0.10897247358851685,1.9977751823567225,0.05517593599418575,0.028481012658228,0.250823974609375
B1,25/10/2009,Roeselare,Club Brugge,A,7.0,4.33,1.44,5.95,3.7,1.5,4.8,3.5,1.55,6.5,4.0,1.44,2009/10,€12.43m,€53.65m,6.0625,0.8180579135978089,1.9864859845613545,0.13493738780994785,0.07371134020618553,0.2554273706034472,3.8825000000000003,0.31371762781201823,1.995312070975252,0.08080299492904526,0.04491307147456536,0.25158890437281173,1.4825,0.04602988159880496,1.9993073724426733,0.031048824012684627,0.016441821247892063,0.25023524371336775
B1,31/10/2009,Anderlecht,Lokeren,H,1.29,5.0,11.0,1.22,5.5,9.75,1.25,4.5,9.0,1.22,5.3,11.0,2009/10,€83.25m,€19.00m,1.2449999999999999,0.02872281323269017,1.999617872032529,0.02307053271702022,0.012048192771084487,0.2501293391412311,5.075,0.37666297933298404,1.9959725321641053,0.07421930627250917,0.04064039408866993,0.2514947607310614,10.1875,0.854674645698584,1.994875583509402,0.08389444374955425,0.04447852760736204,0.251855597284247
B1,31/10/2009,Club Brugge,St Truiden,H,1.25,5.25,12.0,1.25,5.0,9.55,1.25,4.5,9.0,1.25,5.0,10.0,2009/10,€53.65m,€13.15m,1.25,0.0,2.0,0.0,0.0,0.25,4.9375,0.2724311839712921,1.9977751823567225,0.05517593599418575,0.028481012658227778,0.250823974609375,10.1375,1.1321301824436976,1.991243129623982,0.11167745326201703,0.05826140567200966,0.25265656761555966
B1,31/10/2009,Kortrijk,Mechelen,H,2.5,3.25,2.8,2.45,3.25,2.6,2.4,3.2,2.4,2.5,3.2,2.6,2009/10,€15.25m,€17.65m,2.4625,0.04145780987944252,1.9997949596912334,0.01683565883429138,0.008883248730964466,0.2500720757902077,3.2249999999999996,0.02499999999999991,1.9999566519593044,0.007751937984496097,0.003875968992248069,0.25001502313562884,2.6,0.14142135623730948,1.9978637260424625,0.054392829322042105,0.028846153846153744,0.2507462423724784
B1,31/10/2009,Waregem,Charleroi,D,1.73,3.5,4.33,1.7,3.4,4.5,1.7,3.3,4.0,1.7,3.5,4.5,2009/10,€18.70m,€16.63m,1.7075,0.012990381056766592,1.9999583703232073,0.007607836636466525,0.0032942898975110158,0.25001421887803565,3.425,0.08291561975888508,1.9995754864095185,0.024208940075586886,0.012773722627737127,0.25015018575738046,4.3325,0.20412924827177512,1.9983772317268778,0.0471158103339354,0.02409117137911143,0.2506009437447624
B1,31/10/2009,Westerlo,Roeselare,D,1.4,4.33,8.0,1.45,3.75,6.75,1.5,3.7,5.0,1.45,3.9,6.5,2009/10,€16.60m,€12.43m,1.45,0.03535533905932741,1.9995710519959546,0.024382992454708558,0.012931034482758452,0.2501488979428904,3.92,0.2478911051248108,1.9971647808187978,0.06323752681755378,0.032525510204081565,0.2509009181225538,6.5625,1.0661701318269987,1.9806078307344155,0.1624640200879236,0.088095238095238,0.2575321408209631
B1,01/11/2009,Gent,Germinal,A,1.7,3.6,5.0,1.75,3.4,4.2,1.7,3.3,4.0,1.8,3.4,4.0,2009/10,€29.75m,€25.40m,1.7375,0.04145780987944254,1.9995908651694054,0.023860610002556855,0.0125899280575541,0.25013912875740074,3.425,0.10897247358851693,1.9992745705826054,0.03181678060978597,0.01642335766423364,0.2502433928724234,4.3,0.412310562561766,1.9935648196065565,0.09588617733994559,0.04651162790697683,0.25191321600659644
B1,02/11/2009,Genk,Cercle Brugge,H,1.73,3.6,4.75,1.75,3.4,4.2,1.8,3.2,3.7,1.8,3.4,4.0,2009/10,€31.70m,€16.63m,1.77,0.03082207001484491,1.999781054842187,0.017413598878443452,0.00918079096045199,0.25007622839137694,3.4000000000000004,0.14142135623730948,1.9987512731845576,0.04159451654038514,0.022058823529411686,0.250434777384968,4.1625,0.383038836151114,1.9939587185655954,0.09202134201828566,0.050300300300300194,0.25199078198206293
B1,06/11/2009,Charleroi,Gent,A,3.0,3.4,2.3,2.8,3.2,2.3,2.5,3.2,2.4,2.9,3.2,2.3,2009/10,€16.63m,€29.75m,2.8,0.18708286933869706,1.9967253748349596,0.0668153104781061,0.03571428571428559,0.2512348753350579,3.25,0.08660254037844375,1.9994929160860586,0.026646935501059617,0.011538461538461497,0.2501670750723992,2.3249999999999997,0.043301270189221974,1.999751553202207,0.01862420223192343,0.008064516129032251,0.2500831024930748
B1,07/11/2009,Cercle Brugge,Westerlo,H,2.1,3.4,3.4,2.05,3.25,3.25,1.9,3.3,3.3,2.05,3.2,3.4,2009/10,€16.63m,€16.60m,2.025,0.07500000000000002,1.9989991285250752,0.03703703703703705,0.0185185185185186,0.2503672757497927,3.2875000000000005,0.0739509972887451,1.999636126442376,0.02249459993573995,0.012357414448669335,0.2501241872774089,3.3375000000000004,0.06495190528383288,1.999726395603083,0.01946124502886378,0.010299625468164653,0.2500955039932231
B1,07/11/2009,Germinal,St Truiden,H,1.6,3.75,5.75,1.55,3.65,5.5,1.55,3.5,4.8,1.57,3.6,5.5,2009/10,€25.40m,€13.15m,1.5675000000000001,0.020463381929681144,1.9998774248387583,0.01305478910984443,0.006778309409888328,0.2500418584707884,3.625,0.09013878188659973,1.99955389734105,0.02486587086526889,0.01379310344827589,0.25015482245137083,5.3875,0.3542156828826189,1.9968180894759677,0.06574769055825873,0.033062645011600944,0.25122040483835656
B1,07/11/2009,Lokeren,Kortrijk,D,2.0,3.4,3.75,2.0,3.25,3.4,2.0,3.2,3.1,1.95,3.3,3.6,2009/10,€19.00m,€15.25m,1.9875,0.021650635094610987,1.999914037535229,0.010893401305464647,0.004716981132075526,0.25003042719785795,3.2874999999999996,0.0739509972887451,1.999636126442376,0.02249459993573996,0.012357414448669335,0.2501241872774089,3.4625,0.2433490291741473,1.996400482511113,0.07028130806473569,0.038808664259927905,0.25131425991378553
B1,07/11/2009,Roeselare,Waregem,H,3.75,3.6,1.91,3.5,3.3,1.95,3.2,3.1,2.0,3.6,3.3,1.95,2009/10,€12.43m,€18.70m,3.5125,0.20116846174288847,1.997608480088594,0.057272159926800986,0.031138790035587283,0.2508756159643944,3.3249999999999997,0.17853571071357127,1.9979335817299544,0.053694950590547755,0.02819548872180433,0.2506951660032252,1.9525,0.03191786333700929,1.9998074622493789,0.01634717712522883,0.008642765685019427,0.25006635132352295
B1,08/11/2009,Genk,Anderlecht,A,3.4,3.4,2.1,3.2,3.3,2.05,3.1,3.2,2.0,3.75,3.25,1.91,2009/10,€31.70m,€83.25m,3.3625,0.2484325864293973,1.9961127482956562,0.07388329707937467,0.039962825278810454,0.2512639556182841,3.2874999999999996,0.0739509972887451,1.9996361264423765,0.02249459993573996,0.012357414448669335,0.25012418727740887,2.015,0.07017834423809104,1.9991209873142266,0.034827962401037735,0.019230769230769162,0.2503118643753777
B1,08/11/2009,Standard,Club Brugge,H,2.2,3.3,3.25,2.1,3.2,3.2,2.2,3.1,2.8,2.1,3.2,3.25,2009/10,€82.40m,€53.65m,2.1500000000000004,0.050000000000000044,1.9996098363678072,0.02325581395348839,0.011627906976744207,0.2501352082206598,3.1999999999999997,0.07071067811865465,1.9996477221810776,0.02209708691207958,0.01171875,0.25012224927205307,3.125,0.18874586088176884,1.9973055193463873,0.06039867548216603,0.028000000000000025,0.25104916499578217
B1,21/11/2009,Anderlecht,Roeselare,H,1.17,7.0,15.0,1.15,6.5,12.5,1.2,5.0,10.0,1.14,6.5,15.0,2009/10,€83.25m,€12.43m,1.165,0.02291287847477922,1.9997218503674472,0.019667706845304053,0.010729613733905463,0.2500948909452878,6.25,0.75,1.9891825391877556,0.12,0.06000000000000005,0.2545882030679328,13.125,2.072890493972125,1.9814035902506322,0.15793451382644763,0.08333333333333326,0.25758261656858306
B1,21/11/2009,Club Brugge,Germinal,A,1.5,4.2,6.25,1.55,3.5,5.8,1.5,3.7,5.0,1.57,3.6,5.5,2009/10,€53.65m,€25.40m,1.53,0.03082207001484491,1.9997075362510561,0.02014514380055223,0.0106209150326797,0.25010085280511013,3.75,0.26925824035672524,1.9963566109627064,0.07180219742846007,0.036666666666666625,0.25113923667388344,5.6375,0.4546633369868303,1.9952895689699168,0.0806498158734954,0.04490022172949004,0.25167122749258297
B1,21/11/2009,Gent,Standard,H,2.9,3.3,2.4,3.0,3.2,2.2,2.45,3.2,2.45,2.9,3.25,2.25,2009/10,€29.75m,€82.40m,2.8125,0.21323402636539968,1.9957366866261277,0.07581654270769767,0.036666666666666625,0.2516949763395238,3.2375,0.04145780987944235,1.9998819567038997,0.012805501121063274,0.006756756756756577,0.25004048964307457,2.325,0.10307764064044149,1.9985815909406275,0.044334469092663004,0.024193548387096753,0.25049203006188564
B1,21/11/2009,St Truiden,Cercle Brugge,D,2.5,3.25,2.8,2.4,3.3,2.6,2.5,3.2,2.4,2.5,3.1,2.7,2009/10,€13.15m,€16.63m,2.475,0.04330127018922197,1.999777688257265,0.017495462702715944,0.007575757575757569,0.2500797109150813,3.2125000000000004,0.0739509972887451,1.9996164131297,0.023019765692994583,0.012645914396887115,0.25013531045298476,2.6250000000000004,0.1479019945774904,1.9976890122851445,0.056343616981901094,0.030952380952380842,0.2508392833906883
B1,21/11/2009,Westerlo,Lokeren,H,2.1,3.3,3.5,2.0,3.3,3.35,1.9,3.3,3.3,1.95,3.3,3.6,2009/10,€16.60m,€19.00m,1.9874999999999998,0.07395099728874527,1.99900630372029,0.037208048950312086,0.020440251572327206,0.2503360921063647,3.3,0.0,2.0,0.0,0.0,0.25,3.4375,0.11924240017711828,1.9991336304908478,0.0346886982333435,0.019090909090909047,0.25029734960619754
B1,22/11/2009,Kortrijk,Genk,H,2.9,3.3,2.4,2.65,3.25,2.4,2.4,3.3,2.4,2.6,3.2,2.5,2009/10,€15.25m,€31.70m,2.6375,0.1780975856096876,1.9967212399526777,0.06752515094206164,0.03672985781990512,0.2511231649694054,3.2625,0.04145780987944235,1.9998832701248064,0.01270737467569114,0.006704980842911823,0.25004088804644686,2.425,0.043301270189221974,1.9997715556274227,0.017856193892462673,0.0077319587628865705,0.25007652280379555
