Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,PSH,PSD,PSA,B365CH,B365CD,B365CA,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI
G1,11/05/2024,OFI Crete,Panetolikos,A,2.1,3.4,3.6,2.0,3.4,3.5,2.04,3.56,3.44,2.0,3.4,3.3,2023/24,€16.65m,€13.63m,2.06,3.28,3.59,2.05,3.5,3.4,2.035,0.04092676385936229,1.9997095489075731,0.0201114318719225,0.010442260442260487,0.2500984164089577,3.44,0.06928203230275516,1.9997096265883672,0.02014012566940557,0.008720930232558155,0.25009684917355374,3.4599999999999995,0.10862780491200226,1.9992868908313501,0.03139531933872898,0.01734104046242746,0.25025097375406447
G1,11/05/2024,Panserraikos,Kifisia,H,2.0,3.75,3.4,1.98,3.5,3.5,2.01,3.5,3.6,1.95,3.5,3.3,2023/24,€12.15m,€10.00m,1.92,3.55,3.78,2.0,3.6,3.5,1.9849999999999999,0.022912878474779158,1.9999036986053678,0.011543011826085218,0.006297229219143441,0.2500337041296662,3.5625,0.10825317547305482,1.9993414938042655,0.030386856273138196,0.013157894736842035,0.25021545532892847,3.4499999999999997,0.11180339887498958,1.999242223543839,0.03240678228260568,0.018115942028985366,0.2502630802136238
G1,12/05/2024,PAOK,Olympiakos,H,2.15,3.6,3.1,2.1,3.5,3.2,2.03,3.63,3.53,2.0,3.5,3.2,2023/24,€91.80m,€133.70m,2.11,3.31,3.5,2.0,3.6,3.5,2.07,0.058736700622353664,1.9994199882781232,0.028375217691958294,0.01570048309178751,0.2501996359778458,3.5575,0.058470077817632485,1.9998052340501855,0.016435721101231898,0.00860857343640209,0.2500673245912656,3.2575,0.16253845698787706,1.9982302326297983,0.0498966867192255,0.02475057559478122,0.25056998763564575
G1,15/05/2024,Lamia,Aris,A,3.8,3.6,1.91,3.6,3.5,1.95,3.39,3.85,2.01,3.5,3.6,1.85,2023/24,€9.03m,€32.15m,3.81,3.63,1.94,3.2,3.8,2.05,3.5725000000000002,0.1508931741332257,1.9987194586262724,0.04223741753204358,0.023268019594121503,0.2504333137558436,3.6374999999999997,0.12930100540985753,1.9990967345668815,0.035546668153912726,0.01804123711340222,0.25029931171189124,1.93,0.058309518948452904,1.9993413928918053,0.030212185983654355,0.01683937823834203,0.2502286812772134
G1,15/05/2024,Olympiakos,AEK,H,2.63,3.4,2.55,2.6,3.5,2.5,2.99,3.69,2.25,2.6,3.4,2.38,2023/24,€133.70m,€70.60m,2.69,3.61,2.49,2.9,3.6,2.25,2.705,0.16500000000000006,1.9973743794424297,0.06099815157116453,0.02772643253234741,0.25081379057366787,3.4975,0.11840080236214619,1.9991804323318452,0.033852981375881684,0.017333809864188643,0.2502719976579784,2.42,0.11597413504743198,1.9983326657294973,0.047923196300591726,0.026342975206611552,0.25059670407136947
G1,15/05/2024,PAOK,Panathinaikos,H,1.67,3.8,5.0,1.72,3.8,4.33,1.71,3.97,4.57,1.65,3.8,4.4,2023/24,€91.80m,€73.18m,1.68,3.8,5.04,1.7,3.9,4.5,1.6874999999999998,0.02861380785564902,1.9997924326078593,0.016956330581125348,0.009259259259259078,0.25007221906048555,3.8425,0.07361215932167745,1.999737177235967,0.019157360916506817,0.008295380611581082,0.2500878226901416,4.575,0.26043233286210826,1.99769564873419,0.056925100079149346,0.029781420765027544,0.250743542492781
G1,19/05/2024,AEK,Lamia,H,1.06,12.0,29.0,1.07,12.5,26.0,1.03,22.45,30.56,1.03,11.0,34.0,2023/24,€70.60m,€9.03m,1.05,14.42,23.61,1.04,15.0,34.0,1.0475,0.01785357107135714,1.9997905761137555,0.017043981929696552,0.008949880668257748,0.2500723482686259,14.4875,4.6287653591427596,1.9328101356606853,0.31950062875877544,0.15034512510785158,0.26427954630626355,29.89,2.8837995769470526,1.993288901253182,0.09648041408320684,0.05344596855135486,0.2523352780981122
G1,19/05/2024,Aris,PAOK,A,4.33,3.9,1.75,4.5,3.8,1.71,5.37,4.22,1.55,4.33,3.6,1.7,2023/24,€32.15m,€91.80m,4.55,3.6,1.76,5.25,4.1,1.57,4.6325,0.4314148235747121,1.99393277030186,0.09312786261731508,0.0443874797625472,0.2517985366043993,3.88,0.2240535650240807,1.9976094105884012,0.0577457641814641,0.031572164948453496,0.25080514731945064,1.6775,0.07595228765481653,1.9984991103327288,0.045277071627312385,0.022727272727272707,0.25056013404340294
G1,17/08/2024,PAOK,Panserraikos,H,1.17,8.0,15.0,1.16,7.5,15.0,1.18,7.26,13.75,1.1,7.5,17.0,2024/25,€90.78m,€13.53m,1.13,8.19,15.33,1.2,6.25,13.0,1.1525,0.031124748994971765,1.9994691097602135,0.02700628980040934,0.013557483731019504,0.2501924795494131,7.5649999999999995,0.26958301133417145,1.9990909795268628,0.03563555999129828,0.018341044282881747,0.2503033467490903,15.1875,1.1642460006373223,1.995803742610301,0.07665817288146978,0.04012345679012341,0.25138891656356593
G1,17/08/2024,Volos NFC,Olympiakos,A,10.0,5.0,1.3,9.25,5.25,1.3,9.56,5.62,1.3,9.0,5.5,1.25,2024/25,€9.35m,€112.80m,8.11,6.08,1.28,10.0,4.75,1.33,9.4525,0.3731872854211408,1.998879728820502,0.03948027351717967,0.021885744512033956,0.2503814205287405,5.3425,0.2385765076448224,1.9985545452511093,0.04465634209542768,0.02468413664014979,0.2505131935461337,1.2875,0.021650635094610987,1.999794675150468,0.01681602725795028,0.007281553398058138,0.25007352220370554
G1,18/08/2024,Levadeiakos,Athens Kallithea,D,2.45,2.88,3.2,2.3,3.1,3.1,2.32,2.97,3.57,2.38,3.0,2.88,2024/25,€7.55m,€7.45m,2.59,3.08,2.85,2.25,2.88,3.6,2.3625,0.05847007781763264,1.9995596986748656,0.02474923928788683,0.013492063492063444,0.2501499500221743,2.9875000000000003,0.07854139036202509,1.999501721213725,0.026290005142100448,0.014435146443514624,0.2501722882628192,3.1875,0.2493366198535626,1.9956262292577938,0.07822325328739219,0.042549019607843075,0.25145429613111425
G1,18/08/2024,Panathinaikos,Asteras Tripolis,A,1.33,4.75,10.0,1.33,5.25,8.5,1.4,4.67,8.11,1.25,5.0,9.5,2024/25,€101.15m,€11.35m,1.3,5.23,9.01,1.4,4.2,8.5,1.3275000000000001,0.053091901453988226,1.9988434071160694,0.03999389940036777,0.021186440677966045,0.25040633815527064,4.9175,0.22730761095924618,1.9984666925099832,0.046224221852414066,0.025292323335028177,0.25051768301636324,9.0275,0.7564844677850302,1.994935515358223,0.08379778097867961,0.04617834394904463,0.2517491579366068
G1,18/08/2024,Atromitos,Aris,D,2.88,3.2,2.5,2.85,3.25,2.4,2.88,3.11,2.64,2.7,3.25,2.38,2024/25,€8.73m,€33.10m,2.84,3.24,2.49,2.8,3.1,2.55,2.8274999999999997,0.07462405778299638,1.9994926984156862,0.02639223971105089,0.012599469496021198,0.25018441111384315,3.2024999999999997,0.057172983130146404,1.9997690148148284,0.01785260987670458,0.0091725214676035,0.25008194970407144,2.48,0.1029563014098701,1.9987663816676327,0.0415146376652702,0.022177419354838745,0.250411252514168
G1,18/08/2024,AEK,OFI Crete,H,1.22,6.0,13.0,1.2,6.75,12.0,1.2,6.84,12.79,1.17,6.5,12.0,2024/25,€78.90m,€13.68m,1.18,6.93,12.26,1.25,5.75,12.0,1.1975,0.01785357107135714,1.9998393189721406,0.014909036385266923,0.007828810020876764,0.25005629115239386,6.5225,0.32637210358730107,1.9981709694525442,0.05003788479682653,0.02654273668072049,0.25067515878525826,12.4475,0.45361740486890473,1.9990427022551858,0.03644245068237837,0.019029925687889193,0.2503302268505799
G1,19/08/2024,Panetolikos,Lamia,A,2.15,3.25,3.4,2.15,3.3,3.3,2.0,3.21,4.2,2.0,3.4,3.3,2024/25,€11.03m,€6.88m,2.13,3.24,3.51,1.95,3.3,4.0,2.075,0.07499999999999996,1.9990574042663867,0.03614457831325299,0.01807228915662651,0.25032660763536074,3.29,0.07106335201775944,1.9996646822254867,0.021599803044911686,0.011778115501519748,0.2501141217565847,3.55,0.3774917217635377,1.9921338783999116,0.10633569627141908,0.04929577464788748,0.25226341155803794
G1,24/08/2024,OFI Crete,Atromitos,D,2.2,3.4,3.25,2.15,3.4,3.2,2.48,3.09,3.11,2.05,3.3,3.2,2024/25,€13.68m,€8.73m,2.19,3.3,3.3,2.4,3.25,3.1,2.2199999999999998,0.15953056133543822,1.9963362435891596,0.07186061321416137,0.037725225225225145,0.25117050169367167,3.2975,0.12656520058847143,1.99892540505351,0.03838216848778512,0.019522365428354727,0.2503936960738955,3.19,0.05049752469181046,1.999818679351727,0.015829945044454688,0.008228840125392045,0.2500638302433989
G1,24/08/2024,Panserraikos,Aris,A,2.7,3.2,2.63,2.7,3.25,2.5,4.4,3.11,1.99,2.62,3.1,2.5,2024/25,€13.53m,€33.10m,2.75,3.18,2.61,3.9,3.25,2.0,3.105,0.7483815871599194,1.9611905832115357,0.24102466575198694,0.10748792270531382,0.2589273917790059,3.165,0.06264982043070837,1.999717743470816,0.0197945720160216,0.010663507109004877,0.2500971394428518,2.405,0.2454078238361605,1.9922047927065232,0.10204067519175074,0.0498960498960499,0.25324487692109565
G1,24/08/2024,AEK,Lamia,D,1.13,8.5,17.0,1.12,10.0,17.0,1.1,11.1,21.36,1.07,8.5,21.0,2024/25,€78.90m,€6.88m,1.1,10.02,17.71,1.09,9.0,23.0,1.105,0.022912878474779158,1.9996887357353157,0.020735636628759418,0.011312217194570096,0.25010982341881066,9.525,1.096300597464035,1.9905441972420266,0.11509717558677532,0.06102362204724421,0.2530944948800787,19.09,2.0938720113703226,1.9913075422059083,0.10968423317812062,0.0559193294918805,0.2530017517140619
G1,25/08/2024,Asteras Tripolis,Volos NFC,A,2.1,3.2,3.6,2.15,3.3,3.3,1.93,3.22,4.54,2.0,3.3,3.3,2024/25,€11.35m,€9.35m,2.04,3.25,3.76,1.9,3.3,4.33,2.045,0.08558621384311846,1.9987339675147267,0.041851449312038366,0.023227383863080542,0.25044313744245894,3.2550000000000003,0.04555216789572132,1.9998586743952047,0.013994521626949714,0.007296466973886417,0.25004906229704105,3.6849999999999996,0.5086010224134435,1.9867875734702416,0.13801927338220993,0.06818181818181812,0.2537495802904657
G1,25/08/2024,PAOK,Panetolikos,H,1.22,6.5,11.0,1.22,6.5,12.0,1.26,5.99,10.69,1.15,6.5,13.0,2024/25,€90.78m,€11.03m,1.2,6.43,11.63,1.27,6.0,9.5,1.2125,0.039607448794387184,1.9992253977241046,0.03266593715001005,0.017010309278350455,0.2502772523590055,6.3725000000000005,0.22083647796503175,1.9991217294555774,0.034654606193021846,0.015005884660651336,0.250325786944774,11.6725,0.9065146165396343,1.9956849755420292,0.07766242163543666,0.04246091240094252,0.2514340942214412
G1,25/08/2024,Panathinaikos,Levadeiakos,H,1.2,6.0,15.0,1.2,6.5,13.5,1.2,6.45,15.14,1.15,6.0,15.0,2024/25,€101.15m,€7.55m,1.19,6.25,13.49,1.2,6.0,12.0,1.1875,0.021650635094610987,1.9997585026337423,0.018232113763882937,0.007894736842105399,0.25008671522719383,6.2375,0.23815698604072066,1.998948360869639,0.03818148072797125,0.019539078156312506,0.25036403090189147,14.66,0.6721606950722425,1.9984561091255089,0.045849979200016544,0.020975443383356218,0.250584662390553
G1,26/08/2024,Olympiakos,Athens Kallithea,H,1.11,8.0,21.0,1.12,9.25,21.0,1.13,8.93,17.6,1.06,8.0,26.0,2024/25,€112.80m,€7.45m,1.1,9.78,20.11,1.14,7.0,21.0,1.105,0.026925824035672494,1.9995683888667062,0.02436726157074434,0.012443438914027105,0.25015542913082045,8.545,0.5566192594583841,1.996944769317681,0.06513976120051305,0.03423054417788185,0.2510460132195199,21.4,2.996664812754339,1.9860245638692149,0.1400310660165579,0.07359813084112132,0.2546418005426435
G1,31/08/2024,Lamia,Olympiakos,A,13.0,5.75,1.22,10.5,6.25,1.23,11.24,5.99,1.26,12.0,6.0,1.18,2024/25,€6.88m,€112.80m,11.12,6.37,1.21,12.0,5.25,1.27,11.685,0.9261074451703755,1.995481688017935,0.07925609286866712,0.04418057338468118,0.2515473461920698,5.9975000000000005,0.17682972035266017,1.999373011760018,0.02948390501920136,0.015735723218007536,0.25021734781197524,1.2225,0.02861380785564902,1.999603968806865,0.02340597779603192,0.012781186094069419,0.25013879392512167
G1,31/08/2024,Aris,Asteras Tripolis,D,1.65,3.6,5.5,1.7,3.6,4.8,1.87,3.44,4.43,1.62,3.7,4.8,2024/25,€33.10m,€11.35m,1.65,3.69,5.33,1.85,3.25,4.5,1.71,0.09669539802906862,1.9977288468153331,0.056547016391268204,0.029239766081871288,0.25072845073152256,3.585,0.09313968005098587,1.9995110064941481,0.025980384951460496,0.013598326359832491,0.2501732381081046,4.8825,0.3871934271136328,1.9955272190170203,0.07930228921938204,0.04109062980030731,0.2514500239251514
G1,31/08/2024,Panetolikos,Panserraikos,H,1.95,3.2,4.2,2.0,3.25,3.7,2.04,2.94,4.55,1.91,3.25,3.7,2024/25,€11.03m,€13.53m,1.93,3.35,4.02,2.0,3.1,4.1,1.975,0.04924428900898057,1.9995514695794876,0.024933817219736996,0.013924050632911467,0.25015558368803786,3.1599999999999997,0.1286468033026861,1.9987862862379193,0.040711013703381684,0.01938291139240511,0.25045326442439775,4.0375000000000005,0.35947009611371,1.9943282064444463,0.08903284114271454,0.04721362229102155,0.2518820565598954
G1,01/09/2024,Levadeiakos,AEK,A,11.0,5.5,1.27,10.5,5.75,1.26,7.63,5.19,1.37,10.0,5.5,1.22,2024/25,€7.55m,€78.90m,8.73,5.85,1.27,8.0,4.75,1.38,9.7825,1.2920598863829804,1.9868271913661106,0.13207870037137545,0.06778686429849201,0.2557226794230008,5.485,0.19855729651664766,1.999051725114126,0.0362000540595529,0.019143117593436676,0.2503342800115392,1.28,0.05522680508593636,1.9986707497474243,0.04314594147338778,0.0224609375,0.25043811403709826
G1,01/09/2024,Volos NFC,OFI Crete,A,2.5,3.1,2.9,2.45,3.25,2.8,2.5,2.86,3.34,2.38,3.25,2.7,2024/25,€9.35m,€13.68m,2.45,3.22,2.93,2.45,3.1,3.1,2.4575,0.04918078893226504,1.9997097985542491,0.020012528558398794,0.010427263479145576,0.25010285783460146,3.1149999999999998,0.1594521871910198,1.998085055994376,0.05118850311108181,0.026484751203852408,0.2507082598145977,2.9349999999999996,0.24428467000612208,1.9951124974209726,0.0832315741077077,0.043015332197614775,0.2515163802714386
G1,01/09/2024,Atromitos,PAOK,A,6.25,4.75,1.44,6.25,4.5,1.46,6.83,4.46,1.47,6.0,4.5,1.4,2024/25,€8.73m,€90.78m,6.05,4.63,1.45,6.5,4.33,1.48,6.3325,0.30482576990799193,1.9983473836325674,0.04813671850106466,0.024575602052901546,0.25054163316394934,4.5525,0.11519006033508275,1.999542287433463,0.025302594252626633,0.011943986820428298,0.25015166202026035,1.4425,0.026809513236909045,1.9997497913709308,0.018585451117441282,0.009965337954939368,0.25008854565043287
G1,01/09/2024,Athens Kallithea,Panathinaikos,D,8.0,4.33,1.4,8.0,5.0,1.36,7.78,4.64,1.41,7.5,4.6,1.33,2024/25,€7.45m,€101.15m,6.38,5.05,1.4,8.5,4.1,1.42,7.82,0.20542638584174136,1.999499449137196,0.026269358803291735,0.013746803069053737,0.25017833746041485,4.6425,0.23836683913665507,1.9981057577268473,0.051344499544783,0.027598276790522513,0.2506453270330422,1.375,0.03201562118716417,1.9996080386079684,0.023284088136119395,0.012727272727272698,0.25013736733452313
G1,14/09/2024,Lamia,Athens Kallithea,D,2.25,3.2,3.3,2.3,3.2,3.1,3.46,3.06,2.36,2.25,3.1,3.0,2024/25,€6.88m,€7.45m,2.25,3.32,3.19,3.2,3.2,2.3,2.565,0.5171315113198963,1.972556132052298,0.20161072566077828,0.08966861598440534,0.25670469809424007,3.14,0.06164414002968982,1.9997216834243683,0.01963189172920058,0.010350318471337605,0.25009695734574977,2.94,0.35185224171518364,1.989269059858225,0.11967763323645703,0.062074829931972664,0.25449665327197346
G1,14/09/2024,Asteras Tripolis,Atromitos,A,1.91,3.4,4.0,1.95,3.3,3.9,2.56,3.01,3.16,1.91,3.2,3.8,2024/25,€11.35m,€8.73m,1.94,3.37,4.04,2.55,3.0,3.0,2.0825,0.2761679742475583,1.9878782994221742,0.1326136731080712,0.05972388955582253,0.25331864972159207,3.2274999999999996,0.1441136704133234,1.99855232321845,0.04465179563542166,0.024593338497288952,0.2505188450938862,3.715,0.328138690190596,1.9941893656382177,0.08832804581173513,0.044078061911170696,0.25235750625652975
G1,15/09/2024,Panserraikos,Levadeiakos,D,2.15,3.0,3.8,2.1,3.1,3.5,2.38,2.87,3.7,2.05,3.1,3.4,2024/25,€13.53m,€7.55m,2.16,3.19,3.54,2.35,2.9,3.4,2.17,0.1262933094031509,1.9975960833229047,0.0581996817526041,0.02995391705069128,0.2507680117363919,3.0175,0.09443913383762051,1.999288646442914,0.03129714460235974,0.016362883181441523,0.2502549792391225,3.5999999999999996,0.15811388300841897,1.9986079025901402,0.043920523057894165,0.02430555555555558,0.2504832610192064
G1,15/09/2024,Olympiakos,Panetolikos,D,1.14,8.0,17.0,1.15,7.75,16.0,1.14,8.88,16.63,1.11,7.0,17.0,2024/25,€112.80m,€11.03m,1.13,8.88,16.25,1.17,7.5,15.0,1.135,0.014999999999999921,1.9998735087600208,0.013215859030836935,0.0066079295154184425,0.2500447182331257,7.907500000000001,0.6713186650168461,1.9948095170755524,0.0848964483106982,0.04655390452102459,0.2517951686312726,16.6575,0.40855691158025953,1.9995633223561593,0.024526904492286332,0.01264445444994755,0.2501561667648795
G1,15/09/2024,OFI Crete,Aris,H,3.1,3.3,2.3,2.9,3.3,2.3,3.71,3.23,2.17,2.9,3.3,2.2,2024/25,€13.68m,€33.10m,3.02,3.52,2.25,3.4,3.4,2.1,3.1525,0.3320673877392961,1.9922375701854813,0.10533461942562923,0.05214115781126072,0.2523036070116874,3.2824999999999998,0.030310889132455283,1.9999382712131497,0.009234086559773126,0.003998476770753934,0.2500217790554823,2.2424999999999997,0.0584700778176324,1.9995091271485927,0.02607361329660308,0.0136566332218504,0.2501708648681069
G1,15/09/2024,PAOK,Panathinaikos,D,1.83,3.4,4.5,1.83,3.6,4.0,2.05,3.28,4.05,1.8,3.4,4.0,2024/25,€90.78m,€101.15m,1.88,3.41,4.26,2.0,3.3,3.9,1.8775,0.10034316120194729,1.9979778610962728,0.05344509251768165,0.024966711051930712,0.25063733225437446,3.42,0.11489125293076068,1.9991902277754803,0.03359393360548558,0.01754385964912286,0.25027352208867537,4.1375,0.21028254801575902,1.998170415612948,0.05082357655970006,0.023413897280966767,0.2505781167593006
G1,16/09/2024,AEK,Volos NFC,H,1.11,10.0,16.0,1.1,10.0,23.0,1.14,8.51,18.3,1.05,9.0,26.0,2024/25,€78.90m,€9.35m,1.09,10.69,22.76,1.14,8.0,13.0,1.0999999999999999,0.03240370349203926,1.9993711439285282,0.029457912265490244,0.015909090909090873,0.25022315570798603,9.3775,0.6461569081887154,1.9965552340986168,0.06890502886576544,0.036456944814716064,0.25122603088309203,20.825,3.910482706776748,1.9744897217490265,0.187778281237779,0.10414165666266517,0.258913505247899
G1,21/09/2024,Volos NFC,PAOK,A,8.0,5.25,1.33,8.0,5.25,1.34,9.61,4.51,1.39,8.0,5.0,1.29,2024/25,€9.35m,€90.78m,8.34,5.18,1.33,8.5,4.33,1.38,8.4025,0.6971504500464728,1.9951805803508718,0.08296940791984204,0.035926807497768554,0.2514332091684397,5.0024999999999995,0.3021071829665757,1.997323018322343,0.060391240972828726,0.030859570214892384,0.2510116100565014,1.3375,0.03561951712193747,1.9994892111928704,0.026631414670607458,0.014485981308411278,0.2501757316042936
G1,21/09/2024,Aris,Olympiakos,H,6.0,3.9,1.6,5.0,4.0,1.6,5.49,3.75,1.68,5.0,3.9,1.55,2024/25,€33.10m,€112.80m,5.58,3.95,1.59,5.25,3.7,1.67,5.3725000000000005,0.413846287889598,1.9957693937314271,0.07703048634520204,0.04060027919962783,0.2513817932807312,3.8875,0.08926785535678562,1.999618372957963,0.02296279237473585,0.01205787781350498,0.2501345359633629,1.6075,0.04656984002549285,1.9993971665063384,0.028970351493308153,0.01516329704510122,0.2502046416348979
G1,21/09/2024,Panetolikos,Asteras Tripolis,D,2.3,3.1,3.3,2.25,3.25,3.1,3.12,2.94,2.65,2.2,3.2,3.0,2024/25,€11.03m,€11.35m,2.3,3.29,3.16,3.0,3.0,2.55,2.4675000000000002,0.3783764659700707,1.9838788083961278,0.15334405915707017,0.07117527862208717,0.2542905705628943,3.1225,0.11840080236214622,1.9989553633265313,0.03791859162919014,0.020616493194555607,0.25037532706751675,3.0125,0.23551804601770965,1.9955308177652114,0.07818026423824387,0.04253112033195028,0.2516631548111542
G1,22/09/2024,Levadeiakos,OFI Crete,D,2.45,3.0,3.1,2.45,3.2,2.85,2.5,2.94,3.36,2.38,3.0,2.88,2024/25,€7.55m,€13.68m,2.45,3.1,3.09,2.45,3.0,3.1,2.4450000000000003,0.042720018726587705,1.9997793165636122,0.017472400297172883,0.009202453987730008,0.2500773173863211,3.0349999999999997,0.09836157786453009,1.9992496798608093,0.032409086611047806,0.016062602965403627,0.25024767336590364,3.0475,0.20461854754640396,1.996782836228159,0.06714308369037046,0.03589007383100884,0.25105604380528745
G1,22/09/2024,Panathinaikos,Panserraikos,H,1.2,6.5,13.0,1.2,6.75,13.5,1.17,7.34,17.35,1.15,6.5,13.0,2024/25,€101.15m,€13.53m,1.18,6.77,14.02,1.18,6.5,15.0,1.18,0.021213203435596444,1.9997664158959387,0.01797729104711563,0.009533898305084776,0.25008174141489964,6.7725,0.34317451828479334,1.9981738100086737,0.050671763497200935,0.02556293835363599,0.2505895672060963,14.2125,1.8229011904104957,1.988631097535012,0.12826041797083523,0.05958663148636778,0.25315885673886723
G1,22/09/2024,Atromitos,Lamia,H,1.85,3.4,4.33,1.82,3.6,4.1,1.68,3.49,6.21,1.83,3.5,3.7,2024/25,€8.73m,€6.88m,1.89,3.43,4.2,1.67,3.7,5.25,1.795,0.06726812023536861,1.9989729138446501,0.037475275897141294,0.018105849582172873,0.2503810996143861,3.4975,0.07084313657652383,1.9997042156751286,0.020255364282065428,0.010900643316654746,0.2501022577002743,4.585,0.9648963674923852,1.9697715186223939,0.21044631788274487,0.10577971646673934,0.2579462045958637
G1,22/09/2024,Athens Kallithea,AEK,D,8.5,5.0,1.33,7.75,4.8,1.36,6.18,4.35,1.53,8.0,4.8,1.3,2024/25,€7.45m,€78.90m,7.99,5.04,1.35,5.75,4.2,1.53,7.6075,0.8672766283026426,1.9902858590465615,0.1140028430236796,0.059234308248439005,0.2540231712273481,4.737500000000001,0.23815698604072075,1.9981529741743271,0.050270603913608596,0.025725593667546454,0.25068407160525574,1.3800000000000001,0.08916277250063503,1.9970468010582791,0.0646107047106051,0.032608695652173836,0.25092801943936827
G1,28/09/2024,Volos NFC,Athens Kallithea,D,2.3,3.3,3.0,2.3,3.2,3.1,2.66,2.88,3.17,2.2,3.2,3.0,2024/25,€9.35m,€7.45m,2.37,3.2,3.12,2.6,2.9,3.0,2.365,0.17514279888137,1.9961301066870127,0.07405615174687949,0.03646934460887952,0.2512010464207972,3.1449999999999996,0.1583508762211312,1.9981413961921533,0.050350040133905,0.025039745627980947,0.2506984609352025,3.0675,0.07189401922274201,1.9996047394601875,0.023437333079948497,0.012428687856560705,0.2501352732684675
G1,28/09/2024,Asteras Tripolis,Levadeiakos,D,1.8,3.4,4.75,1.78,3.5,4.4,2.01,3.06,4.64,1.75,3.4,4.2,2024/25,€11.35m,€7.55m,1.82,3.44,4.59,1.95,3.2,4.2,1.835,0.10259142264341585,1.997786876073482,0.05590813223074433,0.027247956403269713,0.25069817978889664,3.3400000000000003,0.16673332000533062,1.9981725517712803,0.049920155690218744,0.02470059880239539,0.2506875092212099,4.4975000000000005,0.21335123622796268,1.9983703372111752,0.04743774012850754,0.026264591439688845,0.25057590228718574
G1,29/09/2024,OFI Crete,Panetolikos,A,1.91,3.5,4.0,1.95,3.4,3.7,2.22,3.11,3.73,1.85,3.3,3.9,2024/25,€13.68m,€11.03m,1.89,3.34,4.35,2.15,3.25,3.3,1.9825,0.14166421566507195,1.9963924278839997,0.07145735973017502,0.036254728877679554,0.2511266602603647,3.3274999999999997,0.14411367041332343,1.9986383212463241,0.04330989343751268,0.0238542449286252,0.2504874782144125,3.8325,0.12316147936753596,1.9992565885612712,0.03213606767580847,0.01744944553163741,0.25025487693600956
G1,29/09/2024,Olympiakos,Atromitos,H,1.25,5.5,12.0,1.24,6.0,11.5,1.5,4.29,6.9,1.2,5.5,12.0,2024/25,€112.80m,€8.73m,1.22,6.21,11.94,1.48,4.0,7.0,1.2975,0.11840080236214619,1.994170587475149,0.09125302686870611,0.043834296724470034,0.2517349859896355,5.3225,0.6300942389833445,1.9895245745941172,0.11838313555347009,0.060239549084077026,0.25434648330516874,10.6,2.145926373387493,1.9676061000293754,0.202445884281839,0.09316037735849059,0.2672727272727273
G1,29/09/2024,PAOK,Aris,A,1.7,3.7,5.0,1.66,3.8,4.6,1.52,4.07,7.09,1.62,3.75,4.5,2024/25,€90.78m,€33.10m,1.69,3.73,4.94,1.5,4.1,6.5,1.625,0.06689544080129824,1.9987671582885356,0.04116642510849122,0.02230769230769214,0.25044595975709205,3.83,0.143003496460751,1.9990057355333941,0.03733772753544413,0.01892950391644921,0.2503254883030575,5.297499999999999,1.051674260405759,1.9731909255878661,0.19852274854285212,0.09638980651250573,0.25685660512415437
G1,29/09/2024,AEK,Panathinaikos,H,1.85,3.5,4.33,1.78,3.7,4.1,2.01,3.25,4.25,1.75,3.6,4.0,2024/25,€78.90m,€101.15m,1.83,3.54,4.32,1.95,3.4,4.0,1.8475,0.10059199769365346,1.9978886659118358,0.05444763068668658,0.028755074424898552,0.2506865220698356,3.5125,0.16723860200324572,1.9983484974686625,0.047612413381706964,0.025800711743772187,0.25060176238907717,4.17,0.12825755338380668,1.9993169086548275,0.03075720704647642,0.017086330935251803,0.25023791517968913
G1,30/09/2024,Lamia,Panserraikos,A,2.55,3.3,2.75,2.4,3.3,2.8,2.63,3.02,3.05,2.4,3.2,2.7,2024/25,€6.88m,€13.53m,2.48,3.49,2.74,2.6,3.2,2.8,2.495,0.09912113800799503,1.9988646361238607,0.03972791102524851,0.02104208416833675,0.25038777874302437,3.205,0.11434596626029263,1.999072993543571,0.03567736856795402,0.01833073322932921,0.25033696724665444,2.825,0.13462912017836248,1.9983844376928626,0.04765632572685397,0.024336283185840912,0.25052208891347844
G1,05/10/2024,Atromitos,Volos NFC,A,1.85,3.2,4.75,1.83,3.4,4.33,1.85,3.2,5.31,1.75,3.4,4.2,2024/25,€8.73m,€9.35m,1.86,3.25,4.69,1.8,3.25,4.75,1.8199999999999998,0.041231056256176644,1.9996268443639809,0.022654426514382774,0.01098901098901095,0.25013452638652023,3.3,0.09999999999999987,1.999337504168885,0.030303030303030266,0.015151515151515138,0.25022956841138655,4.6475,0.4331498008772483,1.9938211875702907,0.09320060266320566,0.0504303388918772,0.25199638060714574
G1,05/10/2024,Panetolikos,AEK,H,10.0,4.75,1.33,9.0,5.0,1.32,9.33,5.19,1.34,9.0,5.0,1.29,2024/25,€11.03m,€78.90m,9.5,5.25,1.3,9.0,4.5,1.36,9.3325,0.40825084200770484,1.9986353115035935,0.043745067453276706,0.022301098312349277,0.2504465760424354,4.985,0.15628499608087795,1.9992886453969303,0.031351052373295475,0.016549648946840634,0.25025086806288604,1.32,0.018708286933869722,1.99985462097225,0.014172944646871001,0.007575757575757569,0.2500512271626998
