Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,B365H_Prob,BWH_Prob,WHH_Prob,IWH_Prob,B365D_Prob,BWD_Prob,WHD_Prob,IWD_Prob,B365A_Prob,BWA_Prob,WHA_Prob,IWA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A,League
SC0,12/05/2021,Ross County,Hamilton,H,2.05,3.3,3.6,2.05,3.5,3.4,2.15,3.45,3.35,2.1,3.4,3.4,2020/21,€10.15m,€8.65m,48.7805,48.7805,47.619,46.5116,30.303,28.5714,29.4118,28.9855,27.7778,29.4118,29.4118,29.8507,H,47.9229,1.0886,29.3179,0.7409,29.113,0.9139,ScotishPremierLeague
SC0,15/05/2021,Hibernian,Celtic,D,5.0,3.8,1.66,4.75,3.9,1.65,4.0,3.65,1.9,4.75,3.9,1.7,2020/21,€23.08m,€116.80m,20.0,21.0526,21.0526,25.0,26.3158,25.641,25.641,27.3973,60.241,60.6061,58.8235,52.6316,A,21.7763,2.2057,26.2488,0.8291,58.0756,3.7098,ScotishPremierLeague
SC0,15/05/2021,Rangers,Aberdeen,H,1.28,5.0,11.0,1.3,5.0,9.75,1.33,5.0,9.0,1.29,5.25,11.0,2020/21,€97.00m,€19.93m,78.125,76.9231,77.5194,75.188,20.0,20.0,19.0476,20.0,9.0909,10.2564,9.0909,11.1111,H,76.9389,1.2662,19.7619,0.4762,9.8873,0.9836,ScotishPremierLeague
SC0,15/05/2021,St Johnstone,Livingston,D,2.0,3.1,4.2,2.05,3.0,4.0,2.05,3.25,3.8,2.1,3.2,3.75,2020/21,€11.18m,€15.28m,50.0,48.7805,47.619,48.7805,32.2581,33.3333,31.25,30.7692,23.8095,25.0,26.6667,26.3158,H,48.795,0.9722,31.9026,1.1378,25.448,1.3069,ScotishPremierLeague
SC0,16/05/2021,Hamilton,Kilmarnock,A,3.75,3.6,1.9,3.8,3.6,1.9,3.55,3.75,1.95,3.7,3.6,1.95,2020/21,€8.65m,€9.00m,26.6667,26.3158,27.027,28.169,27.7778,27.7778,27.7778,26.6667,52.6316,52.6316,51.2821,51.2821,A,27.0446,0.8039,27.5,0.5556,51.9568,0.7791,ScotishPremierLeague
SC0,16/05/2021,Motherwell,Ross County,A,2.2,3.2,3.4,2.2,3.1,3.4,2.3,3.0,3.5,2.3,3.1,3.3,2020/21,€19.00m,€10.15m,45.4545,45.4545,43.4783,43.4783,31.25,32.2581,32.2581,33.3333,29.4118,29.4118,30.303,28.5714,H,44.4664,1.141,32.2749,0.8507,29.4245,0.7071,ScotishPremierLeague
SC0,16/05/2021,St Mirren,Dundee United,D,2.2,3.25,3.25,2.25,3.0,3.4,2.65,3.1,2.85,2.3,3.2,3.25,2020/21,€9.85m,€12.63m,45.4545,44.4444,43.4783,37.7358,30.7692,33.3333,31.25,32.2581,30.7692,29.4118,30.7692,35.0877,H,42.7782,3.4571,31.9026,1.1378,31.5095,2.4698,ScotishPremierLeague
SC0,31/07/2021,Rangers,Livingston,H,1.18,6.5,17.0,1.18,6.25,15.0,1.2,6.5,16.0,1.15,6.5,17.0,2021/22,€161.38m,€11.85m,84.7458,84.7458,86.9565,83.3333,15.3846,16.0,15.3846,15.3846,5.8824,6.6667,5.8824,6.25,H,84.9454,1.497,15.5384,0.3077,6.1704,0.3735,ScotishPremierLeague
SC0,31/07/2021,Dundee,St Mirren,D,2.55,3.2,2.75,2.4,3.3,2.85,2.6,3.25,2.75,2.6,3.1,2.7,2021/22,€8.55m,€10.78m,39.2157,41.6667,38.4615,38.4615,31.25,30.303,32.2581,30.7692,36.3636,35.0877,37.037,36.3636,H,39.4514,1.5191,31.1451,0.8367,36.213,0.8146,ScotishPremierLeague
SC0,31/07/2021,Ross County,St Johnstone,D,3.8,3.3,2.0,3.8,3.25,2.0,3.9,3.3,2.05,3.9,3.2,1.95,2021/22,€9.30m,€13.35m,26.3158,26.3158,25.641,25.641,30.303,30.7692,31.25,30.303,50.0,50.0,51.2821,48.7805,A,25.9784,0.3896,30.6563,0.4527,50.0157,1.0214,ScotishPremierLeague
SC0,31/07/2021,Hearts,Celtic,H,4.5,4.0,1.7,4.5,3.7,1.72,4.7,3.85,1.7,4.5,3.9,1.67,2021/22,€16.35m,€126.68m,22.2222,22.2222,22.2222,21.2766,25.0,27.027,25.641,25.974,58.8235,58.1395,59.8802,58.8235,A,21.9858,0.4728,25.9105,0.847,58.9167,0.7187,ScotishPremierLeague
SC0,01/08/2021,Aberdeen,Dundee United,H,1.7,3.5,5.25,1.75,3.5,4.75,1.75,3.5,4.9,1.75,3.3,4.8,2021/22,€19.55m,€15.05m,58.8235,57.1429,57.1429,57.1429,28.5714,28.5714,30.303,28.5714,19.0476,21.0526,20.8333,20.4082,H,57.563,0.8403,29.0043,0.8658,20.3354,0.8993,ScotishPremierLeague
SC0,01/08/2021,Motherwell,Hibernian,A,3.3,3.4,2.15,3.2,3.4,2.15,3.35,3.35,2.2,3.3,3.2,2.15,2021/22,€11.01m,€24.50m,30.303,31.25,30.303,29.8507,29.4118,29.4118,31.25,29.8507,46.5116,46.5116,46.5116,45.4545,A,30.4267,0.5888,29.9811,0.8709,46.2473,0.5285,ScotishPremierLeague
SC0,07/08/2021,Dundee United,Rangers,H,12.0,6.5,1.18,11.5,6.25,1.22,12.0,6.0,1.25,13.0,5.5,1.22,2021/22,€15.05m,€161.38m,8.3333,8.6957,7.6923,8.3333,15.3846,16.0,18.1818,16.6667,84.7458,81.9672,81.9672,80.0,A,8.2636,0.4175,16.5583,1.2023,82.17,1.9516,ScotishPremierLeague
SC0,07/08/2021,St Mirren,Hearts,A,2.9,3.2,2.37,2.9,3.25,2.4,2.9,3.3,2.45,2.8,3.2,2.45,2021/22,€10.78m,€16.35m,34.4828,34.4828,35.7143,34.4828,31.25,30.7692,31.25,30.303,42.1941,41.6667,40.8163,40.8163,A,34.7907,0.6158,30.893,0.454,41.3734,0.6783,ScotishPremierLeague
SC0,08/08/2021,Celtic,Dundee,H,1.18,6.5,11.0,1.22,6.5,10.5,1.25,6.0,11.0,1.2,5.8,13.0,2021/22,€126.68m,€8.55m,84.7458,81.9672,83.3333,80.0,15.3846,15.3846,17.2414,16.6667,9.0909,9.5238,7.6923,9.0909,H,82.5116,2.0225,16.1693,0.936,8.8495,0.798,ScotishPremierLeague
SC0,08/08/2021,Hibernian,Ross County,H,1.5,4.0,5.75,1.53,4.2,5.75,1.55,4.2,6.0,1.5,3.9,6.5,2021/22,€24.50m,€9.30m,66.6667,65.3595,66.6667,64.5161,25.0,23.8095,25.641,23.8095,17.3913,17.3913,15.3846,16.6667,H,65.8022,1.0559,24.565,0.9108,16.7085,0.9464,ScotishPremierLeague
SC0,08/08/2021,Livingston,Aberdeen,A,2.7,3.0,2.6,2.6,3.1,2.75,2.85,3.05,2.65,2.8,3.0,2.55,2021/22,€11.85m,€19.55m,37.037,38.4615,35.7143,35.0877,33.3333,32.2581,33.3333,32.7869,38.4615,36.3636,39.2157,37.7358,A,36.5751,1.4972,32.9279,0.5155,37.9441,1.2146,ScotishPremierLeague
SC0,08/08/2021,St Johnstone,Motherwell,D,1.95,3.1,3.8,1.95,3.3,4.0,2.0,3.35,3.8,2.0,3.2,3.75,2021/22,€13.35m,€11.01m,51.2821,51.2821,50.0,50.0,32.2581,30.303,31.25,29.8507,26.3158,25.0,26.6667,26.3158,H,50.641,0.7402,30.9154,1.0682,26.0746,0.7352,ScotishPremierLeague
SC0,21/08/2021,Celtic,St Mirren,H,1.3,5.75,10.0,1.3,6.0,7.5,1.3,5.75,8.75,1.25,5.5,10.0,2021/22,€126.68m,€10.78m,76.9231,76.9231,80.0,76.9231,17.3913,16.6667,18.1818,17.3913,10.0,13.3333,10.0,11.4286,H,77.6923,1.5384,17.4078,0.6188,11.1905,1.5793,ScotishPremierLeague
SC0,21/08/2021,Livingston,Motherwell,A,2.25,3.3,3.2,2.15,3.3,3.3,2.3,3.2,3.25,2.25,3.1,3.25,2021/22,€11.85m,€11.01m,44.4444,46.5116,44.4444,43.4783,30.303,30.303,32.2581,31.25,31.25,30.303,30.7692,30.7692,H,44.7197,1.2785,31.0285,0.9334,30.7728,0.3866,ScotishPremierLeague
SC0,22/08/2021,Dundee,Hibernian,D,4.2,3.75,1.8,3.8,3.5,1.91,4.0,3.65,1.9,4.0,3.5,1.83,2021/22,€8.55m,€24.50m,23.8095,26.3158,25.0,25.0,26.6667,28.5714,28.5714,27.3973,55.5556,52.356,54.6448,52.6316,A,25.0313,1.0238,27.8017,0.9375,53.797,1.5541,ScotishPremierLeague
SC0,22/08/2021,Hearts,Aberdeen,D,2.05,3.2,3.8,2.1,3.2,3.5,2.1,3.25,3.6,2.1,3.1,3.6,2021/22,€16.35m,€19.55m,48.7805,47.619,47.619,47.619,31.25,31.25,32.2581,30.7692,26.3158,28.5714,27.7778,27.7778,H,47.9094,0.5808,31.3818,0.6266,27.6107,0.9408,ScotishPremierLeague
SC0,22/08/2021,Ross County,Rangers,A,11.0,6.0,1.25,10.0,6.0,1.25,11.0,5.75,1.27,11.0,5.25,1.25,2021/22,€9.30m,€161.38m,9.0909,10.0,9.0909,9.0909,16.6667,16.6667,19.0476,17.3913,80.0,80.0,80.0,78.7402,A,9.3182,0.4546,17.4431,1.1229,79.685,0.6299,ScotishPremierLeague
SC0,22/08/2021,St Johnstone,Dundee United,A,2.3,3.1,3.25,2.45,3.1,2.95,2.4,3.05,3.25,2.35,3.0,3.1,2021/22,€13.35m,€15.05m,43.4783,40.8163,42.5532,41.6667,32.2581,32.2581,33.3333,32.7869,30.7692,33.8983,32.2581,30.7692,H,42.1286,1.1456,32.6591,0.514,31.9237,1.4918,ScotishPremierLeague
SC0,28/08/2021,Dundee United,Hearts,A,3.5,3.4,2.05,3.2,3.4,2.15,3.4,3.4,2.15,3.3,3.2,2.15,2021/22,€15.05m,€16.35m,28.5714,31.25,30.303,29.4118,29.4118,29.4118,31.25,29.4118,48.7805,46.5116,46.5116,46.5116,A,29.884,1.1529,29.8714,0.9191,47.0788,1.1345,ScotishPremierLeague
SC0,28/08/2021,Hibernian,Livingston,H,1.72,3.5,5.0,1.75,3.6,4.5,1.77,3.65,4.6,1.75,3.4,4.6,2021/22,€24.50m,€11.85m,58.1395,57.1429,57.1429,56.4972,28.5714,27.7778,29.4118,27.3973,20.0,22.2222,21.7391,21.7391,H,57.2306,0.6781,28.2896,0.8938,21.4251,0.977,ScotishPremierLeague
SC0,28/08/2021,Motherwell,Dundee,H,2.37,3.3,3.0,2.35,3.3,2.95,2.4,3.25,3.0,2.35,3.1,3.0,2021/22,€11.01m,€8.55m,42.1941,42.5532,42.5532,41.6667,30.303,30.303,32.2581,30.7692,33.3333,33.8983,33.3333,33.3333,H,42.2418,0.4191,30.9083,0.9263,33.4746,0.2825,ScotishPremierLeague
SC0,29/08/2021,Rangers,Celtic,H,2.6,3.4,2.4,2.7,3.5,2.4,2.65,3.35,2.65,2.6,3.2,2.62,2021/22,€161.38m,€126.68m,38.4615,37.037,38.4615,37.7358,29.4118,28.5714,31.25,29.8507,41.6667,41.6667,38.1679,37.7358,A,37.924,0.6831,29.771,1.1198,39.8093,2.152,ScotishPremierLeague
SC0,29/08/2021,Aberdeen,Ross County,D,1.57,3.75,5.5,1.72,3.5,5.0,1.7,3.6,5.25,1.66,3.4,5.25,2021/22,€19.55m,€9.30m,63.6943,58.1395,60.241,58.8235,26.6667,28.5714,29.4118,27.7778,18.1818,20.0,19.0476,19.0476,H,60.2246,2.4732,28.1069,1.1692,19.0692,0.7427,ScotishPremierLeague
SC0,29/08/2021,St Mirren,St Johnstone,D,2.8,3.2,2.5,2.85,2.95,2.6,2.9,3.05,2.6,2.87,2.9,2.6,2021/22,€10.78m,€13.35m,35.7143,35.0877,34.8432,34.4828,31.25,33.8983,34.4828,32.7869,40.0,38.4615,38.4615,38.4615,A,35.032,0.5183,33.1045,1.4224,38.8461,0.7692,ScotishPremierLeague
SC0,11/09/2021,St Johnstone,Rangers,A,7.5,4.6,1.4,7.0,4.33,1.44,7.5,4.5,1.43,7.5,4.2,1.42,2021/22,€13.35m,€161.38m,13.3333,14.2857,13.3333,13.3333,21.7391,23.0947,23.8095,22.2222,71.4286,69.4444,70.4225,69.9301,A,13.5714,0.4762,22.7164,0.9197,70.3064,0.848,ScotishPremierLeague
SC0,11/09/2021,Celtic,Ross County,H,1.12,7.5,15.0,1.17,7.25,13.0,1.15,8.0,16.0,1.12,7.0,19.0,2021/22,€126.68m,€9.30m,89.2857,85.4701,89.2857,86.9565,13.3333,13.7931,14.2857,12.5,6.6667,7.6923,5.2632,6.25,H,87.7495,1.8748,13.478,0.7592,6.468,1.0062,ScotishPremierLeague
SC0,11/09/2021,Dundee,Livingston,D,2.2,3.2,3.3,2.2,3.2,3.3,2.3,3.25,3.2,2.25,3.1,3.2,2021/22,€8.55m,€11.85m,45.4545,45.4545,44.4444,43.4783,31.25,31.25,32.2581,30.7692,30.303,30.303,31.25,31.25,H,44.7079,0.948,31.3818,0.6266,30.7765,0.5468,ScotishPremierLeague
SC0,11/09/2021,Motherwell,Aberdeen,H,2.9,3.2,2.4,2.8,3.2,2.5,2.9,3.2,2.5,2.87,3.0,2.5,2021/22,€11.01m,€19.55m,34.4828,35.7143,34.8432,34.4828,31.25,31.25,33.3333,31.25,41.6667,40.0,40.0,40.0,A,34.8808,0.5811,31.7708,1.0417,40.4167,0.8333,ScotishPremierLeague
SC0,11/09/2021,St Mirren,Dundee United,D,2.25,3.2,3.2,2.25,3.2,3.2,2.35,3.15,3.2,2.3,3.0,3.2,2021/22,€10.78m,€15.05m,44.4444,44.4444,43.4783,42.5532,31.25,31.25,33.3333,31.746,31.25,31.25,31.25,31.25,H,43.7301,0.9072,31.8948,0.9871,31.25,0.0,ScotishPremierLeague
SC0,12/09/2021,Hearts,Hibernian,D,2.45,3.2,2.9,2.5,3.25,2.75,2.5,3.35,2.8,2.45,3.2,2.75,2021/22,€16.35m,€24.50m,40.8163,40.0,40.8163,40.0,31.25,30.7692,31.25,29.8507,34.4828,36.3636,36.3636,35.7143,H,40.4082,0.4713,30.78,0.6597,35.7311,0.8867,ScotishPremierLeague
SC0,18/09/2021,Aberdeen,St Johnstone,A,2.05,3.2,3.8,2.0,3.1,4.0,2.1,3.1,3.95,2.05,3.0,3.8,2021/22,€19.55m,€13.35m,48.7805,50.0,48.7805,47.619,31.25,32.2581,33.3333,32.2581,26.3158,25.0,26.3158,25.3165,H,48.795,0.9722,32.2749,0.8507,25.737,0.6807,ScotishPremierLeague
SC0,18/09/2021,Hibernian,St Mirren,D,1.57,4.0,6.0,1.57,4.0,5.5,1.63,3.8,5.5,1.61,3.6,5.5,2021/22,€24.50m,€10.78m,63.6943,63.6943,62.1118,61.3497,25.0,25.0,27.7778,26.3158,16.6667,18.1818,18.1818,18.1818,H,62.7125,1.1756,26.0234,1.3239,17.803,0.7576,ScotishPremierLeague
SC0,18/09/2021,Ross County,Hearts,D,4.5,4.0,1.7,4.5,3.75,1.72,4.7,3.95,1.7,4.4,3.7,1.72,2021/22,€9.30m,€16.35m,22.2222,22.2222,22.7273,21.2766,25.0,26.6667,27.027,25.3165,58.8235,58.1395,58.1395,58.8235,A,22.1121,0.6057,26.0026,0.9944,58.4815,0.3949,ScotishPremierLeague
SC0,19/09/2021,Dundee United,Dundee,H,2.37,3.2,3.0,2.45,3.25,2.85,2.55,3.2,2.85,2.55,3.0,2.8,2021/22,€15.05m,€8.55m,42.1941,40.8163,39.2157,39.2157,31.25,30.7692,33.3333,31.25,33.3333,35.0877,35.7143,35.0877,H,40.3604,1.4365,31.6506,1.1445,34.8058,1.0251,ScotishPremierLeague
SC0,19/09/2021,Livingston,Celtic,H,7.0,4.33,1.45,6.0,4.2,1.5,6.0,4.4,1.5,6.0,4.0,1.5,2021/22,€11.85m,€126.68m,14.2857,16.6667,16.6667,16.6667,23.0947,23.8095,25.0,22.7273,68.9655,66.6667,66.6667,66.6667,A,16.0714,1.1905,23.6579,1.0012,67.2414,1.1494,ScotishPremierLeague
SC0,19/09/2021,Rangers,Motherwell,D,1.28,5.25,10.0,1.3,5.25,9.25,1.3,5.5,11.0,1.24,5.25,12.0,2021/22,€161.38m,€11.01m,78.125,76.9231,80.6452,76.9231,19.0476,19.0476,19.0476,18.1818,10.0,10.8108,8.3333,9.0909,H,78.1541,1.7547,18.8311,0.4329,9.5588,1.0775,ScotishPremierLeague
SC0,25/09/2021,Dundee,Rangers,A,12.0,5.75,1.25,10.0,5.75,1.26,12.0,5.75,1.27,12.0,5.0,1.25,2021/22,€8.55m,€161.38m,8.3333,10.0,8.3333,8.3333,17.3913,17.3913,20.0,17.3913,80.0,79.3651,80.0,78.7402,A,8.75,0.8334,18.0435,1.3043,79.5263,0.6035,ScotishPremierLeague
SC0,25/09/2021,Hearts,Livingston,H,1.57,3.6,7.5,1.57,3.75,6.0,1.6,3.65,6.5,1.55,3.5,6.5,2021/22,€16.35m,€11.85m,63.6943,63.6943,64.5161,62.5,27.7778,26.6667,28.5714,27.3973,13.3333,16.6667,15.3846,15.3846,H,63.6012,0.8301,27.6033,0.7932,15.1923,1.3789,ScotishPremierLeague
SC0,25/09/2021,Motherwell,Ross County,H,1.72,3.75,4.75,1.7,3.7,4.75,1.75,3.7,4.6,1.7,3.6,4.6,2021/22,€11.01m,€9.30m,58.1395,58.8235,58.8235,57.1429,26.6667,27.027,27.7778,27.027,21.0526,21.0526,21.7391,21.7391,H,58.2324,0.7947,27.1246,0.4674,21.3959,0.3964,ScotishPremierLeague
SC0,26/09/2021,St Mirren,Aberdeen,H,2.9,3.1,2.55,3.0,3.1,2.4,3.0,3.15,2.5,3.0,3.0,2.4,2021/22,€10.78m,€19.55m,34.4828,33.3333,33.3333,33.3333,32.2581,32.2581,33.3333,31.746,39.2157,41.6667,41.6667,40.0,A,33.6207,0.5747,32.3989,0.6681,40.6373,1.231,ScotishPremierLeague
SC0,26/09/2021,Celtic,Dundee United,D,1.16,7.5,15.0,1.16,7.0,15.0,1.17,7.25,15.0,1.15,6.5,17.0,2021/22,€126.68m,€15.05m,86.2069,86.2069,86.9565,85.4701,13.3333,14.2857,15.3846,13.7931,6.6667,6.6667,5.8824,6.6667,H,86.2101,0.6068,14.1992,0.8808,6.4706,0.3922,ScotishPremierLeague
SC0,26/09/2021,Hibernian,St Johnstone,H,1.83,3.6,4.33,1.85,3.4,4.25,1.9,3.45,4.3,1.88,3.2,4.2,2021/22,€24.50m,€13.35m,54.6448,54.0541,53.1915,52.6316,27.7778,29.4118,31.25,28.9855,23.0947,23.5294,23.8095,23.2558,H,53.6305,0.8942,29.3563,1.4397,23.4224,0.3143,ScotishPremierLeague
SC0,02/10/2021,Dundee United,Ross County,H,2.1,3.2,3.75,1.98,3.3,3.7,2.1,3.3,3.6,2.1,3.2,3.5,2021/22,€15.05m,€9.30m,47.619,50.5051,47.619,47.619,31.25,30.303,31.25,30.303,26.6667,27.027,28.5714,27.7778,H,48.3405,1.443,30.7765,0.5468,27.5107,0.8451,ScotishPremierLeague
SC0,02/10/2021,Hearts,Motherwell,H,1.57,3.8,6.0,1.57,3.8,5.75,1.6,3.9,5.75,1.55,3.75,5.8,2021/22,€16.35m,€11.01m,63.6943,63.6943,64.5161,62.5,26.3158,26.3158,26.6667,25.641,16.6667,17.3913,17.2414,17.3913,H,63.6012,0.8301,26.2348,0.4291,17.1727,0.3446,ScotishPremierLeague
SC0,02/10/2021,Livingston,St Mirren,A,2.45,3.0,3.2,2.35,3.2,2.95,2.45,3.15,3.05,2.4,3.0,3.0,2021/22,€11.85m,€10.78m,40.8163,42.5532,41.6667,40.8163,33.3333,31.25,33.3333,31.746,31.25,33.8983,33.3333,32.7869,H,41.4631,0.83,32.4157,1.0788,32.8171,1.139,ScotishPremierLeague
SC0,02/10/2021,St Johnstone,Dundee,H,2.0,3.1,4.33,1.9,3.3,4.0,2.0,3.25,4.0,1.95,3.2,4.0,2021/22,€13.35m,€8.55m,50.0,52.6316,51.2821,50.0,32.2581,30.303,31.25,30.7692,23.0947,25.0,25.0,25.0,H,50.9784,1.257,31.1451,0.8367,24.5237,0.9527,ScotishPremierLeague
SC0,03/10/2021,Aberdeen,Celtic,A,6.5,4.0,1.55,6.0,3.9,1.55,6.0,4.1,1.55,6.0,3.75,1.55,2021/22,€19.55m,€126.68m,15.3846,16.6667,16.6667,16.6667,25.0,25.641,26.6667,24.3902,64.5161,64.5161,64.5161,64.5161,A,16.3462,0.641,25.4245,0.973,64.5161,0.0,ScotishPremierLeague
SC0,03/10/2021,Rangers,Hibernian,H,1.36,5.0,7.5,1.34,5.0,8.0,1.4,4.9,7.5,1.32,4.75,9.0,2021/22,€161.38m,€24.50m,73.5294,74.6269,75.7576,71.4286,20.0,20.0,21.0526,20.4082,13.3333,12.5,11.1111,13.3333,H,73.8356,1.8446,20.3652,0.497,12.5694,1.0486,ScotishPremierLeague
SC0,16/10/2021,Hibernian,Dundee United,A,1.66,3.8,5.0,1.68,3.6,5.0,1.65,3.95,4.9,1.63,3.75,5.0,2021/22,€24.50m,€15.05m,60.241,59.5238,61.3497,60.6061,26.3158,27.7778,26.6667,25.3165,20.0,20.0,20.0,20.4082,H,60.4302,0.7602,26.5192,1.0155,20.102,0.2041,ScotishPremierLeague
SC0,16/10/2021,Motherwell,Celtic,A,6.5,4.33,1.5,6.5,3.8,1.53,6.25,4.4,1.5,6.5,4.0,1.47,2021/22,€11.01m,€126.68m,15.3846,15.3846,15.3846,16.0,23.0947,26.3158,25.0,22.7273,66.6667,65.3595,68.0272,66.6667,A,15.5384,0.3077,24.2844,1.6811,66.68,1.0892,ScotishPremierLeague
SC0,16/10/2021,Rangers,Hearts,D,1.55,4.1,6.0,1.57,3.9,5.75,1.57,4.2,5.5,1.52,4.0,5.8,2021/22,€161.38m,€16.35m,64.5161,63.6943,65.7895,63.6943,24.3902,25.641,25.0,23.8095,16.6667,17.3913,17.2414,18.1818,H,64.4236,0.9896,24.7102,0.7883,17.3703,0.6247,ScotishPremierLeague
SC0,16/10/2021,Ross County,St Mirren,A,3.3,3.3,2.25,3.1,3.25,2.25,3.1,3.4,2.3,3.1,3.25,2.2,2021/22,€9.30m,€10.78m,30.303,32.2581,32.2581,32.2581,30.303,30.7692,30.7692,29.4118,44.4444,44.4444,45.4545,43.4783,A,31.7693,0.9775,30.3133,0.6399,44.4554,0.8069,ScotishPremierLeague
SC0,16/10/2021,St Johnstone,Livingston,A,1.85,3.3,4.75,1.87,3.25,4.33,1.9,3.3,4.5,1.8,3.2,4.8,2021/22,€13.35m,€11.85m,54.0541,53.4759,55.5556,52.6316,30.303,30.7692,31.25,30.303,21.0526,23.0947,20.8333,22.2222,H,53.9293,1.2315,30.6563,0.4527,21.8007,1.0563,ScotishPremierLeague
SC0,16/10/2021,Dundee,Aberdeen,H,2.9,3.3,2.45,2.8,3.3,2.45,2.9,3.25,2.5,2.88,3.1,2.45,2021/22,€8.55m,€19.55m,34.4828,35.7143,34.7222,34.4828,30.303,30.303,32.2581,30.7692,40.8163,40.8163,40.8163,40.0,A,34.8505,0.5868,30.9083,0.9263,40.6122,0.4081,ScotishPremierLeague
SC0,23/10/2021,Aberdeen,Hibernian,H,2.55,3.2,2.87,2.5,3.0,2.95,2.6,3.15,2.85,2.5,3.0,2.88,2021/22,€19.55m,€24.50m,39.2157,40.0,40.0,38.4615,31.25,33.3333,33.3333,31.746,34.8432,33.8983,34.7222,35.0877,H,39.4193,0.7378,32.4157,1.0788,34.6378,0.5159,ScotishPremierLeague
SC0,23/10/2021,Celtic,St Johnstone,H,1.25,6.0,13.0,1.2,6.75,12.5,1.27,5.75,11.0,1.22,5.5,12.0,2021/22,€126.68m,€13.35m,80.0,83.3333,81.9672,78.7402,16.6667,14.8148,18.1818,17.3913,7.6923,8.0,8.3333,9.0909,H,81.0102,2.0401,16.7636,1.439,8.2791,0.6012,ScotishPremierLeague
SC0,23/10/2021,Dundee United,Motherwell,H,2.3,3.2,3.3,2.2,3.4,3.0,2.3,3.3,3.1,2.25,3.1,3.2,2021/22,€15.05m,€11.01m,43.4783,45.4545,44.4444,43.4783,31.25,29.4118,32.2581,30.303,30.303,33.3333,31.25,32.2581,H,44.2139,0.9442,30.8057,1.2251,31.7861,1.3043,ScotishPremierLeague
SC0,23/10/2021,Hearts,Dundee,D,1.5,4.0,7.0,1.41,4.6,7.0,1.53,4.2,6.25,1.47,4.0,6.5,2021/22,€16.35m,€8.55m,66.6667,70.922,68.0272,65.3595,25.0,21.7391,25.0,23.8095,14.2857,14.2857,15.3846,16.0,H,67.7439,2.3823,23.8872,1.5381,14.989,0.8501,ScotishPremierLeague
SC0,23/10/2021,Ross County,Livingston,A,2.75,3.2,2.6,2.6,3.2,2.65,2.8,3.2,2.6,2.75,3.1,2.55,2021/22,€9.30m,€11.85m,36.3636,38.4615,36.3636,35.7143,31.25,31.25,32.2581,31.25,38.4615,37.7358,39.2157,38.4615,A,36.7258,1.197,31.502,0.504,38.4686,0.6042,ScotishPremierLeague
SC0,24/10/2021,St Mirren,Rangers,A,9.0,4.33,1.4,7.75,4.4,1.4,7.5,4.5,1.43,8.0,4.2,1.4,2021/22,€10.78m,€161.38m,11.1111,12.9032,12.5,13.3333,23.0947,22.7273,23.8095,22.2222,71.4286,71.4286,71.4286,69.9301,A,12.4619,0.9627,22.9634,0.6679,71.054,0.7493,ScotishPremierLeague
SC0,27/10/2021,Dundee,Ross County,A,2.1,3.25,3.75,2.0,3.4,3.5,2.15,3.4,3.35,2.1,3.2,3.4,2021/22,€8.55m,€9.30m,47.619,50.0,47.619,46.5116,30.7692,29.4118,31.25,29.4118,26.6667,28.5714,29.4118,29.8507,H,47.9374,1.4708,30.2107,0.9431,28.6252,1.4094,ScotishPremierLeague
SC0,27/10/2021,Hibernian,Celtic,A,5.5,4.0,1.61,4.75,3.75,1.68,5.25,4.1,1.63,5.25,4.0,1.57,2021/22,€24.50m,€126.68m,18.1818,21.0526,19.0476,19.0476,25.0,26.6667,25.0,24.3902,62.1118,59.5238,63.6943,61.3497,A,19.3324,1.2173,25.2642,0.9782,61.6699,1.7322,ScotishPremierLeague
SC0,27/10/2021,Livingston,Dundee United,D,2.6,3.1,2.9,2.6,3.0,2.8,2.7,3.1,2.75,2.62,3.0,2.7,2021/22,€11.85m,€15.05m,38.4615,38.4615,38.1679,37.037,32.2581,33.3333,33.3333,32.2581,34.4828,35.7143,37.037,36.3636,H,38.032,0.6776,32.7957,0.6208,35.8994,1.0879,ScotishPremierLeague
SC0,27/10/2021,Motherwell,St Mirren,D,2.5,3.25,2.9,2.4,3.2,2.9,2.5,3.2,2.95,2.45,3.1,2.88,2021/22,€11.01m,€10.78m,40.0,41.6667,40.8163,40.0,30.7692,31.25,32.2581,31.25,34.4828,34.4828,34.7222,33.8983,H,40.6208,0.7964,31.3818,0.6266,34.3965,0.3508,ScotishPremierLeague
SC0,27/10/2021,Rangers,Aberdeen,D,1.28,5.5,11.0,1.25,6.25,10.0,1.3,5.5,11.0,1.27,4.8,12.0,2021/22,€161.38m,€19.55m,78.125,80.0,78.7402,76.9231,18.1818,16.0,20.8333,18.1818,9.0909,10.0,8.3333,9.0909,H,78.4471,1.2811,18.2992,1.9778,9.1288,0.6818,ScotishPremierLeague
