Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
P1,11/09/2004,Maritimo,Penafiel,H,1.5,3.4,6.0,1.6,3.55,4.9,1.7,3.2,4.2,1.57,3.5,5.0,2004/5,€21.20m,€5.73m,1.5925,0.07189401922274201,1.9985354092331373,0.045145380987593096,0.02472527472527486,0.2504987675913584,3.4124999999999996,0.134047566184545,1.9988768117037237,0.039281338076057146,0.021062271062270987,0.25040735699760475,5.025,0.6417748826496718,1.9883434357381302,0.1277163945571486,0.06840796019900508,0.2539121934243036,H
P1,11/09/2004,Sp Braga,Porto,D,4.0,3.4,1.727,4.05,3.4,1.75,3.5,3.1,1.9,3.75,3.3,1.8,2004/5,€33.05m,€158.15m,3.825,0.219374109684803,1.9976057812613368,0.05735270841432758,0.03104575163398704,0.2508676745977526,3.3,0.12247448713915883,1.9989959014353842,0.037113480951260255,0.018939393939394034,0.2503667262748801,1.79425,0.06651456607390589,1.9990165038549004,0.03707095782299339,0.01982025916120933,0.25032765064078855,A
P1,12/09/2004,Nacional,Beira Mar,H,1.615,3.5,4.5,1.65,3.5,4.55,1.7,3.2,4.2,1.72,3.4,4.0,2004/5,€10.25m,€8.10m,1.67125,0.04128786141228436,1.9995590611093612,0.02470477870592931,0.013649962602842347,0.25015398616206386,3.4000000000000004,0.12247448713915883,1.999054401627845,0.036021907982105535,0.018382352941176405,0.25034480880627474,4.3125,0.22465250944514278,1.9980322559201489,0.05209333552351137,0.02826086956521734,0.25069933259796284,H
P1,12/09/2004,Setubal,Sp Lisbon,H,4.0,3.2,1.8,3.65,3.35,1.85,3.5,3.1,1.9,3.75,3.3,1.8,2004/5,€9.58m,€89.40m,3.725,0.18200274723201298,1.9982871333394467,0.04885979791463436,0.02684563758389258,0.25057875349099246,3.2375000000000003,0.09601432184835755,1.999363658797307,0.029656933389454066,0.01640926640926632,0.2502238512417124,1.8375,0.041457809879442455,1.999634112571236,0.022562073403778207,0.01190476190476164,0.2501245468390907,A
P1,13/09/2004,Rio Ave,Belenenses,D,1.8,3.2,4.0,2.0,3.25,3.3,2.0,3.0,3.3,1.83,3.4,3.5,2004/5,€11.10m,€24.35m,1.9075,0.09310612224768033,1.9982796090164292,0.04881054901582193,0.025229357798165264,0.25059810049590153,3.2125,0.14306903927824494,1.9985630052702061,0.044535109502955625,0.024319066147859836,0.25050986575674483,3.5250000000000004,0.28613807855649,1.9953524781702385,0.08117392299474892,0.040780141843971496,0.25143819770445414,H
P1,17/09/2004,Boavista,Setubal,D,1.61,3.5,4.5,1.6,3.55,4.9,1.65,3.3,4.4,1.6,3.2,5.25,2004/5,€29.10m,€9.58m,1.6150000000000002,0.02061552812808823,1.9998829660082147,0.012765032896649056,0.006191950464396356,0.25003969201074355,3.3875,0.14306903927824488,1.9987104120231036,0.042234402738965275,0.02306273062730635,0.25045161425963985,4.7625,0.3379626458648943,1.9963923182335161,0.07096328522097517,0.03871391076115471,0.2512069055581069,H
P1,18/09/2004,Porto,Estoril,D,1.16,5.5,11.0,1.15,6.0,13.0,1.2,5.0,10.0,1.14,6.0,12.0,2004/5,€158.15m,€6.63m,1.1624999999999999,0.022776083947860768,1.999724573992804,0.019592330277729695,0.010215053763440896,0.25009295013808563,5.625,0.414578098794425,1.996028012525416,0.07370277311900889,0.03888888888888897,0.25147227808101125,11.5,1.118033988749895,1.9931642365271878,0.09722034684781695,0.05434782608695654,0.2524065150142061,H
P1,19/09/2004,Academica,Benfica,A,4.0,3.4,1.72,4.3,3.45,1.7,4.4,3.3,1.65,4.33,3.4,1.66,2004/5,€13.73m,€120.05m,4.2575,0.153031859428029,1.9990568904590007,0.035944065631950434,0.01805637110980629,0.2503468115212295,3.3875,0.054486236794258534,1.9998127099686396,0.016084497946644585,0.00830258302583009,0.25006609040995864,1.6825,0.02861380785564902,1.999791509014003,0.017006720865170293,0.00928677563150071,0.25007199994270873,A
P1,19/09/2004,Beira Mar,Gil Vicente,H,1.9,3.2,3.5,1.9,3.3,3.55,2.0,3.1,3.2,1.9,3.1,3.6,2004/5,€8.10m,€8.20m,1.9249999999999998,0.043301270189221974,1.999638097006179,0.022494166332063366,0.009740259740259827,0.25012017304919076,3.175,0.08291561975888491,1.999510063285432,0.026115155829570053,0.013779527559054872,0.2501663180216637,3.4625000000000004,0.1556237449748591,1.9985203004360963,0.0449454859133167,0.022563176895306736,0.25055342130611574,H
P1,19/09/2004,Belenenses,Leiria,H,2.1,3.2,3.0,1.9,3.3,3.55,1.9,3.1,3.5,2.0,3.0,3.4,2004/5,€24.35m,€17.83m,1.975,0.08291561975888508,1.9987367825194136,0.041982592282979785,0.022151898734177333,0.2504237625998556,3.15,0.11180339887498944,1.9990909597770778,0.03549314249999665,0.019841269841269993,0.250315704154906,3.3625,0.21614520582238222,1.99695394020527,0.0642811021033107,0.032527881040892215,0.25117563439073815,H
P1,19/09/2004,Moreirense,Nacional,H,2.2,3.0,3.0,2.0,3.25,3.3,2.0,3.1,3.2,2.25,3.0,2.85,2004/5,€6.15m,€10.25m,2.1125,0.11388041973930377,1.9979053052415607,0.05390789100085386,0.028106508875739733,0.2507214803078316,3.0875,0.10231690964840563,1.9992135855771553,0.0331390800480666,0.01720647773279338,0.2502627485943357,3.0875000000000004,0.1745530005471117,1.997686347286867,0.05653538479258678,0.03137651821862364,0.250815694644726,H
P1,19/09/2004,Penafiel,Rio Ave,D,2.5,3.1,2.5,2.5,3.15,2.55,2.4,2.9,2.7,2.62,2.9,2.5,2004/5,€5.73m,€11.10m,2.505,0.07794228634059955,1.9993028094827336,0.031114685165908006,0.01646706586826352,0.2502398466532465,3.0125,0.11388041973930377,1.9989698264404208,0.03780262895910498,0.01970954356846466,0.25035546871893793,2.5625,0.08196798155377509,1.9992691895793677,0.03198750499659516,0.01585365853658538,0.25024099110098175,H
P1,20/09/2004,Sp Lisbon,Maritimo,A,1.33,4.33,7.0,1.3,4.5,8.25,1.33,4.0,7.5,1.33,4.0,8.0,2004/5,€89.40m,€21.20m,1.3225,0.012990381056766592,1.9999301361997088,0.009822594371846195,0.0042533081285445196,0.2500246774565037,4.2075,0.21602951187279945,1.9981045832288684,0.05134391250690421,0.0271836007130124,0.25064537458850594,7.6875,0.480071609241788,1.9971676628620252,0.062448339413565916,0.03455284552845539,0.25101574343853145,H
P1,21/09/2004,Sp Braga,Guimaraes,H,1.83,3.2,3.75,1.85,3.35,3.65,1.9,3.1,3.5,1.8,3.25,3.75,2004/5,€33.05m,€20.40m,1.8450000000000002,0.036400549446402544,1.9997198739144353,0.019729295092901104,0.010840108401084292,0.2500959784474186,3.225,0.09013878188659973,1.999436345146097,0.027950009887317745,0.015503875968992276,0.2501956912717895,3.6625,0.10231690964840563,1.99943327913634,0.027936357583182424,0.014505119453924742,0.250203032063252,H
P1,22/09/2004,Porto,Leiria,D,1.25,5.0,8.0,1.25,5.0,9.0,1.3,4.2,8.0,1.28,4.5,8.0,2004/5,€158.15m,€17.83m,1.27,0.021213203435596444,1.9997990827185814,0.016703309791808223,0.008858267716535417,0.25006904110630274,4.675,0.3418698582794335,1.9961118926736485,0.07312724241271305,0.03877005347593587,0.25139908225650515,8.25,0.4330127018922193,1.9980509371469135,0.05248638810814779,0.022727272727272707,0.2506122448979592,H
P1,24/09/2004,Setubal,Beira Mar,A,1.83,3.2,3.75,1.8,3.4,3.8,1.8,3.1,3.8,1.8,3.3,3.75,2004/5,€9.58m,€8.10m,1.8074999999999999,0.012990381056766592,1.9999628432802958,0.007186932811489124,0.003112033195020736,0.2500127013158564,3.2499999999999996,0.11180339887498938,1.999146057925888,0.034401045807689046,0.019230769230769384,0.25029653156166315,3.7750000000000004,0.02499999999999991,1.999968363107175,0.0066225165562913664,0.0033112582781456013,0.2500109644313846,H
P1,25/09/2004,Guimaraes,Porto,A,3.5,3.2,1.9,3.65,3.35,1.85,3.6,3.1,1.85,3.6,3.3,1.83,2004/5,€20.40m,€158.15m,3.5875,0.0544862367942584,1.999833044473312,0.015187801197005827,0.007839721254355503,0.2500588539601084,3.2375000000000003,0.09601432184835755,1.999363658797307,0.029656933389454066,0.01640926640926632,0.2502238512417124,1.8575,0.025860201081971432,1.9998606934324115,0.013922046342918671,0.0070659488559892125,0.2500474124598354,A
P1,25/09/2004,Maritimo,Boavista,H,2.25,3.2,2.75,2.2,3.2,2.9,2.1,2.8,3.3,2.1,3.2,3.0,2004/5,€21.20m,€29.10m,2.1625,0.06495190528383288,1.9993505162593124,0.030035563137032543,0.01589595375722541,0.25022280083276177,3.1000000000000005,0.1732050807568879,1.997696811857739,0.05587260669577028,0.024193548387096753,0.25089179548156954,2.9875,0.20116846174288847,1.9967616633137004,0.06733672359594593,0.0366108786610877,0.2510702627252744,H
P1,26/09/2004,Benfica,Sp Braga,D,1.33,4.33,7.0,1.4,4.0,6.75,1.35,4.0,7.0,1.4,3.75,7.0,2004/5,€120.05m,€33.05m,1.37,0.030822070014844802,1.999634429186602,0.022497861324704233,0.011861313868613221,0.25012745353739224,4.02,0.20603397778036517,1.9981128551620333,0.05125223327869781,0.027052238805969964,0.2506424379224091,6.9375,0.10825317547305482,1.9998232896721564,0.015604061329449343,0.006756756756756799,0.25006312599949493,H
P1,26/09/2004,Gil Vicente,Moreirense,H,2.2,3.2,2.8,2.15,3.25,2.95,1.85,3.1,3.6,2.2,3.1,2.87,2004/5,€8.20m,€6.15m,2.1,0.14577379737113252,1.9964296762279063,0.06941609398625358,0.03273809523809512,0.25141169883770004,3.1625,0.06495190528383288,1.9996961425408635,0.020538151868405654,0.010869565217391353,0.2501045639955163,3.055,0.3191002977121771,1.9923909798574275,0.10445181594506614,0.0507364975450082,0.2522206506577206,H
P1,26/09/2004,Leiria,Penafiel,A,1.66,3.4,4.33,1.5,3.65,5.8,1.6,3.4,4.6,1.6,3.4,4.5,2004/5,€17.83m,€5.73m,1.5899999999999999,0.05744562646538027,1.9990522327341549,0.03612932482099388,0.018867924528301883,0.2503396699740639,3.4625,0.10825317547305482,1.999303132066118,0.03126445501026854,0.013537906137184086,0.25022763418276284,4.807499999999999,0.5810927206565231,1.9898581364364067,0.12087212078138808,0.05863234529381178,0.25288950400141325,H
P1,26/09/2004,Nacional,Academica,H,1.72,3.4,4.0,1.6,3.55,4.9,1.7,3.2,4.2,1.72,3.4,4.0,2004/5,€10.25m,€13.73m,1.685,0.049749371855330946,1.9993643806730916,0.02952484976577504,0.014094955489614147,0.25023239504736655,3.3875,0.12437342963832737,1.999023610007456,0.03671540358327007,0.019372693726937174,0.2503458110417798,4.275,0.36996621467371865,1.9947392885154767,0.08654180460203945,0.042397660818713545,0.25159326981975516,H
P1,26/09/2004,Rio Ave,Sp Lisbon,D,3.0,3.2,2.1,3.3,3.25,2.0,3.1,3.0,2.1,3.1,3.2,2.05,2004/5,€11.10m,€89.40m,3.125,0.10897247358851675,1.9991291242535205,0.03487119154832536,0.018000000000000016,0.25029135037042083,3.1625,0.09601432184835763,1.9993281850367586,0.03036025987299846,0.014822134387351804,0.25024515302034933,2.0625,0.04145780987944255,1.9997075506200475,0.020100756305184268,0.01060606060606073,0.25010309272809017,A
