Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,Season,HomeValue,AwayValue,VCH,VCD,VCA
P1,27/11/2005,Academica,Est Amadora,H,1.9,3.2,3.6,1.8,3.35,3.75,1.85,3.1,3.6,1.83,3.2,3.75,1.8,3.2,3.9,2005/6,€13.25m,€9.70m,1.85,3.2,3.75
P1,27/11/2005,Benfica,Belenenses,D,1.28,4.5,8.5,1.35,4.5,6.75,1.35,4.0,7.0,1.33,4.0,8.0,1.36,4.0,7.0,2005/6,€121.05m,€21.85m,1.35,4.0,7.0
P1,27/11/2005,Leiria,Penafiel,D,1.72,3.3,4.33,1.7,3.4,4.4,1.65,3.3,4.4,1.7,3.25,4.33,1.7,3.3,4.2,2005/6,€17.95m,€9.55m,1.65,3.25,4.5
P1,27/11/2005,Pacos Ferreira,Naval,H,1.83,3.3,3.75,1.8,3.25,4.0,1.75,3.2,4.0,1.83,3.2,3.75,1.8,3.2,3.9,2005/6,€7.50m,€5.30m,1.85,3.2,3.75
P1,27/11/2005,Setubal,Rio Ave,H,1.83,3.3,3.75,1.85,3.25,3.8,1.8,3.1,3.8,1.83,3.2,3.75,1.8,3.2,3.9,2005/6,€11.67m,€10.38m,1.85,3.2,3.75
P1,27/11/2005,Sp Lisbon,Guimaraes,H,1.4,4.0,6.5,1.4,4.0,6.75,1.4,3.9,6.0,1.4,3.75,7.0,1.44,3.6,6.5,2005/6,€102.40m,€24.55m,1.4,3.75,7.0
P1,28/11/2005,Gil Vicente,Porto,A,4.5,3.4,1.66,4.4,3.35,1.7,4.4,3.3,1.65,4.5,3.25,1.66,4.5,3.3,1.66,2005/6,€11.90m,€116.00m,4.35,3.4,1.65
P1,02/12/2005,Porto,Sp Lisbon,D,1.83,3.25,3.75,1.75,3.45,4.05,1.85,3.1,4.0,1.83,3.2,3.75,1.83,3.0,4.0,2005/6,€116.00m,€102.40m,1.8,3.1,4.0
P1,03/12/2005,Belenenses,Nacional,H,2.75,3.25,2.25,2.85,3.1,2.3,2.7,3.0,2.3,2.7,3.1,2.3,2.65,3.2,2.3,2005/6,€21.85m,€15.75m,2.5,3.2,2.4
P1,03/12/2005,Maritimo,Benfica,A,2.62,3.2,2.37,3.25,3.15,2.05,2.9,3.1,2.3,2.7,3.1,2.3,2.75,3.1,2.3,2005/6,€13.55m,€121.05m,2.7,3.0,2.35
P1,04/12/2005,Boavista,Penafiel,H,1.4,4.0,6.5,1.35,4.5,6.75,1.45,3.8,5.4,1.4,3.75,7.0,1.35,4.0,7.5,2005/6,€16.55m,€9.55m,1.4,3.75,7.0
P1,04/12/2005,Est Amadora,Gil Vicente,H,2.1,3.25,3.0,2.0,3.25,3.3,2.0,3.1,3.2,2.1,3.2,3.0,2.05,3.1,3.2,2005/6,€9.70m,€11.90m,2.0,3.2,3.4
P1,04/12/2005,Naval,Academica,A,2.1,3.25,3.0,2.1,3.2,3.1,2.2,3.0,2.9,2.1,3.2,3.0,2.15,3.2,2.9,2005/6,€5.30m,€13.25m,2.2,3.0,3.0
P1,04/12/2005,Rio Ave,Pacos Ferreira,D,1.9,3.25,3.5,1.85,3.4,3.6,1.9,3.1,3.5,1.85,3.25,3.6,1.95,3.2,3.35,2005/6,€10.38m,€7.50m,1.9,3.25,3.5
P1,04/12/2005,Sp Braga,Setubal,A,1.72,3.4,4.2,1.6,3.5,4.9,1.75,3.2,4.0,1.66,3.25,4.5,1.75,3.4,3.8,2005/6,€40.35m,€11.67m,1.7,3.1,4.6
P1,05/12/2005,Guimaraes,Leiria,A,1.83,3.25,3.75,1.85,3.35,3.65,1.8,3.1,3.8,1.83,3.2,3.75,1.9,3.2,3.5,2005/6,€24.55m,€17.95m,1.8,3.25,3.75
P1,09/12/2005,Sp Lisbon,Est Amadora,A,1.28,4.33,9.5,1.25,5.0,9.0,1.3,4.2,8.0,1.28,4.33,8.5,1.25,4.5,10.0,2005/6,€102.40m,€9.70m,1.25,4.5,10.0
P1,10/12/2005,Leiria,Porto,A,4.5,3.3,1.8,4.25,3.45,1.7,4.0,3.2,1.75,4.33,3.25,1.7,4.0,3.1,1.8,2005/6,€17.95m,€116.00m,4.0,3.4,1.73
