Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,LBH,LBD,LBA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HY,AY,HR,AR,VCH,VCD,VCA,HC,AC,HF,AF,PSCH,PSCD,PSCA
F1,03/02/2013,Marseille,Nancy,0.0,1.0,A,0.0,0.0,D,1.44,4.2,7.5,1.42,4.25,8.0,1.42,4.25,8.0,1.4,4.33,8.5,2012/13,€150.65m,€36.85m,10.0,10.0,2.0,5.0,0.0,1.0,1.0,0.0,1.45,4.4,8.5,5.0,3.0,7.0,19.0,1.43,4.7,9.1
F1,03/02/2013,Montpellier,Reims,3.0,1.0,H,0.0,1.0,A,1.44,4.1,8.0,1.5,4.1,6.5,1.5,4.1,6.5,1.5,3.75,7.5,2012/13,€78.70m,€29.50m,22.0,11.0,9.0,4.0,0.0,3.0,0.0,0.0,1.5,4.3,7.5,12.0,5.0,7.0,21.0,1.51,4.28,8.08
F1,08/02/2013,Paris SG,Bastia,3.0,1.0,H,0.0,0.0,D,1.17,7.0,15.0,1.15,7.25,17.5,1.15,7.25,17.5,1.16,7.0,15.0,2012/13,€313.60m,€36.05m,22.0,6.0,6.0,1.0,0.0,3.0,0.0,0.0,1.18,8.0,19.0,6.0,1.0,12.0,12.0,1.23,6.98,15.71
F1,09/02/2013,Ajaccio,Bordeaux,1.0,0.0,H,1.0,0.0,H,3.2,3.0,2.4,3.2,3.0,2.4,3.2,3.0,2.4,3.1,3.1,2.37,2012/13,€34.10m,€80.95m,7.0,17.0,2.0,6.0,2.0,0.0,0.0,0.0,3.4,3.1,2.4,3.0,9.0,17.0,9.0,3.3,3.29,2.42
F1,09/02/2013,Nancy,Reims,1.0,2.0,A,1.0,0.0,H,1.91,3.3,4.2,1.87,3.4,4.25,1.87,3.4,4.25,2.0,3.2,4.0,2012/13,€36.85m,€29.50m,14.0,11.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,3.3,4.6,3.0,6.0,10.0,12.0,1.94,3.27,5.0
F1,09/02/2013,Nice,Lorient,1.0,1.0,D,0.0,0.0,D,2.0,3.2,4.0,2.0,3.2,4.0,2.0,3.2,4.0,2.05,3.25,3.75,2012/13,€59.15m,€63.75m,12.0,9.0,6.0,4.0,1.0,1.0,0.0,0.0,2.1,3.3,3.9,4.0,2.0,18.0,10.0,2.33,3.3,3.48
F1,09/02/2013,St Etienne,Montpellier,4.0,1.0,H,2.0,0.0,H,2.0,3.2,4.0,1.95,3.25,4.1,1.95,3.25,4.1,2.1,3.25,3.5,2012/13,€97.60m,€78.70m,9.0,7.0,7.0,4.0,2.0,2.0,0.0,0.0,2.1,3.3,4.0,3.0,10.0,18.0,12.0,2.04,3.51,4.04
F1,09/02/2013,Troyes,Sochaux,0.0,0.0,D,0.0,0.0,D,1.95,3.2,4.2,1.87,3.4,4.25,1.87,3.4,4.25,1.95,3.2,4.2,2012/13,€21.80m,€46.85m,12.0,14.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,3.4,4.33,4.0,7.0,13.0,13.0,2.0,3.4,4.42
F1,09/02/2013,Valenciennes,Brest,2.0,1.0,H,2.0,0.0,H,1.62,3.75,5.5,1.67,3.4,5.75,1.67,3.4,5.75,1.61,3.75,5.5,2012/13,€49.75m,€36.10m,16.0,12.0,7.0,6.0,0.0,2.0,0.0,0.0,1.75,3.7,5.5,7.0,3.0,13.0,22.0,1.62,4.05,6.47
F1,10/02/2013,Evian Thonon Gaillard,Marseille,1.0,1.0,D,0.0,0.0,D,3.5,3.2,2.15,3.6,3.2,2.1,3.6,3.2,2.1,3.6,3.2,2.1,2012/13,€34.55m,€150.65m,17.0,14.0,5.0,3.0,2.0,2.0,0.0,2.0,3.6,3.3,2.2,7.0,7.0,13.0,14.0,3.56,3.33,2.27
F1,10/02/2013,Lyon,Lille,1.0,3.0,A,0.0,2.0,A,2.0,3.3,3.8,2.0,3.25,3.9,2.0,3.25,3.9,1.9,3.3,4.2,2012/13,€155.65m,€114.60m,12.0,13.0,5.0,4.0,4.0,0.0,0.0,0.0,2.1,3.4,3.8,6.0,5.0,15.0,10.0,2.12,3.35,3.99
F1,10/02/2013,Stade Rennais FC,Toulouse,2.0,0.0,H,0.0,0.0,D,2.1,3.2,3.6,2.0,3.2,4.0,2.0,3.2,4.0,2.0,3.2,4.0,2012/13,€97.80m,€82.00m,12.0,5.0,7.0,1.0,0.0,1.0,0.0,0.0,2.1,3.4,4.0,1.0,6.0,10.0,20.0,2.16,3.33,3.88
F1,15/02/2013,Lille,Stade Rennais FC,2.0,0.0,H,1.0,0.0,H,1.91,3.2,4.5,1.83,3.25,4.75,1.83,3.25,4.75,1.95,3.2,4.2,2012/13,€114.60m,€97.80m,14.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0,1.91,3.3,4.8,7.0,2.0,17.0,10.0,1.81,3.56,5.3
F1,16/02/2013,Bastia,Nice,0.0,1.0,A,0.0,0.0,D,2.5,3.1,2.9,2.5,3.2,2.85,2.5,3.2,2.85,2.5,3.1,2.9,2012/13,€36.05m,€59.15m,7.0,10.0,2.0,4.0,1.0,2.0,0.0,0.0,2.62,3.2,3.0,5.0,2.0,16.0,18.0,2.69,3.21,2.96
F1,16/02/2013,Brest,Ajaccio,1.0,1.0,D,1.0,0.0,H,2.5,3.0,3.0,2.55,3.0,2.95,2.55,3.0,2.95,2.6,3.1,2.8,2012/13,€36.10m,€34.10m,9.0,7.0,5.0,4.0,1.0,2.0,0.0,0.0,2.62,3.1,3.0,2.0,3.0,18.0,14.0,2.54,3.14,3.25
F1,16/02/2013,Lorient,Evian Thonon Gaillard,2.0,1.0,H,1.0,0.0,H,1.83,3.4,4.5,1.83,3.5,4.33,1.83,3.5,4.33,1.8,3.4,4.5,2012/13,€63.75m,€34.55m,12.0,7.0,7.0,3.0,1.0,3.0,0.0,0.0,1.95,3.5,4.4,9.0,3.0,7.0,18.0,1.86,3.66,4.75
F1,16/02/2013,Marseille,Valenciennes,1.0,0.0,H,0.0,0.0,D,1.57,3.8,6.0,1.65,3.6,5.5,1.65,3.6,5.5,1.61,3.75,5.5,2012/13,€150.65m,€49.75m,12.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.67,3.8,6.25,10.0,3.0,15.0,20.0,1.58,4.13,6.78
F1,16/02/2013,Montpellier,Nancy,1.0,0.0,H,1.0,0.0,H,1.5,4.0,7.0,1.53,3.9,6.5,1.53,3.9,6.5,1.5,4.0,7.0,2012/13,€78.70m,€36.85m,10.0,13.0,6.0,6.0,1.0,4.0,0.0,0.0,1.53,4.2,7.0,4.0,3.0,11.0,20.0,1.55,3.99,7.99
F1,16/02/2013,Toulouse,Troyes,2.0,2.0,D,0.0,0.0,D,1.73,3.5,5.0,1.72,3.5,5.0,1.72,3.5,5.0,1.72,3.5,5.0,2012/13,€82.00m,€21.80m,8.0,8.0,2.0,4.0,2.0,1.0,0.0,0.0,1.8,3.6,5.2,9.0,2.0,17.0,18.0,1.72,3.63,6.06
F1,17/02/2013,Bordeaux,Lyon,0.0,4.0,A,0.0,1.0,A,2.3,3.0,3.4,2.25,3.1,3.4,2.25,3.1,3.4,2.3,3.0,3.4,2012/13,€80.95m,€155.65m,7.0,8.0,2.0,5.0,1.0,1.0,0.0,0.0,2.3,3.12,3.6,7.0,1.0,10.0,19.0,2.35,3.21,3.52
F1,17/02/2013,Reims,St Etienne,1.0,1.0,D,0.0,1.0,A,4.0,3.1,2.05,4.2,3.2,1.95,4.2,3.2,1.95,3.75,3.2,2.05,2012/13,€29.50m,€97.60m,10.0,8.0,5.0,5.0,3.0,2.0,0.0,0.0,4.6,3.12,2.05,19.0,6.0,8.0,11.0,4.5,3.41,1.98
F1,17/02/2013,Sochaux,Paris SG,3.0,2.0,H,1.0,1.0,D,7.5,4.2,1.44,7.0,4.1,1.48,7.0,4.1,1.48,7.0,4.0,1.5,2012/13,€46.85m,€313.60m,8.0,6.0,4.0,3.0,1.0,2.0,0.0,0.0,8.0,4.3,1.5,1.0,4.0,11.0,14.0,8.18,4.62,1.47
F1,22/02/2013,Nice,Reims,2.0,0.0,H,1.0,0.0,H,1.62,3.6,6.0,1.62,3.6,6.0,1.62,3.6,6.0,1.61,3.75,5.5,2012/13,€59.15m,€29.50m,12.0,5.0,8.0,0.0,2.0,0.0,0.0,1.0,1.75,3.7,5.5,3.0,2.0,11.0,19.0,1.74,3.6,6.02
F1,23/02/2013,Ajaccio,Lille,1.0,3.0,A,0.0,1.0,A,3.5,3.1,2.2,3.6,3.2,2.1,3.6,3.2,2.1,3.2,3.1,2.3,2012/13,€34.10m,€114.60m,15.0,7.0,5.0,5.0,0.0,1.0,0.0,1.0,3.75,3.2,2.25,9.0,3.0,15.0,11.0,4.18,3.39,2.06
F1,23/02/2013,Evian Thonon Gaillard,Montpellier,0.0,1.0,A,0.0,0.0,D,2.9,3.1,2.5,2.95,3.0,2.55,2.95,3.0,2.55,3.0,3.2,2.4,2012/13,€34.55m,€78.70m,13.0,15.0,3.0,5.0,2.0,4.0,0.0,0.0,3.1,3.1,2.62,2.0,6.0,15.0,19.0,2.97,3.27,2.6
F1,23/02/2013,Nancy,St Etienne,0.0,3.0,A,0.0,2.0,A,3.5,3.1,2.2,3.5,3.2,2.15,3.5,3.2,2.15,3.75,3.1,2.1,2012/13,€36.85m,€97.60m,11.0,12.0,2.0,5.0,1.0,2.0,1.0,1.0,3.7,3.2,2.2,0.0,6.0,12.0,16.0,4.01,3.55,2.04
F1,23/02/2013,Stade Rennais FC,Sochaux,2.0,2.0,D,1.0,1.0,D,1.62,3.6,6.0,1.62,3.6,6.0,1.62,3.6,6.0,1.57,3.6,6.5,2012/13,€97.80m,€46.85m,13.0,13.0,7.0,7.0,1.0,2.0,0.0,0.0,1.67,3.7,6.0,3.0,4.0,11.0,18.0,1.69,3.65,6.45
F1,23/02/2013,Troyes,Bastia,0.0,0.0,D,0.0,0.0,D,2.0,3.25,3.9,2.05,3.3,3.6,2.05,3.3,3.6,2.15,3.1,3.6,2012/13,€21.80m,€36.05m,10.0,17.0,5.0,2.0,0.0,2.0,0.0,0.0,2.15,3.4,3.8,4.0,13.0,9.0,15.0,2.02,3.53,4.09
F1,23/02/2013,Valenciennes,Toulouse,0.0,0.0,D,0.0,0.0,D,2.3,3.1,3.3,2.35,3.1,3.2,2.35,3.1,3.2,2.25,3.2,3.25,2012/13,€49.75m,€82.00m,9.0,10.0,0.0,5.0,3.0,1.0,0.0,0.0,2.4,3.2,3.4,3.0,1.0,17.0,22.0,2.6,3.08,3.22
F1,24/02/2013,Bordeaux,Brest,0.0,2.0,A,0.0,1.0,A,1.44,4.0,8.0,1.48,4.0,7.25,1.48,4.0,7.25,1.5,3.6,8.0,2012/13,€80.95m,€36.10m,16.0,8.0,4.0,3.0,2.0,0.0,0.0,0.0,1.45,4.0,9.5,8.0,5.0,13.0,17.0,1.45,4.2,10.58
F1,24/02/2013,Lyon,Lorient,3.0,1.0,H,1.0,1.0,D,1.67,3.5,5.5,1.65,3.7,5.25,1.65,3.7,5.25,1.66,3.8,5.0,2012/13,€155.65m,€63.75m,14.0,9.0,7.0,3.0,3.0,3.0,0.0,0.0,1.73,3.7,5.5,4.0,3.0,10.0,17.0,1.76,3.7,5.45
F1,24/02/2013,Paris SG,Marseille,2.0,0.0,H,1.0,0.0,H,1.5,3.8,7.5,1.5,4.1,6.5,1.5,4.1,6.5,1.57,3.75,6.0,2012/13,€313.60m,€150.65m,11.0,17.0,2.0,7.0,0.0,2.0,0.0,0.0,1.53,4.1,8.0,2.0,6.0,17.0,16.0,1.58,4.3,6.5
F1,01/03/2013,Montpellier,Stade Rennais FC,2.0,0.0,H,0.0,0.0,D,2.0,3.2,4.0,2.0,3.2,4.0,2.0,3.2,4.0,2.0,3.3,3.75,2012/13,€78.70m,€97.80m,13.0,7.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,3.4,4.4,4.0,6.0,19.0,15.0,2.08,3.49,3.95
F1,02/03/2013,Bastia,Ajaccio,1.0,0.0,H,0.0,0.0,D,2.25,3.2,3.3,2.25,3.1,3.4,2.25,3.1,3.4,2.37,3.25,3.0,2012/13,€36.05m,€34.10m,12.0,10.0,7.0,5.0,2.0,2.0,2.0,3.0,2.3,3.2,3.6,8.0,7.0,20.0,20.0,2.29,3.27,3.58
F1,02/03/2013,Lorient,Valenciennes,1.0,1.0,D,1.0,0.0,H,1.91,3.2,4.33,1.91,3.4,4.0,1.91,3.4,4.0,1.95,3.3,4.0,2012/13,€63.75m,€49.75m,18.0,10.0,5.0,3.0,2.0,1.0,0.0,0.0,1.92,3.5,4.5,4.0,6.0,13.0,17.0,1.79,3.62,5.32
F1,02/03/2013,Reims,Paris SG,1.0,0.0,H,0.0,0.0,D,7.0,4.0,1.5,6.5,4.1,1.5,6.5,4.1,1.5,7.0,4.33,1.44,2012/13,€29.50m,€313.60m,15.0,12.0,5.0,4.0,1.0,3.0,1.0,0.0,6.5,4.2,1.57,6.0,4.0,17.0,12.0,7.6,4.5,1.5
F1,02/03/2013,Sochaux,Nancy,1.0,2.0,A,0.0,2.0,A,2.05,3.2,3.8,2.1,3.1,3.75,2.1,3.1,3.75,2.05,3.3,3.6,2012/13,€46.85m,€36.85m,13.0,12.0,5.0,4.0,3.0,1.0,0.0,0.0,2.1,3.3,4.1,7.0,2.0,15.0,24.0,1.98,3.44,4.46
F1,02/03/2013,St Etienne,Nice,4.0,0.0,H,1.0,0.0,H,1.75,3.4,5.0,1.78,3.3,5.0,1.78,3.3,5.0,1.83,3.4,4.33,2012/13,€97.60m,€59.15m,13.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,1.8,3.5,5.5,4.0,1.0,10.0,9.0,1.76,3.58,5.82
F1,02/03/2013,Toulouse,Evian Thonon Gaillard,0.0,0.0,D,0.0,0.0,D,1.8,3.4,4.75,1.8,3.4,4.6,1.8,3.4,4.6,1.8,3.5,4.5,2012/13,€82.00m,€34.55m,14.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,1.83,3.5,5.2,12.0,3.0,15.0,20.0,1.85,3.4,5.41
F1,03/03/2013,Brest,Lyon,1.0,1.0,D,1.0,0.0,H,4.5,3.3,1.85,4.33,3.3,1.88,4.33,3.3,1.88,4.33,3.25,1.9,2012/13,€36.10m,€155.65m,8.0,16.0,1.0,5.0,1.0,2.0,0.0,0.0,4.6,3.4,1.91,2.0,7.0,21.0,10.0,4.94,3.61,1.85
F1,03/03/2013,Lille,Bordeaux,2.0,1.0,H,0.0,1.0,A,1.91,3.1,4.6,1.8,3.3,4.75,1.8,3.3,4.75,1.85,3.3,4.5,2012/13,€114.60m,€80.95m,18.0,8.0,6.0,4.0,1.0,1.0,0.0,0.0,1.91,3.3,5.0,7.0,5.0,17.0,15.0,1.99,3.29,4.65
F1,03/03/2013,Marseille,Troyes,2.0,1.0,H,0.0,0.0,D,1.44,4.1,8.0,1.45,4.2,7.25,1.45,4.2,7.25,1.4,4.5,8.0,2012/13,€150.65m,€21.80m,18.0,10.0,6.0,2.0,1.0,1.0,0.0,0.0,1.5,4.33,8.0,10.0,3.0,17.0,16.0,1.47,4.34,9.25
F1,08/03/2013,Stade Rennais FC,St Etienne,2.0,2.0,D,1.0,1.0,D,2.75,3.2,2.6,2.75,3.0,2.7,2.75,3.0,2.7,2.7,3.1,2.7,2012/13,€97.80m,€97.60m,16.0,9.0,7.0,4.0,1.0,3.0,0.0,0.0,2.9,3.25,2.62,5.0,6.0,11.0,16.0,2.87,3.33,2.69
F1,09/03/2013,Ajaccio,Lorient,1.0,0.0,H,0.0,0.0,D,2.88,3.0,2.63,2.8,3.1,2.6,2.8,3.1,2.6,2.8,3.2,2.5,2012/13,€34.10m,€63.75m,10.0,11.0,7.0,5.0,1.0,2.0,0.0,0.0,2.88,3.2,2.7,8.0,12.0,19.0,11.0,2.42,3.3,3.29
F1,09/03/2013,Brest,Toulouse,0.0,1.0,A,0.0,1.0,A,2.88,3.0,2.6,2.95,3.1,2.5,2.95,3.1,2.5,2.87,3.0,2.6,2012/13,€36.10m,€82.00m,9.0,8.0,1.0,3.0,1.0,3.0,0.0,0.0,3.0,3.2,2.62,2.0,6.0,20.0,19.0,3.48,3.29,2.33
F1,09/03/2013,Evian Thonon Gaillard,Sochaux,5.0,1.0,H,1.0,0.0,H,2.1,3.2,3.6,2.2,3.2,3.4,2.2,3.2,3.4,2.25,3.0,3.5,2012/13,€34.55m,€46.85m,14.0,7.0,10.0,2.0,2.0,1.0,0.0,0.0,2.3,3.2,3.6,6.0,3.0,11.0,15.0,2.31,3.36,3.43
F1,09/03/2013,Paris SG,Nancy,2.0,1.0,H,0.0,1.0,A,1.18,6.5,15.0,1.15,7.25,17.5,1.15,7.25,17.5,1.18,6.5,15.0,2012/13,€313.60m,€36.85m,10.0,15.0,5.0,5.0,1.0,1.0,0.0,0.0,1.18,7.5,21.0,7.0,7.0,15.0,13.0,1.22,7.35,16.25
F1,09/03/2013,Troyes,Reims,4.0,2.0,H,1.0,0.0,H,2.05,3.2,3.75,2.1,3.2,3.6,2.1,3.2,3.6,2.2,3.1,3.5,2012/13,€21.80m,€29.50m,15.0,13.0,8.0,5.0,3.0,4.0,0.0,0.0,2.15,3.25,3.8,6.0,4.0,14.0,16.0,2.42,3.18,3.42
F1,09/03/2013,Valenciennes,Lille,1.0,3.0,A,1.0,0.0,H,3.4,3.2,2.2,3.6,3.3,2.05,3.6,3.3,2.05,3.2,3.3,2.25,2012/13,€49.75m,€114.60m,5.0,12.0,2.0,7.0,1.0,1.0,0.0,0.0,3.7,3.25,2.2,2.0,3.0,7.0,14.0,3.44,3.46,2.27
F1,10/03/2013,Bordeaux,Bastia,1.0,0.0,H,0.0,0.0,D,1.44,4.0,8.0,1.5,3.75,7.5,1.5,3.75,7.5,1.53,3.8,6.5,2012/13,€80.95m,€36.05m,15.0,4.0,8.0,1.0,0.0,2.0,0.0,0.0,1.5,4.1,8.0,5.0,3.0,14.0,22.0,1.68,3.73,6.32
F1,10/03/2013,Lyon,Marseille,0.0,0.0,D,0.0,0.0,D,2.15,3.3,3.4,2.1,3.3,3.5,2.1,3.3,3.5,2.15,3.3,3.4,2012/13,€155.65m,€150.65m,7.0,9.0,2.0,1.0,0.0,2.0,0.0,0.0,2.25,3.4,3.5,8.0,5.0,13.0,21.0,2.31,3.35,3.44
F1,10/03/2013,Nice,Montpellier,2.0,0.0,H,2.0,0.0,H,2.5,3.1,2.9,2.5,3.0,3.0,2.5,3.0,3.0,2.4,3.25,2.9,2012/13,€59.15m,€78.70m,9.0,10.0,3.0,0.0,1.0,3.0,0.0,0.0,2.6,3.2,3.0,1.0,6.0,20.0,17.0,2.6,3.21,3.08
F1,15/03/2013,Marseille,Ajaccio,0.0,0.0,D,0.0,0.0,D,1.44,4.0,8.0,1.45,4.1,7.5,1.45,4.1,7.5,1.5,4.1,6.5,2012/13,€150.65m,€34.10m,21.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,1.5,4.3,8.0,8.0,1.0,14.0,19.0,1.53,3.93,8.83
F1,16/03/2013,Bastia,Lyon,4.0,1.0,H,1.0,0.0,H,4.0,3.2,2.0,3.8,3.3,2.0,3.8,3.3,2.0,3.75,3.3,2.0,2012/13,€36.05m,€155.65m,14.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,3.8,3.3,2.1,3.0,3.0,12.0,11.0,4.51,3.37,1.99
F1,16/03/2013,Lille,Evian Thonon Gaillard,1.0,2.0,A,1.0,1.0,D,1.44,4.1,8.0,1.45,4.1,7.5,1.45,4.1,7.5,1.44,4.33,7.0,2012/13,€114.60m,€34.55m,18.0,3.0,6.0,2.0,2.0,2.0,0.0,0.0,1.45,4.4,8.0,6.0,3.0,16.0,16.0,1.51,4.09,8.65
F1,16/03/2013,Lorient,Brest,4.0,0.0,H,3.0,0.0,H,1.62,3.6,6.0,1.62,3.5,6.25,1.62,3.5,6.25,1.66,3.75,5.0,2012/13,€63.75m,€36.10m,15.0,11.0,8.0,1.0,0.0,1.0,0.0,0.0,1.65,3.8,6.0,4.0,4.0,6.0,10.0,1.68,3.71,6.43
F1,16/03/2013,Montpellier,Troyes,1.0,1.0,D,1.0,0.0,H,1.45,4.0,8.0,1.5,3.8,7.5,1.5,3.8,7.5,1.5,4.0,7.0,2012/13,€78.70m,€21.80m,15.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.53,4.0,6.5,8.0,2.0,17.0,17.0,1.66,3.8,6.44
F1,16/03/2013,Reims,Stade Rennais FC,1.0,0.0,H,1.0,0.0,H,2.88,3.0,2.63,2.8,3.1,2.6,2.8,3.1,2.6,2.87,3.1,2.55,2012/13,€29.50m,€97.80m,3.0,15.0,1.0,3.0,1.0,2.0,0.0,0.0,2.8,3.12,2.75,2.0,1.0,19.0,18.0,2.98,3.36,2.58
F1,16/03/2013,Sochaux,Valenciennes,1.0,1.0,D,1.0,0.0,H,2.4,3.1,3.1,2.25,3.1,3.3,2.25,3.1,3.3,2.4,3.1,3.1,2012/13,€46.85m,€49.75m,21.0,15.0,7.0,3.0,1.0,2.0,0.0,0.0,2.38,3.25,3.4,9.0,6.0,15.0,18.0,2.21,3.27,3.81
F1,17/03/2013,Nancy,Nice,1.0,0.0,H,1.0,0.0,H,2.9,3.0,2.6,2.95,3.0,2.55,2.95,3.0,2.55,3.0,3.0,2.5,2012/13,€36.85m,€59.15m,19.0,8.0,9.0,2.0,2.0,4.0,0.0,0.0,3.0,3.12,2.7,4.0,5.0,11.0,16.0,2.75,3.07,3.0
F1,17/03/2013,St Etienne,Paris SG,2.0,2.0,D,1.0,2.0,A,3.0,3.0,2.5,3.0,3.2,2.4,3.0,3.2,2.4,3.2,3.2,2.25,2012/13,€97.60m,€313.60m,15.0,7.0,4.0,2.0,4.0,2.0,0.0,0.0,3.0,3.25,2.5,9.0,3.0,12.0,13.0,2.92,3.27,2.68
F1,17/03/2013,Toulouse,Bordeaux,0.0,0.0,D,0.0,0.0,D,2.4,3.0,3.2,2.4,2.9,3.3,2.4,2.9,3.3,2.4,3.1,3.1,2012/13,€82.00m,€80.95m,10.0,7.0,3.0,2.0,0.0,1.0,0.0,0.0,2.45,3.1,3.4,6.0,3.0,19.0,14.0,2.29,3.02,3.93
F1,29/03/2013,Paris SG,Montpellier,1.0,0.0,H,0.0,0.0,D,1.57,3.8,6.0,1.5,4.1,6.5,1.5,4.1,6.5,1.57,4.0,5.5,2012/13,€313.60m,€78.70m,20.0,12.0,5.0,3.0,1.0,1.0,0.0,0.0,1.6,4.1,6.25,2.0,4.0,13.0,22.0,1.61,4.05,6.61
F1,30/03/2013,Ajaccio,Toulouse,2.0,3.0,A,2.0,2.0,D,2.7,2.9,2.88,2.6,2.95,2.95,2.6,2.95,2.95,2.5,3.1,2.87,2012/13,€34.10m,€82.00m,14.0,15.0,4.0,7.0,1.0,2.0,0.0,0.0,2.75,3.1,2.9,6.0,5.0,19.0,17.0,3.06,2.96,2.81
F1,30/03/2013,Bordeaux,Lorient,1.0,1.0,D,0.0,1.0,A,1.85,3.2,4.75,1.85,3.2,4.75,1.85,3.2,4.75,1.95,3.3,4.0,2012/13,€80.95m,€63.75m,19.0,10.0,7.0,3.0,3.0,2.0,0.0,0.0,1.9,3.4,4.8,8.0,1.0,10.0,11.0,1.93,3.24,5.18
F1,30/03/2013,Evian Thonon Gaillard,Reims,2.0,2.0,D,0.0,1.0,A,2.0,3.1,4.2,2.0,3.2,4.0,2.0,3.2,4.0,2.05,3.2,3.8,2012/13,€34.55m,€29.50m,29.0,6.0,9.0,3.0,1.0,3.0,0.0,1.0,2.05,3.3,4.2,14.0,4.0,12.0,11.0,2.13,3.21,4.17
F1,30/03/2013,Stade Rennais FC,Nancy,0.0,2.0,A,0.0,0.0,D,1.73,3.5,5.0,1.7,3.4,5.5,1.7,3.4,5.5,1.66,3.6,5.25,2012/13,€97.80m,€36.85m,23.0,9.0,5.0,5.0,2.0,2.0,0.0,0.0,1.75,3.6,5.4,8.0,4.0,13.0,19.0,1.76,3.6,5.72
F1,30/03/2013,Troyes,St Etienne,2.0,2.0,D,2.0,2.0,D,3.75,3.25,2.05,4.2,3.2,1.95,4.2,3.2,1.95,4.0,3.4,1.9,2012/13,€21.80m,€97.60m,9.0,20.0,5.0,4.0,4.0,1.0,0.0,0.0,4.0,3.4,2.05,4.0,6.0,15.0,15.0,4.05,3.75,1.97
F1,30/03/2013,Valenciennes,Bastia,3.0,4.0,A,2.0,1.0,H,1.91,3.2,4.5,1.83,3.3,4.6,1.83,3.3,4.6,1.95,3.3,4.0,2012/13,€49.75m,€36.05m,16.0,16.0,10.0,8.0,3.0,1.0,0.0,0.0,1.92,3.5,4.5,5.0,5.0,20.0,15.0,2.0,3.37,4.4
F1,31/03/2013,Brest,Lille,1.0,2.0,A,1.0,1.0,D,4.75,3.3,1.8,4.75,3.3,1.8,4.75,3.3,1.8,4.5,3.3,1.85,2012/13,€36.10m,€114.60m,8.0,14.0,2.0,5.0,2.0,1.0,0.0,0.0,5.2,3.6,1.8,2.0,8.0,18.0,12.0,5.8,3.83,1.7
F1,31/03/2013,Lyon,Sochaux,1.0,2.0,A,0.0,0.0,D,1.5,4.0,7.0,1.5,4.1,6.5,1.5,4.1,6.5,1.44,4.33,7.0,2012/13,€155.65m,€46.85m,20.0,8.0,4.0,6.0,3.0,3.0,0.0,0.0,1.53,4.33,7.0,8.0,1.0,15.0,21.0,1.61,4.16,6.23
F1,31/03/2013,Nice,Marseille,0.0,1.0,A,0.0,1.0,A,2.8,3.0,2.7,2.75,3.0,2.7,2.75,3.0,2.7,2.62,3.1,2.75,2012/13,€59.15m,€150.65m,15.0,11.0,5.0,4.0,1.0,1.0,0.0,0.0,2.9,3.1,2.8,7.0,1.0,17.0,16.0,3.17,3.24,2.52
F1,05/04/2013,Marseille,Bordeaux,1.0,0.0,H,1.0,0.0,H,1.85,3.3,4.5,1.85,3.4,4.4,1.85,3.4,4.4,1.85,3.25,4.5,2012/13,€150.65m,€80.95m,12.0,10.0,3.0,1.0,1.0,1.0,0.0,0.0,1.9,3.3,5.0,5.0,5.0,15.0,14.0,2.0,3.22,4.69
F1,06/04/2013,Bastia,Brest,4.0,0.0,H,1.0,0.0,H,1.85,3.3,4.5,1.8,3.3,4.75,1.8,3.3,4.75,1.85,3.3,4.5,2012/13,€36.05m,€36.10m,15.0,13.0,8.0,3.0,0.0,2.0,0.0,1.0,1.85,3.5,4.75,6.0,2.0,8.0,18.0,1.74,3.68,5.75
F1,06/04/2013,Montpellier,Valenciennes,3.0,1.0,H,1.0,1.0,D,1.57,3.6,6.5,1.57,3.6,6.75,1.57,3.6,6.75,1.6,3.8,5.5,2012/13,€78.70m,€49.75m,18.0,12.0,8.0,4.0,2.0,3.0,0.0,0.0,1.6,3.9,6.5,10.0,3.0,13.0,18.0,1.59,3.88,7.49
F1,06/04/2013,Nancy,Troyes,1.0,0.0,H,0.0,0.0,D,2.05,3.2,3.75,2.0,3.0,4.25,2.0,3.0,4.25,2.05,3.2,3.75,2012/13,€36.85m,€21.80m,17.0,9.0,8.0,3.0,3.0,3.0,0.0,0.0,2.1,3.3,3.8,5.0,2.0,15.0,22.0,2.14,3.37,3.89
F1,06/04/2013,Stade Rennais FC,Paris SG,0.0,2.0,A,0.0,0.0,D,3.3,3.2,2.25,3.4,3.1,2.25,3.4,3.1,2.25,3.25,3.3,2.2,2012/13,€97.80m,€313.60m,17.0,10.0,2.0,5.0,1.0,3.0,0.0,0.0,3.3,3.3,2.3,4.0,6.0,12.0,16.0,3.39,3.33,2.35
