Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,11/02/06,Treviso,Chievo,1.0,2.0,A,0.0,1.0,A,3.0,2.87,2.5,3.0,2.85,2.4,T. Pieri,14.0,14.0,9.0,7.0,20.0,17.0,5.0,4.0,0.0,2.0,0.0,0.0
I1,12/02/06,Cagliari,Lecce,0.0,0.0,D,0.0,0.0,D,1.61,3.4,6.0,1.65,3.25,5.4,G. Rocchi,5.0,11.0,2.0,7.0,17.0,21.0,4.0,4.0,3.0,2.0,0.0,1.0
I1,12/02/06,Empoli,Palermo,0.0,1.0,A,0.0,0.0,D,2.87,2.87,2.6,2.75,2.8,2.65,S. Farina,7.0,8.0,3.0,3.0,25.0,26.0,4.0,3.0,3.0,2.0,0.0,1.0
I1,12/02/06,Inter,Juventus,1.0,2.0,A,0.0,0.0,D,2.5,2.75,3.2,2.45,2.9,2.9,G. Paparesta,12.0,7.0,7.0,4.0,27.0,27.0,10.0,4.0,2.0,3.0,0.0,0.0
I1,12/02/06,Livorno,Fiorentina,2.0,0.0,H,0.0,0.0,D,2.87,3.0,2.5,2.8,2.85,2.55,M. De Santis,7.0,12.0,3.0,2.0,21.0,21.0,5.0,5.0,1.0,2.0,0.0,1.0
I1,12/02/06,Parma,Ascoli,0.0,0.0,D,0.0,0.0,D,1.9,3.0,4.5,1.85,3.0,4.45,M. Saccani,5.0,10.0,2.0,7.0,25.0,35.0,2.0,3.0,2.0,4.0,0.0,0.0
I1,12/02/06,Reggina,Milan,1.0,4.0,A,1.0,2.0,A,6.0,3.2,1.66,5.7,3.15,1.65,D. Tombolini,8.0,13.0,4.0,7.0,12.0,22.0,7.0,2.0,2.0,3.0,0.0,0.0
I1,12/02/06,Sampdoria,Messina,4.0,2.0,H,1.0,1.0,D,1.72,3.1,5.5,1.72,3.0,5.5,P. Tagliavento,23.0,18.0,11.0,8.0,27.0,30.0,6.0,4.0,3.0,2.0,0.0,1.0
I1,12/02/06,Siena,Roma,0.0,2.0,A,0.0,0.0,D,3.75,3.0,2.1,3.75,2.9,2.05,N. Ayroldi,14.0,14.0,6.0,6.0,31.0,13.0,6.0,2.0,5.0,2.0,0.0,0.0
I1,18/02/06,Livorno,Inter,0.0,0.0,D,0.0,0.0,D,4.0,3.2,1.9,4.0,3.1,1.9,P. Bertini,6.0,10.0,2.0,3.0,16.0,16.0,4.0,6.0,1.0,3.0,0.0,0.0
I1,18/02/06,Messina,Juventus,2.0,2.0,D,1.0,1.0,D,7.0,3.4,1.57,7.0,3.25,1.55,S. Farina,10.0,13.0,5.0,6.0,34.0,25.0,7.0,2.0,2.0,3.0,0.0,1.0
I1,18/02/06,Milan,Cagliari,1.0,0.0,H,1.0,0.0,H,1.22,5.5,13.0,1.18,5.5,15.0,E. Morganti,10.0,2.0,5.0,0.0,20.0,18.0,11.0,6.0,0.0,3.0,0.0,0.0
I1,19/02/06,Chievo,Palermo,0.0,0.0,D,0.0,0.0,D,2.2,2.87,3.6,2.25,2.8,3.35,C. Brighi,4.0,12.0,2.0,1.0,15.0,20.0,7.0,5.0,2.0,4.0,0.0,0.0
I1,19/02/06,Fiorentina,Lazio,1.0,2.0,A,0.0,1.0,A,1.66,3.2,6.0,1.63,3.2,5.75,P. Tagliavento,18.0,6.0,7.0,3.0,18.0,27.0,5.0,2.0,1.0,1.0,0.0,0.0
I1,19/02/06,Lecce,Reggina,0.0,0.0,D,0.0,0.0,D,2.37,3.0,3.1,2.35,3.0,2.95,A. De Marco,8.0,10.0,3.0,3.0,30.0,27.0,2.0,4.0,5.0,3.0,0.0,0.0
I1,19/02/06,Roma,Empoli,1.0,0.0,H,1.0,0.0,H,1.33,4.5,9.5,1.33,4.25,9.0,D. Messina,10.0,6.0,6.0,3.0,15.0,19.0,6.0,5.0,1.0,3.0,0.0,0.0
I1,19/02/06,Sampdoria,Ascoli,1.0,2.0,A,0.0,0.0,D,1.66,3.2,6.0,1.65,3.1,6.0,G. Rocchi,8.0,15.0,4.0,8.0,25.0,23.0,4.0,2.0,2.0,3.0,1.0,0.0
I1,19/02/06,Treviso,Parma,0.0,1.0,A,0.0,1.0,A,2.6,2.87,2.87,2.45,3.0,2.8,A. Romeo,13.0,6.0,5.0,3.0,18.0,26.0,10.0,1.0,3.0,2.0,0.0,0.0
I1,19/02/06,Udinese,Siena,1.0,2.0,A,1.0,2.0,A,1.83,3.1,4.75,1.88,2.9,4.5,P. Rodomonti,13.0,10.0,5.0,3.0,12.0,12.0,6.0,2.0,2.0,4.0,1.0,0.0
I1,25/02/06,Parma,Fiorentina,2.0,4.0,A,2.0,2.0,D,3.0,2.87,2.5,3.05,2.9,2.35,G. Paparesta,11.0,14.0,7.0,6.0,30.0,24.0,4.0,7.0,4.0,0.0,0.0,0.0
I1,25/02/06,Reggina,Livorno,1.0,1.0,D,0.0,0.0,D,2.5,2.87,3.0,2.4,2.8,3.1,N. Rizzoli,12.0,7.0,7.0,5.0,22.0,17.0,9.0,7.0,4.0,3.0,0.0,0.0
I1,26/02/06,Ascoli,Messina,1.0,0.0,H,0.0,0.0,D,2.1,2.8,4.0,2.2,2.7,3.65,M. De Santis,15.0,11.0,7.0,4.0,14.0,25.0,8.0,2.0,1.0,3.0,0.0,0.0
I1,26/02/06,Cagliari,Chievo,2.0,2.0,D,1.0,0.0,H,2.4,2.87,3.2,2.3,2.9,3.15,S. Farina,5.0,9.0,2.0,3.0,19.0,25.0,6.0,7.0,4.0,2.0,1.0,0.0
I1,26/02/06,Empoli,Treviso,1.0,1.0,D,0.0,0.0,D,1.83,3.0,5.0,1.75,3.1,4.9,P. Tagliavento,7.0,6.0,4.0,3.0,20.0,26.0,4.0,1.0,3.0,4.0,0.0,1.0
I1,26/02/06,Inter,Udinese,3.0,1.0,H,1.0,0.0,H,1.36,4.33,9.0,1.35,4.25,8.2,P. Dondarini,15.0,10.0,7.0,4.0,20.0,19.0,4.0,1.0,0.0,2.0,1.0,1.0
I1,26/02/06,Juventus,Lecce,3.0,1.0,H,2.0,1.0,H,1.16,6.5,15.0,1.13,6.7,16.0,P. Rodomonti,13.0,5.0,7.0,3.0,21.0,18.0,8.0,3.0,3.0,2.0,0.0,1.0
I1,26/02/06,Lazio,Roma,0.0,2.0,A,0.0,1.0,A,2.6,2.87,2.87,2.55,2.85,2.8,M. Trefoloni,10.0,6.0,2.0,3.0,12.0,24.0,7.0,3.0,2.0,5.0,0.0,0.0
I1,26/02/06,Palermo,Milan,0.0,2.0,A,0.0,0.0,D,4.0,2.8,2.1,3.7,3.05,2.0,T. Pieri,12.0,9.0,3.0,4.0,16.0,26.0,8.0,3.0,3.0,3.0,0.0,1.0
I1,26/02/06,Siena,Sampdoria,1.0,0.0,H,0.0,0.0,D,2.6,2.87,2.87,2.45,2.8,3.0,S. Racalbuto,12.0,14.0,5.0,6.0,12.0,16.0,5.0,8.0,1.0,3.0,0.0,1.0
I1,04/03/06,Milan,Empoli,3.0,0.0,H,0.0,0.0,D,1.2,5.5,17.0,1.17,5.75,15.0,P. Dondarini,17.0,4.0,8.0,0.0,8.0,13.0,6.0,3.0,1.0,0.0,0.0,0.0
I1,04/03/06,Sampdoria,Juventus,0.0,1.0,A,0.0,0.0,D,4.1,3.0,2.0,4.35,3.0,1.87,M. Trefoloni,4.0,11.0,2.0,4.0,26.0,18.0,10.0,5.0,2.0,0.0,0.0,0.0
I1,05/03/06,Chievo,Lazio,2.0,2.0,D,2.0,1.0,H,2.3,2.87,3.4,2.3,2.75,3.35,P. Mazzoleni,8.0,11.0,4.0,5.0,21.0,26.0,6.0,5.0,2.0,2.0,0.0,0.0
I1,05/03/06,Fiorentina,Siena,2.0,1.0,H,1.0,1.0,D,1.53,3.75,6.5,1.47,3.55,7.25,D. Messina,10.0,11.0,6.0,5.0,20.0,21.0,5.0,3.0,3.0,2.0,0.0,0.0
I1,05/03/06,Lecce,Palermo,2.0,0.0,H,0.0,0.0,D,3.1,3.0,2.4,3.15,3.05,2.2,L. Banti,11.0,6.0,5.0,3.0,18.0,17.0,2.0,7.0,2.0,2.0,0.0,0.0
I1,05/03/06,Livorno,Cagliari,0.0,1.0,A,0.0,0.0,D,1.72,3.2,5.5,1.7,3.1,5.35,M. Saccani,10.0,5.0,4.0,3.0,20.0,15.0,10.0,1.0,1.0,4.0,0.0,0.0
I1,05/03/06,Messina,Parma,0.0,1.0,A,0.0,0.0,D,2.2,2.9,3.6,2.2,2.8,3.5,P. Bertini,20.0,9.0,9.0,5.0,11.0,11.0,13.0,8.0,1.0,4.0,0.0,0.0
I1,05/03/06,Roma,Inter,1.0,1.0,D,1.0,0.0,H,2.6,3.0,2.8,2.6,2.85,2.75,T. Pieri,9.0,11.0,3.0,5.0,23.0,21.0,2.0,10.0,2.0,2.0,0.0,0.0
I1,05/03/06,Treviso,Reggina,0.0,1.0,A,0.0,0.0,D,2.5,3.0,2.9,2.7,2.8,2.7,G. Paparesta,12.0,6.0,5.0,3.0,27.0,23.0,4.0,3.0,5.0,2.0,0.0,0.0
I1,05/03/06,Udinese,Ascoli,1.0,1.0,D,0.0,0.0,D,1.8,3.2,4.75,1.8,3.0,4.75,R. Rosetti,11.0,9.0,3.0,3.0,32.0,23.0,3.0,7.0,3.0,1.0,0.0,1.0
I1,11/03/06,Inter,Sampdoria,1.0,0.0,H,1.0,0.0,H,1.44,4.0,7.5,1.45,3.65,7.4,N. Rizzoli,15.0,6.0,6.0,2.0,16.0,10.0,4.0,8.0,2.0,1.0,0.0,0.0
I1,11/03/06,Siena,Treviso,1.0,0.0,H,0.0,0.0,D,1.66,3.2,6.0,1.65,3.2,5.5,A. Dattilo,8.0,7.0,5.0,4.0,24.0,20.0,7.0,6.0,4.0,2.0,0.0,0.0
I1,12/03/06,Ascoli,Roma,3.0,2.0,H,3.0,0.0,H,4.0,3.0,2.0,4.0,3.0,1.95,P. Bertini,12.0,18.0,8.0,8.0,20.0,18.0,4.0,10.0,3.0,1.0,0.0,1.0
I1,12/03/06,Empoli,Chievo,2.0,1.0,H,0.0,0.0,D,2.75,2.87,2.75,2.75,2.8,2.65,A. De Marco,10.0,6.0,4.0,2.0,22.0,18.0,8.0,7.0,4.0,3.0,0.0,0.0
I1,12/03/06,Juventus,Milan,0.0,0.0,D,0.0,0.0,D,2.3,2.75,3.6,2.2,2.9,3.6,M. De Santis,8.0,6.0,3.0,2.0,24.0,15.0,3.0,3.0,1.0,3.0,0.0,1.0
I1,12/03/06,Lazio,Reggina,3.0,1.0,H,2.0,0.0,H,1.66,3.2,6.0,1.67,3.05,5.85,N. Stefanini,10.0,4.0,6.0,3.0,23.0,23.0,7.0,2.0,3.0,4.0,0.0,0.0
I1,12/03/06,Messina,Lecce,2.0,1.0,H,1.0,1.0,D,1.9,3.0,4.5,1.83,3.05,4.5,S. Racalbuto,15.0,6.0,7.0,3.0,20.0,24.0,8.0,3.0,5.0,3.0,0.0,0.0
I1,12/03/06,Palermo,Udinese,2.0,0.0,H,0.0,0.0,D,1.9,3.0,4.5,1.9,3.0,4.2,S. Farina,6.0,6.0,3.0,5.0,14.0,22.0,2.0,3.0,3.0,2.0,0.0,0.0
I1,12/03/06,Parma,Livorno,2.0,1.0,H,1.0,1.0,D,2.3,2.87,3.4,2.3,2.85,3.2,G. Paparesta,6.0,16.0,5.0,9.0,27.0,13.0,1.0,6.0,4.0,2.0,0.0,0.0
I1,18/03/06,Livorno,Juventus,1.0,3.0,A,0.0,1.0,A,5.0,3.0,1.83,5.3,2.95,1.75,P. Dondarini,5.0,7.0,3.0,3.0,26.0,25.0,2.0,4.0,2.0,1.0,0.0,0.0
I1,18/03/06,Treviso,Cagliari,1.0,2.0,A,1.0,1.0,D,3.25,3.0,2.3,2.95,3.05,2.3,A. Giannoccaro,8.0,7.0,3.0,4.0,27.0,21.0,0.0,5.0,3.0,3.0,0.0,1.0
I1,19/03/06,Chievo,Siena,4.0,1.0,H,1.0,1.0,D,2.0,2.87,4.33,1.95,2.9,4.15,L. Palanca,13.0,7.0,8.0,4.0,14.0,20.0,6.0,5.0,2.0,3.0,0.0,2.0
I1,19/03/06,Fiorentina,Ascoli,3.0,1.0,H,0.0,1.0,A,1.44,3.75,8.5,1.45,3.55,7.9,M. Saccani,16.0,7.0,9.0,3.0,16.0,21.0,6.0,2.0,1.0,3.0,0.0,1.0
I1,19/03/06,Inter,Lazio,3.0,1.0,H,1.0,0.0,H,1.5,3.6,7.5,1.5,3.5,6.85,T. Pieri,21.0,8.0,10.0,6.0,18.0,8.0,14.0,6.0,2.0,1.0,0.0,0.0
I1,19/03/06,Lecce,Parma,1.0,2.0,A,0.0,0.0,D,2.4,3.0,3.0,2.25,3.1,3.0,N. Rizzoli,16.0,11.0,10.0,5.0,15.0,22.0,8.0,3.0,2.0,4.0,0.0,0.0
I1,19/03/06,Reggina,Empoli,0.0,2.0,A,0.0,0.0,D,2.0,3.0,4.0,1.83,3.0,4.6,S. Farina,8.0,10.0,3.0,5.0,24.0,19.0,6.0,3.0,4.0,2.0,1.0,0.0
I1,19/03/06,Roma,Messina,2.0,1.0,H,1.0,0.0,H,1.5,3.6,7.5,1.45,3.65,7.5,M. Bergonzi,17.0,7.0,7.0,6.0,14.0,29.0,11.0,4.0,1.0,3.0,0.0,1.0
I1,19/03/06,Sampdoria,Palermo,0.0,2.0,A,0.0,0.0,D,2.0,3.0,4.0,2.05,2.9,3.75,N. Ayroldi,15.0,14.0,7.0,7.0,18.0,19.0,7.0,2.0,4.0,3.0,0.0,0.0
I1,19/03/06,Udinese,Milan,0.0,4.0,A,0.0,1.0,A,5.5,3.4,1.66,5.5,3.2,1.65,M. Trefoloni,6.0,6.0,4.0,4.0,14.0,11.0,4.0,3.0,1.0,0.0,0.0,0.0
I1,22/03/06,Cagliari,Fiorentina,0.0,0.0,D,0.0,0.0,D,2.87,2.3,3.0,3.55,2.15,2.85,M. De Santis,12.0,13.0,4.0,6.0,17.0,29.0,6.0,4.0,2.0,5.0,0.0,0.0
I1,26/03/06,Ascoli,Chievo,2.0,2.0,D,1.0,1.0,D,2.37,2.75,3.4,2.4,2.7,3.2,A. Dattilo,9.0,4.0,4.0,3.0,16.0,22.0,5.0,7.0,1.0,2.0,0.0,0.0
I1,26/03/06,Cagliari,Reggina,0.0,2.0,A,0.0,2.0,A,1.9,3.0,4.5,1.9,2.9,4.4,D. Messina,14.0,6.0,6.0,2.0,23.0,27.0,6.0,3.0,4.0,5.0,0.0,0.0
I1,26/03/06,Empoli,Livorno,2.0,1.0,H,1.0,0.0,H,2.4,2.87,3.2,2.55,2.75,2.9,E. Morganti,16.0,8.0,6.0,3.0,18.0,24.0,0.0,4.0,1.0,2.0,0.0,0.0
I1,25/03/06,Juventus,Roma,1.0,1.0,D,1.0,0.0,H,1.72,3.1,5.5,1.65,3.25,5.4,M. Trefoloni,5.0,9.0,3.0,4.0,19.0,20.0,2.0,6.0,1.0,3.0,1.0,0.0
I1,26/03/06,Lazio,Sampdoria,2.0,0.0,H,0.0,0.0,D,1.9,3.0,4.5,1.95,3.05,3.9,R. Rosetti,11.0,4.0,3.0,1.0,21.0,31.0,6.0,3.0,2.0,6.0,0.0,0.0
I1,26/03/06,Messina,Udinese,1.0,1.0,D,1.0,1.0,D,2.3,2.87,3.4,2.3,2.9,3.15,P. Bertini,6.0,12.0,4.0,7.0,16.0,23.0,7.0,4.0,1.0,3.0,0.0,0.0
I1,25/03/06,Milan,Fiorentina,3.0,1.0,H,1.0,1.0,D,1.61,3.4,6.0,1.55,3.55,5.85,G. Paparesta,11.0,6.0,6.0,3.0,16.0,18.0,10.0,2.0,2.0,1.0,0.0,0.0
I1,26/03/06,Palermo,Treviso,1.0,0.0,H,0.0,0.0,D,1.33,4.5,9.5,1.3,4.5,9.5,M. De Santis,8.0,8.0,5.0,3.0,16.0,19.0,4.0,6.0,1.0,1.0,0.0,0.0
I1,25/03/06,Parma,Inter,1.0,0.0,H,1.0,0.0,H,4.75,3.1,1.83,4.55,3.05,1.8,P. Tagliavento,11.0,18.0,9.0,9.0,25.0,18.0,2.0,14.0,4.0,4.0,0.0,0.0
I1,26/03/06,Siena,Lecce,1.0,2.0,A,0.0,1.0,A,1.57,3.4,5.5,1.6,3.4,5.5,O. Pantana,11.0,12.0,7.0,4.0,20.0,19.0,6.0,3.0,2.0,5.0,1.0,0.0
I1,01/04/06,Inter,Messina,3.0,0.0,H,3.0,0.0,H,1.33,4.5,9.5,1.26,4.6,11.75,P. Rodomonti,13.0,4.0,7.0,0.0,12.0,15.0,6.0,1.0,0.0,1.0,0.0,0.0
I1,01/04/06,Lecce,Milan,1.0,0.0,H,0.0,0.0,D,6.5,3.6,1.53,5.9,3.8,1.5,P. Dondarini,12.0,8.0,6.0,5.0,17.0,18.0,6.0,3.0,2.0,1.0,0.0,0.0
I1,01/04/06,Treviso,Juventus,0.0,0.0,D,0.0,0.0,D,7.5,4.33,1.4,8.0,4.3,1.35,S. Racalbuto,5.0,15.0,1.0,6.0,26.0,17.0,3.0,14.0,3.0,4.0,0.0,0.0
I1,02/04/06,Chievo,Livorno,2.0,1.0,H,1.0,1.0,D,2.0,2.87,4.33,2.05,2.7,4.2,N. Rizzoli,6.0,6.0,4.0,4.0,20.0,26.0,5.0,1.0,1.0,2.0,1.0,0.0
I1,02/04/06,Fiorentina,Roma,1.0,1.0,D,1.0,0.0,H,2.3,3.0,3.25,2.3,2.9,3.15,D. Messina,8.0,17.0,5.0,7.0,16.0,24.0,4.0,7.0,3.0,4.0,0.0,0.0
I1,02/04/06,Lazio,Empoli,3.0,3.0,D,2.0,1.0,H,1.61,3.4,6.0,1.6,3.35,5.75,N. Ayroldi,13.0,4.0,8.0,3.0,20.0,24.0,8.0,4.0,1.0,1.0,0.0,0.0
I1,02/04/06,Palermo,Ascoli,1.0,1.0,D,1.0,0.0,H,1.66,3.4,5.5,1.65,3.15,5.75,F. Squillace,5.0,4.0,4.0,2.0,15.0,11.0,1.0,6.0,1.0,2.0,1.0,0.0
I1,02/04/06,Reggina,Siena,1.0,1.0,D,0.0,1.0,A,2.3,2.25,4.33,2.3,2.2,4.75,R. Rosetti,11.0,5.0,4.0,2.0,8.0,18.0,5.0,7.0,0.0,3.0,0.0,0.0
I1,02/04/06,Sampdoria,Cagliari,1.0,1.0,D,1.0,0.0,H,2.1,2.8,4.0,2.0,2.85,3.95,M. Saccani,7.0,5.0,5.0,3.0,25.0,15.0,5.0,1.0,3.0,3.0,0.0,0.0
I1,02/04/06,Udinese,Parma,2.0,0.0,H,1.0,0.0,H,1.83,3.1,4.75,1.75,3.15,4.65,S. Farina,11.0,2.0,4.0,1.0,15.0,26.0,4.0,4.0,4.0,2.0,0.0,0.0
I1,08/04/06,Ascoli,Inter,1.0,2.0,A,1.0,0.0,H,4.75,3.2,1.8,5.35,3.1,1.7,S. Farina,8.0,14.0,3.0,8.0,18.0,18.0,1.0,3.0,3.0,1.0,0.0,1.0
I1,08/04/06,Livorno,Udinese,0.0,2.0,A,0.0,1.0,A,2.62,2.62,3.2,2.6,2.65,2.95,M. De Santis,12.0,6.0,6.0,4.0,16.0,18.0,3.0,1.0,1.0,0.0,0.0,1.0
I1,09/04/06,Cagliari,Palermo,1.0,1.0,D,1.0,0.0,H,2.25,2.8,3.6,2.2,2.75,3.55,E. Morganti,11.0,7.0,5.0,3.0,15.0,12.0,2.0,7.0,1.0,2.0,0.0,0.0
I1,09/04/06,Empoli,Sampdoria,2.0,1.0,H,1.0,0.0,H,2.4,2.7,3.4,2.4,2.55,3.45,G. Paparesta,5.0,12.0,4.0,4.0,22.0,22.0,2.0,5.0,0.0,1.0,0.0,0.0
I1,09/04/06,Juventus,Fiorentina,1.0,1.0,D,0.0,0.0,D,1.72,3.3,5.0,1.75,3.25,4.45,T. Pieri,15.0,11.0,4.0,5.0,17.0,20.0,10.0,0.0,3.0,3.0,0.0,0.0
I1,09/04/06,Messina,Treviso,3.0,1.0,H,1.0,1.0,D,1.25,4.75,9.0,1.28,4.5,10.0,M. Trefoloni,12.0,2.0,7.0,2.0,18.0,13.0,6.0,2.0,5.0,3.0,0.0,0.0
I1,09/04/06,Milan,Chievo,4.0,1.0,H,1.0,1.0,D,1.33,4.5,9.5,1.35,4.15,8.5,P. Bertini,18.0,9.0,9.0,4.0,12.0,14.0,9.0,3.0,0.0,2.0,0.0,0.0
I1,09/04/06,Roma,Lecce,3.0,1.0,H,2.0,0.0,H,1.33,4.5,9.5,1.3,4.6,8.85,M. Saccani,6.0,12.0,5.0,2.0,24.0,18.0,8.0,4.0,3.0,1.0,0.0,0.0
I1,09/04/06,Siena,Lazio,2.0,3.0,A,2.0,2.0,D,2.8,2.2,3.2,2.9,2.1,3.5,N. Rizzoli,16.0,12.0,9.0,10.0,22.0,19.0,5.0,4.0,1.0,3.0,0.0,0.0
I1,14/04/06,Milan,Inter,1.0,0.0,H,0.0,0.0,D,2.4,3.0,3.1,2.35,2.9,3.05,M. De Santis,8.0,11.0,4.0,5.0,24.0,18.0,3.0,4.0,4.0,4.0,0.0,0.0
I1,15/04/06,Cagliari,Juventus,1.0,1.0,D,1.0,0.0,H,4.33,2.87,2.0,4.15,2.8,2.0,N. Ayroldi,2.0,16.0,1.0,5.0,31.0,30.0,1.0,9.0,4.0,2.0,2.0,0.0
I1,15/04/06,Chievo,Messina,2.0,0.0,H,1.0,0.0,H,1.9,3.25,4.0,1.9,3.25,3.7,G. Paparesta,9.0,10.0,3.0,2.0,19.0,25.0,3.0,8.0,3.0,4.0,1.0,0.0
I1,15/04/06,Lazio,Livorno,3.0,1.0,H,1.0,0.0,H,1.57,3.5,6.5,1.5,3.45,7.0,M. Trefoloni,4.0,5.0,4.0,3.0,23.0,24.0,2.0,2.0,2.0,3.0,0.0,1.0
I1,15/04/06,Lecce,Udinese,1.0,2.0,A,1.0,1.0,D,3.2,3.1,2.25,2.95,3.2,2.25,P. Tagliavento,15.0,10.0,6.0,4.0,19.0,18.0,4.0,6.0,1.0,4.0,0.0,0.0
I1,15/04/06,Palermo,Roma,3.0,3.0,D,0.0,3.0,A,3.1,3.1,2.3,3.0,3.0,2.3,R. Rosetti,15.0,10.0,7.0,6.0,21.0,19.0,4.0,1.0,3.0,3.0,0.0,0.0
I1,15/04/06,Reggina,Ascoli,2.0,0.0,H,2.0,0.0,H,1.9,2.8,5.0,1.83,2.85,5.0,C. Brighi,5.0,7.0,4.0,0.0,19.0,14.0,7.0,9.0,3.0,1.0,1.0,0.0
I1,15/04/06,Sampdoria,Parma,1.0,2.0,A,1.0,0.0,H,1.9,2.5,5.5,2.0,2.4,5.0,O. Girardi,10.0,12.0,3.0,5.0,18.0,22.0,3.0,2.0,0.0,1.0,0.0,0.0
I1,15/04/06,Treviso,Fiorentina,1.0,3.0,A,1.0,1.0,D,10.0,5.0,1.28,10.0,4.6,1.27,P. Rodomonti,5.0,8.0,1.0,5.0,16.0,16.0,6.0,5.0,1.0,2.0,0.0,0.0
I1,22/04/06,Ascoli,Cagliari,2.0,2.0,D,1.0,0.0,H,2.5,2.1,4.0,2.75,2.0,4.15,M. De Santis,23.0,5.0,7.0,3.0,18.0,14.0,8.0,2.0,4.0,2.0,1.0,2.0
I1,22/04/06,Fiorentina,Empoli,2.0,1.0,H,1.0,0.0,H,1.25,5.0,8.0,1.25,5.0,10.0,S. Farina,19.0,7.0,11.0,5.0,24.0,23.0,7.0,4.0,1.0,3.0,0.0,0.0
I1,22/04/06,Inter,Reggina,4.0,0.0,H,3.0,0.0,H,1.25,5.0,8.0,1.25,5.0,10.0,N. Rizzoli,16.0,4.0,13.0,2.0,16.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0
I1,22/04/06,Juventus,Lazio,1.0,1.0,D,0.0,1.0,A,1.61,3.4,5.0,1.55,3.25,6.75,G. Paparesta,24.0,4.0,9.0,3.0,20.0,13.0,15.0,3.0,2.0,3.0,0.0,1.0
I1,22/04/06,Lecce,Treviso,1.0,1.0,D,1.0,0.0,H,1.61,3.4,5.0,1.67,3.4,4.85,G. Lops,17.0,18.0,8.0,11.0,18.0,22.0,8.0,4.0,0.0,2.0,1.0,0.0
I1,22/04/06,Livorno,Palermo,3.0,1.0,H,2.0,0.0,H,3.0,3.0,2.25,2.8,3.1,2.4,P. Bertini,13.0,13.0,8.0,6.0,23.0,13.0,3.0,4.0,3.0,2.0,0.0,0.0
I1,22/04/06,Messina,Milan,1.0,3.0,A,1.0,2.0,A,3.5,3.25,1.9,4.1,3.2,1.85,T. Pieri,6.0,11.0,3.0,6.0,23.0,14.0,3.0,5.0,5.0,4.0,3.0,1.0
I1,22/04/06,Parma,Siena,1.0,1.0,D,0.0,1.0,A,2.4,2.1,4.33,2.25,2.25,4.25,M. Bergonzi,8.0,7.0,3.0,1.0,16.0,20.0,4.0,3.0,1.0,1.0,0.0,0.0
I1,22/04/06,Roma,Sampdoria,0.0,0.0,D,0.0,0.0,D,1.33,4.5,6.5,1.35,4.0,9.0,E. Morganti,11.0,5.0,4.0,3.0,15.0,20.0,3.0,5.0,2.0,6.0,1.0,0.0
I1,22/04/06,Udinese,Chievo,1.0,1.0,D,0.0,0.0,D,2.4,2.0,4.75,2.55,2.1,4.3,D. Messina,12.0,5.0,7.0,1.0,21.0,16.0,4.0,1.0,2.0,1.0,0.0,0.0
I1,30/04/06,Cagliari,Parma,3.0,1.0,H,2.0,0.0,H,1.44,4.0,7.5,1.48,3.65,6.8,R. Rosetti,10.0,8.0,5.0,3.0,6.0,21.0,1.0,5.0,0.0,1.0,0.0,0.0
I1,30/04/06,Chievo,Roma,4.0,4.0,D,2.0,3.0,A,3.25,3.2,2.2,3.15,3.15,2.15,T. Pieri,8.0,15.0,7.0,10.0,25.0,17.0,3.0,9.0,1.0,3.0,0.0,0.0
I1,30/04/06,Empoli,Inter,1.0,0.0,H,0.0,0.0,D,5.0,3.3,1.72,5.0,3.05,1.75,P. Bertini,8.0,12.0,1.0,3.0,16.0,17.0,2.0,7.0,1.0,1.0,0.0,0.0
I1,30/04/06,Lazio,Lecce,1.0,0.0,H,0.0,0.0,D,1.2,5.5,17.0,1.18,5.7,13.5,G. Gava,8.0,3.0,2.0,2.0,15.0,22.0,7.0,3.0,0.0,4.0,0.0,1.0
I1,30/04/06,Milan,Livorno,2.0,0.0,H,1.0,0.0,H,1.2,5.5,17.0,1.22,5.5,10.5,S. Racalbuto,17.0,4.0,9.0,2.0,15.0,24.0,6.0,2.0,0.0,0.0,0.0,0.0
I1,30/04/06,Palermo,Fiorentina,1.0,0.0,H,0.0,0.0,D,3.75,3.2,2.0,3.75,3.0,2.0,M. Trefoloni,7.0,10.0,4.0,2.0,23.0,20.0,2.0,7.0,2.0,4.0,0.0,0.0
I1,30/04/06,Reggina,Messina,3.0,0.0,H,0.0,0.0,D,1.9,3.25,4.0,2.0,3.3,3.35,D. Messina,12.0,9.0,8.0,5.0,12.0,23.0,2.0,3.0,3.0,3.0,0.0,1.0
I1,30/04/06,Sampdoria,Udinese,1.0,1.0,D,0.0,0.0,D,3.1,1.66,5.0,3.0,1.65,5.9,L. Palanca,9.0,9.0,6.0,3.0,8.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0
I1,30/04/06,Siena,Juventus,0.0,3.0,A,0.0,3.0,A,9.0,4.0,1.4,8.65,4.0,1.36,D. Tombolini,12.0,6.0,5.0,5.0,12.0,14.0,4.0,5.0,1.0,0.0,0.0,0.0
I1,30/04/06,Treviso,Ascoli,2.0,2.0,D,2.0,1.0,H,3.75,2.2,2.5,4.0,2.1,2.65,A. Dattilo,7.0,14.0,4.0,9.0,18.0,20.0,2.0,8.0,0.0,1.0,0.0,0.0
