Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
SP1,27/11/05,Getafe,Malaga,3,2,H,2,1,H,2.0,3.2,3.75,1.95,3.3,3.5,17.0,10.0,6.0,4.0,16.0,30.0,9.0,8.0,0.0,2.0,0.0,0.0
SP1,27/11/05,La Coruna,Villarreal,0,2,A,0,0,D,2.1,3.2,3.5,2.1,3.15,3.25,17.0,17.0,3.0,10.0,32.0,22.0,7.0,6.0,4.0,2.0,0.0,0.0
SP1,27/11/05,Osasuna,Alaves,3,2,H,0,0,D,1.61,3.6,5.5,1.5,3.65,6.25,15.0,7.0,7.0,5.0,26.0,21.0,9.0,1.0,1.0,2.0,0.0,0.0
SP1,27/11/05,Sociedad,Real Madrid,2,2,D,1,0,H,3.4,3.25,2.1,3.65,3.3,1.9,11.0,20.0,5.0,10.0,27.0,15.0,4.0,5.0,4.0,5.0,1.0,1.0
SP1,27/11/05,Zaragoza,Sevilla,0,2,A,0,0,D,2.37,3.2,2.9,2.35,3.05,2.85,15.0,17.0,2.0,8.0,19.0,5.0,5.0,5.0,4.0,0.0,1.0,0.0
SP1,03/12/05,Ath Bilbao,Ath Madrid,1,1,D,0,1,A,2.3,3.2,2.7,2.35,3.15,2.75,14.0,6.0,3.0,1.0,14.0,23.0,9.0,3.0,4.0,3.0,0.0,0.0
SP1,03/12/05,Celta,Betis,2,1,H,2,0,H,1.8,3.25,4.0,1.7,3.45,4.5,9.0,23.0,4.0,4.0,29.0,21.0,5.0,11.0,5.0,4.0,0.0,1.0
SP1,03/12/05,Real Madrid,Getafe,1,0,H,1,0,H,1.4,3.75,7.5,1.3,4.5,9.0,6.0,19.0,1.0,4.0,17.0,24.0,3.0,13.0,3.0,3.0,1.0,0.0
SP1,04/12/05,Alaves,Mallorca,0,3,A,0,1,A,2.1,3.25,3.0,2.35,3.05,2.85,18.0,13.0,3.0,10.0,15.0,24.0,10.0,5.0,4.0,4.0,0.0,0.0
SP1,04/12/05,Cadiz,Zaragoza,1,2,A,1,0,H,2.3,3.1,2.87,2.15,3.05,3.25,4.0,6.0,1.0,2.0,15.0,20.0,3.0,4.0,2.0,4.0,0.0,0.0
SP1,04/12/05,Espanol,Valencia,1,3,A,0,2,A,2.62,3.2,2.37,2.65,3.15,2.45,15.0,18.0,2.0,9.0,23.0,15.0,4.0,4.0,3.0,2.0,0.0,1.0
SP1,04/12/05,Malaga,Osasuna,1,2,A,1,2,A,2.4,3.2,2.6,2.4,3.1,2.75,9.0,11.0,2.0,4.0,26.0,14.0,7.0,4.0,3.0,2.0,0.0,0.0
SP1,04/12/05,Santander,Sociedad,2,2,D,0,1,A,2.37,3.2,2.62,2.2,3.0,3.2,14.0,17.0,4.0,9.0,24.0,17.0,4.0,3.0,3.0,5.0,0.0,1.0
SP1,04/12/05,Sevilla,La Coruna,0,2,A,0,2,A,2.0,3.25,3.25,2.05,3.1,3.4,13.0,11.0,3.0,6.0,26.0,15.0,12.0,6.0,7.0,6.0,2.0,0.0
SP1,04/12/05,Villarreal,Barcelona,0,2,A,0,1,A,3.75,3.25,1.83,3.8,3.35,1.85,6.0,11.0,1.0,4.0,19.0,24.0,5.0,5.0,2.0,4.0,0.0,1.0
SP1,10/12/05,Sociedad,Villarreal,1,3,A,1,1,D,2.6,3.2,2.62,2.4,3.15,2.7,16.0,14.0,6.0,8.0,15.0,17.0,5.0,1.0,1.0,2.0,0.0,0.0
SP1,10/12/05,Valencia,Ath Bilbao,1,1,D,0,0,D,1.5,3.75,7.0,1.45,3.75,6.75,23.0,6.0,8.0,2.0,16.0,21.0,10.0,4.0,1.0,2.0,0.0,1.0
SP1,11/12/05,Ath Madrid,Alaves,1,1,D,0,0,D,1.57,3.5,6.5,1.6,3.45,5.35,21.0,11.0,2.0,6.0,17.0,17.0,12.0,3.0,2.0,2.0,0.0,0.0
SP1,11/12/05,Barcelona,Sevilla,2,1,H,0,0,D,1.3,5.0,9.5,1.25,5.0,10.0,14.0,7.0,3.0,2.0,24.0,19.0,7.0,1.0,4.0,2.0,0.0,0.0
SP1,11/12/05,Betis,Espanol,0,0,D,0,0,D,2.1,3.2,3.5,2.05,3.2,3.3,20.0,6.0,3.0,1.0,10.0,12.0,9.0,0.0,1.0,2.0,0.0,0.0
SP1,11/12/05,Getafe,Santander,1,2,A,1,1,D,1.8,3.3,4.5,1.7,3.35,4.65,10.0,7.0,3.0,4.0,20.0,21.0,10.0,1.0,3.0,5.0,0.0,0.0
SP1,11/12/05,La Coruna,Cadiz,1,0,H,0,0,D,1.57,3.5,6.5,1.55,3.6,5.45,20.0,8.0,6.0,4.0,23.0,18.0,5.0,5.0,1.0,2.0,0.0,0.0
SP1,11/12/05,Malaga,Real Madrid,0,2,A,0,2,A,4.5,3.25,1.83,4.0,3.35,1.8,22.0,17.0,8.0,7.0,37.0,11.0,7.0,3.0,5.0,1.0,0.0,0.0
SP1,11/12/05,Osasuna,Mallorca,1,0,H,1,0,H,1.57,3.6,6.0,1.55,3.5,5.75,20.0,9.0,6.0,3.0,20.0,15.0,6.0,4.0,2.0,2.0,0.0,0.0
SP1,11/12/05,Zaragoza,Celta,1,0,H,0,0,D,2.37,3.25,2.87,2.4,3.1,2.75,23.0,4.0,9.0,4.0,19.0,13.0,12.0,2.0,1.0,3.0,0.0,0.0
SP1,17/12/05,Ath Bilbao,Betis,2,0,H,2,0,H,2.2,3.0,3.5,2.1,3.15,3.25,12.0,9.0,2.0,3.0,20.0,23.0,4.0,2.0,1.0,1.0,0.0,1.0
SP1,17/12/05,Cadiz,Barcelona,1,3,A,0,2,A,9.0,4.33,1.36,9.0,4.75,1.28,12.0,19.0,1.0,9.0,13.0,17.0,4.0,8.0,2.0,1.0,0.0,0.0
SP1,17/12/05,Celta,La Coruna,0,3,A,0,3,A,2.37,3.0,3.1,2.2,3.15,3.05,6.0,7.0,1.0,5.0,16.0,23.0,7.0,2.0,3.0,3.0,1.0,0.0
SP1,18/12/05,Alaves,Valencia,0,1,A,0,1,A,4.2,3.2,1.9,4.0,3.35,1.8,12.0,14.0,3.0,3.0,18.0,19.0,7.0,5.0,5.0,2.0,0.0,0.0
SP1,18/12/05,Espanol,Zaragoza,2,2,D,0,0,D,2.2,3.2,3.25,2.05,3.1,3.4,13.0,15.0,4.0,6.0,27.0,14.0,4.0,3.0,4.0,2.0,0.0,0.0
SP1,18/12/05,Mallorca,Ath Madrid,2,2,D,1,2,A,2.5,3.1,2.8,2.5,3.1,2.65,8.0,11.0,4.0,4.0,19.0,17.0,7.0,4.0,4.0,5.0,1.0,1.0
SP1,18/12/05,Real Madrid,Osasuna,1,1,D,0,0,D,1.5,3.75,7.0,1.5,3.85,5.65,15.0,10.0,6.0,1.0,23.0,21.0,7.0,3.0,6.0,5.0,0.0,1.0
SP1,18/12/05,Santander,Malaga,1,1,D,1,1,D,2.25,3.1,3.2,2.2,3.1,3.1,16.0,10.0,5.0,5.0,20.0,21.0,8.0,5.0,3.0,6.0,3.0,2.0
SP1,18/12/05,Sevilla,Sociedad,3,2,H,0,1,A,1.72,3.4,5.0,1.7,3.4,4.5,29.0,9.0,8.0,2.0,20.0,17.0,6.0,2.0,4.0,6.0,0.0,2.0
SP1,18/12/05,Villarreal,Getafe,2,1,H,1,1,D,1.57,3.5,6.5,1.6,3.4,5.45,18.0,13.0,9.0,5.0,16.0,23.0,6.0,4.0,2.0,2.0,0.0,0.0
SP1,20/12/05,Barcelona,Celta,2,0,H,1,0,H,1.22,5.5,13.0,1.2,5.35,12.0,15.0,4.0,7.0,2.0,15.0,26.0,6.0,1.0,1.0,3.0,0.0,0.0
SP1,21/12/05,Betis,Alaves,3,0,H,1,0,H,1.83,3.3,4.33,1.8,3.25,4.15,15.0,12.0,8.0,3.0,27.0,21.0,3.0,1.0,2.0,3.0,0.0,0.0
SP1,21/12/05,Getafe,Sevilla,1,0,H,1,0,H,2.5,3.25,2.7,2.3,3.1,2.9,17.0,11.0,3.0,4.0,24.0,20.0,3.0,6.0,3.0,2.0,1.0,0.0
SP1,21/12/05,La Coruna,Espanol,1,2,A,0,0,D,1.57,3.6,6.0,1.55,3.5,5.75,14.0,9.0,6.0,3.0,20.0,16.0,12.0,2.0,3.0,4.0,0.0,1.0
SP1,21/12/05,Malaga,Villarreal,0,0,D,0,0,D,3.1,3.2,2.25,3.0,3.1,2.25,8.0,12.0,4.0,6.0,30.0,16.0,3.0,2.0,5.0,2.0,0.0,0.0
SP1,21/12/05,Real Madrid,Santander,1,2,A,0,2,A,1.25,5.0,13.0,1.25,5.0,10.0,19.0,9.0,5.0,4.0,20.0,10.0,6.0,4.0,3.0,3.0,0.0,0.0
SP1,21/12/05,Sociedad,Cadiz,2,0,H,1,0,H,1.83,3.3,4.33,1.75,3.35,4.35,20.0,8.0,6.0,5.0,19.0,24.0,9.0,4.0,1.0,3.0,0.0,1.0
SP1,21/12/05,Valencia,Mallorca,3,0,H,0,0,D,1.44,4.0,7.5,1.4,4.0,7.25,17.0,6.0,6.0,0.0,12.0,16.0,9.0,4.0,0.0,1.0,0.0,0.0
SP1,21/12/05,Zaragoza,Ath Bilbao,3,2,H,0,1,A,2.0,3.2,3.75,2.0,3.0,3.75,12.0,8.0,4.0,4.0,14.0,18.0,3.0,2.0,2.0,1.0,0.0,0.0
SP1,22/12/05,Osasuna,Ath Madrid,2,1,H,2,1,H,1.9,3.25,4.0,1.7,3.35,4.6,24.0,5.0,8.0,1.0,18.0,16.0,5.0,1.0,1.0,2.0,0.0,0.0
SP1,07/01/06,Ath Bilbao,La Coruna,1,2,A,0,1,A,2.6,3.2,2.62,2.55,3.05,2.6,18.0,13.0,5.0,3.0,21.0,25.0,6.0,2.0,1.0,5.0,0.0,0.0
SP1,07/01/06,Espanol,Barcelona,1,2,A,0,1,A,7.5,4.0,1.44,8.0,4.2,1.35,9.0,19.0,3.0,7.0,29.0,20.0,5.0,6.0,6.0,3.0,0.0,0.0
SP1,08/01/06,Alaves,Zaragoza,0,2,A,0,0,D,2.6,3.2,2.62,2.6,3.0,2.6,15.0,15.0,5.0,4.0,14.0,14.0,5.0,0.0,0.0,3.0,0.0,0.0
SP1,08/01/06,Ath Madrid,Valencia,0,0,D,0,0,D,3.0,3.2,2.3,3.4,3.25,2.0,14.0,9.0,2.0,5.0,27.0,21.0,5.0,10.0,2.0,0.0,0.0,0.0
SP1,08/01/06,Cadiz,Getafe,1,0,H,1,0,H,2.37,3.2,2.9,2.35,3.15,2.8,13.0,8.0,6.0,1.0,22.0,21.0,2.0,2.0,4.0,5.0,1.0,1.0
SP1,08/01/06,Celta,Sociedad,1,0,H,1,0,H,1.9,3.25,4.0,1.8,3.3,4.1,15.0,5.0,3.0,1.0,20.0,14.0,2.0,1.0,1.0,1.0,0.0,0.0
SP1,08/01/06,Mallorca,Betis,1,1,D,1,1,D,2.3,3.2,3.0,2.2,3.2,3.0,10.0,9.0,7.0,5.0,17.0,20.0,4.0,7.0,1.0,3.0,0.0,0.0
SP1,08/01/06,Osasuna,Santander,1,1,D,1,1,D,1.61,3.4,6.0,1.5,3.6,6.4,17.0,6.0,3.0,1.0,21.0,21.0,3.0,1.0,2.0,2.0,0.0,0.0
SP1,08/01/06,Sevilla,Malaga,3,1,H,1,0,H,1.7,3.5,5.0,1.65,3.45,4.8,19.0,8.0,7.0,3.0,19.0,19.0,10.0,2.0,6.0,2.0,0.0,1.0
SP1,08/01/06,Villarreal,Real Madrid,0,0,D,0,0,D,2.5,3.2,2.75,2.4,3.2,2.7,15.0,14.0,5.0,3.0,15.0,19.0,3.0,5.0,3.0,3.0,0.0,0.0
SP1,14/01/06,Betis,Ath Madrid,1,0,H,1,0,H,2.2,3.25,3.2,2.3,3.15,2.85,11.0,15.0,6.0,3.0,23.0,23.0,5.0,4.0,2.0,2.0,0.0,0.0
SP1,14/01/06,Valencia,Osasuna,2,0,H,1,0,H,1.72,3.4,5.0,1.75,3.4,4.3,15.0,12.0,4.0,5.0,13.0,21.0,8.0,8.0,3.0,1.0,0.0,0.0
SP1,15/01/06,Barcelona,Ath Bilbao,2,1,H,1,1,D,1.16,6.5,15.0,1.2,5.5,12.0,16.0,8.0,9.0,2.0,18.0,24.0,7.0,5.0,2.0,4.0,1.0,0.0
SP1,15/01/06,Getafe,Celta,1,1,D,1,0,H,2.2,3.25,3.2,2.05,3.2,3.3,24.0,12.0,6.0,3.0,23.0,22.0,9.0,4.0,1.0,2.0,0.0,0.0
SP1,15/01/06,La Coruna,Alaves,0,2,A,0,1,A,1.44,4.0,7.5,1.4,4.0,7.15,28.0,12.0,6.0,5.0,21.0,25.0,9.0,1.0,1.0,2.0,0.0,0.0
SP1,15/01/06,Malaga,Cadiz,0,2,A,0,2,A,1.9,3.3,4.0,1.95,3.25,3.55,5.0,6.0,1.0,2.0,14.0,13.0,2.0,2.0,5.0,1.0,1.0,0.0
SP1,15/01/06,Real Madrid,Sevilla,4,2,H,1,0,H,1.61,3.6,5.5,1.5,3.55,6.5,25.0,17.0,8.0,5.0,18.0,18.0,3.0,7.0,1.0,1.0,0.0,0.0
SP1,15/01/06,Santander,Villarreal,1,0,H,1,0,H,3.0,3.2,2.3,2.65,3.15,2.45,8.0,21.0,4.0,6.0,22.0,15.0,1.0,5.0,3.0,4.0,2.0,1.0
SP1,15/01/06,Sociedad,Espanol,0,1,A,0,0,D,2.0,3.3,3.6,2.05,3.1,3.45,14.0,12.0,2.0,5.0,22.0,20.0,6.0,2.0,3.0,2.0,0.0,1.0
SP1,15/01/06,Zaragoza,Mallorca,3,1,H,2,0,H,1.72,3.4,5.0,1.8,3.35,4.0,13.0,9.0,5.0,5.0,18.0,23.0,2.0,4.0,1.0,2.0,0.0,0.0
SP1,21/01/06,Real Madrid,Cadiz,3,1,H,0,0,D,1.25,5.0,13.0,1.2,5.5,12.0,10.0,15.0,5.0,4.0,26.0,18.0,8.0,9.0,4.0,1.0,0.0,0.0
SP1,21/01/06,Zaragoza,Ath Madrid,0,2,A,0,1,A,2.1,3.25,3.4,2.1,3.2,3.2,8.0,5.0,3.0,3.0,18.0,24.0,4.0,3.0,3.0,5.0,0.0,0.0
SP1,22/01/06,Barcelona,Alaves,2,0,H,0,0,D,1.14,6.5,21.0,1.15,7.0,11.0,25.0,3.0,7.0,1.0,23.0,19.0,7.0,5.0,1.0,2.0,0.0,0.0
SP1,22/01/06,Betis,Valencia,0,2,A,0,1,A,2.9,3.2,2.37,2.85,3.15,2.3,14.0,13.0,4.0,7.0,20.0,24.0,4.0,2.0,1.0,2.0,0.0,0.0
SP1,22/01/06,Getafe,Espanol,5,0,H,2,0,H,2.25,3.2,3.1,2.05,3.2,3.3,12.0,14.0,6.0,3.0,26.0,18.0,6.0,5.0,1.0,3.0,0.0,0.0
SP1,22/01/06,La Coruna,Mallorca,2,2,D,2,0,H,1.44,4.0,7.5,1.45,3.75,6.8,14.0,10.0,2.0,3.0,21.0,29.0,4.0,2.0,3.0,3.0,0.0,0.0
SP1,22/01/06,Malaga,Celta,0,2,A,0,0,D,2.5,3.2,2.75,2.35,3.1,2.85,15.0,14.0,3.0,5.0,26.0,14.0,6.0,7.0,2.0,1.0,0.0,0.0
SP1,22/01/06,Santander,Sevilla,2,3,A,1,1,D,2.6,3.2,2.62,2.3,3.15,2.85,17.0,9.0,6.0,4.0,21.0,26.0,6.0,3.0,3.0,3.0,0.0,0.0
SP1,22/01/06,Sociedad,Ath Bilbao,3,3,D,2,0,H,2.2,3.2,3.25,1.95,3.3,3.5,12.0,26.0,6.0,8.0,22.0,14.0,2.0,12.0,3.0,3.0,0.0,0.0
SP1,22/01/06,Villarreal,Osasuna,2,1,H,0,1,A,1.8,3.4,4.33,1.85,3.3,3.85,12.0,9.0,5.0,1.0,14.0,28.0,7.0,3.0,4.0,3.0,0.0,0.0
SP1,28/01/06,Ath Bilbao,Getafe,1,0,H,0,0,D,2.1,3.25,3.0,2.1,3.15,3.25,9.0,13.0,3.0,4.0,21.0,14.0,3.0,5.0,3.0,3.0,0.0,0.0
SP1,28/01/06,Ath Madrid,La Coruna,3,2,H,1,0,H,2.2,3.25,2.8,2.35,3.15,2.8,17.0,12.0,8.0,5.0,25.0,26.0,5.0,3.0,4.0,4.0,0.0,0.0
SP1,28/01/06,Cadiz,Santander,1,1,D,0,0,D,2.2,3.25,2.8,2.3,3.15,2.85,6.0,6.0,1.0,2.0,19.0,17.0,3.0,6.0,4.0,4.0,0.0,0.0
SP1,29/01/06,Alaves,Sociedad,3,1,H,1,0,H,2.37,3.2,2.62,2.55,3.15,2.55,12.0,20.0,6.0,7.0,15.0,18.0,2.0,6.0,2.0,1.0,0.0,0.0
SP1,29/01/06,Celta,Real Madrid,1,2,A,1,1,D,3.5,3.25,1.9,3.65,3.3,1.9,21.0,11.0,6.0,5.0,18.0,21.0,5.0,4.0,3.0,3.0,0.0,0.0
SP1,29/01/06,Espanol,Malaga,3,1,H,3,1,H,1.9,3.25,3.5,1.9,3.25,3.7,14.0,18.0,7.0,3.0,17.0,21.0,9.0,5.0,1.0,3.0,0.0,0.0
SP1,29/01/06,Mallorca,Barcelona,0,3,A,0,1,A,6.5,4.0,1.4,7.5,5.0,1.3,5.0,15.0,2.0,4.0,17.0,13.0,2.0,6.0,4.0,3.0,1.0,0.0
SP1,29/01/06,Osasuna,Betis,0,2,A,0,1,A,1.8,3.25,4.0,1.7,3.45,4.5,17.0,10.0,3.0,3.0,11.0,26.0,4.0,2.0,1.0,1.0,0.0,0.0
SP1,29/01/06,Sevilla,Villarreal,2,0,H,1,0,H,2.2,3.25,2.8,2.2,3.15,3.05,12.0,7.0,7.0,1.0,21.0,19.0,10.0,3.0,0.0,3.0,0.0,1.0
SP1,29/01/06,Valencia,Zaragoza,2,2,D,0,1,A,1.53,3.75,5.0,1.6,3.7,4.85,19.0,11.0,6.0,5.0,15.0,19.0,8.0,2.0,3.0,4.0,0.0,1.0
SP1,04/02/06,La Coruna,Valencia,0,1,A,0,1,A,2.6,3.25,2.6,2.4,3.1,2.75,10.0,10.0,4.0,5.0,21.0,16.0,4.0,1.0,3.0,5.0,0.0,0.0
SP1,04/02/06,Malaga,Ath Bilbao,2,1,H,1,1,D,2.3,3.25,3.0,2.2,3.15,3.05,8.0,8.0,5.0,2.0,18.0,22.0,6.0,5.0,5.0,3.0,1.0,0.0
SP1,04/02/06,Real Madrid,Espanol,4,0,H,3,0,H,1.33,4.5,9.5,1.3,4.65,8.5,16.0,8.0,10.0,1.0,23.0,12.0,3.0,5.0,1.0,2.0,0.0,0.0
SP1,05/02/06,Barcelona,Ath Madrid,1,3,A,0,1,A,1.4,4.33,7.5,1.35,4.5,7.25,15.0,13.0,6.0,5.0,19.0,26.0,6.0,2.0,3.0,4.0,0.0,0.0
SP1,05/02/06,Getafe,Alaves,2,2,D,1,1,D,1.8,3.3,4.5,1.75,3.3,4.35,18.0,6.0,7.0,3.0,16.0,16.0,19.0,2.0,1.0,2.0,0.0,0.0
SP1,05/02/06,Santander,Celta,0,1,A,0,0,D,2.5,3.25,3.0,2.35,3.15,2.8,16.0,10.0,6.0,6.0,26.0,18.0,9.0,3.0,4.0,2.0,0.0,0.0
SP1,05/02/06,Sevilla,Osasuna,0,1,A,0,0,D,1.8,3.3,4.5,1.8,3.35,4.0,10.0,8.0,3.0,2.0,21.0,22.0,5.0,3.0,6.0,6.0,1.0,0.0
SP1,05/02/06,Sociedad,Mallorca,2,1,H,1,1,D,1.83,3.3,4.33,1.85,3.25,3.9,12.0,11.0,5.0,1.0,21.0,20.0,3.0,7.0,3.0,4.0,0.0,0.0
SP1,05/02/06,Villarreal,Cadiz,1,1,D,0,1,A,1.53,3.6,6.5,1.5,3.65,6.25,14.0,12.0,7.0,4.0,21.0,20.0,6.0,3.0,4.0,1.0,1.0,0.0
SP1,05/02/06,Zaragoza,Betis,4,3,H,4,1,H,2.0,3.2,3.75,1.95,3.15,3.65,13.0,15.0,6.0,5.0,24.0,23.0,5.0,6.0,4.0,3.0,1.0,1.0
SP1,11/02/06,Ath Bilbao,Real Madrid,0,2,A,0,1,A,4.33,3.3,1.83,4.3,3.2,1.8,15.0,11.0,6.0,6.0,18.0,21.0,7.0,3.0,3.0,4.0,0.0,0.0
SP1,11/02/06,Cadiz,Sevilla,0,4,A,0,1,A,2.75,3.2,2.5,2.7,3.0,2.5,12.0,12.0,1.0,5.0,17.0,25.0,4.0,8.0,1.0,2.0,0.0,0.0
SP1,11/02/06,Osasuna,Zaragoza,1,1,D,1,1,D,2.0,3.2,3.75,2.0,3.15,3.55,17.0,5.0,4.0,1.0,20.0,10.0,5.0,4.0,2.0,1.0,0.0,0.0
SP1,12/02/06,Alaves,Malaga,3,2,H,1,0,H,2.2,3.25,3.2,2.1,3.2,3.2,11.0,10.0,5.0,3.0,20.0,20.0,1.0,5.0,3.0,2.0,0.0,0.0
SP1,12/02/06,Ath Madrid,Sociedad,1,0,H,0,0,D,1.66,3.6,5.0,1.65,3.4,5.0,16.0,9.0,3.0,4.0,24.0,21.0,5.0,2.0,3.0,0.0,0.0,1.0
SP1,12/02/06,Betis,La Coruna,0,1,A,0,0,D,2.4,3.25,2.8,2.5,3.15,2.6,16.0,14.0,3.0,3.0,21.0,21.0,6.0,1.0,2.0,4.0,0.0,0.0
SP1,12/02/06,Celta,Villarreal,1,0,H,1,0,H,2.2,3.25,3.2,2.25,3.2,2.9,7.0,9.0,3.0,2.0,26.0,16.0,4.0,7.0,1.0,2.0,0.0,0.0
SP1,12/02/06,Espanol,Santander,0,2,A,0,0,D,2.1,3.25,3.4,2.1,3.25,3.15,5.0,11.0,0.0,3.0,17.0,17.0,8.0,11.0,1.0,1.0,0.0,0.0
SP1,12/02/06,Mallorca,Getafe,1,1,D,0,0,D,2.3,3.25,3.0,2.3,3.15,2.85,4.0,13.0,1.0,3.0,27.0,23.0,4.0,2.0,4.0,2.0,0.0,0.0
SP1,12/02/06,Valencia,Barcelona,1,0,H,1,0,H,2.9,3.2,2.37,2.7,3.25,2.35,9.0,18.0,4.0,5.0,19.0,21.0,1.0,5.0,3.0,4.0,0.0,0.0
SP1,18/02/06,Barcelona,Betis,5,1,H,3,0,H,1.28,5.0,10.0,1.2,5.65,11.0,19.0,13.0,8.0,8.0,20.0,22.0,4.0,6.0,4.0,2.0,0.0,0.0
SP1,18/02/06,Real Madrid,Alaves,3,0,H,2,0,H,1.22,5.5,13.0,1.2,5.5,11.5,12.0,12.0,6.0,3.0,22.0,29.0,3.0,0.0,2.0,3.0,0.0,0.0
SP1,18/02/06,Sevilla,Celta,1,0,H,1,0,H,1.9,3.25,4.0,1.85,3.1,4.05,10.0,13.0,2.0,5.0,32.0,10.0,3.0,5.0,4.0,3.0,0.0,0.0
SP1,18/02/06,Villarreal,Espanol,4,0,H,3,0,H,1.72,3.3,5.0,1.75,3.25,4.5,11.0,10.0,8.0,3.0,15.0,17.0,3.0,5.0,3.0,6.0,0.0,0.0
SP1,19/02/06,Cadiz,Osasuna,1,3,A,1,2,A,2.62,3.2,2.6,2.65,3.1,2.5,10.0,7.0,3.0,5.0,10.0,25.0,9.0,1.0,3.0,4.0,1.0,0.0
SP1,19/02/06,Getafe,Ath Madrid,0,3,A,0,1,A,2.62,3.2,2.6,2.4,3.1,2.75,18.0,14.0,9.0,6.0,24.0,17.0,11.0,2.0,4.0,2.0,0.0,0.0
SP1,19/02/06,La Coruna,Zaragoza,1,1,D,0,1,A,2.0,3.2,3.75,1.9,3.2,3.8,11.0,8.0,4.0,4.0,18.0,15.0,4.0,1.0,3.0,3.0,1.0,0.0
SP1,19/02/06,Malaga,Mallorca,0,2,A,0,0,D,2.0,3.2,3.75,2.05,3.15,3.35,12.0,16.0,4.0,5.0,25.0,28.0,5.0,4.0,2.0,7.0,0.0,1.0
SP1,19/02/06,Santander,Ath Bilbao,0,1,A,0,0,D,2.1,3.25,3.4,2.15,3.15,3.15,13.0,8.0,3.0,2.0,20.0,27.0,8.0,6.0,3.0,6.0,1.0,0.0
SP1,19/02/06,Sociedad,Valencia,1,2,A,1,0,H,3.5,3.2,2.1,3.3,3.1,2.1,12.0,12.0,4.0,4.0,13.0,14.0,8.0,4.0,2.0,2.0,0.0,0.0
SP1,25/02/06,Ath Madrid,Malaga,5,0,H,3,0,H,1.5,3.75,7.0,1.5,3.65,6.15,17.0,10.0,11.0,0.0,25.0,26.0,7.0,0.0,1.0,4.0,0.0,1.0
SP1,25/02/06,Zaragoza,Barcelona,0,2,A,0,0,D,5.0,3.3,1.72,4.55,3.4,1.7,5.0,8.0,2.0,2.0,20.0,15.0,3.0,1.0,1.0,0.0,1.0,0.0
SP1,26/02/06,Alaves,Santander,2,2,D,2,1,H,2.5,3.2,2.75,2.2,3.1,3.05,6.0,12.0,2.0,4.0,25.0,25.0,3.0,7.0,3.0,4.0,0.0,0.0
SP1,26/02/06,Ath Bilbao,Villarreal,1,1,D,1,1,D,2.5,3.2,2.75,2.35,3.15,2.8,10.0,8.0,4.0,4.0,17.0,18.0,10.0,4.0,1.0,8.0,0.0,0.0
SP1,26/02/06,Betis,Sociedad,2,0,H,1,0,H,1.9,3.25,4.0,1.8,3.35,4.0,17.0,7.0,6.0,2.0,21.0,26.0,7.0,3.0,1.0,3.0,0.0,0.0
SP1,26/02/06,Celta,Cadiz,2,0,H,1,0,H,1.61,3.4,6.0,1.6,3.6,5.0,15.0,7.0,8.0,3.0,21.0,28.0,5.0,3.0,3.0,2.0,0.0,0.0
SP1,26/02/06,Espanol,Sevilla,5,0,H,1,0,H,2.62,3.2,2.6,2.5,3.15,2.6,15.0,12.0,9.0,2.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,1.0
SP1,26/02/06,Mallorca,Real Madrid,2,1,H,0,1,A,6.0,3.8,1.53,6.0,4.05,1.45,15.0,7.0,4.0,3.0,23.0,24.0,4.0,2.0,4.0,3.0,0.0,0.0
SP1,26/02/06,Osasuna,La Coruna,1,2,A,1,0,H,2.2,3.2,3.25,2.2,3.2,3.0,17.0,9.0,4.0,3.0,15.0,17.0,8.0,2.0,2.0,3.0,0.0,0.0
SP1,26/02/06,Valencia,Getafe,1,1,D,0,0,D,1.36,4.33,9.0,1.4,4.05,7.0,15.0,8.0,7.0,4.0,15.0,20.0,14.0,1.0,0.0,5.0,0.0,1.0
SP1,04/03/06,Barcelona,La Coruna,3,2,H,2,2,D,1.44,4.1,7.0,1.45,3.85,6.5,16.0,7.0,7.0,2.0,10.0,27.0,8.0,2.0,3.0,5.0,0.0,0.0
SP1,04/03/06,Cadiz,Espanol,2,0,H,0,0,D,2.4,3.2,2.87,2.4,3.15,2.7,9.0,17.0,3.0,6.0,24.0,24.0,6.0,5.0,3.0,1.0,0.0,0.0
SP1,04/03/06,Real Madrid,Ath Madrid,2,1,H,2,1,H,1.75,3.5,4.5,1.8,3.4,4.0,10.0,26.0,3.0,6.0,25.0,28.0,3.0,7.0,2.0,4.0,0.0,0.0
SP1,04/03/06,Villarreal,Alaves,3,2,H,1,2,A,1.57,3.6,6.0,1.55,3.55,5.8,15.0,3.0,4.0,2.0,22.0,19.0,11.0,1.0,4.0,0.0,0.0,0.0
SP1,05/03/06,Celta,Osasuna,2,0,H,1,0,H,2.1,3.25,3.4,2.05,3.15,3.35,9.0,14.0,5.0,0.0,16.0,16.0,5.0,5.0,1.0,4.0,0.0,1.0
SP1,05/03/06,Getafe,Betis,1,0,H,1,0,H,2.2,3.25,3.2,2.0,3.25,3.4,17.0,10.0,4.0,2.0,11.0,18.0,8.0,3.0,1.0,4.0,0.0,0.0
