Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
SP1,05/03/17,Las Palmas,Osasuna,5,2,H,1,2,A,1.57,4.0,6.0,1.57,4.1,5.75,16.0,10.0,8.0,4.0,7.0,21.0,5.0,1.0,4.0,4.0,0.0,0.0
SP1,05/03/17,Sp Gijon,La Coruna,0,1,A,0,1,A,2.6,3.2,2.88,2.5,3.3,2.85,9.0,7.0,2.0,3.0,11.0,13.0,6.0,4.0,4.0,5.0,0.0,0.0
SP1,06/03/17,Alaves,Sevilla,1,1,D,0,1,A,4.1,3.4,1.95,3.9,3.5,1.95,18.0,9.0,4.0,1.0,12.0,16.0,2.0,2.0,2.0,5.0,0.0,0.0
SP1,08/03/17,La Coruna,Betis,1,1,D,0,0,D,2.15,3.2,3.7,2.05,3.4,3.75,15.0,5.0,5.0,3.0,22.0,17.0,6.0,4.0,4.0,7.0,0.0,0.0
SP1,10/03/17,Espanol,Las Palmas,4,3,H,2,1,H,2.2,3.4,3.3,2.2,3.3,3.4,12.0,12.0,6.0,5.0,18.0,12.0,2.0,5.0,2.0,4.0,0.0,0.0
SP1,11/03/17,Granada,Ath Madrid,0,1,A,0,0,D,7.5,4.0,1.5,7.0,4.33,1.48,12.0,15.0,2.0,6.0,14.0,15.0,4.0,9.0,3.0,3.0,1.0,0.0
SP1,11/03/17,Malaga,Alaves,1,2,A,0,1,A,2.0,3.3,4.0,2.0,3.3,4.0,15.0,4.0,9.0,2.0,17.0,13.0,5.0,3.0,2.0,1.0,0.0,1.0
SP1,11/03/17,Sevilla,Leganes,1,1,D,1,1,D,1.36,4.75,8.0,1.4,4.5,8.5,12.0,12.0,4.0,4.0,20.0,20.0,4.0,1.0,2.0,3.0,0.0,0.0
SP1,11/03/17,Valencia,Sp Gijon,1,1,D,0,0,D,1.5,4.33,6.5,1.45,4.5,7.0,20.0,10.0,7.0,4.0,15.0,20.0,7.0,9.0,3.0,5.0,0.0,0.0
SP1,12/03/17,Celta,Villarreal,0,1,A,0,1,A,2.75,3.2,2.75,2.7,3.2,2.7,12.0,8.0,1.0,4.0,8.0,11.0,4.0,3.0,4.0,5.0,0.0,0.0
SP1,12/03/17,La Coruna,Barcelona,2,1,H,1,0,H,13.0,6.5,1.22,13.0,6.5,1.22,14.0,16.0,9.0,5.0,7.0,8.0,4.0,8.0,2.0,0.0,0.0,0.0
SP1,12/03/17,Real Madrid,Betis,2,1,H,1,1,D,1.13,9.0,21.0,1.12,9.0,21.0,14.0,9.0,4.0,4.0,8.0,21.0,8.0,4.0,1.0,0.0,0.0,1.0
SP1,12/03/17,Sociedad,Ath Bilbao,0,2,A,0,1,A,2.1,3.3,3.5,2.15,3.3,3.6,16.0,9.0,4.0,5.0,15.0,22.0,8.0,3.0,3.0,6.0,0.0,0.0
SP1,13/03/17,Osasuna,Eibar,1,1,D,0,0,D,3.6,3.4,2.1,3.6,3.4,2.1,10.0,14.0,6.0,7.0,15.0,14.0,6.0,6.0,4.0,4.0,0.0,0.0
SP1,17/03/17,Las Palmas,Villarreal,1,0,H,1,0,H,2.55,3.4,2.75,2.6,3.5,2.65,19.0,8.0,10.0,3.0,14.0,14.0,8.0,5.0,2.0,2.0,0.0,1.0
SP1,18/03/17,Alaves,Sociedad,1,0,H,1,0,H,2.55,3.2,2.9,2.55,3.25,2.85,10.0,10.0,5.0,2.0,14.0,13.0,5.0,8.0,3.0,3.0,0.0,1.0
SP1,18/03/17,Ath Bilbao,Real Madrid,1,2,A,0,1,A,5.0,4.0,1.67,5.0,4.0,1.67,12.0,9.0,5.0,4.0,1.0,4.0,5.0,5.0,1.0,4.0,0.0,0.0
SP1,18/03/17,Betis,Osasuna,2,0,H,2,0,H,1.44,4.33,8.0,1.45,4.33,7.5,9.0,13.0,5.0,5.0,12.0,15.0,5.0,0.0,0.0,3.0,0.0,0.0
SP1,18/03/17,Eibar,Espanol,1,1,D,1,0,H,1.91,3.5,4.2,1.91,3.5,4.1,16.0,4.0,4.0,1.0,12.0,13.0,6.0,2.0,2.0,4.0,0.0,0.0
SP1,19/03/17,Ath Madrid,Sevilla,3,1,H,1,0,H,1.67,3.8,5.25,1.67,3.9,5.25,15.0,9.0,8.0,2.0,16.0,14.0,2.0,2.0,4.0,3.0,0.0,0.0
SP1,19/03/17,Barcelona,Valencia,4,2,H,2,2,D,1.13,9.5,19.0,1.14,8.5,18.5,28.0,6.0,12.0,5.0,4.0,12.0,6.0,3.0,3.0,4.0,0.0,1.0
SP1,19/03/17,La Coruna,Celta,0,1,A,0,0,D,2.2,3.3,3.4,2.2,3.3,3.4,9.0,9.0,2.0,2.0,21.0,12.0,3.0,1.0,4.0,4.0,0.0,0.0
SP1,19/03/17,Leganes,Malaga,0,0,D,0,0,D,2.4,3.0,3.3,2.4,3.1,3.2,14.0,8.0,2.0,1.0,11.0,16.0,6.0,7.0,4.0,2.0,0.0,0.0
SP1,19/03/17,Sp Gijon,Granada,3,1,H,0,0,D,2.0,3.5,3.8,2.0,3.4,3.9,15.0,12.0,11.0,5.0,12.0,14.0,6.0,3.0,2.0,4.0,0.0,0.0
SP1,31/03/17,Espanol,Betis,2,1,H,0,0,D,2.3,3.2,3.3,2.2,3.2,3.5,8.0,10.0,5.0,3.0,16.0,14.0,4.0,4.0,3.0,2.0,0.0,0.0
SP1,01/04/17,Malaga,Ath Madrid,0,2,A,0,1,A,5.25,3.5,1.75,5.5,3.5,1.72,21.0,7.0,5.0,6.0,9.0,11.0,6.0,0.0,2.0,2.0,0.0,0.0
SP1,01/04/17,Osasuna,Ath Bilbao,1,2,A,0,2,A,6.0,4.0,1.57,6.0,4.1,1.57,8.0,9.0,6.0,4.0,19.0,9.0,6.0,3.0,4.0,2.0,0.0,0.0
SP1,01/04/17,Sociedad,Leganes,1,1,D,0,1,A,1.75,3.4,5.5,1.75,3.3,5.75,14.0,6.0,5.0,3.0,10.0,16.0,7.0,0.0,2.0,3.0,0.0,0.0
SP1,01/04/17,Villarreal,Eibar,2,3,A,1,0,H,1.85,3.6,4.33,1.83,3.6,4.5,15.0,14.0,7.0,4.0,9.0,10.0,11.0,5.0,4.0,3.0,0.0,0.0
SP1,02/04/17,Granada,Barcelona,1,4,A,0,1,A,13.0,7.5,1.2,12.5,7.25,1.2,7.0,26.0,5.0,13.0,15.0,10.0,1.0,9.0,1.0,3.0,1.0,0.0
SP1,02/04/17,Real Madrid,Alaves,3,0,H,1,0,H,1.11,10.0,19.0,1.12,9.5,19.5,18.0,12.0,6.0,3.0,12.0,16.0,3.0,3.0,0.0,2.0,0.0,0.0
SP1,02/04/17,Sevilla,Sp Gijon,0,0,D,0,0,D,1.33,5.5,8.5,1.26,6.25,10.0,18.0,8.0,6.0,2.0,17.0,13.0,9.0,5.0,3.0,4.0,0.0,0.0
SP1,02/04/17,Valencia,La Coruna,3,0,H,2,0,H,1.85,3.4,4.75,1.85,3.5,4.5,14.0,13.0,8.0,5.0,17.0,13.0,3.0,6.0,3.0,1.0,0.0,0.0
SP1,03/04/17,Celta,Las Palmas,3,1,H,2,0,H,1.95,3.5,3.8,1.95,3.5,4.0,13.0,12.0,6.0,5.0,15.0,10.0,4.0,6.0,3.0,3.0,0.0,0.0
SP1,04/04/17,Ath Bilbao,Espanol,2,0,H,2,0,H,1.5,4.2,7.0,1.5,4.1,7.25,13.0,5.0,5.0,2.0,19.0,16.0,5.0,1.0,1.0,3.0,0.0,0.0
SP1,04/04/17,Ath Madrid,Sociedad,1,0,H,1,0,H,1.36,4.75,9.5,1.35,4.75,10.0,20.0,10.0,8.0,1.0,18.0,13.0,6.0,4.0,0.0,4.0,0.0,0.0
SP1,04/04/17,Betis,Villarreal,0,1,A,0,0,D,2.75,3.2,2.7,2.6,3.2,2.8,15.0,6.0,3.0,2.0,12.0,15.0,5.0,2.0,2.0,2.0,0.0,0.0
SP1,05/04/17,Alaves,Osasuna,0,1,A,0,0,D,1.44,4.5,7.0,1.42,4.5,8.0,15.0,7.0,3.0,6.0,20.0,12.0,5.0,1.0,5.0,1.0,0.0,0.0
SP1,05/04/17,Barcelona,Sevilla,3,0,H,3,0,H,1.22,7.0,11.0,1.25,6.0,12.0,15.0,7.0,7.0,3.0,16.0,13.0,4.0,4.0,4.0,2.0,0.0,1.0
SP1,05/04/17,La Coruna,Granada,0,0,D,0,0,D,1.55,4.0,6.5,1.62,3.75,6.0,12.0,10.0,3.0,2.0,14.0,10.0,6.0,3.0,1.0,4.0,0.0,0.0
SP1,05/04/17,Leganes,Real Madrid,2,4,A,2,3,A,8.0,5.25,1.33,8.75,5.25,1.34,14.0,18.0,3.0,8.0,14.0,16.0,4.0,4.0,2.0,1.0,0.0,0.0
SP1,05/04/17,Sp Gijon,Malaga,0,1,A,0,1,A,2.8,3.25,2.6,2.65,3.3,2.7,14.0,11.0,5.0,3.0,12.0,18.0,7.0,1.0,2.0,5.0,0.0,0.0
SP1,06/04/17,Eibar,Las Palmas,3,1,H,2,0,H,1.85,3.75,4.2,1.85,3.8,4.0,11.0,8.0,6.0,6.0,14.0,12.0,9.0,2.0,2.0,5.0,0.0,0.0
SP1,06/04/17,Valencia,Celta,3,2,H,1,1,D,2.0,3.5,3.75,2.0,3.5,3.75,15.0,12.0,10.0,3.0,16.0,9.0,6.0,2.0,1.0,1.0,0.0,0.0
SP1,07/04/17,Villarreal,Ath Bilbao,3,1,H,1,1,D,2.15,3.2,3.6,2.25,3.3,3.3,10.0,11.0,5.0,5.0,16.0,16.0,4.0,5.0,6.0,3.0,1.0,0.0
SP1,08/04/17,Espanol,Alaves,1,0,H,0,0,D,2.1,3.1,3.8,2.15,3.25,3.6,15.0,9.0,6.0,0.0,11.0,13.0,5.0,3.0,3.0,3.0,0.0,0.0
SP1,08/04/17,Malaga,Barcelona,2,0,H,1,0,H,8.0,5.25,1.36,8.25,5.75,1.33,8.0,11.0,4.0,3.0,26.0,20.0,2.0,3.0,4.0,3.0,0.0,1.0
SP1,08/04/17,Real Madrid,Ath Madrid,1,1,D,0,0,D,1.8,3.8,4.33,1.78,3.8,4.5,20.0,10.0,6.0,4.0,12.0,13.0,6.0,2.0,2.0,3.0,0.0,0.0
SP1,08/04/17,Sevilla,La Coruna,4,2,H,3,2,H,1.5,4.33,6.5,1.5,4.1,7.0,19.0,9.0,13.0,4.0,19.0,15.0,4.0,2.0,3.0,3.0,0.0,0.0
SP1,09/04/17,Celta,Eibar,0,2,A,0,1,A,2.25,3.4,3.25,2.25,3.5,3.1,12.0,11.0,3.0,6.0,10.0,16.0,0.0,3.0,1.0,3.0,0.0,0.0
SP1,09/04/17,Granada,Valencia,1,3,A,0,2,A,3.5,3.4,2.1,3.5,3.3,2.15,21.0,17.0,5.0,8.0,9.0,13.0,5.0,2.0,2.0,2.0,0.0,0.0
SP1,09/04/17,Las Palmas,Betis,4,1,H,1,0,H,2.1,3.5,3.5,2.05,3.5,3.6,9.0,13.0,6.0,5.0,16.0,18.0,2.0,6.0,3.0,4.0,0.0,0.0
SP1,09/04/17,Osasuna,Leganes,2,1,H,1,1,D,3.8,3.3,2.05,3.7,3.2,2.15,11.0,17.0,6.0,2.0,14.0,14.0,4.0,8.0,3.0,4.0,0.0,0.0
SP1,10/04/17,Sociedad,Sp Gijon,3,1,H,2,0,H,1.44,4.75,7.0,1.48,4.75,6.0,20.0,10.0,7.0,3.0,20.0,19.0,7.0,4.0,1.0,5.0,0.0,0.0
SP1,14/04/17,Ath Bilbao,Las Palmas,5,1,H,3,1,H,1.44,4.5,7.5,1.48,4.4,6.0,18.0,8.0,7.0,2.0,22.0,10.0,14.0,5.0,1.0,2.0,0.0,0.0
SP1,15/04/17,Ath Madrid,Osasuna,3,0,H,1,0,H,1.14,8.0,15.0,1.17,7.0,14.0,19.0,3.0,8.0,0.0,11.0,14.0,5.0,2.0,1.0,5.0,0.0,0.0
SP1,15/04/17,Barcelona,Sociedad,3,2,H,3,2,H,1.17,6.5,17.0,1.18,6.75,13.0,16.0,14.0,9.0,7.0,15.0,17.0,5.0,4.0,3.0,2.0,0.0,0.0
SP1,15/04/17,La Coruna,Malaga,2,0,H,0,0,D,2.25,3.2,3.25,2.2,3.2,3.3,11.0,11.0,4.0,3.0,15.0,17.0,1.0,4.0,3.0,4.0,0.0,0.0
SP1,15/04/17,Sp Gijon,Real Madrid,2,3,A,1,1,D,6.5,5.0,1.4,7.0,4.75,1.4,4.0,18.0,2.0,6.0,17.0,12.0,4.0,8.0,5.0,1.0,0.0,0.0
SP1,16/04/17,Betis,Eibar,2,0,H,1,0,H,2.7,3.2,2.63,2.55,3.2,2.75,6.0,10.0,4.0,3.0,15.0,19.0,4.0,6.0,4.0,4.0,0.0,0.0
SP1,16/04/17,Granada,Celta,0,3,A,0,1,A,2.8,3.3,2.45,2.75,3.3,2.45,17.0,15.0,4.0,4.0,17.0,9.0,8.0,1.0,5.0,2.0,0.0,0.0
SP1,16/04/17,Leganes,Espanol,0,1,A,0,0,D,2.0,3.2,4.0,2.1,3.2,3.6,15.0,7.0,5.0,2.0,20.0,14.0,5.0,1.0,1.0,1.0,0.0,0.0
SP1,16/04/17,Valencia,Sevilla,0,0,D,0,0,D,2.55,3.2,2.75,2.5,3.3,2.7,14.0,10.0,3.0,2.0,19.0,20.0,4.0,2.0,3.0,2.0,0.0,0.0
SP1,17/04/17,Alaves,Villarreal,2,1,H,2,0,H,3.0,3.0,2.55,2.9,3.0,2.55,11.0,11.0,5.0,5.0,8.0,13.0,5.0,11.0,2.0,4.0,0.0,0.0
SP1,21/04/17,Sevilla,Granada,2,0,H,1,0,H,1.17,8.0,15.0,1.19,7.5,12.5,28.0,9.0,12.0,2.0,18.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0
SP1,22/04/17,Espanol,Ath Madrid,0,1,A,0,0,D,5.0,3.6,1.75,5.5,3.6,1.7,10.0,13.0,2.0,3.0,13.0,10.0,5.0,3.0,3.0,2.0,0.0,0.0
SP1,22/04/17,Malaga,Valencia,2,0,H,2,0,H,2.2,3.4,3.3,2.25,3.3,3.3,10.0,13.0,4.0,2.0,16.0,13.0,7.0,6.0,3.0,3.0,0.0,0.0
SP1,22/04/17,Osasuna,Sp Gijon,2,2,D,1,0,H,2.5,3.4,2.8,2.5,3.4,2.8,7.0,12.0,1.0,4.0,25.0,10.0,1.0,5.0,3.0,4.0,0.0,0.0
SP1,22/04/17,Villarreal,Leganes,2,1,H,0,0,D,1.67,3.6,5.75,1.67,3.75,5.5,11.0,8.0,5.0,4.0,9.0,19.0,3.0,8.0,1.0,3.0,0.0,0.0
SP1,23/04/17,Celta,Betis,0,1,A,0,0,D,2.05,3.4,3.75,2.05,3.4,3.7,8.0,17.0,4.0,6.0,16.0,15.0,5.0,6.0,3.0,5.0,0.0,0.0
SP1,23/04/17,Las Palmas,Alaves,1,1,D,1,0,H,2.0,3.5,3.8,2.0,3.5,3.8,14.0,12.0,3.0,5.0,16.0,14.0,3.0,9.0,4.0,1.0,1.0,0.0
SP1,23/04/17,Real Madrid,Barcelona,2,3,A,1,1,D,2.05,4.0,3.2,2.05,3.9,3.25,22.0,16.0,14.0,9.0,13.0,8.0,7.0,4.0,2.0,2.0,1.0,0.0
SP1,23/04/17,Sociedad,La Coruna,1,0,H,1,0,H,1.57,4.0,6.0,1.62,3.9,5.75,17.0,5.0,3.0,1.0,16.0,16.0,11.0,1.0,1.0,3.0,0.0,0.0
SP1,24/04/17,Eibar,Ath Bilbao,0,1,A,0,0,D,2.6,3.3,2.75,2.55,3.2,2.9,7.0,9.0,2.0,3.0,15.0,9.0,5.0,5.0,4.0,2.0,1.0,0.0
SP1,25/04/17,Ath Madrid,Villarreal,0,1,A,0,0,D,1.4,4.1,9.0,1.45,4.4,7.25,23.0,6.0,9.0,2.0,15.0,16.0,5.0,1.0,2.0,6.0,0.0,0.0
SP1,25/04/17,Granada,Malaga,0,2,A,0,0,D,3.9,3.5,1.95,3.9,3.5,1.95,3.0,17.0,1.0,6.0,22.0,13.0,2.0,4.0,5.0,0.0,0.0,0.0
SP1,25/04/17,Sp Gijon,Espanol,1,1,D,1,0,H,2.05,3.4,3.6,2.15,3.4,3.4,16.0,14.0,6.0,5.0,9.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0
SP1,26/04/17,Barcelona,Osasuna,7,1,H,2,0,H,1.02,17.0,34.0,1.03,19.5,41.0,19.0,3.0,9.0,2.0,3.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0
SP1,26/04/17,La Coruna,Real Madrid,2,6,A,1,3,A,8.0,4.75,1.4,7.25,4.75,1.42,19.0,22.0,7.0,11.0,12.0,5.0,4.0,5.0,3.0,1.0,0.0,0.0
SP1,26/04/17,Leganes,Las Palmas,3,0,H,0,0,D,1.73,3.6,4.75,1.65,3.8,5.5,16.0,7.0,5.0,0.0,14.0,17.0,6.0,3.0,1.0,0.0,0.0,0.0
SP1,26/04/17,Valencia,Sociedad,2,3,A,0,2,A,2.6,3.4,2.7,2.55,3.4,2.75,14.0,8.0,3.0,2.0,15.0,21.0,2.0,3.0,4.0,3.0,0.0,0.0
SP1,27/04/17,Alaves,Eibar,0,0,D,0,0,D,2.75,3.2,2.7,2.6,3.25,2.8,14.0,6.0,4.0,4.0,13.0,14.0,3.0,2.0,4.0,2.0,0.0,1.0
SP1,27/04/17,Ath Bilbao,Betis,2,1,H,0,0,D,1.4,4.5,9.0,1.36,5.0,8.5,18.0,9.0,9.0,3.0,10.0,17.0,11.0,1.0,1.0,3.0,0.0,0.0
SP1,27/04/17,Sevilla,Celta,2,1,H,0,0,D,1.33,5.5,8.0,1.36,5.0,8.5,16.0,10.0,5.0,1.0,20.0,18.0,5.0,1.0,1.0,2.0,0.0,1.0
SP1,28/04/17,Villarreal,Sp Gijon,3,1,H,1,0,H,1.4,4.75,8.0,1.44,4.6,6.25,18.0,14.0,6.0,7.0,9.0,10.0,4.0,7.0,2.0,1.0,0.0,0.0
SP1,29/04/17,Espanol,Barcelona,0,3,A,0,0,D,15.0,7.5,1.18,15.0,6.25,1.18,6.0,15.0,3.0,9.0,19.0,18.0,4.0,5.0,3.0,0.0,0.0,0.0
SP1,29/04/17,Las Palmas,Ath Madrid,0,5,A,0,3,A,5.25,3.6,1.73,4.6,3.8,1.7,15.0,8.0,3.0,7.0,6.0,13.0,7.0,1.0,4.0,4.0,1.0,0.0
SP1,29/04/17,Real Madrid,Valencia,2,1,H,1,0,H,1.17,9.0,13.0,1.16,7.75,12.0,20.0,9.0,5.0,2.0,13.0,10.0,2.0,3.0,3.0,4.0,0.0,0.0
SP1,29/04/17,Sociedad,Granada,2,1,H,1,0,H,1.17,7.5,17.0,1.16,7.5,13.5,13.0,5.0,5.0,3.0,14.0,16.0,7.0,1.0,0.0,3.0,0.0,0.0
SP1,30/04/17,Betis,Alaves,1,4,A,1,0,H,2.1,3.2,3.8,2.15,3.1,3.5,11.0,9.0,3.0,5.0,14.0,16.0,4.0,0.0,1.0,5.0,0.0,0.0
SP1,30/04/17,Celta,Ath Bilbao,0,3,A,0,1,A,4.5,3.7,1.8,4.25,3.4,1.85,5.0,22.0,0.0,12.0,8.0,11.0,0.0,11.0,1.0,1.0,0.0,0.0
SP1,30/04/17,Eibar,Leganes,2,0,H,0,0,D,2.1,3.3,3.75,2.0,3.2,3.9,9.0,12.0,5.0,1.0,12.0,9.0,2.0,11.0,1.0,1.0,0.0,0.0
SP1,30/04/17,Osasuna,La Coruna,2,2,D,1,1,D,3.9,3.6,1.95,3.6,3.4,2.0,16.0,15.0,5.0,5.0,9.0,11.0,7.0,7.0,2.0,3.0,0.0,0.0
SP1,01/05/17,Malaga,Sevilla,4,2,H,1,1,D,4.0,3.6,1.91,3.7,3.5,1.95,11.0,9.0,5.0,4.0,14.0,18.0,1.0,3.0,3.0,5.0,0.0,0.0
SP1,05/05/17,Sevilla,Sociedad,1,1,D,1,0,H,1.62,4.0,5.5,1.6,4.2,5.25,11.0,9.0,3.0,3.0,20.0,10.0,10.0,3.0,4.0,3.0,0.0,1.0
SP1,06/05/17,Ath Madrid,Eibar,1,0,H,0,0,D,1.3,5.25,11.0,1.28,5.5,11.5,14.0,7.0,5.0,3.0,6.0,10.0,6.0,5.0,3.0,3.0,1.0,0.0
SP1,06/05/17,Barcelona,Villarreal,4,1,H,2,1,H,1.14,8.5,17.0,1.16,7.75,16.5,20.0,8.0,8.0,4.0,10.0,13.0,4.0,3.0,2.0,4.0,0.0,0.0
SP1,06/05/17,Granada,Real Madrid,0,4,A,0,4,A,21.0,9.0,1.13,18.5,9.5,1.12,13.0,16.0,3.0,8.0,14.0,8.0,6.0,3.0,1.0,0.0,0.0,0.0
SP1,06/05/17,Sp Gijon,Las Palmas,1,0,H,0,0,D,1.5,4.75,5.5,1.55,4.75,5.25,16.0,8.0,3.0,2.0,19.0,15.0,5.0,4.0,4.0,3.0,0.0,0.0
SP1,07/05/17,Alaves,Ath Bilbao,1,0,H,0,0,D,4.75,3.5,1.8,4.5,3.75,1.78,9.0,20.0,3.0,6.0,14.0,11.0,3.0,10.0,1.0,4.0,0.0,0.0
SP1,07/05/17,La Coruna,Espanol,1,2,A,0,2,A,2.0,3.4,4.0,2.0,3.5,3.8,21.0,9.0,5.0,3.0,10.0,14.0,12.0,4.0,1.0,2.0,0.0,0.0
SP1,07/05/17,Malaga,Celta,3,0,H,1,0,H,1.4,4.5,7.5,1.42,4.6,7.75,14.0,5.0,8.0,2.0,13.0,18.0,2.0,1.0,2.0,4.0,0.0,0.0
SP1,07/05/17,Valencia,Osasuna,4,1,H,2,0,H,1.22,6.5,13.0,1.22,6.5,13.0,19.0,9.0,8.0,4.0,15.0,11.0,9.0,2.0,3.0,2.0,0.0,0.0
SP1,08/05/17,Leganes,Betis,4,0,H,2,0,H,1.65,3.8,5.75,1.65,3.75,5.5,6.0,13.0,4.0,3.0,18.0,13.0,2.0,2.0,3.0,0.0,0.0,0.0
SP1,13/05/17,Espanol,Valencia,0,1,A,0,0,D,2.4,3.3,3.0,2.35,3.3,3.1,15.0,9.0,3.0,3.0,19.0,14.0,7.0,2.0,0.0,4.0,0.0,0.0
SP1,13/05/17,Osasuna,Granada,2,1,H,1,1,D,1.8,3.8,4.33,1.75,3.9,4.5,19.0,9.0,7.0,3.0,11.0,9.0,8.0,3.0,1.0,3.0,0.0,0.0
SP1,14/05/17,Alaves,Celta,3,1,H,3,0,H,1.8,3.4,5.0,1.78,3.5,5.0,11.0,15.0,4.0,4.0,11.0,13.0,4.0,4.0,1.0,3.0,0.0,0.0
SP1,14/05/17,Ath Bilbao,Leganes,1,1,D,1,0,H,1.44,4.2,8.5,1.45,4.5,7.0,15.0,5.0,6.0,2.0,12.0,8.0,10.0,1.0,2.0,7.0,0.0,0.0
SP1,14/05/17,Betis,Ath Madrid,1,1,D,0,0,D,7.0,3.75,1.57,5.75,3.9,1.62,13.0,5.0,5.0,2.0,7.0,16.0,3.0,5.0,4.0,4.0,0.0,0.0
SP1,14/05/17,Eibar,Sp Gijon,0,1,A,0,1,A,2.0,3.75,3.5,2.0,3.7,3.6,10.0,11.0,2.0,4.0,9.0,10.0,5.0,6.0,2.0,2.0,0.0,0.0
SP1,14/05/17,Las Palmas,Barcelona,1,4,A,0,2,A,26.0,11.0,1.08,23.0,11.0,1.09,11.0,11.0,5.0,5.0,13.0,15.0,3.0,6.0,0.0,1.0,0.0,0.0
SP1,14/05/17,Real Madrid,Sevilla,4,1,H,2,0,H,1.17,8.0,15.0,1.19,8.0,12.0,14.0,11.0,7.0,6.0,14.0,19.0,4.0,5.0,4.0,2.0,0.0,0.0
SP1,14/05/17,Sociedad,Malaga,2,2,D,1,1,D,1.53,4.1,6.5,1.55,4.2,6.0,15.0,9.0,5.0,4.0,10.0,16.0,9.0,3.0,1.0,2.0,0.0,0.0
SP1,14/05/17,Villarreal,La Coruna,0,0,D,0,0,D,1.5,4.33,6.5,1.55,4.33,5.75,21.0,3.0,4.0,1.0,15.0,21.0,11.0,3.0,2.0,4.0,0.0,0.0
SP1,17/05/17,Celta,Real Madrid,1,4,A,0,1,A,13.0,7.0,1.2,11.0,7.0,1.22,17.0,13.0,6.0,8.0,17.0,9.0,4.0,6.0,4.0,2.0,1.0,0.0
SP1,19/05/17,Granada,Espanol,1,2,A,1,2,A,4.5,4.0,1.73,4.6,3.8,1.75,16.0,5.0,7.0,3.0,12.0,9.0,3.0,3.0,0.0,3.0,0.0,0.0
SP1,20/05/17,La Coruna,Las Palmas,3,0,H,3,0,H,1.73,4.0,4.5,1.75,4.0,4.4,9.0,13.0,5.0,4.0,25.0,14.0,0.0,9.0,4.0,2.0,0.0,1.0
SP1,20/05/17,Leganes,Alaves,1,1,D,0,0,D,2.1,3.25,3.75,2.05,3.25,3.9,15.0,17.0,4.0,5.0,9.0,14.0,8.0,4.0,0.0,1.0,0.0,0.0
SP1,20/05/17,Sevilla,Osasuna,5,0,H,3,0,H,1.14,9.0,17.0,1.15,9.0,15.0,17.0,5.0,7.0,2.0,11.0,8.0,1.0,1.0,3.0,1.0,0.0,0.0
SP1,20/05/17,Sp Gijon,Betis,2,2,D,1,1,D,2.5,3.4,2.8,2.45,3.4,2.85,11.0,21.0,5.0,9.0,15.0,14.0,2.0,3.0,0.0,2.0,0.0,0.0
SP1,21/05/17,Ath Madrid,Ath Bilbao,3,1,H,2,0,H,2.0,3.5,3.8,2.0,3.4,3.9,12.0,16.0,4.0,1.0,13.0,11.0,2.0,5.0,2.0,0.0,0.0,0.0
SP1,21/05/17,Barcelona,Eibar,4,2,H,0,1,A,1.05,15.0,34.0,1.05,14.5,36.0,18.0,6.0,11.0,4.0,3.0,16.0,10.0,4.0,1.0,2.0,0.0,1.0
SP1,21/05/17,Celta,Sociedad,2,2,D,0,0,D,4.75,3.75,1.75,4.5,3.8,1.78,13.0,18.0,5.0,8.0,8.0,17.0,3.0,7.0,2.0,1.0,0.0,0.0
SP1,21/05/17,Malaga,Real Madrid,0,2,A,0,1,A,11.0,7.0,1.22,11.5,7.0,1.22,22.0,16.0,6.0,8.0,6.0,9.0,9.0,7.0,2.0,0.0,0.0,0.0
SP1,21/05/17,Valencia,Villarreal,1,3,A,0,1,A,3.1,3.4,2.3,3.0,3.5,2.3,16.0,14.0,5.0,6.0,15.0,10.0,9.0,0.0,2.0,2.0,0.0,0.0
SP1,18/08/17,Leganes,Alaves,1,0,H,1,0,H,2.05,3.2,4.1,2.05,3.1,4.1,16.0,6.0,9.0,3.0,14.0,18.0,4.0,2.0,0.0,1.0,0.0,0.0
SP1,18/08/17,Valencia,Las Palmas,1,0,H,1,0,H,1.75,3.8,4.5,1.75,3.9,4.6,22.0,5.0,6.0,4.0,25.0,13.0,5.0,2.0,3.0,3.0,0.0,1.0
SP1,19/08/17,Celta,Sociedad,2,3,A,1,1,D,2.38,3.25,3.2,2.4,3.3,3.0,16.0,13.0,5.0,6.0,12.0,11.0,5.0,4.0,3.0,1.0,0.0,0.0
SP1,19/08/17,Girona,Ath Madrid,2,2,D,2,0,H,8.0,4.33,1.45,7.5,4.33,1.45,13.0,9.0,6.0,3.0,15.0,15.0,6.0,0.0,2.0,4.0,0.0,1.0
SP1,19/08/17,Sevilla,Espanol,1,1,D,1,1,D,1.62,4.0,5.5,1.62,3.9,5.75,9.0,9.0,4.0,6.0,14.0,12.0,7.0,3.0,2.0,4.0,1.0,0.0
SP1,20/08/17,Ath Bilbao,Getafe,0,0,D,0,0,D,1.5,4.0,7.5,1.48,4.25,7.0,12.0,8.0,2.0,2.0,16.0,15.0,7.0,6.0,1.0,3.0,0.0,1.0
