Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,Season,HomeValue,AwayValue,VCH,VCD,VCA,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI,Consensus
I1,05/03/2006,Roma,Inter,D,2.6,3.0,2.8,2.6,2.85,2.75,2.6,2.8,2.8,2.38,3.0,2.75,2.37,2.8,2.9,2005/6,€193.20m,€234.93m,2.4,3.0,2.75,2.4916666666666667,0.10869171490453586,2.5835890234236505,0.04362209293827526,0.022408026755852767,0.1669843993316361,2.908333333333333,0.09316949906249129,2.5842213657873736,0.03203535784383655,0.016714422158548153,0.16683873951362052,2.7916666666666665,0.0533593686452737,2.5847008623020904,0.019113803693829385,0.009452736318407734,0.16672499016360412,H
I1,05/03/2006,Treviso,Reggina,A,2.5,3.0,2.9,2.7,2.8,2.7,2.6,2.8,2.8,2.5,3.0,2.6,2.6,2.8,2.6,2005/6,€23.53m,€43.65m,2.4,2.8,2.9,2.5500000000000003,0.0957427107756339,2.5839451145371326,0.03754616108848388,0.020697167755991203,0.16690267444656767,2.8666666666666667,0.09428090415820642,2.5841880860569657,0.03288868749704875,0.015503875968992192,0.16683884297520657,2.75,0.12583057392117908,2.5834515267502853,0.04575657233497421,0.02525252525252522,0.1670163893421084,H
I1,05/03/2006,Udinese,Ascoli,D,1.8,3.2,4.75,1.8,3.0,4.75,1.8,3.0,4.4,1.83,3.0,4.0,1.9,2.87,4.0,2005/6,€89.60m,€24.55m,1.85,2.9,4.35,1.83,0.03651483716701104,2.584677021880971,0.019953462932792917,0.010321797207042988,0.16673068961085413,2.9949999999999997,0.10547511554864498,2.5840760091078816,0.03521706696115025,0.01808569838619914,0.16686268308984298,4.375,0.30652623596249207,2.5814171795177145,0.07006313964856961,0.03841269841269837,0.16749077612771648,H
I1,11/03/2006,Inter,Sampdoria,H,1.44,4.0,7.5,1.45,3.65,7.4,1.45,3.6,7.0,1.33,3.75,9.0,1.4,3.6,7.5,2005/6,€234.93m,€61.50m,1.35,4.0,8.0,1.4033333333333333,0.048189440982669814,2.5841073871901017,0.03433926910879084,0.01860649247822624,0.1668694559853462,3.766666666666667,0.17240134054647666,2.5834615067180566,0.04577026740171946,0.02433628318584083,0.16700163012924985,7.733333333333333,0.6368324391514266,2.5801939475462534,0.08234902230406378,0.042385057471264226,0.16764368013981257,H
I1,11/03/2006,Siena,Treviso,H,1.66,3.2,6.0,1.65,3.2,5.5,1.5,3.5,6.3,1.53,3.25,6.0,1.57,3.3,5.5,2005/6,€34.98m,€23.53m,1.55,3.4,6.0,1.5766666666666664,0.059348312715882805,2.5839441589059926,0.037641635972018694,0.02078928823114859,0.16689769301987378,3.308333333333333,0.10960788698304914,2.5841760431991845,0.03313084745079571,0.018052057094878254,0.16684238638700194,5.883333333333333,0.291070819942883,2.5831886484050592,0.04947379375799711,0.025967894239848827,0.16708642758638548,H
I1,12/03/2006,Ascoli,Roma,H,4.0,3.0,2.0,4.0,3.0,1.95,3.5,2.8,2.1,4.0,3.2,1.8,4.0,3.0,1.83,2005/6,€24.55m,€193.20m,4.35,3.0,1.8,3.975,0.24790791301072518,2.5821161359029063,0.062366770568735894,0.029699510831586645,0.16738043898024368,3.0,0.11547005383792526,2.583893044715035,0.038490017945975084,0.018518518518518517,0.1669157859178811,1.9133333333333338,0.11279282877125753,2.582474528652458,0.05895095580379312,0.032229965156794244,0.1672202578696177,A
I1,12/03/2006,Empoli,Chievo,H,2.75,2.87,2.75,2.75,2.8,2.65,2.6,2.8,2.8,2.75,2.8,2.5,2.75,2.8,2.5,2005/6,€37.00m,€49.55m,2.5,3.0,2.75,2.6833333333333336,0.09860132971832691,2.5839764687745603,0.036745837162109406,0.01759834368530036,0.16690887683018227,2.845,0.07388053419767175,2.584481746025366,0.025968553320798504,0.011814098808826584,0.16677141738167234,2.658333333333333,0.12047360245667464,2.5834726539145234,0.04531922349467385,0.024555903866248535,0.1670204065826672,A
I1,12/03/2006,Juventus,Milan,D,2.3,2.75,3.6,2.2,2.9,3.6,2.3,2.8,3.1,2.1,3.0,3.2,2.1,2.87,3.3,2005/6,€308.90m,€269.75m,2.2,2.9,3.1,2.1999999999999997,0.0816496580927725,2.5839685666662446,0.03711348095126023,0.02020202020202025,0.1668967099379168,2.8699999999999997,0.07958224257542217,2.584408010804948,0.0277290043816802,0.015292295780100634,0.16679473059197197,3.3166666666666664,0.21147629234082532,2.582052875384545,0.06376169618316342,0.0343383584589613,0.16731202044097707,H
I1,12/03/2006,Lazio,Reggina,H,1.66,3.2,6.0,1.67,3.05,5.85,1.75,3.0,4.7,1.67,2.88,5.5,1.66,3.1,5.0,2005/6,€83.05m,€43.65m,1.6,3.1,5.5,1.6683333333333332,0.04374801582802228,2.5844682521964852,0.026222586909903464,0.013153513153513346,0.1667790522086216,3.0549999999999997,0.09895285072531607,2.5842021528664216,0.03239045850255845,0.017730496453900818,0.16684680760376544,5.425,0.452539132746182,2.5798844679200506,0.0834173516582824,0.046338965693804385,0.16791347318095035,H
I1,12/03/2006,Messina,Lecce,H,1.9,3.0,4.5,1.83,3.05,4.5,1.8,3.1,4.2,1.8,3.2,4.0,1.8,2.9,4.5,2005/6,€39.98m,€52.15m,1.8,3.0,4.35,1.821666666666667,0.03670452590924202,2.584672502372521,0.020148870581468623,0.008996645318694846,0.166730480711496,3.0416666666666665,0.09316949906249132,2.5842871249297255,0.030631068184928653,0.016894977168949638,0.16682128612193473,4.341666666666666,0.1880085695446413,2.5835938209114135,0.04330331736152967,0.02271273192578374,0.16700226685777525,H
I1,12/03/2006,Palermo,Udinese,H,1.9,3.0,4.5,1.9,3.0,4.2,1.9,2.8,4.3,1.91,3.2,3.5,1.9,3.0,3.75,2005/6,€94.20m,€89.60m,1.9,2.9,4.35,1.9016666666666666,0.003726779962499653,2.5849597335461505,0.0019597440644169954,0.0007303534910899911,0.16666730230163423,2.983333333333334,0.12133516482134207,2.5837736527889543,0.04067100496804762,0.021415270018622007,0.16693727174934872,4.1000000000000005,0.3547299442298793,2.5794504642830502,0.08651949859265348,0.04674796747967483,0.1680786130685321,H
I1,12/03/2006,Parma,Livorno,H,2.3,2.87,3.4,2.3,2.85,3.2,2.4,2.6,3.3,2.2,2.8,3.2,2.25,2.75,3.2,2005/6,€57.05m,€56.38m,2.3,2.8,3.25,2.2916666666666665,0.0606675824106709,2.5844582428652596,0.026473126870110938,0.013939393939394057,0.1667818684690331,2.7783333333333338,0.08858454843945539,2.584220322264367,0.031884060626078715,0.016496700659867886,0.16684895543956138,3.2583333333333333,0.07312470322826757,2.584601797487581,0.022442364162128154,0.011508951406649676,0.1667470750362816,H
I1,18/03/2006,Livorno,Juventus,A,5.0,3.0,1.83,5.3,2.95,1.75,4.8,2.8,1.8,5.0,3.1,1.67,5.0,3.0,1.7,2005/6,€56.38m,€308.90m,5.5,3.1,1.65,5.1000000000000005,0.23094010767585033,2.5834950425732726,0.0452823740540883,0.023965141612200563,0.1669930046775045,2.9916666666666667,0.10172129679778094,2.5841212886738334,0.03400154767613848,0.018105849582172567,0.16686992410552157,1.7333333333333334,0.0659966329107445,2.583918953746614,0.038074980525429514,0.02147435897435926,0.16690524852646205,A
I1,18/03/2006,Treviso,Cagliari,A,3.25,3.0,2.3,2.95,3.05,2.3,3.3,3.0,2.0,2.88,3.0,2.25,2.8,3.0,2.3,2005/6,€23.53m,€35.65m,3.0,3.0,2.3,3.03,0.18439088914585774,2.5823090691027892,0.06085507892602566,0.033553355335533525,0.16725936041358652,3.0083333333333333,0.018633899812498182,2.5849349264054773,0.006194094120498011,0.0023084025854111234,0.166672921748921,2.2416666666666667,0.10960788698304914,2.5831875928732777,0.04889571166530073,0.02044609665427491,0.16714047642388002,A
I1,19/03/2006,Chievo,Siena,H,2.0,2.87,4.33,1.95,2.9,4.15,1.9,2.8,4.3,1.91,2.75,4.33,1.9,2.87,4.0,2005/6,€49.55m,€34.98m,1.9,3.1,4.0,1.9266666666666667,0.03726779962499653,2.5846944956152225,0.019343148594288855,0.009515570934255951,0.16672645377005713,2.8816666666666664,0.10975983884017976,2.583927954851602,0.03808901290000455,0.01976094081357252,0.1668928273437157,4.185,0.1443086968966181,2.5841017873918424,0.03448236484984901,0.018518518518518517,0.1668689195894281,H
I1,19/03/2006,Fiorentina,Ascoli,H,1.44,3.75,8.5,1.45,3.55,7.9,1.45,3.6,7.0,1.44,3.6,6.5,1.4,3.5,8.0,2005/6,€138.68m,€24.55m,1.45,3.6,7.5,1.4383333333333332,0.017716909687891098,2.5848523494753888,0.012317666063423707,0.005600617999227314,0.16669294923917327,3.6,0.07637626158259735,2.5846396809372867,0.021215628217388153,0.010802469135802545,0.16673920033208267,7.566666666666666,0.6624868971450597,2.5793760707956004,0.08755333442445723,0.04919236417033748,0.168032405112559,H
I1,19/03/2006,Inter,Lazio,H,1.5,3.6,7.5,1.5,3.5,6.85,1.6,3.5,5.0,1.5,3.4,6.5,1.44,3.5,7.0,2005/6,€234.93m,€83.05m,1.45,3.75,7.0,1.498333333333333,0.05177408189003027,2.584109536699116,0.03455444842493678,0.017612161661104825,0.16685470931930024,3.5416666666666665,0.10960788698304924,2.5842768930144677,0.03094810926580214,0.01607843137254919,0.16681929701088608,6.641666666666667,0.7907889871654904,2.574137446793814,0.11906484122943393,0.059180259305729926,0.17004365723181142,H
I1,19/03/2006,Lecce,Parma,A,2.4,3.0,3.0,2.25,3.1,3.0,2.5,2.8,2.9,2.38,3.0,2.75,2.4,2.9,2.75,2005/6,€52.15m,€57.05m,2.5,3.0,2.75,2.405,0.08440971508067066,2.5840676261306603,0.03509759462813749,0.018595518595518584,0.1668812138188504,2.966666666666667,0.09428090415820643,2.584229914657003,0.03178008005332801,0.016853932584269954,0.1668409057153472,2.858333333333333,0.11334558757279535,2.583831174563511,0.03965443297007418,0.020894071914480034,0.16692439794631814,H
I1,19/03/2006,Reggina,Empoli,A,2.0,3.0,4.0,1.83,3.0,4.6,1.85,2.9,4.4,1.8,3.0,4.33,1.8,3.0,4.2,2005/6,€43.65m,€37.00m,1.9,2.9,4.35,1.8633333333333335,0.06992058987801007,2.5839588925050814,0.037524466839719176,0.019677996422182403,0.16688525188781816,2.966666666666667,0.04714045207910321,2.5847796714696485,0.015890040026664002,0.007490636704119785,0.16670971074380161,4.3133333333333335,0.18363611361119084,2.583650076389032,0.04257406034262538,0.023312725399278783,0.1669766785965593,H
I1,19/03/2006,Roma,Messina,H,1.5,3.6,7.5,1.45,3.65,7.5,1.45,3.6,7.0,1.36,3.75,8.0,1.36,3.75,8.0,2005/6,€193.20m,€39.98m,1.4,3.75,8.5,1.42,0.0513160143944688,2.5840218797668,0.036138038305963946,0.019953051643192415,0.1668824164597833,3.6833333333333336,0.06871842709362765,2.5847111603699218,0.018656586541256372,0.009803921568627555,0.16672502842387418,7.75,0.47871355387816905,2.5822066059648296,0.061769490822989555,0.034050179211469495,0.16731036369537067,H
I1,19/03/2006,Sampdoria,Palermo,A,2.0,3.0,4.0,2.05,2.9,3.75,2.0,2.8,3.8,1.91,3.0,3.75,1.9,3.0,3.75,2005/6,€61.50m,€94.20m,2.0,3.2,3.5,1.9766666666666666,0.05374838498865699,2.584427412588871,0.027191425795273352,0.014333895446880268,0.16679234352240535,2.983333333333333,0.12133516482134209,2.5837736527889543,0.04067100496804763,0.021415270018622007,0.16693727174934872,3.7583333333333333,0.1455354099714415,2.583877735981717,0.0387233906797627,0.0195861049519587,0.1669219831399539,H
I1,19/03/2006,Udinese,Milan,A,5.5,3.4,1.66,5.5,3.2,1.65,4.3,3.2,1.75,4.5,3.25,1.67,4.5,3.2,1.7,2005/6,€89.60m,€269.75m,5.0,3.5,1.6,4.883333333333334,0.4844813951249545,2.5779017653495186,0.09921120719282343,0.05403868031854389,0.16824775652124896,3.2916666666666665,0.11696390706348492,2.584060255120111,0.0355333388547296,0.01814345991561153,0.16686549389760366,1.6716666666666666,0.04597704741377905,2.58441772840544,0.027503717296378297,0.015121302758391325,0.16679167587114063,A
I1,26/03/2006,Ascoli,Chievo,D,2.37,2.75,3.4,2.4,2.7,3.2,2.4,2.7,3.1,2.2,2.62,3.5,2.3,2.62,3.2,2005/6,€24.55m,€49.55m,2.3,2.9,3.0,2.328333333333333,0.07080881928749329,2.5842908248863323,0.030411804991049375,0.01634454784061093,0.1668272905610357,2.715,0.0948243991104961,2.5840914172973353,0.03492611385285308,0.018313894004501702,0.16685827772881948,3.233333333333333,0.16996731711975946,2.582977555146746,0.05256721148033798,0.029209621993127183,0.16711640687218632,H
I1,26/03/2006,Cagliari,Reggina,A,1.9,3.0,4.5,1.9,2.9,4.4,1.85,3.0,4.2,1.8,2.88,4.5,1.9,2.87,4.0,2005/6,€35.65m,€43.65m,1.85,2.9,4.5,1.8666666666666665,0.03726779962499643,2.5846737361601297,0.01996489265624809,0.010416666666666657,0.16673484626612656,2.9250000000000003,0.05408326913195985,2.5847167540081633,0.018490006540840973,0.009591642924976412,0.16672244380696638,4.3500000000000005,0.18929694486000911,2.583577970605327,0.04351653904827795,0.022349936143039845,0.16700894712323952,H
I1,26/03/2006,Empoli,Livorno,H,2.4,2.87,3.2,2.55,2.75,2.9,2.5,2.7,3.0,2.25,2.88,3.0,2.4,2.75,2.9,2005/6,€37.00m,€56.38m,2.35,2.8,2.9,2.408333333333333,0.0975391659226635,2.583777006506915,0.040500691732593845,0.022491349480968786,0.166943715420117,2.7916666666666665,0.06568020165079339,2.58456362563773,0.023527236412224498,0.013034825870646888,0.16675835686778967,2.983333333333333,0.10671873729054757,2.584051630266436,0.03577164378454109,0.0176908752327746,0.16686379928543507,H
I1,25/03/2006,Juventus,Roma,D,1.72,3.1,5.5,1.65,3.25,5.4,1.7,3.2,4.7,1.67,3.1,5.0,1.8,3.1,4.0,2005/6,€308.90m,€193.20m,1.7,3.25,4.5,1.7066666666666668,0.04749268949591673,2.5844084027063996,0.027827747751513705,0.014648437499999917,0.1667897462766572,3.1666666666666665,0.06871842709362765,2.5846231624739535,0.021700555924303467,0.011403508771929888,0.16674463653630145,4.8500000000000005,0.5188127472091127,2.576601432225815,0.10697170045548715,0.06013745704467369,0.16874409543192104,H
I1,26/03/2006,Lazio,Sampdoria,H,1.9,3.0,4.5,1.95,3.05,3.9,1.9,3.0,4.0,1.8,3.0,4.33,1.83,3.0,4.0,2005/6,€83.05m,€61.50m,1.8,2.9,4.5,1.8633333333333335,0.05676462121975462,2.5842941620814757,0.030464018543696573,0.01669648181276076,0.16681979487725432,2.991666666666667,0.04487637339278752,2.5847993144504056,0.015000459072798055,0.006963788300835466,0.16670541236392084,4.204999999999999,0.24723470630152233,2.58247126138687,0.05879541172449997,0.03190646056282179,0.16723843251700393,H
I1,26/03/2006,Messina,Udinese,D,2.3,2.87,3.4,2.3,2.9,3.15,2.4,2.7,3.1,2.2,2.8,3.2,2.2,2.8,3.2,2005/6,€39.98m,€89.60m,2.1,2.8,3.4,2.25,0.0957427107756337,2.5836555445002722,0.04255231590028165,0.023456790123456944,0.16697019316362513,2.811666666666667,0.063355259362494,2.5845952544359063,0.022532990881740603,0.011954159257063474,0.16675274255781136,3.2416666666666667,0.11696390706348493,2.584028008650647,0.03608141091932697,0.019280205655526933,0.16687728377667954,H
I1,25/03/2006,Milan,Fiorentina,H,1.61,3.4,6.0,1.55,3.55,5.85,1.6,3.4,5.2,1.62,3.1,5.5,1.6,3.0,6.0,2005/6,€269.75m,€138.68m,1.53,3.4,6.0,1.585,0.03304037933599838,2.584647555090636,0.020845665196213486,0.011041009463722468,0.16674117397755725,3.3083333333333336,0.19238993967691984,2.582496275026083,0.05815313038093294,0.030646515533165358,0.16726857681767385,5.758333333333333,0.30607279453678254,2.5828912697302107,0.053153017864564264,0.02725518572117705,0.16718563867276573,H
I1,26/03/2006,Palermo,Treviso,H,1.33,4.5,9.5,1.3,4.5,9.5,1.35,4.0,8.0,1.36,3.75,8.0,1.3,4.5,7.5,2005/6,€94.20m,€23.53m,1.3,4.0,9.5,1.3233333333333333,0.024944382578492966,2.5847067046811647,0.018849659379213828,0.010075566750629733,0.1667251784914311,4.208333333333333,0.3033379120533549,2.5811886212467186,0.07208029593347048,0.03795379537953805,0.16756805480439885,8.666666666666666,0.8498365855987975,2.5779856104448213,0.09805806756909202,0.05128205128205124,0.1683170421074009,H
I1,25/03/2006,Parma,Inter,H,4.75,3.1,1.83,4.55,3.05,1.8,4.0,3.0,1.9,4.0,2.88,1.91,3.75,3.0,1.9,2005/6,€57.05m,€234.93m,3.75,3.0,1.9,4.133333333333334,0.3836954811073779,2.578839669649211,0.09282955188081722,0.04973118279569913,0.16797679860607034,3.0050000000000003,0.0667707520800338,2.5846047882576224,0.02221988421964519,0.011554816047328581,0.16675123309823087,1.8733333333333333,0.042295258468165,2.5845924851241384,0.02257754010756139,0.01126927639383149,0.16675486350282295,A
I1,26/03/2006,Siena,Lecce,A,1.57,3.4,5.5,1.6,3.4,5.5,1.7,3.2,4.7,1.53,3.25,6.0,1.53,3.5,5.5,2005/6,€34.98m,€52.15m,1.55,3.25,6.0,1.58,0.058878405775518956,2.5839749212792396,0.03726481378197402,0.018987341772151917,0.16687941606120454,3.3333333333333335,0.10671873729054743,2.5842247565499927,0.03201562118716423,0.017499999999999988,0.1668352483145219,5.533333333333334,0.43461349368017654,2.580410213776322,0.07854460729159816,0.040160642570281097,0.16785579340803958,H
I1,01/04/2006,Inter,Messina,H,1.33,4.5,9.5,1.26,4.6,11.75,1.3,4.4,8.5,1.25,4.5,10.0,1.25,4.5,10.0,2005/6,€234.93m,€39.98m,1.28,4.5,10.0,1.2783333333333333,0.029107081994288325,2.5845903018681633,0.022769555666979132,0.012385919165579878,0.16675064379996285,4.5,0.05773502691896237,2.584843750613775,0.01283000598199164,0.006172839506172784,0.16669412861993116,9.958333333333334,0.9619496983845996,2.5783060149736343,0.09659745925201,0.0495118549511854,0.168155040763377,H
I1,01/04/2006,Lecce,Milan,H,6.5,3.6,1.53,5.9,3.8,1.5,5.0,3.5,1.6,6.5,3.6,1.44,6.0,3.75,1.44,2005/6,€52.15m,€269.75m,6.5,3.7,1.45,6.066666666666666,0.53748384988657,2.5791025833906067,0.08859623899229177,0.04487179487179485,0.1682854185219235,3.6583333333333337,0.10172129679778082,2.5844041152773025,0.027805365867274934,0.015565679574791075,0.16679652560829628,1.4933333333333334,0.05821416398857665,2.58387628683898,0.03898269909949329,0.020833333333333398,0.16690656623862113,A
I1,01/04/2006,Treviso,Juventus,D,7.5,4.33,1.4,8.0,4.3,1.35,8.0,4.2,1.33,9.0,3.75,1.33,8.0,4.33,1.3,2005/6,€23.53m,€308.90m,8.0,4.35,1.3,8.083333333333334,0.44876373392787533,2.582778729196516,0.055517162960149524,0.025773195876288707,0.16713076408999775,4.21,0.21142374511865972,2.583091602653151,0.05021941689279328,0.02256532066508324,0.167164405952764,1.335,0.034034296427770186,2.584496775473789,0.025493855002075048,0.013524760715771939,0.16677082826873582,A
I1,02/04/2006,Chievo,Livorno,H,2.0,2.87,4.33,2.05,2.7,4.2,2.0,2.8,3.9,1.91,2.75,4.33,1.9,2.7,4.33,2005/6,€49.55m,€56.38m,1.9,2.9,4.0,1.96,0.059160797830996155,2.584306755015706,0.030184080526018446,0.01615646258503403,0.16681645779860294,2.7866666666666666,0.07781745019952493,2.5844011544938024,0.027924922320403684,0.015550239234449675,0.1667950197377778,4.1816666666666675,0.172570436505085,2.583723231446627,0.04126833874175009,0.021721801514547417,0.16696562040033355,H
I1,02/04/2006,Fiorentina,Roma,D,2.3,3.0,3.25,2.3,2.9,3.15,2.3,3.0,2.9,2.25,2.88,3.0,2.2,2.87,3.1,2005/6,€138.68m,€193.20m,2.2,3.1,2.9,2.2583333333333333,0.044876373392787376,2.584677005520715,0.019871456852894778,0.010455104551045619,0.16673337573591118,2.9583333333333335,0.08254628331359865,2.584403250457896,0.027902969007413625,0.015117370892018839,0.1667932035747851,3.0500000000000003,0.12909944487358058,2.583672664943496,0.042327686843796904,0.023679417122040164,0.16696184618152926,H
I1,02/04/2006,Lazio,Empoli,D,1.61,3.4,6.0,1.6,3.35,5.75,1.6,3.4,5.2,1.62,3.0,6.0,1.57,3.3,5.5,2005/6,€83.05m,€37.00m,1.55,3.25,5.5,1.5916666666666668,0.024094720491334955,2.5847966626077072,0.01513804428774971,0.00820244328097744,0.16670560886819819,3.2833333333333337,0.13743685418725532,2.5836754802895348,0.0418589403616006,0.021150592216581915,0.16699269929072183,5.658333333333334,0.28927591596182967,2.583070464588257,0.051123873218585504,0.02822778595974476,0.16711218638829603,H
I1,02/04/2006,Palermo,Ascoli,D,1.66,3.4,5.5,1.65,3.15,5.75,1.75,3.1,4.5,1.73,2.88,5.0,1.66,3.1,5.0,2005/6,€94.20m,€24.55m,1.65,3.1,5.0,1.6833333333333333,0.04068851871911238,2.584543488668752,0.02417139725887864,0.012211221122112065,0.16676067846722833,3.1216666666666666,0.15170329228098145,2.583266769187392,0.048596890212807727,0.02447054636056248,0.16705201400638406,5.125,0.4018187817080398,2.5805327466519623,0.07840366472351996,0.04200542005420052,0.16769286507317752,H
I1,02/04/2006,Sampdoria,Cagliari,D,2.1,2.8,4.0,2.0,2.85,3.95,1.85,2.8,4.6,1.91,2.88,4.0,1.9,2.75,4.2,2005/6,€61.50m,€35.65m,2.0,2.9,3.75,1.96,0.08266397845091498,2.5836850348423157,0.042175499209650504,0.02324263038548749,0.1669557558437079,2.83,0.051639777949432225,2.5847221367202624,0.018247271360223402,0.010208087946603911,0.16672242104946555,4.083333333333333,0.265622957508487,2.581962552174364,0.06505052020616009,0.034013605442176825,0.1673058888964203,H
I1,02/04/2006,Udinese,Parma,H,1.83,3.1,4.75,1.75,3.15,4.65,1.85,3.0,4.2,1.83,3.0,4.0,1.8,3.1,4.0,2005/6,€89.60m,€57.05m,1.75,3.25,4.2,1.8016666666666667,0.03933474573735319,2.584617822084203,0.021832421315829707,0.01187172371261172,0.166747277702975,3.1,0.08660254037844385,2.584401399849056,0.027936303347885112,0.015232974910394242,0.16679426825281246,4.3,0.29580398915498085,2.5815840879168652,0.06879162538487928,0.03682170542635657,0.16740698034510226,H
I1,08/04/2006,Ascoli,Inter,A,4.75,3.2,1.8,5.35,3.1,1.7,4.2,3.1,1.8,4.5,2.88,1.8,4.33,3.2,1.72,2005/6,€24.55m,€234.93m,4.5,3.25,1.75,4.6049999999999995,0.37366428783066746,2.580333104499851,0.08114316782424918,0.04228495596573781,0.1676138360683968,3.1216666666666666,0.12116334245783901,2.583860393807399,0.03881367083539958,0.020021356113187144,0.16694029777155442,1.7616666666666667,0.04099457958749619,2.584570812242804,0.023270338460262736,0.012456638284453009,0.16675839789531854,A
I1,08/04/2006,Livorno,Udinese,A,2.62,2.62,3.2,2.6,2.65,2.95,2.6,2.7,2.9,2.4,2.5,3.25,2.6,2.4,3.1,2005/6,€56.38m,€89.60m,2.5,2.5,3.2,2.5533333333333332,0.07888106377466161,2.5842661598123122,0.030893367013575045,0.0152306353350741,0.16683702336301237,2.561666666666667,0.1033467733195167,2.5837851266666836,0.04034356798419649,0.022446324007807356,0.1669427030742632,3.1,0.13228756555322957,2.5836402177731297,0.04267340824297728,0.023297491039426493,0.16698227645020308,H
I1,09/04/2006,Cagliari,Palermo,D,2.25,2.8,3.6,2.2,2.75,3.55,2.2,2.7,3.5,2.2,2.62,3.5,2.25,2.62,3.3,2005/6,€35.65m,€94.20m,2.25,2.7,3.4,2.225,0.024999999999999908,2.5848714310709653,0.011235955056179733,0.005617977528089929,0.1666877077810041,2.6983333333333337,0.06491447364716807,2.584545412815865,0.024057247800062284,0.013279802347128028,0.16676260957498865,3.4749999999999996,0.09895285072531604,2.584374189646929,0.028475640496493825,0.015587529976019227,0.1668066777688604,H
I1,09/04/2006,Juventus,Fiorentina,D,1.72,3.3,5.0,1.75,3.25,4.45,1.75,3.2,4.3,1.67,3.2,5.0,1.66,3.1,5.0,2005/6,€308.90m,€138.68m,1.55,3.25,5.5,1.6833333333333333,0.06920179830675564,2.5837278229714946,0.041109979192132065,0.021782178217821496,0.16697113364341326,3.216666666666667,0.062360956446232275,2.584690200958901,0.019386825838206924,0.010362694300518088,0.1667310012334544,4.875,0.3976493430146717,2.5801467124527844,0.08156909600300957,0.043589743589743574,0.16780444920372298,H
I1,09/04/2006,Milan,Chievo,H,1.33,4.5,9.5,1.35,4.15,8.5,1.37,3.8,8.0,1.3,4.0,9.0,1.28,4.33,8.5,2005/6,€269.75m,€49.55m,1.35,4.35,8.5,1.3299999999999998,0.03109126351029608,2.584567008672629,0.023376889857365475,0.012949039264828516,0.16675956464709163,4.1883333333333335,0.23490541831885353,2.5826758709393833,0.056085654990573865,0.03137020825043116,0.16721676214879733,8.666666666666666,0.4714045207910317,2.582844740399197,0.05439282932204212,0.028846153846153882,0.16713930467796892,H
I1,09/04/2006,Roma,Lecce,H,1.33,4.5,9.5,1.3,4.6,8.85,1.35,4.2,7.5,1.29,4.33,9.0,1.25,5.0,8.0,2005/6,€193.20m,€52.15m,1.3,4.0,10.0,1.3033333333333335,0.03144660377352204,2.5845418657942076,0.024127828982241972,0.013213981244671796,0.16676475499083776,4.4383333333333335,0.31782682216718094,2.5812943372739054,0.07160949804743093,0.039867317561647436,0.16748466077131974,8.808333333333334,0.8467667263708989,2.5782337938347006,0.09613245710927897,0.054083885209713106,0.16830364595438677,H
I1,14/04/2006,Milan,Inter,H,2.4,3.0,3.1,2.35,2.9,3.05,2.5,2.9,2.9,2.25,2.88,3.0,2.25,2.87,3.0,2005/6,€269.75m,€234.93m,2.4,3.0,2.75,2.3583333333333334,0.08858454843945539,2.5839456482859924,0.03756235269517543,0.020612485276796294,0.16690075880033095,2.9250000000000003,0.05408326913195985,2.584716754008163,0.018490006540840973,0.009591642924976412,0.16672244380696638,2.966666666666667,0.11426091000668408,2.5838803347034767,0.03851491348539913,0.020599250936329666,0.16693155138136873,H
I1,15/04/2006,Cagliari,Juventus,D,4.33,2.87,2.0,4.15,2.8,2.0,3.9,2.8,2.0,4.5,2.88,1.8,3.8,2.87,1.95,2005/6,€35.65m,€308.90m,4.0,3.2,1.8,4.113333333333333,0.24301348842308237,2.5824572541698534,0.059079454235757466,0.03336034575904914,0.1672318675310529,2.903333333333333,0.1367073110293993,2.583400058897161,0.04708632986087232,0.021431305013394436,0.1669883441642606,1.925,0.09013878188659971,2.583365240437886,0.046825341239792054,0.023809523809523864,0.1670537333375752,A
I1,15/04/2006,Chievo,Messina,H,1.9,3.25,4.0,1.9,3.25,3.7,1.9,3.2,3.6,1.8,3.2,4.0,1.8,3.25,3.8,2005/6,€49.55m,€39.98m,1.85,3.2,3.75,1.8583333333333334,0.04487637339278747,2.5845406570293346,0.024148721108226443,0.012705530642750512,0.1667654794137584,3.2249999999999996,0.024999999999999908,2.5849191526804605,0.007751937984496096,0.0038759689922482077,0.16667668209041928,3.8083333333333336,0.14837078178970708,2.5838697486001476,0.03895950506513096,0.02151714077315839,0.1669167814296799,H
I1,15/04/2006,Lazio,Livorno,H,1.57,3.5,6.5,1.5,3.45,7.0,1.55,3.4,5.8,1.5,3.25,6.5,1.53,3.25,6.0,2005/6,€83.05m,€56.38m,1.55,3.4,5.5,1.5333333333333332,0.026246692913372727,2.584750952801181,0.01711740842176482,0.009420289855072289,0.1667157644461468,3.375,0.09464847243000457,2.5843935031853538,0.028043991831112464,0.01522633744855964,0.1668000944064262,6.216666666666666,0.5013869652163775,2.5802737918970253,0.08065205874794278,0.04512957998212688,0.16774999979853453,H
