Div,Date,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,Season,HomeTeam,AwayTeam,VCH,VCD,VCA,HomeValue,AwayValue,B365H_Prob,BWH_Prob,WHH_Prob,IWH_Prob,VCH_Prob,LBH_Prob,B365D_Prob,BWD_Prob,WHD_Prob,IWD_Prob,VCD_Prob,LBD_Prob,B365A_Prob,BWA_Prob,WHA_Prob,IWA_Prob,VCA_Prob,LBA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A,League
G1,08/11/2009,H,1.95,3.2,3.75,1.75,3.25,4.5,1.85,3.1,4.0,1.91,3.2,3.5,1.9,3.2,4.0,2009/10,Asteras Tripolis,Giannina,1.9,3.0,4.0,€20.65m,€18.50m,51.2821,57.1429,52.6316,54.0541,52.6316,52.356,31.25,30.7692,31.25,32.2581,33.3333,31.25,26.6667,22.2222,25.0,25.0,25.0,28.5714,H,53.3497,2.0581,31.6851,0.9436,25.4101,2.109,EthnikiKatigoria
G1,08/11/2009,D,2.2,3.0,3.25,2.15,2.9,3.4,2.2,3.0,3.1,2.2,3.0,3.0,2.15,3.0,3.4,2009/10,Atromitos,Ergotelis,2.2,3.0,3.2,€19.20m,€17.30m,45.4545,46.5116,46.5116,45.4545,45.4545,45.4545,33.3333,34.4828,33.3333,33.3333,33.3333,33.3333,30.7692,29.4118,29.4118,32.2581,31.25,33.3333,H,45.8069,0.5459,33.5249,0.4693,31.0724,1.5592,EthnikiKatigoria
G1,08/11/2009,A,6.5,3.6,1.5,6.8,3.45,1.5,7.0,3.6,1.45,6.0,3.4,1.5,7.0,3.5,1.5,2009/10,Levadeiakos,Panathinaikos,6.5,3.5,1.5,€17.75m,€100.55m,15.3846,14.7059,14.2857,14.2857,15.3846,16.6667,27.7778,28.9855,28.5714,27.7778,28.5714,29.4118,66.6667,66.6667,66.6667,68.9655,66.6667,66.6667,A,15.1189,0.9051,28.516,0.651,67.0498,0.9385,EthnikiKatigoria
G1,08/11/2009,A,2.1,3.25,3.25,2.15,2.95,3.3,2.1,3.0,3.3,2.2,3.0,3.0,2.1,3.1,3.4,2009/10,Xanthi,Panionios,2.2,3.0,3.2,€18.90m,€26.23m,47.619,46.5116,47.619,47.619,45.4545,45.4545,30.7692,33.8983,32.2581,33.3333,33.3333,33.3333,30.7692,30.303,29.4118,30.303,31.25,33.3333,H,46.7129,1.065,32.8209,1.138,30.895,1.3407,EthnikiKatigoria
G1,09/11/2009,H,1.57,3.5,5.8,1.5,3.6,6.5,1.5,3.4,6.5,1.53,3.25,6.0,1.5,3.5,7.0,2009/10,AEK,Larisa,1.5,3.5,6.5,€52.90m,€24.80m,63.6943,66.6667,66.6667,66.6667,66.6667,65.3595,28.5714,27.7778,28.5714,29.4118,28.5714,30.7692,17.2414,15.3846,14.2857,15.3846,15.3846,16.6667,H,65.9534,1.224,28.9455,1.0322,15.7246,1.0588,EthnikiKatigoria
G1,21/11/2009,D,5.5,3.5,1.67,5.85,3.5,1.55,5.8,3.4,1.55,6.0,3.25,1.53,5.5,3.4,1.62,2009/10,Giannina,Olympiakos,5.0,3.4,1.67,€18.50m,€96.95m,18.1818,17.094,18.1818,17.2414,20.0,16.6667,28.5714,28.5714,29.4118,29.4118,29.4118,30.7692,59.8802,64.5161,61.7284,64.5161,59.8802,65.3595,A,17.8943,1.1978,29.3579,0.8047,62.6468,2.4698,EthnikiKatigoria
G1,21/11/2009,H,3.5,3.2,2.15,3.5,2.95,2.1,3.3,3.0,2.1,3.0,3.0,2.2,3.7,3.0,2.05,2009/10,Kavala,AEK,3.3,3.0,2.1,€21.90m,€52.90m,28.5714,28.5714,27.027,30.303,30.303,33.3333,31.25,33.8983,33.3333,33.3333,33.3333,33.3333,46.5116,47.619,48.7805,47.619,47.619,45.4545,A,29.6848,2.1734,33.0803,0.9247,47.2673,1.1418,EthnikiKatigoria
G1,21/11/2009,H,1.57,3.6,7.0,1.6,3.35,5.75,1.6,3.4,5.2,1.57,3.25,5.5,1.6,3.4,5.75,2009/10,Xanthi,Levadeiakos,1.5,3.4,6.5,€18.90m,€17.75m,63.6943,62.5,62.5,62.5,66.6667,63.6943,27.7778,29.8507,29.4118,29.4118,29.4118,30.7692,14.2857,17.3913,17.3913,19.2308,15.3846,18.1818,H,63.5926,1.6157,29.4388,0.9696,16.9776,1.825,EthnikiKatigoria
G1,22/11/2009,D,1.85,3.2,4.2,1.9,2.95,4.25,1.9,3.0,4.0,1.91,3.0,3.75,1.95,3.0,4.0,2009/10,Iraklis,Atromitos,1.9,3.0,4.0,€23.45m,€19.20m,54.0541,52.6316,51.2821,52.6316,52.6316,52.356,31.25,33.8983,33.3333,33.3333,33.3333,33.3333,23.8095,23.5294,25.0,25.0,25.0,26.6667,H,52.5978,0.8847,33.0803,0.9247,24.8343,1.1129,EthnikiKatigoria
G1,22/11/2009,D,1.22,5.5,11.0,1.22,5.5,10.0,1.22,4.8,11.0,1.22,5.0,10.0,1.22,5.5,11.0,2009/10,Panathinaikos,Asteras Tripolis,1.2,5.5,11.0,€100.55m,€20.65m,81.9672,81.9672,81.9672,81.9672,83.3333,81.9672,18.1818,18.1818,18.1818,20.8333,18.1818,20.0,9.0909,10.0,9.0909,9.0909,9.0909,10.0,H,82.1949,0.5577,18.9268,1.1838,9.3939,0.4695,EthnikiKatigoria
G1,22/11/2009,H,1.4,4.0,7.5,1.4,3.85,8.0,1.45,3.6,7.0,1.36,4.0,7.0,1.45,3.75,7.5,2009/10,Panionios,Panthrakikos,1.4,3.75,8.0,€26.23m,€13.60m,71.4286,71.4286,68.9655,68.9655,71.4286,73.5294,25.0,25.974,26.6667,27.7778,26.6667,25.0,13.3333,12.5,13.3333,14.2857,12.5,14.2857,H,70.9577,1.7445,26.1809,1.082,13.373,0.7992,EthnikiKatigoria
G1,22/11/2009,H,1.91,3.1,4.0,1.95,3.05,3.85,1.9,3.0,4.0,1.91,3.0,3.75,2.0,3.0,3.9,2009/10,PAOK,Aris,1.9,3.0,4.0,€55.95m,€37.55m,52.356,51.2821,50.0,52.6316,52.6316,52.356,32.2581,32.7869,33.3333,33.3333,33.3333,33.3333,25.0,25.974,25.641,25.0,25.0,26.6667,H,51.8762,1.0464,33.063,0.4509,25.547,0.6845,EthnikiKatigoria
G1,28/11/2009,H,2.0,3.1,3.6,2.0,3.05,3.65,1.8,3.0,4.4,2.0,3.0,3.4,2.0,3.0,3.8,2009/10,AEK,PAOK,2.0,3.0,3.75,€52.90m,€55.95m,50.0,50.0,50.0,55.5556,50.0,50.0,32.2581,32.7869,33.3333,33.3333,33.3333,33.3333,27.7778,27.3973,26.3158,22.7273,26.6667,29.4118,H,50.9259,2.2681,33.063,0.4509,26.7161,2.233,EthnikiKatigoria
G1,28/11/2009,D,1.85,3.2,4.2,1.9,2.85,4.5,1.85,3.0,4.2,2.0,3.0,3.4,2.0,3.0,3.9,2009/10,Asteras Tripolis,Xanthi,1.9,3.0,4.0,€20.65m,€18.90m,54.0541,52.6316,50.0,54.0541,52.6316,50.0,31.25,35.0877,33.3333,33.3333,33.3333,33.3333,23.8095,22.2222,25.641,23.8095,25.0,29.4118,H,52.2286,1.8397,33.2785,1.2166,24.9823,2.4667,EthnikiKatigoria
G1,28/11/2009,A,2.1,3.0,3.5,2.05,2.95,3.65,1.9,3.0,4.0,2.1,3.0,3.2,2.1,3.0,3.55,2009/10,Iraklis,Ergotelis,2.1,3.0,3.4,€23.45m,€17.30m,47.619,48.7805,47.619,52.6316,47.619,47.619,33.3333,33.8983,33.3333,33.3333,33.3333,33.3333,28.5714,27.3973,28.169,25.0,29.4118,31.25,H,48.648,2.0061,33.4275,0.2307,28.2999,2.0849,EthnikiKatigoria
G1,29/11/2009,D,1.83,3.1,4.5,1.9,3.0,4.15,1.85,3.0,4.2,1.83,3.2,3.75,1.8,3.1,4.7,2009/10,Aris,Panionios,1.85,3.1,4.33,€37.55m,€26.23m,54.6448,52.6316,55.5556,54.0541,54.0541,54.6448,32.2581,33.3333,32.2581,33.3333,32.2581,31.25,22.2222,24.0964,21.2766,23.8095,23.0947,26.6667,H,54.2642,0.9707,32.4485,0.7888,23.5277,1.8556,EthnikiKatigoria
G1,29/11/2009,H,1.95,3.0,4.0,1.9,2.95,4.25,1.85,3.0,4.2,1.91,3.2,3.5,1.95,3.0,4.1,2009/10,Atromitos,Giannina,2.0,3.0,3.75,€19.20m,€18.50m,51.2821,52.6316,51.2821,54.0541,50.0,52.356,33.3333,33.8983,33.3333,33.3333,33.3333,31.25,25.0,23.5294,24.3902,23.8095,26.6667,28.5714,H,51.9343,1.3964,33.0802,0.9247,25.3279,1.9411,EthnikiKatigoria
G1,29/11/2009,H,1.85,3.2,4.2,1.95,3.15,3.7,1.85,3.0,4.2,1.91,3.2,3.5,1.85,3.1,4.4,2009/10,Larisa,Kavala,1.9,3.0,4.0,€24.80m,€21.90m,54.0541,51.2821,54.0541,54.0541,52.6316,52.356,31.25,31.746,32.2581,33.3333,33.3333,31.25,23.8095,27.027,22.7273,23.8095,25.0,28.5714,H,53.072,1.1665,32.1951,0.9574,25.1574,2.2233,EthnikiKatigoria
G1,29/11/2009,H,2.2,3.0,3.25,2.2,3.1,3.25,2.1,3.0,3.6,2.25,3.0,2.88,2.1,3.15,3.25,2009/10,Olympiakos,Panathinaikos,2.2,3.0,3.2,€96.95m,€100.55m,45.4545,45.4545,47.619,47.619,45.4545,44.4444,33.3333,32.2581,31.746,33.3333,33.3333,33.3333,30.7692,30.7692,30.7692,27.7778,31.25,34.7222,H,46.0077,1.308,32.8896,0.7063,31.0096,2.2117,EthnikiKatigoria
G1,02/12/2009,D,1.91,3.2,4.0,2.0,3.2,3.5,2.0,3.0,3.6,1.91,3.0,3.75,2.0,3.1,3.75,2009/10,Ergotelis,Larisa,2.0,3.1,3.4,€17.30m,€24.80m,52.356,50.0,50.0,50.0,50.0,52.356,31.25,31.25,32.2581,33.3333,32.2581,33.3333,25.0,28.5714,26.6667,27.7778,29.4118,26.6667,H,50.7853,1.2166,32.2805,0.9318,27.3491,1.5737,EthnikiKatigoria
G1,05/12/2009,A,3.25,3.1,2.3,3.25,2.95,2.2,3.0,2.8,2.4,2.7,3.0,2.38,3.1,3.0,2.3,2009/10,Levadeiakos,Aris,3.1,3.0,2.25,€17.75m,€37.55m,30.7692,30.7692,32.2581,33.3333,32.2581,37.037,32.2581,33.8983,33.3333,35.7143,33.3333,33.3333,43.4783,45.4545,43.4783,41.6667,44.4444,42.0168,A,32.7375,2.3259,33.6451,1.1455,43.4232,1.431,EthnikiKatigoria
G1,05/12/2009,H,1.53,3.75,6.5,1.5,3.75,6.0,1.5,3.5,6.3,1.53,3.25,6.0,1.5,3.5,7.0,2009/10,PAOK,Larisa,1.57,3.4,5.5,€55.95m,€24.80m,65.3595,66.6667,66.6667,66.6667,63.6943,65.3595,26.6667,26.6667,28.5714,28.5714,29.4118,30.7692,15.3846,16.6667,14.2857,15.873,18.1818,16.6667,H,65.7356,1.1875,28.4429,1.5933,16.1764,1.3264,EthnikiKatigoria
G1,05/12/2009,A,5.5,3.5,1.67,5.5,3.4,1.6,4.9,3.3,1.65,5.0,3.1,1.67,5.75,3.4,1.61,2009/10,Xanthi,Olympiakos,4.5,3.3,1.7,€18.90m,€96.95m,18.1818,18.1818,17.3913,20.4082,22.2222,20.0,28.5714,29.4118,29.4118,30.303,30.303,32.2581,59.8802,62.5,62.1118,60.6061,58.8235,59.8802,A,19.3976,1.808,30.0432,1.2653,60.6336,1.4199,EthnikiKatigoria
G1,06/12/2009,H,2.15,3.0,3.7,2.2,2.95,3.25,2.1,2.9,3.4,2.2,3.0,3.0,2.0,3.1,3.75,2009/10,Ergotelis,Kavala,2.1,3.0,3.25,€17.30m,€21.90m,46.5116,45.4545,50.0,47.619,47.619,45.4545,33.3333,33.8983,32.2581,34.4828,33.3333,33.3333,27.027,30.7692,26.6667,29.4118,30.7692,33.3333,H,47.1098,1.7152,33.4398,0.7387,29.6629,2.5262,EthnikiKatigoria
G1,06/12/2009,A,2.1,3.1,3.8,2.0,3.05,3.65,2.1,2.9,3.4,2.0,3.0,3.4,2.0,3.1,3.75,2009/10,Giannina,Iraklis,2.1,3.0,3.4,€18.50m,€23.45m,47.619,50.0,50.0,47.619,47.619,50.0,32.2581,32.7869,32.2581,34.4828,33.3333,33.3333,26.3158,27.3973,26.6667,29.4118,29.4118,29.4118,H,48.8095,1.3041,33.0754,0.8406,28.1025,1.4761,EthnikiKatigoria
G1,06/12/2009,H,1.25,5.75,11.0,1.25,5.0,10.0,1.25,4.6,10.5,1.25,4.5,10.0,1.2,5.5,13.0,2009/10,Panathinaikos,Atromitos,1.22,5.0,11.0,€100.55m,€19.20m,80.0,80.0,83.3333,80.0,81.9672,80.0,17.3913,20.0,18.1818,21.7391,20.0,22.2222,9.0909,10.0,7.6923,9.5238,9.0909,10.0,H,80.8834,1.4351,19.9224,1.8994,9.233,0.8574,EthnikiKatigoria
G1,06/12/2009,H,3.0,3.1,2.45,2.95,3.0,2.35,2.95,2.8,2.45,2.7,3.0,2.38,3.1,3.0,2.3,2009/10,Panionios,AEK,2.9,3.0,2.38,€26.23m,€52.90m,33.3333,33.8983,32.2581,33.8983,34.4828,37.037,32.2581,33.3333,33.3333,35.7143,33.3333,33.3333,40.8163,42.5532,43.4783,40.8163,42.0168,42.0168,A,34.1513,1.6012,33.5509,1.1438,41.9496,1.0275,EthnikiKatigoria
G1,06/12/2009,D,3.4,3.1,2.25,3.35,3.05,2.1,3.4,2.9,2.1,3.0,3.0,2.2,3.75,3.1,2.0,2009/10,Panthrakikos,Asteras Tripolis,3.1,3.0,2.2,€13.60m,€20.65m,29.4118,29.8507,26.6667,29.4118,32.2581,33.3333,32.2581,32.7869,32.2581,34.4828,33.3333,33.3333,44.4444,47.619,50.0,47.619,45.4545,45.4545,A,30.1554,2.3618,33.0754,0.8406,46.7652,2.0369,EthnikiKatigoria
G1,12/12/2009,A,1.67,3.5,5.5,1.55,3.4,6.15,1.6,3.4,5.2,1.67,3.1,5.0,1.65,3.3,5.5,2009/10,Aris,Asteras Tripolis,1.57,3.4,6.0,€37.55m,€20.65m,59.8802,64.5161,60.6061,62.5,63.6943,59.8802,28.5714,29.4118,30.303,29.4118,29.4118,32.2581,18.1818,16.2602,18.1818,19.2308,16.6667,20.0,H,61.8462,2.0119,29.8946,1.2809,18.0869,1.4381,EthnikiKatigoria
G1,12/12/2009,H,2.4,3.1,3.1,2.2,2.95,3.25,2.4,3.0,2.8,2.38,2.88,2.8,2.2,3.0,3.3,2009/10,Giannina,Ergotelis,2.38,2.88,3.0,€18.50m,€17.30m,41.6667,45.4545,45.4545,41.6667,42.0168,42.0168,32.2581,33.8983,33.3333,33.3333,34.7222,34.7222,32.2581,30.7692,30.303,35.7143,33.3333,35.7143,H,43.046,1.8722,33.7112,0.9462,33.0154,2.3514,EthnikiKatigoria
G1,12/12/2009,A,6.5,3.6,1.57,6.0,3.35,1.55,4.9,3.3,1.65,5.0,3.25,1.62,6.5,3.4,1.55,2009/10,Iraklis,Panathinaikos,6.0,3.75,1.5,€23.45m,€100.55m,15.3846,16.6667,15.3846,20.4082,16.6667,20.0,27.7778,29.8507,29.4118,30.303,26.6667,30.7692,63.6943,64.5161,64.5161,60.6061,66.6667,61.7284,A,17.4185,2.2364,29.1299,1.5848,63.6213,2.1705,EthnikiKatigoria
G1,13/12/2009,H,1.33,4.75,10.0,1.3,4.75,8.25,1.27,4.4,10.0,1.29,4.33,8.5,1.3,4.5,10.0,2009/10,AEK,Levadeiakos,1.22,5.0,12.0,€52.90m,€17.75m,75.188,76.9231,76.9231,78.7402,81.9672,77.5194,21.0526,21.0526,22.2222,22.7273,20.0,23.0947,10.0,12.1212,10.0,10.0,8.3333,11.7647,H,77.8768,2.3088,21.6916,1.1833,10.3699,1.3835,EthnikiKatigoria
G1,13/12/2009,H,2.1,3.1,3.8,1.95,2.9,4.1,1.9,3.0,4.0,2.1,3.0,3.2,2.0,2.95,4.0,2009/10,Atromitos,Xanthi,2.0,3.0,3.75,€19.20m,€18.90m,47.619,51.2821,50.0,52.6316,50.0,47.619,32.2581,34.4828,33.8983,33.3333,33.3333,33.3333,26.3158,24.3902,25.0,25.0,26.6667,31.25,H,49.8586,1.9893,33.4398,0.7387,26.4371,2.512,EthnikiKatigoria
G1,13/12/2009,D,3.8,3.1,2.1,4.0,2.95,1.95,3.6,3.0,2.0,3.0,3.2,2.1,3.9,3.0,2.0,2009/10,Kavala,PAOK,3.75,3.0,2.0,€21.90m,€55.95m,26.3158,25.0,25.641,27.7778,26.6667,33.3333,32.2581,33.8983,33.3333,33.3333,33.3333,31.25,47.619,51.2821,50.0,50.0,50.0,47.619,A,27.4558,3.0297,32.9011,0.969,49.42,1.4808,EthnikiKatigoria
G1,13/12/2009,D,2.5,3.0,3.0,2.4,3.0,2.85,2.3,3.0,2.9,2.25,2.88,3.0,2.2,2.9,3.4,2009/10,Larisa,Panionios,2.38,3.0,2.88,€24.80m,€26.23m,40.0,41.6667,45.4545,43.4783,42.0168,44.4444,33.3333,33.3333,34.4828,33.3333,33.3333,34.7222,33.3333,35.0877,29.4118,34.4828,34.7222,33.3333,H,42.8434,1.9968,33.7564,0.6598,33.3952,2.0825,EthnikiKatigoria
G1,13/12/2009,H,1.11,8.5,21.0,1.08,8.5,18.0,1.1,6.5,17.0,1.11,6.0,17.0,1.08,9.0,19.0,2009/10,Olympiakos,Panthrakikos,1.09,8.0,19.0,€96.95m,€13.60m,90.0901,92.5926,92.5926,90.9091,91.7431,90.0901,11.7647,11.7647,11.1111,15.3846,12.5,16.6667,4.7619,5.5556,5.2632,5.8824,5.2632,5.8824,H,91.3363,1.1498,13.1986,2.27,5.4348,0.4306,EthnikiKatigoria
G1,19/12/2009,A,3.0,3.0,2.5,2.85,2.95,2.45,2.9,3.0,2.3,2.7,3.0,2.38,3.0,2.95,2.4,2009/10,Ergotelis,PAOK,3.0,2.88,2.38,€17.30m,€55.95m,33.3333,35.0877,33.3333,34.4828,33.3333,37.037,33.3333,33.8983,33.8983,33.3333,34.7222,33.3333,40.0,40.8163,41.6667,43.4783,42.0168,42.0168,A,34.4346,1.4724,33.7531,0.5495,41.6658,1.1856,EthnikiKatigoria
G1,19/12/2009,H,3.0,3.0,2.5,2.9,2.95,2.5,2.6,3.0,2.6,2.7,3.0,2.38,2.87,2.9,2.5,2009/10,Levadeiakos,Larisa,3.2,2.88,2.3,€17.75m,€24.80m,33.3333,34.4828,34.8432,38.4615,31.25,37.037,33.3333,33.8983,34.4828,33.3333,34.7222,33.3333,40.0,40.0,40.0,38.4615,43.4783,42.0168,A,34.9013,2.577,33.8505,0.6268,40.6594,1.7846,EthnikiKatigoria
G1,19/12/2009,H,1.25,5.5,12.0,1.22,5.5,10.0,1.2,5.0,12.0,1.29,4.33,8.5,1.2,5.5,13.0,2009/10,Panathinaikos,Giannina,1.22,5.0,13.0,€100.55m,€18.50m,80.0,81.9672,83.3333,83.3333,81.9672,77.5194,18.1818,18.1818,18.1818,20.0,20.0,23.0947,8.3333,10.0,7.6923,8.3333,7.6923,11.7647,H,81.3534,2.2416,19.6067,1.927,8.9693,1.6092,EthnikiKatigoria
G1,20/12/2009,H,4.0,3.2,2.0,4.0,3.1,1.85,3.8,3.1,1.9,3.75,3.2,1.83,3.75,2.95,2.0,2009/10,Aris,Olympiakos,4.0,3.2,1.83,€37.55m,€96.95m,25.0,25.0,26.6667,26.3158,25.0,26.6667,31.25,32.2581,33.8983,32.2581,31.25,31.25,50.0,54.0541,50.0,52.6316,54.6448,54.6448,A,25.7749,0.8584,32.0274,1.0411,52.6625,2.1897,EthnikiKatigoria
G1,20/12/2009,H,2.75,3.0,2.75,2.85,3.0,2.4,2.9,3.0,2.3,2.7,3.0,2.38,2.9,2.95,2.45,2009/10,Asteras Tripolis,AEK,2.75,3.0,2.5,€20.65m,€52.90m,36.3636,35.0877,34.4828,34.4828,36.3636,37.037,33.3333,33.3333,33.8983,33.3333,33.3333,33.3333,36.3636,41.6667,40.8163,43.4783,40.0,42.0168,A,35.6362,1.0938,33.4275,0.2307,40.7236,2.4369,EthnikiKatigoria
G1,20/12/2009,A,1.73,3.5,5.0,1.65,3.45,4.85,1.6,3.4,5.2,1.67,3.1,5.0,1.65,3.3,5.5,2009/10,Panionios,Kavala,1.67,3.4,5.0,€26.23m,€21.90m,57.8035,60.6061,60.6061,62.5,59.8802,59.8802,28.5714,28.9855,30.303,29.4118,29.4118,32.2581,20.0,20.6186,18.1818,19.2308,20.0,20.0,H,60.2127,1.521,29.8236,1.3241,19.6719,0.8525,EthnikiKatigoria
G1,20/12/2009,A,3.8,3.0,2.1,3.6,3.1,1.95,3.6,3.0,2.0,3.2,3.0,2.1,3.5,3.0,2.1,2009/10,Panthrakikos,Atromitos,3.75,3.0,2.0,€13.60m,€19.20m,26.3158,27.7778,28.5714,27.7778,26.6667,31.25,33.3333,32.2581,33.3333,33.3333,33.3333,33.3333,47.619,51.2821,47.619,50.0,50.0,47.619,A,28.0599,1.7652,33.1541,0.4389,49.0232,1.6079,EthnikiKatigoria
G1,20/12/2009,H,2.15,3.1,3.6,2.15,2.95,3.4,2.0,3.0,3.6,2.1,3.0,3.2,2.1,2.95,3.65,2009/10,Xanthi,Iraklis,2.0,2.88,4.0,€18.90m,€23.45m,46.5116,46.5116,47.619,50.0,50.0,47.619,32.2581,33.8983,33.8983,33.3333,34.7222,33.3333,27.7778,29.4118,27.3973,27.7778,25.0,31.25,H,48.0435,1.5943,33.5739,0.8217,28.1024,2.0955,EthnikiKatigoria
G1,05/01/2010,A,3.0,2.9,2.6,3.0,2.85,2.4,3.0,2.8,2.4,2.6,2.8,2.6,2.6,2.8,2.8,2009/10,Atromitos,Aris,2.88,2.75,2.62,€19.20m,€37.55m,33.3333,33.3333,38.4615,33.3333,34.7222,38.4615,34.4828,35.0877,35.7143,35.7143,36.3636,35.7143,38.4615,41.6667,35.7143,41.6667,38.1679,38.4615,A,35.2742,2.5268,35.5128,0.6461,39.0231,2.2929,EthnikiKatigoria
G1,05/01/2010,D,1.85,3.5,4.0,1.85,3.3,3.85,1.9,3.1,3.8,1.83,3.0,4.0,1.83,3.1,4.33,2009/10,Kavala,Levadeiakos,1.8,3.4,4.0,€21.90m,€17.75m,54.0541,54.0541,54.6448,52.6316,55.5556,54.6448,28.5714,30.303,32.2581,32.2581,29.4118,33.3333,25.0,25.974,23.0947,26.3158,25.0,25.0,H,54.2642,0.9707,31.0226,1.8715,25.0641,1.1212,EthnikiKatigoria
G1,05/01/2010,H,2.1,3.1,3.75,1.95,3.15,3.65,2.2,3.0,3.1,2.2,3.0,3.0,2.1,3.0,3.2,2009/10,Larisa,Asteras Tripolis,2.1,2.88,3.6,€24.80m,€20.65m,47.619,51.2821,47.619,45.4545,47.619,45.4545,32.2581,31.746,33.3333,33.3333,34.7222,33.3333,26.6667,27.3973,31.25,32.2581,27.7778,33.3333,H,47.508,2.1314,33.121,1.0329,29.7805,2.8392,EthnikiKatigoria
G1,06/01/2010,D,2.3,3.0,3.4,2.25,2.95,3.2,2.2,2.9,3.2,2.38,2.88,2.8,2.2,2.9,3.4,2009/10,Giannina,Xanthi,2.25,2.88,3.25,€18.50m,€18.90m,43.4783,44.4444,45.4545,45.4545,44.4444,42.0168,33.3333,33.8983,34.4828,34.4828,34.7222,34.7222,29.4118,31.25,29.4118,31.25,30.7692,35.7143,H,44.2155,1.3079,34.2736,0.5505,31.3012,2.3196,EthnikiKatigoria
G1,06/01/2010,H,1.36,4.5,9.0,1.35,4.0,9.0,1.3,4.4,8.5,1.36,4.0,7.0,1.33,4.2,9.0,2009/10,Iraklis,Panthrakikos,1.3,4.5,10.0,€23.45m,€13.60m,73.5294,74.0741,75.188,76.9231,76.9231,73.5294,22.2222,25.0,23.8095,22.7273,22.2222,25.0,11.1111,11.1111,11.1111,11.7647,10.0,14.2857,H,75.0278,1.5881,23.4969,1.3006,11.564,1.4498,EthnikiKatigoria
G1,06/01/2010,A,1.62,3.6,6.0,1.56,3.4,6.0,1.6,3.4,5.2,1.67,3.3,4.5,1.62,3.4,5.5,2009/10,Olympiakos,AEK,1.57,3.4,6.0,€96.95m,€52.90m,61.7284,64.1026,61.7284,62.5,63.6943,59.8802,27.7778,29.4118,29.4118,29.4118,29.4118,30.303,16.6667,16.6667,18.1818,19.2308,16.6667,22.2222,H,62.2723,1.5322,29.288,0.8212,18.2725,2.2028,EthnikiKatigoria
G1,06/01/2010,H,1.29,5.0,11.0,1.25,5.25,9.0,1.25,4.6,10.5,1.25,4.5,10.0,1.29,4.5,11.0,2009/10,Panathinaikos,Ergotelis,1.22,5.0,13.0,€100.55m,€17.30m,77.5194,80.0,77.5194,80.0,81.9672,80.0,20.0,19.0476,22.2222,21.7391,20.0,22.2222,9.0909,11.1111,9.0909,9.5238,7.6923,10.0,H,79.501,1.7136,20.8719,1.3599,9.4182,1.1321,EthnikiKatigoria
G1,06/01/2010,H,1.7,3.4,5.5,1.7,3.25,4.85,1.65,3.3,4.9,1.73,3.2,4.33,1.73,3.2,4.8,2009/10,PAOK,Panionios,1.67,3.2,5.5,€55.95m,€26.23m,58.8235,58.8235,57.8035,60.6061,59.8802,57.8035,29.4118,30.7692,31.25,30.303,31.25,31.25,18.1818,20.6186,20.8333,20.4082,18.1818,23.0947,H,58.9567,1.1197,30.7057,0.7388,20.2197,1.8516,EthnikiKatigoria
G1,09/01/2010,D,2.5,2.9,2.88,2.45,2.9,2.85,2.4,2.9,2.9,2.4,2.88,2.75,2.5,2.85,2.95,2009/10,Ergotelis,Panionios,2.38,2.88,3.0,€17.30m,€26.23m,40.0,40.8163,40.0,41.6667,42.0168,41.6667,34.4828,34.4828,35.0877,34.4828,34.7222,34.7222,34.7222,35.0877,33.8983,34.4828,33.3333,36.3636,H,41.0278,0.889,34.6634,0.2387,34.648,1.045,EthnikiKatigoria
G1,09/01/2010,A,4.75,3.3,1.73,5.25,3.15,1.7,4.2,3.0,1.85,4.33,3.2,1.73,4.1,3.1,1.9,2009/10,Levadeiakos,PAOK,4.75,3.0,1.8,€17.75m,€55.95m,21.0526,19.0476,24.3902,23.8095,21.0526,23.0947,30.303,31.746,32.2581,33.3333,33.3333,31.25,57.8035,58.8235,52.6316,54.0541,55.5556,57.8035,A,22.0745,2.0329,32.0373,1.1934,56.112,2.4385,EthnikiKatigoria
G1,09/01/2010,A,6.0,3.5,1.57,6.0,3.35,1.55,5.2,3.4,1.6,5.0,3.5,1.57,5.5,3.3,1.65,2009/10,Xanthi,Panathinaikos,6.0,3.4,1.57,€18.90m,€100.55m,16.6667,16.6667,18.1818,19.2308,16.6667,20.0,28.5714,29.8507,30.303,29.4118,29.4118,28.5714,63.6943,64.5161,60.6061,62.5,63.6943,63.6943,A,17.9021,1.4713,29.3534,0.6898,63.1175,1.3887,EthnikiKatigoria
G1,10/01/2010,D,1.44,3.75,7.5,1.42,3.75,7.5,1.35,4.0,8.0,1.4,3.75,7.0,1.35,4.0,9.5,2009/10,AEK,Atromitos,1.36,4.0,8.5,€52.90m,€19.20m,69.4444,70.4225,74.0741,74.0741,73.5294,71.4286,26.6667,26.6667,25.0,25.0,25.0,26.6667,13.3333,13.3333,10.5263,12.5,11.7647,14.2857,H,72.1622,2.0065,25.8333,0.9129,12.6239,1.3358,EthnikiKatigoria
