Div,Date,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,Season,HomeTeam,AwayTeam,VCH,VCD,VCA,HomeValue,AwayValue,B365H_Prob,BWH_Prob,WHH_Prob,IWH_Prob,VCH_Prob,LBH_Prob,B365D_Prob,BWD_Prob,WHD_Prob,IWD_Prob,VCD_Prob,LBD_Prob,B365A_Prob,BWA_Prob,WHA_Prob,IWA_Prob,VCA_Prob,LBA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A,League
G1,19/09/2010,D,1.36,4.33,9.5,1.35,4.25,9.75,1.35,4.5,7.3,1.33,4.33,7.0,1.33,4.2,10.0,2010/11,PAOK,Olympiakos Volou,1.36,4.2,10.0,€58.90m,€16.30m,73.5294,74.0741,75.188,74.0741,73.5294,75.188,23.0947,23.5294,23.8095,22.2222,23.8095,23.0947,10.5263,10.2564,10.0,13.6986,10.0,14.2857,H,74.2638,0.7562,23.26,0.6014,11.4612,1.9789,EthnikiKatigoria
G1,25/09/2010,H,1.67,3.5,5.5,1.75,3.25,5.0,1.7,3.4,4.5,1.62,3.25,5.0,1.67,3.4,5.0,2010/11,Atromitos,Panserraikos,1.67,3.4,5.25,€15.40m,€17.08m,59.8802,57.1429,59.8802,58.8235,59.8802,61.7284,28.5714,30.7692,29.4118,29.4118,29.4118,30.7692,18.1818,20.0,20.0,22.2222,19.0476,20.0,H,59.5559,1.5096,29.7242,0.8724,19.9086,1.3491,EthnikiKatigoria
G1,25/09/2010,H,1.2,6.0,15.0,1.16,6.0,19.5,1.2,5.5,12.0,1.2,5.0,11.0,1.2,5.5,13.0,2010/11,Olympiakos,Asteras Tripolis,1.22,6.0,15.0,€94.30m,€17.50m,83.3333,86.2069,83.3333,83.3333,81.9672,83.3333,16.6667,16.6667,18.1818,18.1818,16.6667,20.0,6.6667,5.1282,7.6923,8.3333,6.6667,9.0909,H,83.5845,1.3961,17.7273,1.3381,7.263,1.4099,EthnikiKatigoria
G1,25/09/2010,H,1.29,5.0,11.0,1.25,5.0,12.5,1.25,5.0,10.0,1.25,4.5,10.0,1.25,5.0,11.0,2010/11,Panathinaikos,Panionios,1.3,5.25,11.0,€86.75m,€29.50m,77.5194,80.0,80.0,80.0,76.9231,80.0,20.0,20.0,20.0,20.0,19.0476,22.2222,9.0909,8.0,9.0909,10.0,9.0909,10.0,H,79.0738,1.4473,20.2116,1.0561,9.2121,0.7423,EthnikiKatigoria
G1,26/09/2010,H,1.55,3.6,5.75,1.53,3.5,7.0,1.5,3.8,5.7,1.53,3.4,5.5,1.57,3.4,6.0,2010/11,Aris,Ergotelis,1.53,3.6,6.5,€40.43m,€13.70m,64.5161,65.3595,63.6943,66.6667,65.3595,65.3595,27.7778,28.5714,29.4118,26.3158,27.7778,29.4118,17.3913,14.2857,16.6667,17.5439,15.3846,18.1818,H,65.1593,0.9952,28.2111,1.1816,16.5757,1.4733,EthnikiKatigoria
G1,26/09/2010,A,2.0,3.2,3.5,1.95,3.1,4.1,1.9,3.2,3.8,2.0,3.0,3.4,2.1,3.0,3.5,2010/11,Iraklis,Kavala,2.1,3.0,3.6,€19.65m,€23.30m,50.0,51.2821,47.619,52.6316,47.619,50.0,31.25,32.2581,33.3333,31.25,33.3333,33.3333,28.5714,24.3902,28.5714,26.3158,27.7778,29.4118,H,49.8586,1.9893,32.4597,1.0254,27.5064,1.8494,EthnikiKatigoria
G1,26/09/2010,D,1.57,3.5,5.75,1.67,3.3,5.5,1.65,3.4,4.7,1.57,3.5,5.0,1.6,3.3,6.0,2010/11,Larisa,Kerkyra,1.62,3.6,5.5,€20.35m,€14.85m,63.6943,59.8802,62.5,60.6061,61.7284,63.6943,28.5714,30.303,30.303,29.4118,27.7778,28.5714,17.3913,18.1818,16.6667,21.2766,18.1818,20.0,H,62.0172,1.5811,29.1564,1.0276,18.6164,1.7129,EthnikiKatigoria
G1,26/09/2010,H,3.8,3.25,1.91,4.5,3.25,1.8,4.2,3.3,1.8,3.75,3.2,1.83,4.0,3.1,1.85,2010/11,Olympiakos Volou,AEK,4.0,3.12,1.95,€16.30m,€49.95m,26.3158,22.2222,25.0,23.8095,25.0,26.6667,30.7692,30.7692,32.2581,30.303,32.0513,31.25,52.356,55.5556,54.0541,55.5556,51.2821,54.6448,A,24.8357,1.642,31.2335,0.7766,53.908,1.7491,EthnikiKatigoria
G1,26/09/2010,H,3.9,3.1,1.95,4.1,3.1,1.95,3.4,3.2,2.0,3.4,3.0,2.0,3.75,3.0,2.05,2010/11,Xanthi,PAOK,3.8,3.0,2.05,€16.35m,€58.90m,25.641,24.3902,26.6667,29.4118,26.3158,29.4118,32.2581,32.2581,33.3333,31.25,33.3333,33.3333,51.2821,51.2821,48.7805,50.0,48.7805,50.0,A,26.9729,2.0429,32.6277,0.8561,50.0209,1.1189,EthnikiKatigoria
G1,02/10/2010,D,2.3,3.0,3.1,2.3,3.0,3.2,2.1,3.1,3.3,2.4,2.88,2.75,2.2,2.9,3.4,2010/11,Asteras Tripolis,Atromitos,2.38,2.88,3.2,€17.50m,€15.40m,43.4783,43.4783,45.4545,47.619,42.0168,41.6667,33.3333,33.3333,34.4828,32.2581,34.7222,34.7222,32.2581,31.25,29.4118,30.303,31.25,36.3636,H,43.9523,2.2415,33.8086,0.998,31.8061,2.4325,EthnikiKatigoria
G1,02/10/2010,H,2.3,3.0,3.1,2.4,3.0,3.0,2.3,3.1,2.9,2.25,3.0,2.88,2.4,2.9,3.0,2010/11,Kavala,Panionios,2.38,3.0,3.1,€23.30m,€29.50m,43.4783,41.6667,41.6667,43.4783,42.0168,44.4444,33.3333,33.3333,34.4828,32.2581,33.3333,33.3333,32.2581,33.3333,33.3333,34.4828,32.2581,34.7222,H,42.7919,1.1667,33.3457,0.7038,33.398,1.0524,EthnikiKatigoria
G1,02/10/2010,H,1.2,5.5,13.0,1.16,6.0,19.5,1.2,5.5,12.0,1.17,5.5,12.0,1.2,5.5,13.0,2010/11,Olympiakos,Olympiakos Volou,1.18,6.0,15.0,€94.30m,€16.30m,83.3333,86.2069,83.3333,83.3333,84.7458,85.4701,18.1818,16.6667,18.1818,18.1818,16.6667,18.1818,7.6923,5.1282,7.6923,8.3333,6.6667,8.3333,H,84.4038,1.2604,17.6768,0.7824,7.3077,1.2297,EthnikiKatigoria
G1,03/10/2010,H,1.4,4.0,7.5,1.4,4.1,8.25,1.4,3.8,7.5,1.44,3.6,6.5,1.4,4.0,8.0,2010/11,AEK,Xanthi,1.4,4.33,7.5,€49.95m,€16.35m,71.4286,71.4286,71.4286,71.4286,71.4286,69.4444,25.0,24.3902,25.0,26.3158,23.0947,27.7778,13.3333,12.1212,12.5,13.3333,13.3333,15.3846,H,71.0979,0.81,25.2631,1.6146,13.3343,1.1288,EthnikiKatigoria
G1,03/10/2010,A,5.25,3.5,1.62,6.75,3.6,1.53,5.7,3.8,1.5,5.0,3.5,1.57,6.0,3.5,1.57,2010/11,Ergotelis,Panathinaikos,5.5,3.4,1.67,€13.70m,€86.75m,19.0476,14.8148,16.6667,17.5439,18.1818,20.0,28.5714,27.7778,28.5714,26.3158,29.4118,28.5714,61.7284,65.3595,63.6943,66.6667,59.8802,63.6943,A,17.7091,1.8305,28.2033,1.0593,63.5039,2.4414,EthnikiKatigoria
G1,03/10/2010,D,2.3,3.0,3.1,2.5,2.95,2.95,2.3,3.1,2.9,2.38,2.88,2.8,2.4,2.9,3.0,2010/11,Kerkyra,Iraklis,2.4,3.0,3.0,€14.85m,€19.65m,43.4783,40.0,41.6667,43.4783,41.6667,42.0168,33.3333,33.8983,34.4828,32.2581,33.3333,34.7222,32.2581,33.8983,33.3333,34.4828,33.3333,35.7143,H,42.0511,1.3098,33.6713,0.8989,33.8367,1.1786,EthnikiKatigoria
G1,03/10/2010,H,2.75,3.0,2.5,2.8,3.0,2.55,2.6,3.0,2.6,2.88,3.0,2.25,3.0,2.9,2.4,2010/11,Panserraikos,Larisa,2.88,3.0,2.5,€17.08m,€20.35m,36.3636,35.7143,33.3333,38.4615,34.7222,34.7222,33.3333,33.3333,34.4828,33.3333,33.3333,33.3333,40.0,39.2157,41.6667,38.4615,40.0,44.4444,A,35.5528,1.7578,33.5249,0.4693,40.6314,2.1504,EthnikiKatigoria
G1,03/10/2010,A,1.8,3.2,4.33,1.85,3.1,4.6,1.85,3.25,4.0,1.8,3.2,4.0,1.75,3.3,4.75,2010/11,PAOK,Aris,1.85,3.12,4.6,€58.90m,€40.43m,55.5556,54.0541,57.1429,54.0541,54.0541,55.5556,31.25,32.2581,30.303,30.7692,32.0513,31.25,23.0947,21.7391,21.0526,25.0,21.7391,25.0,H,55.0694,1.2542,31.3136,0.7432,22.9376,1.7296,EthnikiKatigoria
G1,16/10/2010,H,1.67,3.3,5.25,1.6,3.5,5.85,1.55,3.7,5.4,1.62,3.25,5.0,1.57,3.5,6.0,2010/11,Panathinaikos,PAOK,1.73,3.4,5.0,€86.75m,€58.90m,59.8802,62.5,63.6943,64.5161,57.8035,61.7284,30.303,28.5714,28.5714,27.027,29.4118,30.7692,19.0476,17.094,16.6667,18.5185,20.0,20.0,H,61.6871,2.4917,29.109,1.3555,18.5545,1.4227,EthnikiKatigoria
G1,16/10/2010,A,1.83,3.2,4.2,1.75,3.25,5.0,1.85,3.3,4.0,1.91,2.88,4.0,1.85,3.0,4.75,2010/11,Panionios,Ergotelis,1.91,3.12,4.2,€29.50m,€13.70m,54.6448,57.1429,54.0541,54.0541,52.356,52.356,31.25,30.7692,33.3333,30.303,32.0513,34.7222,23.8095,20.0,21.0526,25.0,23.8095,25.0,H,54.1013,1.7688,32.0715,1.6803,23.1119,2.0989,EthnikiKatigoria
G1,16/10/2010,A,5.5,3.4,1.62,6.25,3.45,1.58,5.7,3.8,1.5,5.5,3.4,1.53,6.0,3.5,1.57,2010/11,Xanthi,Olympiakos,6.5,3.5,1.57,€16.35m,€94.30m,18.1818,16.0,16.6667,17.5439,15.3846,18.1818,29.4118,28.9855,28.5714,26.3158,28.5714,29.4118,61.7284,63.2911,63.6943,66.6667,63.6943,65.3595,A,16.9931,1.167,28.5446,1.1548,64.0724,1.7192,EthnikiKatigoria
G1,17/10/2010,A,2.4,3.0,2.88,2.45,3.0,2.95,2.4,3.0,2.9,2.5,2.88,2.62,2.5,2.9,2.9,2010/11,Aris,AEK,2.5,3.0,2.88,€40.43m,€49.95m,41.6667,40.8163,40.0,41.6667,40.0,40.0,33.3333,33.3333,34.4828,33.3333,33.3333,34.7222,34.7222,33.8983,34.4828,34.4828,34.7222,38.1679,H,40.6916,0.8188,33.7564,0.6598,35.0794,1.5428,EthnikiKatigoria
G1,17/10/2010,D,2.0,3.1,3.75,2.0,3.1,3.9,2.0,3.1,3.5,2.1,3.0,3.2,2.1,3.1,3.4,2010/11,Atromitos,Olympiakos Volou,2.05,3.12,3.75,€15.40m,€16.30m,50.0,50.0,47.619,50.0,48.7805,47.619,32.2581,32.2581,32.2581,32.2581,32.0513,33.3333,26.6667,25.641,29.4118,28.5714,26.6667,31.25,H,49.0031,1.1715,32.4028,0.4633,28.0346,2.0974,EthnikiKatigoria
G1,17/10/2010,D,1.91,3.1,4.0,1.88,3.2,4.25,1.85,3.3,4.0,1.91,3.0,3.75,1.85,3.1,4.33,2010/11,Iraklis,Panserraikos,1.91,3.12,4.0,€19.65m,€17.08m,52.356,53.1915,54.0541,54.0541,52.356,52.356,32.2581,31.25,32.2581,30.303,32.0513,33.3333,25.0,23.5294,23.0947,25.0,25.0,26.6667,H,53.0613,0.8343,31.909,1.0302,24.7151,1.2715,EthnikiKatigoria
G1,17/10/2010,D,2.4,3.0,2.88,2.4,2.95,3.1,2.4,3.1,2.8,2.5,2.88,2.62,2.5,2.9,2.9,2010/11,Kerkyra,Kavala,2.5,3.0,2.88,€14.85m,€23.30m,41.6667,41.6667,40.0,41.6667,40.0,40.0,33.3333,33.8983,34.4828,32.2581,33.3333,34.7222,34.7222,32.2581,34.4828,35.7143,34.7222,38.1679,H,40.8334,0.9129,33.6713,0.8989,35.0113,1.9228,EthnikiKatigoria
G1,17/10/2010,A,1.8,3.2,4.5,1.75,3.2,5.0,1.8,3.3,4.1,1.8,3.2,4.0,1.8,3.1,4.75,2010/11,Larisa,Asteras Tripolis,1.8,3.25,4.5,€20.35m,€17.50m,55.5556,57.1429,55.5556,55.5556,55.5556,55.5556,31.25,31.25,32.2581,30.303,30.7692,31.25,22.2222,20.0,21.0526,24.3902,22.2222,25.0,H,55.8201,0.648,31.18,0.6504,22.4812,1.9142,EthnikiKatigoria
G1,23/10/2010,D,2.0,3.2,3.5,1.95,3.1,4.1,2.1,3.1,3.3,2.0,3.0,3.4,2.0,3.1,3.75,2010/11,Asteras Tripolis,Iraklis,2.05,3.1,3.8,€17.50m,€19.65m,50.0,51.2821,50.0,47.619,48.7805,50.0,31.25,32.2581,32.2581,32.2581,32.2581,33.3333,28.5714,24.3902,26.6667,30.303,26.3158,29.4118,H,49.6136,1.2573,32.2693,0.659,27.6098,2.207,EthnikiKatigoria
G1,23/10/2010,D,2.0,3.1,3.75,2.05,3.1,3.7,2.0,3.15,3.5,2.0,3.0,3.4,2.1,3.0,3.6,2010/11,Atromitos,Xanthi,2.0,3.1,4.0,€15.40m,€16.35m,50.0,48.7805,47.619,50.0,50.0,50.0,32.2581,32.2581,33.3333,31.746,32.2581,33.3333,26.6667,27.027,27.7778,28.5714,25.0,29.4118,H,49.3999,0.9996,32.5312,0.6522,27.4091,1.5491,EthnikiKatigoria
G1,23/10/2010,D,2.4,3.0,2.88,2.55,3.0,2.8,2.3,3.0,3.0,2.38,3.0,2.7,2.45,2.9,3.0,2010/11,Olympiakos Volou,Larisa,2.4,3.0,3.0,€16.30m,€20.35m,41.6667,39.2157,40.8163,43.4783,41.6667,42.0168,33.3333,33.3333,34.4828,33.3333,33.3333,33.3333,34.7222,35.7143,33.3333,33.3333,33.3333,37.037,H,41.4768,1.4084,33.5249,0.4693,34.5789,1.5496,EthnikiKatigoria
G1,24/10/2010,H,2.7,3.1,2.5,2.75,3.1,2.55,2.7,3.0,2.55,2.7,3.0,2.38,2.7,3.0,2.6,2010/11,AEK,Panathinaikos,2.88,3.0,2.5,€49.95m,€86.75m,37.037,36.3636,37.037,37.037,34.7222,37.037,32.2581,32.2581,33.3333,33.3333,33.3333,33.3333,40.0,39.2157,38.4615,39.2157,40.0,42.0168,A,36.539,0.9299,32.9749,0.5552,39.8183,1.222,EthnikiKatigoria
G1,24/10/2010,H,2.0,3.1,3.75,2.05,3.0,3.9,2.1,3.1,3.3,2.0,3.2,3.2,2.1,3.0,3.6,2010/11,Kavala,Ergotelis,2.05,3.1,3.75,€23.30m,€13.70m,50.0,48.7805,47.619,47.619,48.7805,50.0,32.2581,33.3333,33.3333,32.2581,32.2581,31.25,26.6667,25.641,27.7778,30.303,26.6667,31.25,H,48.7998,1.0649,32.4485,0.7888,28.0509,2.237,EthnikiKatigoria
G1,24/10/2010,H,1.4,3.8,8.5,1.38,4.1,9.0,1.4,3.8,7.5,1.44,3.6,6.5,1.4,4.0,8.5,2010/11,Olympiakos,Aris,1.36,4.33,9.0,€94.30m,€40.43m,71.4286,72.4638,71.4286,71.4286,73.5294,69.4444,26.3158,24.3902,25.0,26.3158,23.0947,27.7778,11.7647,11.1111,11.7647,13.3333,11.1111,15.3846,H,71.6206,1.3565,25.4824,1.6604,12.4116,1.6678,EthnikiKatigoria
G1,24/10/2010,A,2.0,3.1,3.75,1.95,3.1,4.1,2.2,3.1,3.1,2.1,3.2,3.0,2.1,3.0,3.6,2010/11,Panserraikos,Kerkyra,2.1,3.1,3.6,€17.08m,€14.85m,50.0,51.2821,47.619,45.4545,47.619,47.619,32.2581,32.2581,33.3333,32.2581,32.2581,31.25,26.6667,24.3902,27.7778,32.2581,27.7778,33.3333,H,48.2656,2.0622,32.2693,0.659,28.7006,3.4216,EthnikiKatigoria
G1,24/10/2010,H,1.57,3.6,5.5,1.6,3.4,6.25,1.6,3.5,5.2,1.62,3.25,5.0,1.55,3.5,6.5,2010/11,PAOK,Panionios,1.57,3.5,6.5,€58.90m,€29.50m,63.6943,62.5,64.5161,62.5,63.6943,61.7284,27.7778,29.4118,28.5714,28.5714,28.5714,30.7692,18.1818,16.0,15.3846,19.2308,15.3846,20.0,H,63.1055,1.0308,28.9455,1.0322,17.3636,2.0395,EthnikiKatigoria
G1,30/10/2010,H,1.6,3.6,6.0,1.55,3.5,6.75,1.55,3.5,5.7,1.5,3.5,6.0,1.55,3.6,6.5,2010/11,Aris,Atromitos,1.57,3.75,7.0,€40.43m,€15.40m,62.5,64.5161,64.5161,64.5161,63.6943,66.6667,27.7778,28.5714,27.7778,28.5714,26.6667,28.5714,16.6667,14.8148,15.3846,17.5439,14.2857,16.6667,H,64.4016,1.3628,27.9894,0.7557,15.8937,1.2591,EthnikiKatigoria
G1,30/10/2010,H,1.83,3.3,4.6,1.72,3.25,5.25,1.8,3.3,4.1,1.8,3.2,4.0,1.8,3.1,5.0,2010/11,Larisa,Xanthi,1.85,3.25,5.0,€20.35m,€16.35m,54.6448,58.1395,55.5556,55.5556,54.0541,55.5556,30.303,30.7692,32.2581,30.303,30.7692,31.25,21.7391,19.0476,20.0,24.3902,20.0,25.0,H,55.5842,1.3968,30.9421,0.7353,21.6962,2.4877,EthnikiKatigoria
G1,30/10/2010,H,2.45,3.0,3.1,2.55,3.2,2.9,2.6,3.0,2.6,2.38,3.0,2.7,2.5,3.0,2.9,2010/11,Panathinaikos,Olympiakos,2.6,3.0,3.12,€86.75m,€94.30m,40.8163,39.2157,40.0,38.4615,38.4615,42.0168,33.3333,31.25,33.3333,33.3333,33.3333,33.3333,32.2581,34.4828,34.4828,38.4615,32.0513,37.037,H,39.8286,1.4076,32.9861,0.8505,34.7956,2.5545,EthnikiKatigoria
G1,31/10/2010,A,3.6,3.0,2.2,3.9,3.0,2.05,3.4,3.2,2.0,3.2,3.0,2.1,3.6,3.1,2.1,2010/11,Ergotelis,PAOK,3.6,3.12,2.25,€13.70m,€58.90m,27.7778,25.641,27.7778,29.4118,27.7778,31.25,33.3333,33.3333,32.2581,31.25,32.0513,33.3333,45.4545,48.7805,47.619,50.0,44.4444,47.619,A,28.2727,1.888,32.5932,0.8779,47.3196,2.0612,EthnikiKatigoria
G1,31/10/2010,D,2.1,3.2,3.6,2.05,3.0,3.9,1.9,3.2,3.8,2.0,3.0,3.4,2.05,3.0,4.0,2010/11,Iraklis,Olympiakos Volou,2.2,3.12,3.75,€19.65m,€16.30m,47.619,48.7805,48.7805,52.6316,45.4545,50.0,31.25,33.3333,33.3333,31.25,32.0513,33.3333,27.7778,25.641,25.0,26.3158,26.6667,29.4118,H,48.8777,2.3947,32.4252,1.0369,26.8022,1.5883,EthnikiKatigoria
G1,31/10/2010,A,2.15,3.1,3.6,2.2,2.95,3.5,2.2,3.1,3.1,2.1,3.0,3.2,2.2,3.0,3.5,2010/11,Kerkyra,Asteras Tripolis,2.25,3.12,3.6,€14.85m,€17.50m,46.5116,45.4545,45.4545,45.4545,44.4444,47.619,32.2581,33.8983,33.3333,32.2581,32.0513,33.3333,27.7778,28.5714,28.5714,32.2581,27.7778,31.25,H,45.8231,1.0961,32.8554,0.7622,29.3678,1.909,EthnikiKatigoria
G1,31/10/2010,H,3.75,3.2,2.05,4.1,3.2,1.91,4.0,3.25,1.85,3.4,3.0,2.0,3.75,3.2,2.0,2010/11,Panionios,AEK,4.0,3.25,2.1,€29.50m,€49.95m,26.6667,24.3902,26.6667,25.0,25.0,29.4118,31.25,31.25,31.25,30.7692,30.7692,33.3333,48.7805,52.356,50.0,54.0541,47.619,50.0,A,26.1892,1.8388,31.437,0.9584,50.4683,2.3591,EthnikiKatigoria
G1,31/10/2010,H,2.55,3.0,2.9,2.5,3.0,2.85,2.5,3.1,2.65,2.25,3.0,2.88,2.6,3.0,2.88,2010/11,Panserraikos,Kavala,2.6,3.1,3.0,€17.08m,€23.30m,39.2157,40.0,38.4615,40.0,38.4615,44.4444,33.3333,33.3333,33.3333,32.2581,32.2581,33.3333,34.4828,35.0877,34.7222,37.7358,33.3333,34.7222,H,40.0972,2.2381,32.9749,0.5552,35.014,1.4622,EthnikiKatigoria
G1,06/11/2010,A,1.8,3.3,4.75,1.8,3.25,4.6,1.7,3.3,4.7,1.8,3.2,4.0,1.83,3.4,4.5,2010/11,Asteras Tripolis,Panserraikos,1.8,3.2,4.75,€17.50m,€17.08m,55.5556,55.5556,54.6448,58.8235,55.5556,55.5556,30.303,30.7692,29.4118,30.303,31.25,31.25,21.0526,21.7391,22.2222,21.2766,21.0526,25.0,H,55.9484,1.4548,30.5478,0.6994,22.0572,1.511,EthnikiKatigoria
G1,06/11/2010,H,1.22,5.5,15.0,1.2,5.5,15.5,1.2,5.5,12.0,1.25,4.5,10.0,1.22,6.0,13.0,2010/11,Olympiakos,Panionios,1.22,5.5,13.0,€94.30m,€29.50m,81.9672,83.3333,81.9672,83.3333,81.9672,80.0,18.1818,18.1818,16.6667,18.1818,18.1818,22.2222,6.6667,6.4516,7.6923,8.3333,7.6923,10.0,H,82.0947,1.2251,18.6027,1.8739,7.806,1.2845,EthnikiKatigoria
G1,06/11/2010,H,2.1,3.1,3.75,2.0,3.0,4.1,2.0,3.1,3.5,2.1,3.0,3.2,2.05,3.2,3.75,2010/11,Olympiakos Volou,Kerkyra,2.0,3.1,4.0,€16.30m,€14.85m,47.619,50.0,48.7805,50.0,50.0,47.619,32.2581,33.3333,31.25,32.2581,32.2581,33.3333,26.6667,24.3902,26.6667,28.5714,25.0,31.25,H,49.0031,1.1715,32.4485,0.7888,27.0908,2.5106,EthnikiKatigoria
G1,06/11/2010,D,2.1,3.1,3.75,2.0,3.0,4.0,2.2,3.0,3.2,2.25,3.0,2.88,2.1,3.1,3.75,2010/11,Xanthi,Iraklis,2.05,3.0,3.75,€16.35m,€19.65m,47.619,50.0,47.619,45.4545,48.7805,44.4444,32.2581,33.3333,32.2581,33.3333,33.3333,33.3333,26.6667,25.0,26.6667,31.25,26.6667,34.7222,H,47.3196,2.0612,32.9749,0.5552,28.4954,3.7044,EthnikiKatigoria
G1,08/11/2010,H,1.4,4.2,9.0,1.33,4.4,10.0,1.3,4.8,8.5,1.33,4.33,7.0,1.36,4.5,9.0,2010/11,AEK,Ergotelis,1.4,4.2,8.5,€49.95m,€13.70m,71.4286,75.188,73.5294,76.9231,71.4286,75.188,23.8095,22.7273,22.2222,20.8333,23.8095,23.0947,11.1111,10.0,11.1111,11.7647,11.7647,14.2857,H,73.9476,2.2269,22.7494,1.124,11.6729,1.4334,EthnikiKatigoria
G1,08/11/2010,D,1.67,3.4,6.0,1.6,3.4,6.25,1.65,3.4,4.8,1.62,3.25,5.0,1.67,3.4,6.0,2010/11,Aris,Larisa,1.67,3.25,5.5,€40.43m,€20.35m,59.8802,62.5,59.8802,60.6061,59.8802,61.7284,29.4118,29.4118,29.4118,29.4118,30.7692,30.7692,16.6667,16.0,16.6667,20.8333,18.1818,20.0,H,60.7459,1.1234,29.8643,0.701,18.0581,1.9797,EthnikiKatigoria
G1,08/11/2010,A,6.0,3.6,1.6,6.25,3.5,1.57,5.5,3.6,1.55,5.0,3.25,1.62,6.0,3.6,1.6,2010/11,Atromitos,Panathinaikos,6.0,3.6,1.57,€15.40m,€86.75m,16.6667,16.0,16.6667,18.1818,16.6667,20.0,27.7778,28.5714,27.7778,27.7778,27.7778,30.7692,62.5,63.6943,62.5,64.5161,63.6943,61.7284,A,17.3636,1.479,28.4086,1.1992,63.1055,1.0308,EthnikiKatigoria
G1,08/11/2010,A,3.2,3.0,2.38,3.3,3.0,2.25,3.4,3.0,2.1,2.88,3.0,2.25,3.1,3.1,2.38,2010/11,Kavala,PAOK,3.0,3.0,2.38,€23.30m,€58.90m,31.25,30.303,32.2581,29.4118,33.3333,34.7222,33.3333,33.3333,32.2581,33.3333,33.3333,33.3333,42.0168,44.4444,42.0168,47.619,42.0168,44.4444,A,31.8797,1.9651,33.1541,0.4389,43.7597,2.2336,EthnikiKatigoria
G1,13/11/2010,D,2.2,3.3,3.2,2.15,3.0,3.6,2.0,3.1,3.5,2.25,3.0,2.88,2.25,3.1,3.4,2010/11,Kerkyra,Xanthi,2.25,3.25,3.5,€14.85m,€16.35m,45.4545,46.5116,44.4444,50.0,44.4444,44.4444,30.303,33.3333,32.2581,32.2581,30.7692,33.3333,31.25,27.7778,29.4118,28.5714,28.5714,34.7222,H,45.8832,2.1789,32.0425,1.2706,30.0508,2.5773,EthnikiKatigoria
G1,13/11/2010,D,1.29,5.25,10.0,1.25,5.5,10.0,1.2,5.5,12.0,1.25,4.5,10.0,1.33,4.75,10.0,2010/11,Panathinaikos,Larisa,1.3,5.25,11.0,€86.75m,€20.35m,77.5194,80.0,75.188,83.3333,76.9231,80.0,19.0476,18.1818,21.0526,18.1818,19.0476,22.2222,10.0,10.0,10.0,8.3333,9.0909,10.0,H,78.8273,2.8857,19.6223,1.6502,9.5707,0.7069,EthnikiKatigoria
G1,13/11/2010,A,2.1,3.2,3.6,1.95,3.1,4.1,2.0,3.1,3.5,2.0,3.2,3.2,2.1,3.2,3.6,2010/11,Panionios,Atromitos,2.15,3.2,3.8,€29.50m,€15.40m,47.619,51.2821,47.619,50.0,46.5116,50.0,31.25,32.2581,31.25,32.2581,31.25,31.25,27.7778,24.3902,27.7778,28.5714,26.3158,31.25,H,48.8386,1.8471,31.586,0.5206,27.6805,2.291,EthnikiKatigoria
G1,13/11/2010,H,2.2,3.2,3.3,2.15,3.1,3.4,2.4,3.05,2.85,2.25,3.0,2.88,2.2,3.1,3.5,2010/11,PAOK,AEK,2.38,3.12,3.4,€58.90m,€49.95m,45.4545,46.5116,45.4545,41.6667,42.0168,44.4444,31.25,32.2581,32.2581,32.7869,32.0513,33.3333,30.303,29.4118,28.5714,35.0877,29.4118,34.7222,H,44.2581,1.9857,32.323,0.7028,31.2513,2.8849,EthnikiKatigoria
G1,15/11/2010,A,2.1,3.25,3.5,2.1,3.0,3.7,1.9,3.2,3.8,2.0,3.2,3.2,2.1,3.0,4.0,2010/11,Asteras Tripolis,Kavala,2.15,3.2,3.75,€17.50m,€23.30m,47.619,47.619,47.619,52.6316,46.5116,50.0,30.7692,33.3333,33.3333,31.25,31.25,31.25,28.5714,27.027,25.0,26.3158,26.6667,31.25,H,48.6667,2.2555,31.8643,1.153,27.4718,2.1806,EthnikiKatigoria
G1,15/11/2010,H,3.1,3.2,2.3,2.95,2.95,2.5,2.9,3.0,2.4,2.88,3.0,2.25,3.0,2.9,2.6,2010/11,Iraklis,Aris,3.1,3.1,2.5,€19.65m,€40.43m,32.2581,33.8983,33.3333,34.4828,32.2581,34.7222,31.25,33.8983,34.4828,33.3333,32.2581,33.3333,43.4783,40.0,38.4615,41.6667,40.0,44.4444,A,33.4921,1.0705,33.0926,1.1653,41.3418,2.2888,EthnikiKatigoria
G1,15/11/2010,D,2.55,3.1,2.8,2.25,3.0,3.3,2.3,3.0,3.0,2.4,2.88,2.75,2.45,3.0,3.1,2010/11,Panserraikos,Olympiakos Volou,2.6,3.0,3.1,€17.08m,€16.30m,39.2157,44.4444,40.8163,43.4783,38.4615,41.6667,32.2581,33.3333,33.3333,33.3333,33.3333,34.7222,35.7143,30.303,32.2581,33.3333,32.2581,36.3636,H,41.3472,2.3405,33.3856,0.7834,33.3717,2.2951,EthnikiKatigoria
