Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,Season,HomeValue,AwayValue,VCH,VCD,VCA,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
N1,27/01/2018,Groningen,Heracles,3.0,3.0,D,3.0,1.0,H,1.75,3.79,4.33,1.75,4.0,4.4,1.75,3.75,3.9,2017/18,€30.30m,€22.25m,1.8,4.0,4.1,13.0,16.0,7.0,7.0,11.0,11.0,2.0,5.0,2.0,3.0,0.0,0.0
N1,27/01/2018,NAC Breda,VVV Venlo,0.0,1.0,A,0.0,0.0,D,2.45,3.39,2.75,2.45,3.25,3.0,2.4,3.2,2.8,2017/18,€17.15m,€13.58m,2.45,3.4,2.88,15.0,9.0,3.0,4.0,11.0,13.0,7.0,5.0,2.0,3.0,0.0,0.0
N1,27/01/2018,Twente,PSV Eindhoven,0.0,2.0,A,0.0,1.0,A,6.0,4.33,1.5,5.75,4.5,1.53,5.5,4.2,1.53,2017/18,€22.15m,€174.45m,5.75,4.4,1.53,19.0,14.0,6.0,7.0,9.0,4.0,9.0,4.0,1.0,0.0,0.0,0.0
N1,27/01/2018,Zwolle,Vitesse,1.0,2.0,A,0.0,1.0,A,2.45,3.29,2.79,2.55,3.3,2.8,2.4,3.25,2.75,2017/18,€26.33m,€39.78m,2.5,3.4,2.8,12.0,12.0,5.0,4.0,10.0,13.0,9.0,6.0,1.0,0.0,0.0,0.0
N1,28/01/2018,Feyenoord,Den Haag,3.0,1.0,H,0.0,0.0,D,1.19,6.5,13.0,1.2,7.0,13.0,1.2,6.0,13.0,2017/18,€104.20m,€23.63m,1.2,7.0,13.0,16.0,10.0,6.0,2.0,6.0,9.0,2.0,9.0,0.0,1.0,0.0,0.0
N1,28/01/2018,Roda,Excelsior,2.0,1.0,H,1.0,1.0,D,2.45,3.39,2.75,2.55,3.3,2.85,2.45,3.2,2.7,2017/18,€13.28m,€14.80m,2.5,3.4,2.8,15.0,9.0,2.0,2.0,7.0,18.0,8.0,5.0,1.0,4.0,0.0,1.0
N1,28/01/2018,Utrecht,Ajax,0.0,0.0,D,0.0,0.0,D,5.5,4.2,1.55,5.0,4.25,1.62,5.0,4.0,1.57,2017/18,€46.63m,€251.00m,5.4,4.2,1.6,7.0,23.0,3.0,8.0,17.0,16.0,2.0,7.0,4.0,1.0,1.0,0.0
N1,28/01/2018,Willem II,AZ Alkmaar,0.0,2.0,A,0.0,2.0,A,4.2,3.6,1.83,4.0,3.8,1.87,3.9,3.6,1.8,2017/18,€18.65m,€70.68m,4.1,3.8,1.83,7.0,19.0,3.0,9.0,12.0,14.0,2.0,12.0,2.0,1.0,0.0,0.0
N1,02/02/2018,Vitesse,Groningen,2.0,0.0,H,2.0,0.0,H,1.61,3.79,5.5,1.62,4.0,5.5,1.61,3.9,4.75,2017/18,€39.78m,€30.30m,1.65,4.0,5.2,12.0,10.0,7.0,1.0,8.0,13.0,5.0,0.0,1.0,2.0,0.0,0.0
N1,03/02/2018,Heerenveen,Twente,1.0,0.0,H,0.0,0.0,D,1.75,3.75,4.33,1.78,3.9,4.33,1.83,3.6,3.9,2017/18,€39.13m,€22.15m,1.75,3.9,4.5,14.0,10.0,6.0,2.0,11.0,11.0,6.0,4.0,0.0,3.0,0.0,0.0
N1,03/02/2018,Heracles,Den Haag,1.0,1.0,D,0.0,1.0,A,2.1,3.5,3.25,2.2,3.6,3.1,2.15,3.4,3.0,2017/18,€22.25m,€23.63m,2.2,3.6,3.2,13.0,14.0,3.0,4.0,9.0,16.0,7.0,4.0,1.0,2.0,0.0,0.0
N1,03/02/2018,PSV Eindhoven,Zwolle,4.0,0.0,H,1.0,0.0,H,1.19,6.5,13.0,1.22,7.0,11.0,1.2,6.0,12.0,2017/18,€174.45m,€26.33m,1.22,7.0,12.0,25.0,3.0,12.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,1.0
N1,04/02/2018,Ajax,NAC Breda,3.0,1.0,H,2.0,1.0,H,1.06,12.0,23.0,1.08,11.5,26.0,1.08,10.0,29.0,2017/18,€251.00m,€17.15m,1.07,13.0,26.0,32.0,8.0,8.0,3.0,11.0,8.0,14.0,0.0,1.0,4.0,0.0,1.0
N1,04/02/2018,AZ Alkmaar,Roda,2.0,2.0,D,2.0,1.0,H,1.19,6.5,13.0,1.22,7.0,12.0,1.2,6.0,13.0,2017/18,€70.68m,€13.28m,1.2,7.0,13.0,16.0,15.0,5.0,4.0,9.0,4.0,2.0,6.0,0.0,1.0,0.0,0.0
N1,04/02/2018,Excelsior,Utrecht,2.0,2.0,D,1.0,1.0,D,4.33,3.6,1.8,3.9,3.6,1.95,3.7,3.4,1.91,2017/18,€14.80m,€46.63m,4.1,3.6,1.9,13.0,13.0,6.0,4.0,13.0,12.0,3.0,10.0,1.0,1.0,0.0,0.0
N1,04/02/2018,Sparta Rotterdam,Willem II,1.0,0.0,H,1.0,0.0,H,2.25,3.29,3.2,2.2,3.4,3.3,2.15,3.3,3.1,2017/18,€15.45m,€18.65m,2.25,3.5,3.13,17.0,8.0,6.0,3.0,15.0,18.0,3.0,5.0,1.0,3.0,0.0,0.0
N1,04/02/2018,VVV Venlo,Feyenoord,1.0,0.0,H,0.0,0.0,D,6.0,4.0,1.53,6.0,4.25,1.55,5.8,4.0,1.53,2017/18,€13.58m,€104.20m,6.25,4.2,1.53,13.0,15.0,6.0,5.0,14.0,9.0,4.0,5.0,1.0,4.0,0.0,0.0
N1,06/02/2018,Zwolle,Heerenveen,3.0,2.0,H,2.0,0.0,H,2.7,3.39,2.5,2.6,3.4,2.55,2.6,3.3,2.5,2017/18,€26.33m,€39.13m,2.7,3.4,2.6,16.0,10.0,8.0,5.0,7.0,13.0,2.0,2.0,1.0,2.0,0.0,0.0
N1,07/02/2018,NAC Breda,Heracles,6.0,1.0,H,2.0,1.0,H,2.1,3.6,3.25,2.15,3.5,3.1,2.05,3.5,3.1,2017/18,€17.15m,€22.25m,2.15,3.6,3.25,25.0,11.0,10.0,5.0,8.0,9.0,6.0,6.0,2.0,3.0,0.0,1.0
N1,07/02/2018,Roda,Ajax,2.0,4.0,A,1.0,2.0,A,15.0,7.0,1.16,11.5,7.5,1.18,17.0,7.0,1.17,2017/18,€13.28m,€251.00m,19.0,7.0,1.17,11.0,18.0,4.0,5.0,9.0,9.0,1.0,5.0,1.0,2.0,0.0,0.0
N1,07/02/2018,Twente,AZ Alkmaar,0.0,4.0,A,0.0,1.0,A,3.79,3.6,1.9,3.7,3.7,1.9,3.7,3.7,1.83,2017/18,€22.15m,€70.68m,4.0,3.8,1.87,17.0,18.0,6.0,8.0,11.0,13.0,3.0,4.0,4.0,2.0,1.0,0.0
N1,07/02/2018,Utrecht,Sparta Rotterdam,1.0,0.0,H,0.0,0.0,D,1.5,4.33,6.0,1.5,4.2,6.0,1.5,4.2,5.75,2017/18,€46.63m,€15.45m,1.5,4.5,6.25,16.0,10.0,3.0,3.0,19.0,15.0,10.0,2.0,1.0,1.0,0.0,0.0
N1,07/02/2018,Willem II,VVV Venlo,3.0,0.0,H,1.0,0.0,H,2.5,3.29,2.75,2.5,3.3,2.7,2.45,3.2,2.7,2017/18,€18.65m,€13.58m,2.5,3.4,2.8,13.0,7.0,6.0,4.0,0.0,0.0,7.0,2.0,1.0,2.0,0.0,0.0
N1,08/02/2018,Den Haag,Vitesse,1.0,0.0,H,0.0,0.0,D,3.75,3.39,2.0,3.6,3.3,2.05,3.5,3.3,2.0,2017/18,€23.63m,€39.78m,3.7,3.5,2.0,8.0,16.0,3.0,1.0,15.0,7.0,1.0,10.0,2.0,1.0,0.0,0.0
N1,08/02/2018,Feyenoord,Groningen,3.0,0.0,H,0.0,0.0,D,1.25,5.5,12.0,1.22,6.0,11.5,1.25,5.5,11.0,2017/18,€104.20m,€30.30m,1.25,6.25,11.0,24.0,6.0,9.0,1.0,8.0,13.0,10.0,2.0,0.0,0.0,0.0,0.0
N1,10/02/2018,AZ Alkmaar,VVV Venlo,0.0,0.0,D,0.0,0.0,D,1.33,5.25,8.0,1.3,5.5,8.5,1.33,4.75,8.5,2017/18,€70.68m,€13.58m,1.33,5.25,9.0,20.0,4.0,5.0,1.0,10.0,11.0,10.0,2.0,1.0,2.0,0.0,0.0
N1,10/02/2018,Heerenveen,Roda,1.0,1.0,D,0.0,1.0,A,1.36,5.25,7.0,1.42,4.75,6.5,1.36,4.6,7.5,2017/18,€39.13m,€13.28m,1.36,5.2,8.0,20.0,6.0,4.0,2.0,13.0,12.0,10.0,2.0,1.0,1.0,0.0,0.0
N1,10/02/2018,Heracles,Willem II,1.0,0.0,H,1.0,0.0,H,2.25,3.6,2.89,2.2,3.5,3.0,2.25,3.4,2.87,2017/18,€22.25m,€18.65m,2.38,3.6,2.9,11.0,19.0,2.0,2.0,16.0,15.0,7.0,2.0,1.0,2.0,0.0,0.0
N1,10/02/2018,Sparta Rotterdam,PSV Eindhoven,1.0,2.0,A,1.0,1.0,D,7.0,5.25,1.36,8.25,5.0,1.33,8.0,4.75,1.36,2017/18,€15.45m,€174.45m,8.5,5.25,1.33,10.0,17.0,4.0,5.0,4.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0
N1,10/02/2018,Utrecht,Zwolle,2.0,1.0,H,2.0,0.0,H,1.8,3.75,4.2,1.8,3.6,4.2,1.8,3.6,4.0,2017/18,€46.63m,€26.33m,1.8,3.75,4.3,14.0,15.0,7.0,3.0,11.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0
N1,11/02/2018,Ajax,Twente,2.0,1.0,H,1.0,0.0,H,1.14,8.0,15.0,1.16,7.25,13.5,1.14,7.5,19.0,2017/18,€251.00m,€22.15m,1.14,8.0,20.0,19.0,15.0,9.0,6.0,11.0,14.0,2.0,1.0,2.0,2.0,0.0,0.0
N1,11/02/2018,Excelsior,NAC Breda,0.0,0.0,D,0.0,0.0,D,2.2,3.39,3.2,2.05,3.5,3.4,2.2,3.3,3.0,2017/18,€14.80m,€17.15m,2.3,3.4,3.13,13.0,9.0,4.0,1.0,15.0,9.0,6.0,11.0,0.0,2.0,0.0,0.0
N1,11/02/2018,Groningen,Den Haag,0.0,0.0,D,0.0,0.0,D,1.8,3.75,4.2,1.85,3.6,4.0,1.83,3.6,3.8,2017/18,€30.30m,€23.63m,1.87,3.75,4.0,10.0,18.0,4.0,6.0,11.0,8.0,6.0,9.0,2.0,2.0,0.0,0.0
N1,11/02/2018,Vitesse,Feyenoord,3.0,1.0,H,1.0,1.0,D,3.39,3.5,2.04,3.5,3.5,2.0,3.3,3.25,2.05,2017/18,€39.78m,€104.20m,3.5,3.5,2.1,20.0,5.0,7.0,3.0,8.0,11.0,8.0,1.0,2.0,0.0,0.0,2.0
N1,16/02/2018,VVV Venlo,Groningen,1.0,1.0,D,1.0,1.0,D,2.0,3.5,3.6,2.05,3.6,3.5,2.05,3.25,3.4,2017/18,€13.58m,€30.30m,2.1,3.5,3.5,13.0,10.0,4.0,4.0,11.0,10.0,4.0,4.0,1.0,3.0,0.0,0.0
N1,17/02/2018,Den Haag,Willem II,2.0,1.0,H,0.0,1.0,A,1.9,3.39,4.0,2.1,3.4,3.6,2.05,3.3,3.4,2017/18,€23.63m,€18.65m,2.05,3.5,3.6,27.0,4.0,9.0,1.0,8.0,13.0,7.0,4.0,0.0,3.0,0.0,0.0
N1,17/02/2018,NAC Breda,AZ Alkmaar,1.0,3.0,A,0.0,1.0,A,5.5,3.79,1.6,5.5,4.0,1.62,4.8,3.9,1.6,2017/18,€17.15m,€70.68m,5.2,4.0,1.65,14.0,18.0,4.0,11.0,9.0,11.0,2.0,4.0,2.0,0.0,0.0,0.0
N1,17/02/2018,PSV Eindhoven,Heerenveen,2.0,2.0,D,2.0,0.0,H,1.3,5.5,9.0,1.3,5.75,9.25,1.3,5.0,8.5,2017/18,€174.45m,€39.13m,1.33,5.5,9.0,11.0,16.0,6.0,6.0,7.0,15.0,6.0,8.0,1.0,2.0,1.0,0.0
N1,17/02/2018,Vitesse,Excelsior,1.0,2.0,A,1.0,1.0,D,1.39,4.5,8.0,1.36,5.0,8.75,1.36,4.5,8.5,2017/18,€39.78m,€14.80m,1.36,4.8,9.0,11.0,10.0,5.0,4.0,18.0,11.0,5.0,1.0,3.0,1.0,0.0,0.0
N1,18/02/2018,Feyenoord,Heracles,1.0,0.0,H,0.0,0.0,D,1.14,7.5,17.0,1.16,7.75,17.5,1.13,7.5,21.0,2017/18,€104.20m,€22.25m,1.13,8.5,20.0,15.0,16.0,7.0,6.0,13.0,12.0,2.0,6.0,2.0,1.0,0.0,0.0
N1,18/02/2018,Roda,Utrecht,1.0,4.0,A,0.0,1.0,A,5.25,3.6,1.66,5.25,3.7,1.7,4.4,3.7,1.7,2017/18,€13.28m,€46.63m,4.8,3.75,1.73,13.0,17.0,2.0,11.0,7.0,10.0,3.0,10.0,1.0,0.0,0.0,0.0
N1,18/02/2018,Twente,Sparta Rotterdam,1.0,1.0,D,0.0,0.0,D,2.14,3.39,3.25,2.2,3.5,3.25,2.15,3.4,3.1,2017/18,€22.15m,€15.45m,2.2,3.6,3.2,25.0,2.0,8.0,1.0,9.0,14.0,11.0,1.0,0.0,2.0,0.0,0.0
N1,18/02/2018,Zwolle,Ajax,0.0,1.0,A,0.0,0.0,D,7.0,5.25,1.36,7.5,5.5,1.36,8.0,4.75,1.36,2017/18,€26.33m,€251.00m,8.0,5.25,1.36,5.0,25.0,2.0,7.0,9.0,15.0,3.0,4.0,1.0,1.0,0.0,0.0
N1,23/02/2018,Groningen,NAC Breda,1.0,1.0,D,0.0,0.0,D,1.9,3.6,3.79,1.91,3.7,3.9,1.87,3.5,3.6,2017/18,€30.30m,€17.15m,1.91,3.8,3.8,16.0,15.0,5.0,7.0,17.0,4.0,6.0,7.0,0.0,1.0,0.0,0.0
N1,24/02/2018,AZ Alkmaar,Sparta Rotterdam,2.0,1.0,H,1.0,1.0,D,1.3,5.25,10.0,1.3,6.0,8.5,1.3,5.2,9.0,2017/18,€70.68m,€15.45m,1.3,6.0,9.0,33.0,4.0,16.0,2.0,6.0,10.0,14.0,2.0,0.0,0.0,0.0,0.0
N1,24/02/2018,Heerenveen,Excelsior,0.0,1.0,A,0.0,1.0,A,1.5,4.0,7.5,1.5,4.4,6.25,1.5,4.0,6.0,2017/18,€39.13m,€14.80m,1.5,4.33,6.5,26.0,11.0,8.0,3.0,12.0,11.0,11.0,5.0,0.0,1.0,0.0,0.0
N1,24/02/2018,Heracles,Zwolle,2.0,1.0,H,1.0,0.0,H,2.79,3.39,2.39,2.65,3.7,2.5,2.65,3.4,2.37,2017/18,€22.25m,€26.33m,2.75,3.7,2.4,19.0,20.0,6.0,9.0,6.0,4.0,8.0,13.0,0.0,0.0,0.0,0.0
N1,24/02/2018,VVV Venlo,Vitesse,2.0,2.0,D,2.0,1.0,H,3.29,3.5,2.1,3.2,3.5,2.2,3.2,3.1,2.2,2017/18,€13.58m,€39.78m,3.3,3.4,2.2,15.0,17.0,3.0,6.0,10.0,11.0,2.0,10.0,2.0,0.0,0.0,0.0
N1,25/02/2018,Ajax,Den Haag,0.0,0.0,D,0.0,0.0,D,1.12,9.0,15.0,1.13,8.75,20.0,1.15,7.5,17.0,2017/18,€251.00m,€23.63m,1.14,8.5,17.0,28.0,4.0,9.0,1.0,11.0,9.0,5.0,1.0,3.0,3.0,0.0,0.0
N1,25/02/2018,Feyenoord,PSV Eindhoven,1.0,3.0,A,0.0,2.0,A,2.14,3.39,3.29,2.25,3.5,3.1,2.2,3.3,3.0,2017/18,€104.20m,€174.45m,2.2,3.5,3.2,11.0,17.0,4.0,7.0,16.0,15.0,2.0,6.0,4.0,0.0,0.0,0.0
N1,25/02/2018,Utrecht,Twente,3.0,1.0,H,1.0,1.0,D,1.61,4.0,5.25,1.62,4.25,5.0,1.61,3.8,4.8,2017/18,€46.63m,€22.15m,1.62,4.1,5.2,13.0,14.0,5.0,6.0,7.0,12.0,5.0,2.0,2.0,2.0,0.0,0.0
N1,25/02/2018,Willem II,Roda,1.0,0.0,H,1.0,0.0,H,1.85,3.79,3.79,1.87,3.7,4.1,1.83,3.5,3.9,2017/18,€18.65m,€13.28m,1.83,3.8,4.1,19.0,11.0,7.0,3.0,8.0,15.0,3.0,2.0,1.0,1.0,0.0,0.0
N1,02/03/2018,Roda,Heracles,0.0,3.0,A,0.0,2.0,A,2.7,3.0,2.79,2.55,3.6,2.65,2.5,3.4,2.55,2017/18,€13.28m,€22.25m,2.6,3.4,2.7,17.0,16.0,5.0,9.0,11.0,11.0,4.0,7.0,1.0,1.0,0.0,0.0
N1,03/03/2018,Excelsior,AZ Alkmaar,1.0,2.0,A,0.0,2.0,A,6.0,4.0,1.53,6.0,4.33,1.53,5.5,4.0,1.53,2017/18,€14.80m,€70.68m,5.75,4.4,1.53,16.0,16.0,8.0,6.0,5.0,11.0,5.0,6.0,2.0,1.0,0.0,0.0
N1,03/03/2018,Heerenveen,Willem II,2.0,0.0,H,1.0,0.0,H,1.55,4.0,6.0,1.55,4.2,6.0,1.57,3.9,5.25,2017/18,€39.13m,€18.65m,1.57,4.2,5.75,17.0,4.0,5.0,0.0,13.0,16.0,2.0,2.0,1.0,2.0,0.0,0.0
N1,03/03/2018,NAC Breda,Feyenoord,2.0,1.0,H,1.0,1.0,D,6.0,4.75,1.44,6.5,4.6,1.48,5.8,4.0,1.5,2017/18,€17.15m,€104.20m,6.0,4.33,1.53,8.0,24.0,3.0,6.0,12.0,13.0,1.0,11.0,3.0,2.0,0.0,0.0
N1,03/03/2018,PSV Eindhoven,Utrecht,3.0,0.0,H,2.0,0.0,H,1.36,4.75,8.0,1.36,5.25,8.0,1.36,4.6,7.5,2017/18,€174.45m,€46.63m,1.36,5.2,8.0,7.0,11.0,3.0,3.0,9.0,14.0,4.0,3.0,2.0,1.0,0.0,0.0
N1,04/03/2018,Sparta Rotterdam,Den Haag,2.0,1.0,H,0.0,1.0,A,2.29,3.29,3.1,2.25,3.4,3.25,2.25,3.3,2.9,2017/18,€15.45m,€23.63m,2.3,3.5,3.0,15.0,11.0,7.0,5.0,10.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0
N1,04/03/2018,Twente,Groningen,1.0,1.0,D,0.0,0.0,D,2.0,3.5,3.6,2.0,3.6,3.7,2.05,3.4,3.25,2017/18,€22.15m,€30.30m,2.05,3.6,3.5,26.0,13.0,6.0,4.0,20.0,15.0,10.0,4.0,4.0,3.0,0.0,0.0
N1,04/03/2018,Vitesse,Ajax,3.0,2.0,H,1.0,0.0,H,6.0,3.79,1.57,5.75,4.25,1.55,5.5,3.9,1.57,2017/18,€39.78m,€251.00m,5.5,4.1,1.6,10.0,20.0,6.0,6.0,12.0,13.0,7.0,5.0,3.0,2.0,0.0,0.0
N1,04/03/2018,Zwolle,VVV Venlo,1.0,1.0,D,0.0,0.0,D,2.04,3.5,3.39,2.05,3.5,3.6,2.05,3.25,3.4,2017/18,€26.33m,€13.58m,2.1,3.5,3.5,18.0,9.0,3.0,6.0,12.0,14.0,5.0,2.0,3.0,4.0,0.0,0.0
N1,09/03/2018,Heracles,Twente,2.0,1.0,H,0.0,0.0,D,2.37,3.39,2.89,2.4,3.5,2.9,2.3,3.4,2.8,2017/18,€22.25m,€22.15m,2.38,3.6,2.9,13.0,11.0,6.0,5.0,14.0,14.0,7.0,3.0,3.0,3.0,0.0,0.0
N1,10/03/2018,Den Haag,NAC Breda,0.0,2.0,A,0.0,2.0,A,2.2,3.39,3.2,2.15,3.2,3.7,2.1,3.25,3.25,2017/18,€23.63m,€17.15m,2.15,3.4,3.4,20.0,14.0,4.0,7.0,16.0,9.0,11.0,5.0,4.0,1.0,1.0,0.0
N1,10/03/2018,Roda,Sparta Rotterdam,0.0,2.0,A,0.0,1.0,A,3.1,3.29,2.29,2.95,3.4,2.4,2.8,3.3,2.3,2017/18,€13.28m,€15.45m,2.9,3.4,2.45,14.0,14.0,1.0,3.0,6.0,8.0,6.0,3.0,1.0,1.0,0.0,0.0
N1,10/03/2018,VVV Venlo,Excelsior,2.0,3.0,A,1.0,1.0,D,1.95,3.39,3.89,2.0,3.4,3.9,2.0,3.25,3.5,2017/18,€13.58m,€14.80m,2.0,3.5,3.8,13.0,8.0,4.0,3.0,10.0,10.0,7.0,4.0,0.0,3.0,0.0,0.0
N1,10/03/2018,Willem II,PSV Eindhoven,5.0,0.0,H,1.0,0.0,H,9.0,5.0,1.33,8.75,5.25,1.34,8.0,4.75,1.33,2017/18,€18.65m,€174.45m,9.0,5.25,1.33,11.0,15.0,6.0,3.0,8.0,9.0,3.0,10.0,1.0,3.0,0.0,1.0
N1,11/03/2018,Ajax,Heerenveen,4.0,1.0,H,1.0,1.0,D,1.28,5.5,9.5,1.28,6.0,10.0,1.28,5.2,9.5,2017/18,€251.00m,€39.13m,1.29,5.75,10.0,31.0,8.0,10.0,3.0,14.0,21.0,10.0,3.0,1.0,1.0,0.0,0.0
N1,11/03/2018,Feyenoord,AZ Alkmaar,2.0,1.0,H,1.0,0.0,H,2.2,3.39,3.25,2.15,3.6,3.25,2.05,3.4,3.25,2017/18,€104.20m,€70.68m,2.25,3.5,3.13,14.0,15.0,4.0,5.0,16.0,17.0,2.0,8.0,2.0,2.0,0.0,0.0
N1,11/03/2018,Groningen,Zwolle,2.0,0.0,H,1.0,0.0,H,2.25,3.39,3.1,2.3,3.3,3.2,2.2,3.4,3.0,2017/18,€30.30m,€26.33m,2.2,3.6,3.1,13.0,14.0,4.0,4.0,8.0,13.0,1.0,4.0,1.0,3.0,0.0,0.0
N1,11/03/2018,Utrecht,Vitesse,5.0,1.0,H,2.0,0.0,H,2.2,3.39,3.2,2.3,3.25,3.25,2.2,3.25,3.0,2017/18,€46.63m,€39.78m,2.25,3.4,3.2,12.0,16.0,7.0,3.0,12.0,9.0,5.0,12.0,2.0,1.0,0.0,0.0
N1,16/03/2018,Excelsior,Den Haag,1.0,2.0,A,1.0,0.0,H,2.37,3.5,2.89,2.35,3.3,3.1,2.35,3.2,2.87,2017/18,€14.80m,€23.63m,2.38,3.4,3.0,14.0,12.0,5.0,4.0,10.0,9.0,5.0,5.0,2.0,1.0,0.0,0.0
N1,17/03/2018,Heerenveen,Utrecht,2.0,2.0,D,1.0,1.0,D,2.39,3.39,2.79,2.35,3.4,3.0,2.25,3.4,2.87,2017/18,€39.13m,€46.63m,2.3,3.5,3.0,12.0,13.0,5.0,4.0,11.0,13.0,5.0,6.0,0.0,1.0,0.0,0.0
N1,17/03/2018,PSV Eindhoven,VVV Venlo,3.0,0.0,H,0.0,0.0,D,1.19,6.5,13.0,1.22,6.5,13.5,1.2,6.0,13.0,2017/18,€174.45m,€13.58m,1.2,7.0,13.0,30.0,3.0,19.0,1.0,9.0,12.0,7.0,4.0,0.0,2.0,0.0,1.0
N1,17/03/2018,Twente,Willem II,2.0,2.0,D,1.0,1.0,D,1.85,3.6,4.0,1.87,3.7,4.1,1.83,3.5,3.9,2017/18,€22.15m,€18.65m,1.85,3.7,4.2,17.0,14.0,3.0,7.0,14.0,12.0,2.0,3.0,2.0,1.0,0.0,0.0
N1,17/03/2018,Vitesse,Heracles,0.0,0.0,D,0.0,0.0,D,1.44,4.33,7.0,1.48,4.6,6.25,1.5,4.2,5.8,2017/18,€39.78m,€22.25m,1.5,4.4,6.5,24.0,6.0,9.0,2.0,8.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0
N1,18/03/2018,AZ Alkmaar,Groningen,3.0,2.0,H,0.0,0.0,D,1.25,5.75,11.0,1.25,6.5,10.5,1.25,5.5,10.0,2017/18,€70.68m,€30.30m,1.25,6.0,11.0,23.0,11.0,10.0,4.0,12.0,8.0,12.0,7.0,0.0,3.0,0.0,0.0
N1,18/03/2018,NAC Breda,Roda,0.0,1.0,A,0.0,1.0,A,1.7,3.79,4.75,1.75,3.9,4.6,1.73,3.6,4.33,2017/18,€17.15m,€13.28m,1.75,3.8,4.6,21.0,14.0,8.0,5.0,12.0,14.0,6.0,4.0,2.0,3.0,0.0,0.0
N1,18/03/2018,Sparta Rotterdam,Ajax,2.0,5.0,A,1.0,1.0,D,9.0,5.75,1.28,9.25,5.75,1.3,9.5,5.2,1.28,2017/18,€15.45m,€251.00m,10.0,5.75,1.29,11.0,14.0,4.0,8.0,13.0,12.0,4.0,4.0,2.0,3.0,0.0,0.0
N1,18/03/2018,Zwolle,Feyenoord,3.0,4.0,A,0.0,2.0,A,5.5,4.0,1.6,5.0,4.0,1.67,4.75,3.8,1.61,2017/18,€26.33m,€104.20m,5.2,4.0,1.65,19.0,10.0,7.0,8.0,9.0,14.0,6.0,5.0,0.0,1.0,0.0,0.0
N1,31/03/2018,Den Haag,AZ Alkmaar,0.0,3.0,A,0.0,3.0,A,5.5,4.2,1.55,5.5,3.75,1.6,4.8,4.0,1.57,2017/18,€23.63m,€70.68m,5.2,4.33,1.6,11.0,12.0,5.0,5.0,3.0,10.0,7.0,7.0,1.0,2.0,0.0,0.0
N1,31/03/2018,PSV Eindhoven,NAC Breda,5.0,1.0,H,1.0,0.0,H,1.16,7.0,15.0,1.16,7.5,13.5,1.17,7.0,17.0,2017/18,€174.45m,€17.15m,1.15,8.0,17.0,36.0,6.0,14.0,3.0,16.0,13.0,9.0,0.0,2.0,4.0,0.0,0.0
N1,31/03/2018,Vitesse,Roda,0.0,3.0,A,0.0,1.0,A,1.25,5.5,12.0,1.26,5.5,10.5,1.28,5.2,10.0,2017/18,€39.78m,€13.28m,1.25,5.75,11.5,13.0,18.0,3.0,9.0,13.0,14.0,6.0,5.0,0.0,0.0,0.0,0.0
N1,31/03/2018,Willem II,Utrecht,3.0,2.0,H,2.0,2.0,D,3.6,3.5,2.0,3.25,3.5,2.1,3.3,3.4,2.0,2017/18,€18.65m,€46.63m,3.5,3.6,2.05,8.0,19.0,5.0,4.0,11.0,10.0,2.0,4.0,0.0,3.0,1.0,0.0
N1,31/03/2018,Zwolle,Sparta Rotterdam,2.0,0.0,H,1.0,0.0,H,1.95,3.6,3.6,1.83,3.5,4.2,1.87,3.5,3.7,2017/18,€26.33m,€15.45m,1.93,3.7,3.8,22.0,9.0,9.0,4.0,9.0,15.0,7.0,6.0,0.0,3.0,0.0,0.0
N1,01/04/2018,Feyenoord,Excelsior,5.0,0.0,H,3.0,0.0,H,1.16,7.0,15.0,1.17,7.25,12.5,1.2,6.0,15.0,2017/18,€104.20m,€14.80m,1.18,7.0,15.0,14.0,2.0,6.0,0.0,13.0,9.0,8.0,2.0,0.0,2.0,0.0,0.0
N1,01/04/2018,Groningen,Ajax,1.0,2.0,A,1.0,0.0,H,10.0,6.0,1.25,9.25,6.0,1.26,10.0,5.75,1.25,2017/18,€30.30m,€251.00m,11.0,6.25,1.25,13.0,11.0,5.0,4.0,9.0,7.0,5.0,1.0,1.0,4.0,0.0,1.0
N1,01/04/2018,Heracles,Heerenveen,1.0,2.0,A,0.0,2.0,A,3.0,3.5,2.25,3.0,3.4,2.25,2.9,3.5,2.2,2017/18,€22.25m,€39.13m,3.1,3.6,2.2,13.0,11.0,4.0,6.0,16.0,16.0,5.0,4.0,1.0,3.0,0.0,0.0
N1,01/04/2018,VVV Venlo,Twente,0.0,0.0,D,0.0,0.0,D,2.29,3.29,3.1,2.35,3.25,3.0,2.35,3.2,2.87,2017/18,€13.58m,€22.15m,2.38,3.4,3.0,10.0,17.0,2.0,4.0,12.0,17.0,7.0,6.0,4.0,2.0,0.0,0.0
