Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue
T1,31/10/2004,Sakaryaspor,Konyaspor,1.0,4.0,A,1.0,2.0,2.3,3.25,2.62,2.55,3.2,2.45,2.4,3.0,2.6,2.35,3.2,2.6,2004/5,€14.85m,€37.25m
T1,05/11/2004,Diyarbakirspor,Galatasaray,2.0,0.0,H,1.0,0.0,5.5,3.6,1.5,6.0,3.6,1.5,4.6,3.4,1.6,4.8,3.4,1.6,2004/5,€22.93m,€79.65m
T1,06/11/2004,A. Sebatspor,Malatyaspor,1.0,1.0,D,0.0,0.0,3.4,3.25,1.9,3.6,3.4,1.85,3.5,3.2,1.85,3.55,3.3,1.85,2004/5,€26.73m,€33.95m
T1,06/11/2004,Fenerbahce,Ankaraspor,1.0,0.0,H,1.0,0.0,1.22,5.0,9.0,1.2,5.5,10.5,1.25,4.5,9.0,1.22,5.0,9.5,2004/5,€90.60m,€32.75m
T1,06/11/2004,Istanbulspor,Denizlispor,1.0,1.0,D,1.0,1.0,3.2,3.2,2.0,3.5,3.35,1.9,3.4,3.2,1.9,3.1,3.3,2.0,2004/5,€27.55m,€27.24m
T1,06/11/2004,Samsunspor,Gaziantepspor,1.0,3.0,A,0.0,2.0,1.9,3.25,3.4,1.75,3.45,4.0,1.85,3.1,3.6,1.8,3.35,3.7,2004/5,€34.65m,€38.60m
T1,07/11/2004,Ankaragucu,Trabzonspor,0.0,2.0,A,0.0,1.0,3.75,3.2,1.8,3.6,3.4,1.85,3.7,3.2,1.8,4.0,3.4,1.72,2004/5,€32.76m,€63.60m
T1,07/11/2004,Kayserispor,Genclerbirligi,1.0,2.0,A,1.0,1.0,2.4,3.1,2.6,2.3,3.25,2.7,2.3,3.1,2.6,2.35,3.2,2.6,2004/5,€30.03m,€46.95m
T1,07/11/2004,Konyaspor,Besiktas,2.0,2.0,D,0.0,1.0,3.4,3.6,1.8,4.15,3.5,1.7,3.8,3.3,1.75,4.0,3.4,1.72,2004/5,€37.25m,€76.25m
T1,07/11/2004,Rizespor,Sakaryaspor,2.0,0.0,H,1.0,0.0,1.44,3.75,6.0,1.4,4.0,6.75,1.4,3.9,6.0,1.4,3.8,6.75,2004/5,€22.85m,€14.85m
T1,20/11/2004,Ankaraspor,Konyaspor,1.0,3.0,A,0.0,0.0,2.0,3.2,3.2,2.0,3.3,3.25,1.9,3.2,3.4,1.75,3.4,3.85,2004/5,€32.75m,€37.25m
T1,20/11/2004,Galatasaray,Malatyaspor,1.0,1.0,D,0.0,1.0,1.4,3.75,7.0,1.45,3.85,6.05,1.4,3.9,6.0,1.33,4.33,7.0,2004/5,€79.65m,€33.95m
T1,20/11/2004,Sakaryaspor,Samsunspor,4.0,2.0,H,3.0,0.0,3.2,3.2,2.0,3.6,3.4,1.85,3.4,3.2,1.9,3.25,3.3,1.95,2004/5,€14.85m,€34.65m
T1,20/11/2004,Trabzonspor,Fenerbahce,0.0,2.0,A,0.0,1.0,2.37,3.2,2.6,2.3,3.2,2.75,2.4,2.9,2.7,2.5,3.1,2.5,2004/5,€63.60m,€90.60m
T1,21/11/2004,Besiktas,Rizespor,2.0,2.0,D,0.0,1.0,1.5,3.6,5.5,1.45,3.7,6.5,1.4,3.9,6.0,1.44,3.75,6.0,2004/5,€76.25m,€22.85m
T1,21/11/2004,Denizlispor,Kayserispor,2.0,1.0,H,0.0,0.0,1.4,3.75,7.0,1.45,3.7,6.5,1.35,4.0,7.0,1.35,4.2,7.0,2004/5,€27.24m,€30.03m
T1,21/11/2004,Diyarbakirspor,Ankaragucu,0.0,1.0,A,0.0,1.0,1.9,3.25,3.5,1.85,3.5,3.5,1.75,3.2,4.0,1.75,3.4,3.85,2004/5,€22.93m,€32.76m
T1,21/11/2004,Gaziantepspor,Istanbulspor,0.0,1.0,A,0.0,0.0,1.5,3.6,5.5,1.5,3.6,6.0,1.45,3.8,5.4,1.4,4.1,6.0,2004/5,€38.60m,€27.55m
T1,21/11/2004,Genclerbirligi,A. Sebatspor,1.0,1.0,D,1.0,0.0,1.4,3.75,7.0,1.55,3.5,5.5,1.4,3.9,6.0,1.45,3.65,6.2,2004/5,€46.95m,€26.73m
T1,26/11/2004,Ankaragucu,Galatasaray,0.0,1.0,A,0.0,1.0,4.5,3.5,1.61,4.7,3.4,1.65,4.4,3.3,1.65,3.75,3.3,1.8,2004/5,€32.76m,€79.65m
T1,27/11/2004,Fenerbahce,Diyarbakirspor,3.0,0.0,H,2.0,0.0,1.16,5.5,11.0,1.15,6.0,13.0,1.2,5.0,10.0,1.2,5.0,11.0,2004/5,€90.60m,€22.93m
T1,27/11/2004,Kayserispor,Gaziantepspor,3.0,1.0,H,0.0,0.0,3.0,3.2,2.1,3.15,3.4,2.0,3.1,3.0,2.1,3.1,3.3,2.0,2004/5,€30.03m,€38.60m
T1,27/11/2004,Konyaspor,Trabzonspor,1.0,1.0,D,0.0,1.0,3.75,3.3,1.8,3.95,3.45,1.75,3.6,3.1,1.85,3.6,3.4,1.8,2004/5,€37.25m,€63.60m
T1,27/11/2004,Rizespor,Ankaraspor,2.0,1.0,H,0.0,1.0,1.61,3.5,4.5,1.6,3.5,4.9,1.65,3.3,4.4,1.65,3.5,4.3,2004/5,€22.85m,€32.75m
T1,28/11/2004,A. Sebatspor,Denizlispor,2.0,1.0,H,1.0,0.0,3.6,3.25,1.83,3.95,3.3,1.8,3.2,3.1,2.0,3.6,3.4,1.8,2004/5,€26.73m,€27.24m
