Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A
D1,2004/5,12/09/2004,Hannover,Freiburg,D,€42.98m,€22.43m,1.833,3.25,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.4,3.95,1.9,3.4,3.85,1.85,3.1,3.6,1.909,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.3,3.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.95,3.3,3.25,0,0,0
D1,2004/5,12/09/2004,Hansa Rostock,Kaiserslautern,A,€25.90m,€33.75m,1.909,3.25,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.3,3.7,1.95,3.3,3.7,1.85,3.1,3.6,1.909,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.25,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.83,3.3,3.6,0,0,1
D1,2004/5,18/09/2004,Bielefeld,Mainz,D,€24.65m,€16.73m,2.25,3.25,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.35,3.3,2.2,3.25,3.15,2.0,3.1,3.2,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.25,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.2,3.2,0,1,0
D1,2004/5,18/09/2004,Dortmund,Bayern Munich,D,€78.33m,€175.30m,2.75,3.0,2.37,1.0,1.0,1.0,1.0,1.0,1.0,2.9,3.3,2.2,2.85,3.2,2.4,2.5,3.0,2.5,2.6,3.2,2.38,1.0,1.0,1.0,1.0,1.0,1.0,2.75,3.2,2.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.1,2.5,0,1,0
D1,2004/5,18/09/2004,Hansa Rostock,Wolfsburg,A,€25.90m,€59.30m,2.3,3.2,2.7,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.3,2.9,2.4,3.2,2.85,2.3,3.0,2.7,2.38,3.2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.38,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.1,2.5,0,0,0
D1,2004/5,18/09/2004,Kaiserslautern,Hamburg,H,€33.75m,€65.60m,2.2,3.25,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.3,3.2,2.15,3.25,3.25,1.85,3.1,3.6,2.2,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.25,2.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.2,3.2,0,0,0
D1,2004/5,18/09/2004,Leverkusen,Nurnberg,D,€86.93m,€34.90m,1.4,3.75,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.45,3.9,6.3,1.45,3.9,7.5,1.45,3.8,5.4,1.44,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.6,6.5,0,0,0
D1,2004/5,18/09/2004,Schalke 04,M'gladbach,H,€86.33m,€50.93m,1.66,3.4,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.55,3.7,5.3,1.73,3.4,4.75,1.65,3.3,4.4,1.73,3.4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.73,3.4,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.61,3.3,5.0,0,0,0
D1,2004/5,18/09/2004,Werder Bremen,Hannover,H,€98.48m,€42.98m,1.5,3.5,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.2,6.6,1.53,3.75,6.2,1.65,3.3,4.4,1.5,3.6,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.44,3.75,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.4,6.0,0,0,0
D1,2004/5,19/09/2004,Freiburg,Bochum,D,€22.43m,€31.40m,2.3,3.2,2.7,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.3,2.75,2.3,3.25,3.0,2.2,3.0,2.9,2.25,3.2,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.2,2.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.2,2.62,0,1,0
D1,2004/5,19/09/2004,Hertha,Stuttgart,D,€71.78m,€79.50m,2.6,3.2,2.4,1.0,1.0,1.0,1.0,1.0,1.0,2.45,3.15,2.65,2.65,3.2,2.55,2.4,2.9,2.7,2.5,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.6,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,3.1,2.6,0,1,0
D1,2004/5,25/09/2004,Bayern Munich,Freiburg,H,€175.30m,€22.43m,1.28,4.5,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.0,9.8,1.31,4.75,9.5,1.3,4.2,8.0,1.3,4.33,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,4.75,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,4.33,8.0,0,0,0
D1,2004/5,25/09/2004,Bochum,Werder Bremen,A,€31.40m,€98.48m,2.62,3.2,2.37,1.0,1.0,1.0,1.0,1.0,1.0,2.6,3.3,2.4,2.7,3.2,2.5,2.6,3.0,2.4,2.4,3.25,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.75,3.2,2.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.1,2.5,0,0,0
D1,2004/5,25/09/2004,Hannover,Schalke 04,H,€42.98m,€86.33m,2.5,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.6,3.3,2.4,2.6,3.2,2.6,2.5,3.0,2.5,2.5,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.2,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6,3.1,2.4,0,0,0
D1,2004/5,25/09/2004,M'gladbach,Hansa Rostock,D,€50.93m,€25.90m,1.83,3.25,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.4,4.0,1.83,3.4,4.25,1.8,3.1,3.8,1.8,3.25,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.25,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.83,3.2,3.75,0,0,0
D1,2004/5,25/09/2004,Nurnberg,Bielefeld,A,€34.90m,€24.65m,1.8,3.25,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.4,4.3,1.83,3.35,4.25,1.85,3.1,3.6,1.73,3.4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.83,3.2,3.75,0,0,1
D1,2004/5,25/09/2004,Stuttgart,Leverkusen,H,€79.50m,€86.93m,2.2,3.25,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.15,3.2,3.1,2.2,3.3,3.1,2.2,3.0,2.9,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.25,3.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.1,3.1,0,0,0
D1,2004/5,25/09/2004,Wolfsburg,Kaiserslautern,H,€59.30m,€33.75m,1.61,3.4,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.65,3.5,4.8,1.7,3.4,5.0,1.65,3.3,4.4,1.62,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.67,3.5,4.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.3,4.33,0,0,0
D1,2004/5,26/09/2004,Hamburg,Hertha,H,€65.60m,€71.78m,2.1,3.25,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.2,3.0,2.2,3.3,3.1,2.1,3.0,3.1,2.1,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.15,3.1,3.0,0,0,0
D1,2004/5,26/09/2004,Mainz,Dortmund,D,€16.73m,€78.33m,2.62,3.2,2.37,1.0,1.0,1.0,1.0,1.0,1.0,2.8,3.25,2.3,2.85,3.25,2.35,2.9,3.0,2.2,2.6,3.2,2.38,1.0,1.0,1.0,1.0,1.0,1.0,2.88,3.2,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.75,3.1,2.3,0,1,0
D1,2004/5,28/09/2004,Hannover,Bielefeld,A,€42.98m,€24.65m,1.83,3.25,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.4,4.0,1.85,3.4,4.0,1.8,3.1,3.8,1.91,3.4,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.91,3.25,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.1,3.6,0,0,1
D1,2004/5,02/10/2004,Dortmund,Nurnberg,D,€78.33m,€34.90m,1.57,3.4,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.9,5.6,1.55,3.7,6.1,1.5,3.7,5.0,1.53,3.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.6,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.53,3.5,5.5,0,0,0
D1,2004/5,02/10/2004,Freiburg,Mainz,A,€22.43m,€16.73m,1.9,3.25,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.25,3.4,2.0,3.25,3.7,1.9,3.1,3.5,1.91,3.25,3.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.1,3.6,0,0,1
D1,2004/5,02/10/2004,Hansa Rostock,Hannover,A,€25.90m,€42.98m,2.0,3.25,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.95,3.3,3.5,2.05,3.25,3.5,1.9,3.1,3.5,1.91,3.2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.2,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.1,3.6,0,0,1
