Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,HomeMatchday,AwayMatchday,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,isSuprise
I1,2016/17,19/03/2017,Udinese,Palermo,H,101.95,41.1,29,29,1.62,3.8,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.65,3.8,5.5,1.0,1.0,1.0,1.65,3.9,4.6,1.62,3.6,5.75,1.64,3.96,6.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.62,3.8,6.25,1.62,4.0,6.0,0,0,0,0
I1,2016/17,01/04/2017,Roma,Empoli,H,354.68,55.45,30,30,1.17,7.5,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.19,7.25,14.0,1.0,1.0,1.0,1.17,6.5,14.0,1.18,7.0,17.0,1.19,8.04,19.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,7.5,15.0,1.18,7.5,17.0,0,0,0,0
I1,2016/17,01/04/2017,Sassuolo,Lazio,A,145.25,226.45,30,30,4.5,3.75,1.8,1.0,1.0,1.0,1.0,1.0,1.0,4.6,3.75,1.78,1.0,1.0,1.0,4.9,3.7,1.65,4.0,3.8,1.8,4.47,3.93,1.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.8,1.8,4.33,3.75,1.85,0,0,0,0
I1,2016/17,02/04/2017,Chievo,Crotone,A,45.88,36.7,30,30,1.85,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.5,4.75,1.0,1.0,1.0,1.75,3.5,4.5,1.83,3.3,4.5,1.87,3.53,4.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.3,5.0,1.85,3.6,4.5,0,0,1,1
I1,2016/17,02/04/2017,Fiorentina,Bologna,H,217.08,95.0,30,30,1.5,4.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.48,4.25,7.25,1.0,1.0,1.0,1.5,4.0,6.1,1.5,4.0,6.5,1.51,4.46,7.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,4.33,7.0,1.5,4.33,7.0,0,0,0,0
I1,2016/17,02/04/2017,Genoa,Atalanta,A,108.18,161.7,30,30,3.8,3.4,2.05,1.0,1.0,1.0,1.0,1.0,1.0,3.75,3.4,2.05,1.0,1.0,1.0,3.5,3.4,2.0,3.75,3.3,2.0,3.97,3.46,2.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6,3.4,2.1,3.6,3.5,2.1,0,0,0,0
I1,2016/17,02/04/2017,Napoli,Juventus,D,387.3,497.18,30,30,2.38,3.3,3.1,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.3,2.85,1.0,1.0,1.0,2.6,3.2,2.6,2.4,3.1,3.0,2.49,3.32,3.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.13,3.1,2.5,3.3,3.0,0,1,0,1
I1,2016/17,02/04/2017,Palermo,Cagliari,A,41.1,61.08,30,30,2.25,3.4,3.25,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.4,3.1,1.0,1.0,1.0,2.2,3.3,3.1,2.25,3.3,3.1,2.33,3.48,3.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.3,3.3,2.3,3.3,3.3,0,0,0,0
I1,2016/17,02/04/2017,Pescara,Milan,D,48.1,254.33,30,30,6.0,4.33,1.53,1.0,1.0,1.0,1.0,1.0,1.0,5.75,4.4,1.53,1.0,1.0,1.0,7.1,4.5,1.4,5.25,4.5,1.55,6.18,4.7,1.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.5,1.53,6.0,4.5,1.53,0,0,0,0
I1,2016/17,02/04/2017,Torino,Udinese,D,162.35,101.95,30,30,1.85,3.75,4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.87,3.7,4.1,1.0,1.0,1.0,1.85,3.45,4.0,1.85,3.5,4.0,1.91,3.7,4.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.7,4.33,1.85,3.75,4.33,0,0,0,0
I1,2016/17,03/04/2017,Inter,Sampdoria,A,328.3,117.58,30,30,1.33,5.5,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.34,5.5,8.25,1.0,1.0,1.0,1.4,4.4,7.3,1.35,5.25,8.5,1.35,5.78,9.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,5.5,9.0,1.36,5.5,8.0,0,0,1,1
I1,2016/17,08/04/2017,Atalanta,Sassuolo,D,161.7,145.25,31,31,1.45,4.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,4.4,6.5,1.0,1.0,1.0,1.5,4.0,6.1,1.48,4.33,6.5,1.49,4.73,7.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,4.5,6.5,1.44,4.5,7.0,0,0,0,0
I1,2016/17,08/04/2017,Empoli,Pescara,D,55.45,48.1,31,31,1.83,3.75,4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.91,3.6,4.0,1.0,1.0,1.0,1.85,3.5,4.0,1.91,3.6,3.8,1.95,3.89,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.93,3.7,4.1,1.91,3.5,4.0,0,0,0,0
I1,2016/17,08/04/2017,Juventus,Chievo,H,497.18,45.88,31,31,1.25,6.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,6.0,12.0,1.0,1.0,1.0,1.2,6.0,13.0,1.25,5.5,13.0,1.27,6.11,14.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,6.0,13.0,1.25,5.5,13.0,0,0,0,0
I1,2016/17,09/04/2017,Bologna,Roma,A,95.0,354.68,31,31,7.0,4.75,1.44,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.75,1.44,1.0,1.0,1.0,7.0,4.0,1.45,6.5,4.5,1.44,8.14,5.04,1.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,4.75,1.44,7.0,4.5,1.44,0,0,0,0
I1,2016/17,09/04/2017,Cagliari,Torino,A,61.08,162.35,31,31,3.0,3.5,2.3,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.5,2.25,1.0,1.0,1.0,2.9,3.3,2.3,2.9,3.6,2.25,3.09,3.81,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.6,2.3,3.2,3.2,2.3,0,0,0,0
I1,2016/17,09/04/2017,Crotone,Inter,H,36.7,328.3,31,31,10.0,5.0,1.33,1.0,1.0,1.0,1.0,1.0,1.0,8.5,5.5,1.33,1.0,1.0,1.0,7.6,4.8,1.35,8.5,5.0,1.35,10.69,5.95,1.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.5,5.4,1.3,9.0,5.0,1.33,1,0,0,1
I1,2016/17,09/04/2017,Lazio,Napoli,A,226.45,387.3,31,31,2.7,3.6,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.8,3.5,2.45,1.0,1.0,1.0,2.65,3.3,2.5,2.62,3.5,2.5,2.74,3.71,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,3.5,2.5,2.62,3.3,2.62,0,0,0,0
I1,2016/17,09/04/2017,Milan,Palermo,H,254.33,41.1,31,31,1.25,6.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.28,5.75,10.5,1.0,1.0,1.0,1.3,5.0,9.0,1.29,5.5,10.0,1.29,6.23,12.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29,6.0,10.5,1.3,5.5,9.0,0,0,0,0
I1,2016/17,09/04/2017,Sampdoria,Fiorentina,D,117.58,217.08,31,31,3.0,3.5,2.3,1.0,1.0,1.0,1.0,1.0,1.0,2.85,3.4,2.45,1.0,1.0,1.0,2.6,3.2,2.6,2.9,3.3,2.4,2.99,3.53,2.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.4,2.4,3.0,3.2,2.4,0,1,0,1
I1,2016/17,09/04/2017,Udinese,Genoa,H,101.95,108.18,31,31,1.8,3.7,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.78,3.7,4.6,1.0,1.0,1.0,1.8,3.5,4.2,1.8,3.6,4.33,1.83,3.84,4.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.6,4.8,1.83,3.5,4.33,0,0,0,0
I1,2016/17,15/04/2017,Cagliari,Chievo,H,61.08,45.88,32,32,2.2,3.3,3.3,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.3,3.4,1.0,1.0,1.0,2.2,3.3,3.1,2.2,3.3,3.25,2.28,3.47,3.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.3,3.4,2.2,3.4,3.2,0,0,0,0
I1,2016/17,15/04/2017,Fiorentina,Empoli,A,217.08,55.45,32,32,1.33,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,5.0,9.5,1.0,1.0,1.0,1.35,4.8,7.6,1.3,5.25,10.0,1.32,5.64,11.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29,5.5,12.0,1.33,5.0,9.0,0,0,1,1
I1,2016/17,15/04/2017,Genoa,Lazio,D,108.18,226.45,32,32,5.0,3.75,1.67,1.0,1.0,1.0,1.0,1.0,1.0,4.75,3.8,1.67,1.0,1.0,1.0,4.7,3.6,1.7,5.0,3.8,1.67,5.5,4.06,1.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.75,3.6,1.7,4.5,4.0,1.7,0,0,0,0
I1,2016/17,15/04/2017,Inter,Milan,D,328.3,254.33,32,32,2.0,3.4,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.4,3.5,1.0,1.0,1.0,2.2,3.3,3.1,2.05,3.5,3.4,2.1,3.75,3.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.6,3.5,2.1,3.6,3.3,0,1,0,1
I1,2016/17,15/04/2017,Napoli,Udinese,H,387.3,101.95,32,32,1.22,6.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,5.75,10.0,1.0,1.0,1.0,1.25,5.5,10.3,1.22,6.0,13.0,1.25,6.82,14.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,6.5,10.5,1.25,6.0,11.0,0,0,0,0
I1,2016/17,15/04/2017,Palermo,Bologna,D,41.1,95.0,32,32,2.55,3.2,2.8,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.25,2.8,1.0,1.0,1.0,2.3,3.3,2.9,2.62,3.0,2.8,2.77,3.18,2.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7,3.2,2.8,2.6,3.3,2.7,0,1,0,1
I1,2016/17,15/04/2017,Pescara,Juventus,A,48.1,497.18,32,32,9.0,5.75,1.29,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.5,1.28,1.0,1.0,1.0,10.3,5.5,1.25,9.0,5.5,1.3,10.93,6.21,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.5,5.75,1.29,10.0,5.5,1.29,0,0,0,0
I1,2016/17,15/04/2017,Roma,Atalanta,D,354.68,161.7,32,32,1.5,4.33,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.48,4.5,5.75,1.0,1.0,1.0,1.5,4.0,6.1,1.5,4.33,6.0,1.51,4.72,6.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,4.5,6.5,1.5,4.4,6.0,0,0,0,0
I1,2016/17,15/04/2017,Sassuolo,Sampdoria,H,145.25,117.58,32,32,2.1,3.5,3.3,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.4,3.3,1.0,1.0,1.0,2.3,3.3,2.9,2.2,3.5,3.1,2.27,3.69,3.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.5,3.3,2.2,3.6,3.1,0,0,0,0
I1,2016/17,15/04/2017,Torino,Crotone,D,162.35,36.7,32,32,1.53,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.55,4.0,5.75,1.0,1.0,1.0,1.55,4.2,5.0,1.55,4.2,5.75,1.57,4.5,6.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.53,4.4,6.25,1.5,4.4,6.0,0,0,0,0
I1,2016/17,22/04/2017,Atalanta,Bologna,H,161.7,95.0,33,33,1.36,5.0,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.34,5.0,9.75,1.0,1.0,1.0,1.35,4.8,7.6,1.36,4.75,8.5,1.39,5.16,9.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.36,5.0,10.0,1.4,4.5,8.0,0,0,0,0
I1,2016/17,22/04/2017,Fiorentina,Inter,H,217.08,328.3,33,33,2.7,3.4,2.63,1.0,1.0,1.0,1.0,1.0,1.0,2.6,3.5,2.6,1.0,1.0,1.0,2.5,3.3,2.65,2.5,3.6,2.5,2.77,3.55,2.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.75,3.5,2.55,2.5,3.0,2.75,0,0,0,0
I1,2016/17,23/04/2017,Chievo,Torino,A,45.88,162.35,33,33,3.0,3.5,2.25,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.4,2.3,1.0,1.0,1.0,2.9,3.3,2.3,2.9,3.6,2.25,3.17,3.68,2.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.13,3.6,2.25,3.0,3.25,2.38,0,0,0,0
I1,2016/17,23/04/2017,Juventus,Genoa,H,497.18,108.18,33,33,1.18,7.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,7.25,15.5,1.0,1.0,1.0,1.15,7.0,15.0,1.2,6.5,15.0,1.19,7.87,19.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,7.5,15.0,1.22,6.0,12.0,0,0,0,0
I1,2016/17,23/04/2017,Lazio,Palermo,H,226.45,41.1,33,33,1.14,8.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.17,7.5,16.0,1.0,1.0,1.0,1.15,7.0,15.0,1.18,7.5,17.0,1.17,8.51,19.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15,8.0,20.0,1.17,7.5,13.0,0,0,0,0
I1,2016/17,23/04/2017,Milan,Empoli,A,254.33,55.45,33,33,1.36,4.75,9.5,1.0,1.0,1.0,1.0,1.0,1.0,1.34,5.0,9.75,1.0,1.0,1.0,1.3,5.0,9.0,1.36,5.0,7.5,1.35,5.67,9.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.36,5.25,9.0,1.36,4.5,9.0,0,0,1,1
I1,2016/17,23/04/2017,Sampdoria,Crotone,A,117.58,36.7,33,33,1.91,3.5,4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.6,4.25,1.0,1.0,1.0,1.85,3.6,3.8,1.85,3.6,4.0,1.92,3.81,4.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,3.7,4.1,1.91,3.4,4.0,0,0,1,1
I1,2016/17,23/04/2017,Sassuolo,Napoli,D,145.25,387.3,33,33,9.5,4.75,1.36,1.0,1.0,1.0,1.0,1.0,1.0,7.75,4.75,1.4,1.0,1.0,1.0,7.3,4.4,1.4,7.0,4.75,1.4,8.84,5.17,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,5.0,1.4,7.5,4.5,1.4,0,0,0,0
I1,2016/17,23/04/2017,Udinese,Cagliari,H,101.95,61.08,33,33,1.85,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.6,4.33,1.0,1.0,1.0,1.8,3.5,4.2,1.8,3.6,4.2,1.85,3.9,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.75,4.5,1.91,3.5,4.0,0,0,0,0
I1,2016/17,24/04/2017,Pescara,Roma,A,48.1,354.68,33,33,11.0,6.5,1.22,1.0,1.0,1.0,1.0,1.0,1.0,11.5,6.25,1.25,1.0,1.0,1.0,10.3,5.5,1.25,10.0,6.5,1.25,12.87,6.78,1.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,6.5,1.22,9.0,6.0,1.29,0,0,0,0
I1,2016/17,28/04/2017,Atalanta,Juventus,D,161.7,497.18,34,34,3.75,3.4,2.05,1.0,1.0,1.0,1.0,1.0,1.0,3.4,3.3,2.1,1.0,1.0,1.0,3.1,3.3,2.2,3.75,3.2,2.1,3.93,3.37,2.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.1,3.25,2.05,3.5,3.3,2.1,0,0,0,0
I1,2016/17,29/04/2017,Torino,Sampdoria,D,162.35,117.58,34,34,1.62,4.2,5.25,1.0,1.0,1.0,1.0,1.0,1.0,1.62,4.0,5.0,1.0,1.0,1.0,1.7,3.7,4.5,1.66,4.2,5.2,1.68,4.24,5.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.65,4.3,5.0,1.67,4.33,4.33,0,0,0,0
I1,2016/17,30/04/2017,Bologna,Udinese,H,95.0,101.95,34,34,2.38,3.3,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.2,3.1,1.0,1.0,1.0,2.4,3.0,3.05,2.4,3.1,3.1,2.49,3.26,3.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.45,3.2,3.13,2.38,3.4,2.9,0,0,0,0
I1,2016/17,30/04/2017,Cagliari,Pescara,H,61.08,48.1,34,34,1.62,4.2,5.25,1.0,1.0,1.0,1.0,1.0,1.0,1.62,4.0,5.0,1.0,1.0,1.0,1.55,4.2,5.0,1.53,4.33,5.2,1.6,4.47,5.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,4.33,5.75,1.57,4.4,5.0,0,0,0,0
I1,2016/17,30/04/2017,Crotone,Milan,D,36.7,254.33,34,34,4.0,3.5,1.95,1.0,1.0,1.0,1.0,1.0,1.0,3.9,3.5,1.9,1.0,1.0,1.0,3.4,3.5,2.0,4.2,3.4,1.86,4.12,3.61,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.5,2.0,3.9,3.6,1.91,0,0,0,0
I1,2016/17,30/04/2017,Empoli,Sassuolo,A,55.45,145.25,34,34,2.1,3.4,3.6,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.25,3.5,1.0,1.0,1.0,1.9,3.45,3.8,1.86,3.4,3.9,2.15,3.49,3.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.4,3.7,2.1,3.5,3.3,0,0,1,1
I1,2016/17,30/04/2017,Genoa,Chievo,A,108.18,45.88,34,34,1.67,3.75,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.67,3.7,5.0,1.0,1.0,1.0,1.7,3.7,4.5,1.7,3.7,5.2,1.7,3.95,5.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.8,5.4,1.73,3.75,4.6,0,0,1,1
I1,2016/17,30/04/2017,Inter,Napoli,A,328.3,387.3,34,34,3.1,3.4,2.3,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.5,2.2,1.0,1.0,1.0,3.2,3.4,2.1,3.1,3.6,2.2,3.12,3.8,2.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.6,2.25,2.8,3.75,2.3,0,0,0,0
I1,2016/17,30/04/2017,Palermo,Fiorentina,H,41.1,217.08,34,34,8.0,4.75,1.4,1.0,1.0,1.0,1.0,1.0,1.0,6.75,4.6,1.42,1.0,1.0,1.0,6.5,4.2,1.45,7.0,4.6,1.4,8.83,5.09,1.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.5,4.8,1.4,7.0,4.5,1.44,1,0,0,1
I1,2016/17,30/04/2017,Roma,Lazio,A,354.68,226.45,34,34,1.85,3.75,4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.83,3.7,4.0,1.0,1.0,1.0,2.0,3.3,3.6,1.83,3.7,4.2,1.9,3.93,4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85,3.8,4.2,1.8,3.8,4.2,0,0,1,1
I1,2016/17,06/05/2017,Juventus,Torino,D,497.18,162.35,35,35,1.5,4.33,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.48,4.6,6.25,1.0,1.0,1.0,1.5,4.0,6.1,1.5,4.6,5.75,1.52,4.67,6.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,4.5,6.5,1.53,4.2,6.0,0,0,0,0
I1,2016/17,06/05/2017,Napoli,Cagliari,H,387.3,61.08,35,35,1.13,9.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.09,11.0,23.0,1.0,1.0,1.0,1.1,8.0,20.0,1.11,9.0,26.0,1.13,11.15,21.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.06,10.0,22.0,1.14,8.0,17.0,0,0,0,0
I1,2016/17,07/05/2017,Chievo,Palermo,D,45.88,41.1,35,35,1.67,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.65,3.9,5.25,1.0,1.0,1.0,1.65,3.8,4.7,1.66,4.2,5.2,1.74,3.99,5.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,4.0,5.25,1.73,3.6,5.0,0,0,0,0
I1,2016/17,07/05/2017,Empoli,Bologna,H,55.45,95.0,35,35,1.7,3.8,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72,3.75,5.0,1.0,1.0,1.0,1.6,3.9,5.0,1.66,3.9,4.8,1.74,3.92,5.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.73,3.8,4.8,1.73,3.6,5.0,0,0,0,0
I1,2016/17,07/05/2017,Genoa,Inter,H,108.18,328.3,35,35,4.75,3.8,1.75,1.0,1.0,1.0,1.0,1.0,1.0,4.4,4.0,1.75,1.0,1.0,1.0,3.9,3.7,1.8,4.33,3.75,1.72,4.69,4.08,1.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.75,4.0,1.73,4.5,3.6,1.8,1,0,0,1
I1,2016/17,07/05/2017,Lazio,Sampdoria,H,226.45,117.58,35,35,1.22,6.5,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,7.0,12.0,1.0,1.0,1.0,1.27,5.5,9.0,1.22,6.0,13.0,1.23,7.65,12.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,7.0,12.0,1.25,6.0,11.0,0,0,0,0
I1,2016/17,07/05/2017,Milan,Roma,A,254.33,354.68,35,35,3.25,3.8,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.25,3.6,2.15,1.0,1.0,1.0,3.8,3.5,1.9,3.0,3.6,2.2,3.29,3.81,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.25,3.7,2.15,3.3,3.3,2.2,0,0,0,0
I1,2016/17,07/05/2017,Pescara,Crotone,A,48.1,36.7,35,35,5.0,4.4,1.6,1.0,1.0,1.0,1.0,1.0,1.0,5.25,4.2,1.6,1.0,1.0,1.0,4.9,4.0,1.6,4.6,4.33,1.6,5.29,4.55,1.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4,4.4,1.6,5.0,4.0,1.62,0,0,0,0
I1,2016/17,07/05/2017,Sassuolo,Fiorentina,D,145.25,217.08,35,35,3.1,3.6,2.2,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.6,2.2,1.0,1.0,1.0,3.4,3.5,2.0,3.1,3.5,2.2,3.25,3.84,2.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.2,3.6,2.2,3.1,3.5,2.2,0,1,0,1
I1,2016/17,07/05/2017,Udinese,Atalanta,D,101.95,161.7,35,35,4.5,3.7,1.8,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.8,1.78,1.0,1.0,1.0,3.8,3.6,1.85,4.4,3.75,1.83,4.77,3.91,1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5,3.8,1.8,4.5,3.6,1.8,0,0,0,0
I1,2016/17,13/05/2017,Atalanta,Milan,D,161.7,254.33,36,36,2.05,3.5,3.6,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.5,3.5,1.0,1.0,1.0,2.0,3.5,3.4,2.05,3.6,3.7,2.05,3.68,3.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.6,3.8,2.05,3.3,3.75,0,0,0,0
I1,2016/17,13/05/2017,Fiorentina,Lazio,H,217.08,226.45,36,36,1.95,3.8,3.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.9,3.4,1.0,1.0,1.0,2.3,3.5,2.8,1.95,3.75,3.6,2.03,3.98,3.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.9,3.6,2.0,3.75,3.4,0,0,0,0
