Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,B365H_Prob,BWH_Prob,WHH_Prob,IWH_Prob,B365D_Prob,BWD_Prob,WHD_Prob,IWD_Prob,B365A_Prob,BWA_Prob,WHA_Prob,IWA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A
F1,19/09/2004,Nice,Sochaux,H,2.37,3.2,2.62,2.4,3.0,2.75,2.3,2.9,2.8,2.37,3.0,2.7,2004/5,€34.45m,€49.65m,42.1941,41.6667,42.1941,43.4783,31.25,33.3333,33.3333,34.4828,38.1679,36.3636,37.037,35.7143,H,42.3833,0.7712,33.0999,1.347,36.8207,1.048
F1,19/09/2004,Paris SG,Monaco,A,2.37,3.2,2.62,2.35,3.15,2.7,2.4,2.9,2.7,2.37,3.0,2.7,2004/5,€81.75m,€103.80m,42.1941,42.5532,42.1941,41.6667,31.25,31.746,33.3333,34.4828,38.1679,37.037,37.037,37.037,H,42.152,0.3652,32.703,1.4823,37.3197,0.5655
F1,22/09/2004,Bastia,Bordeaux,A,2.25,3.0,3.0,2.1,3.1,3.2,2.3,2.9,2.8,2.37,3.0,2.7,2004/5,€31.85m,€52.60m,44.4444,47.619,42.1941,43.4783,33.3333,32.2581,33.3333,34.4828,33.3333,31.25,37.037,35.7143,H,44.4339,2.3148,33.3519,0.9085,34.3337,2.5641
F1,22/09/2004,Caen,Strasbourg,D,1.83,3.1,4.0,1.9,3.15,3.7,1.85,3.0,3.8,1.8,3.0,4.2,2004/5,€22.70m,€35.10m,54.6448,52.6316,55.5556,54.0541,32.2581,31.746,33.3333,33.3333,25.0,27.027,23.8095,26.3158,H,54.2215,1.2268,32.6677,0.7965,25.5381,1.4259
F1,22/09/2004,Istres,Ajaccio,A,2.1,3.0,3.25,2.1,3.1,3.2,2.2,2.8,3.1,2.05,2.9,3.4,2004/5,€18.50m,€24.55m,47.619,47.619,48.7805,45.4545,33.3333,32.2581,34.4828,35.7143,30.7692,31.25,29.4118,32.2581,H,47.3683,1.3884,33.9471,1.4877,30.9223,1.1828
F1,22/09/2004,Lens,Paris SG,D,2.25,3.0,3.0,2.3,3.0,2.9,2.0,3.1,3.2,2.15,3.0,3.1,2004/5,€52.50m,€81.75m,44.4444,43.4783,46.5116,50.0,33.3333,33.3333,33.3333,32.2581,33.3333,34.4828,32.2581,31.25,H,46.1086,2.8864,33.0645,0.5376,32.8311,1.3915
F1,22/09/2004,Metz,Nice,D,1.72,3.25,4.33,1.75,3.25,4.25,1.9,2.9,3.8,1.72,3.1,4.5,2004/5,€35.70m,€34.45m,58.1395,57.1429,58.1395,52.6316,30.7692,30.7692,32.2581,34.4828,23.0947,23.5294,22.2222,26.3158,H,56.5134,2.6301,32.0698,1.7551,23.7905,1.7691
F1,22/09/2004,Monaco,Nantes,H,1.57,3.4,5.5,1.55,3.5,5.45,1.6,3.3,4.8,1.57,3.3,5.5,2004/5,€103.80m,€47.35m,63.6943,64.5161,63.6943,62.5,29.4118,28.5714,30.303,30.303,18.1818,18.3486,18.1818,20.8333,H,63.6012,0.8301,29.6473,0.8312,18.8864,1.3003
F1,22/09/2004,Stade Rennais FC,Marseille,H,2.4,3.1,2.62,2.45,3.05,2.65,2.4,2.9,2.7,2.37,3.0,2.7,2004/5,€61.30m,€78.60m,41.6667,40.8163,42.1941,41.6667,32.2581,32.7869,33.3333,34.4828,38.1679,37.7358,37.037,37.037,H,41.5859,0.5702,33.2153,0.9522,37.4944,0.5569
F1,22/09/2004,Sochaux,Lille,A,1.8,3.2,4.0,1.85,3.25,3.75,1.8,3.0,4.0,1.8,3.1,4.0,2004/5,€49.65m,€56.25m,55.5556,54.0541,55.5556,55.5556,31.25,30.7692,32.2581,33.3333,25.0,26.6667,25.0,25.0,H,55.1802,0.7508,31.9026,1.1378,25.4167,0.8333
F1,22/09/2004,St Etienne,Auxerre,H,2.5,3.0,2.62,2.55,2.9,2.65,2.6,2.8,2.6,2.5,2.9,2.62,2004/5,€37.50m,€47.85m,40.0,39.2157,40.0,38.4615,33.3333,34.4828,34.4828,35.7143,38.1679,37.7358,38.1679,38.4615,H,39.4193,0.7378,34.5033,0.9723,38.1333,0.299
F1,25/09/2004,Ajaccio,Caen,D,2.2,3.0,3.1,2.1,3.1,3.2,2.1,2.9,3.2,2.1,3.0,3.2,2004/5,€24.55m,€22.70m,45.4545,47.619,47.619,47.619,33.3333,32.2581,33.3333,34.4828,32.2581,31.25,31.25,31.25,H,47.0779,1.0822,33.3519,0.9085,31.502,0.504
F1,25/09/2004,Auxerre,Istres,D,1.44,3.75,6.5,1.35,4.0,8.25,1.45,3.6,5.8,1.44,3.5,7.0,2004/5,€47.85m,€18.50m,69.4444,74.0741,69.4444,68.9655,26.6667,25.0,28.5714,27.7778,15.3846,12.1212,14.2857,17.2414,H,70.4821,2.4053,27.004,1.5476,14.7582,2.1398
F1,25/09/2004,Bordeaux,Toulouse,D,1.8,3.25,4.0,1.8,3.2,4.1,1.85,3.1,3.6,1.72,3.1,4.5,2004/5,€52.60m,€37.10m,55.5556,55.5556,58.1395,54.0541,30.7692,31.25,32.2581,32.2581,25.0,24.3902,22.2222,27.7778,H,55.8262,1.6969,31.6338,0.7471,24.8476,2.2885
