Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,Season,HomeValue,AwayValue,VCH,VCD,VCA,B365H_Prob,BWH_Prob,LBH_Prob,VCH_Prob,B365D_Prob,BWD_Prob,LBD_Prob,VCD_Prob,B365A_Prob,BWA_Prob,LBA_Prob,VCA_Prob,Consensus,Mean_Prob_H,Std_Dev_Prob_H,Mean_Prob_D,Std_Dev_Prob_D,Mean_Prob_A,Std_Dev_Prob_A
E0,02/10/2010,Wigan,Wolves,2.0,0.0,H,0.0,0.0,D,L Mason,24.0,2.0,17.0,0.0,9.0,12.0,3.0,3.0,1.0,2.0,0.0,1.0,2.25,3.25,3.3,2.15,3.2,3.3,2.25,3.25,3.25,2010/11,€80.50m,€83.55m,2.3,3.3,3.25,44.44444444444444,46.51162790697674,44.44444444444444,43.47826086956522,30.76923076923077,31.25,30.76923076923077,30.303030303030305,30.303030303030305,30.303030303030305,30.76923076923077,30.76923076923077,H,44.71969441635771,1.2785027675606078,30.772872960372965,0.38662163489847257,30.53613053613054,0.26916096465716777
E0,03/10/2010,Chelsea,Arsenal,2.0,0.0,H,1.0,0.0,H,M Dean,11.0,13.0,6.0,5.0,7.0,12.0,10.0,10.0,1.0,1.0,0.0,0.0,1.73,3.6,5.0,1.65,3.75,4.75,1.73,3.5,5.0,2010/11,€424.10m,€324.00m,1.73,3.75,5.0,57.80346820809249,60.60606060606061,57.80346820809249,57.80346820809249,27.77777777777778,26.666666666666668,28.57142857142857,26.666666666666668,20.0,21.052631578947366,20.0,20.0,H,58.50411630758452,1.4012961989840598,27.42063492063492,0.9289444373586991,20.263157894736842,0.5263157894736832
E0,03/10/2010,Liverpool,Blackpool,1.0,2.0,A,0.0,2.0,A,M Jones,19.0,11.0,10.0,7.0,11.0,10.0,5.0,2.0,2.0,1.0,0.0,0.0,1.33,5.0,10.0,1.3,4.75,9.75,1.3,5.0,11.0,2010/11,€339.20m,€50.03m,1.33,5.0,11.0,75.18796992481202,76.92307692307692,76.92307692307692,75.18796992481202,20.0,21.052631578947366,20.0,20.0,10.0,10.256410256410255,9.090909090909092,9.090909090909092,H,76.05552342394446,1.0017644925210416,20.263157894736842,0.5263157894736832,9.60955710955711,0.6079627671675972
E0,03/10/2010,Man City,Newcastle,2.0,1.0,H,1.0,1.0,D,M Atkinson,9.0,8.0,5.0,4.0,11.0,13.0,4.0,4.0,3.0,2.0,0.0,0.0,1.44,4.0,8.5,1.4,4.4,7.25,1.4,4.5,8.0,2010/11,€404.18m,€119.48m,1.44,4.4,8.5,69.44444444444444,71.42857142857143,71.42857142857143,69.44444444444444,25.0,22.727272727272727,22.22222222222222,22.727272727272727,11.76470588235294,13.793103448275861,12.5,11.76470588235294,H,70.43650793650794,1.1455362483921168,23.169191919191917,1.2435426517419328,12.455628803245435,0.9566532277389285
E0,16/10/2010,Arsenal,Birmingham,2.0,1.0,H,1.0,1.0,D,M Atkinson,18.0,6.0,13.0,4.0,16.0,9.0,7.0,3.0,2.0,2.0,1.0,0.0,1.29,5.5,11.0,1.28,5.0,9.75,1.3,5.0,11.0,2010/11,€324.00m,€95.38m,1.3,5.25,11.0,77.51937984496124,78.125,76.92307692307692,76.92307692307692,18.181818181818183,20.0,20.0,19.047619047619047,9.090909090909092,10.256410256410255,9.090909090909092,9.090909090909092,H,77.37263342277876,0.574975962335616,19.30735930735931,0.8744160119794,9.382284382284384,0.5827505827505819
E0,16/10/2010,Aston Villa,Chelsea,0.0,0.0,D,0.0,0.0,D,L Mason,11.0,13.0,5.0,6.0,11.0,11.0,9.0,5.0,4.0,3.0,0.0,0.0,5.0,3.6,1.73,5.5,3.9,1.65,5.0,3.5,1.73,2010/11,€202.80m,€424.10m,5.0,3.75,1.73,20.0,18.181818181818183,20.0,20.0,27.77777777777778,25.641025641025646,28.57142857142857,26.666666666666668,57.80346820809249,60.60606060606061,57.80346820809249,57.80346820809249,A,19.545454545454547,0.9090909090909083,27.164224664224665,1.2811933870170973,58.50411630758452,1.4012961989840598
E0,16/10/2010,Bolton,Stoke,2.0,1.0,H,1.0,0.0,H,P Walton,11.0,8.0,6.0,3.0,10.0,8.0,5.0,6.0,2.0,2.0,1.0,0.0,2.2,3.2,3.5,2.15,3.25,3.25,2.2,3.2,3.4,2010/11,€100.15m,€94.45m,2.25,3.3,3.5,45.45454545454545,46.51162790697674,45.45454545454545,44.44444444444444,31.25,30.76923076923077,31.25,30.303030303030305,28.57142857142857,30.76923076923077,29.411764705882355,28.57142857142857,H,45.46629081512802,0.8440330854226766,30.89306526806527,0.4539754210630203,29.33096315449257,1.03745332233184
E0,16/10/2010,Fulham,Tottenham,1.0,2.0,A,1.0,1.0,D,M Dean,11.0,14.0,5.0,6.0,9.0,10.0,4.0,11.0,1.0,1.0,0.0,0.0,2.88,3.25,2.5,3.0,3.3,2.4,2.88,3.2,2.5,2010/11,€109.55m,€307.08m,2.88,3.25,2.6,34.72222222222222,33.33333333333333,34.72222222222222,34.72222222222222,30.76923076923077,30.303030303030305,31.25,30.76923076923077,40.0,41.66666666666667,40.0,38.46153846153846,A,34.375,0.6944444444444464,30.77287296037296,0.38662163489847257,40.032051282051285,1.3090114010680882
E0,16/10/2010,Man United,West Brom,2.0,2.0,D,2.0,0.0,H,M Jones,16.0,7.0,9.0,2.0,10.0,7.0,3.0,2.0,1.0,2.0,0.0,0.0,1.25,5.75,12.0,1.22,5.75,11.0,1.25,5.5,12.0,2010/11,€388.00m,€86.88m,1.25,6.0,13.0,80.0,81.9672131147541,80.0,80.0,17.391304347826086,17.391304347826086,18.181818181818183,16.666666666666664,8.333333333333332,9.090909090909092,8.333333333333332,7.6923076923076925,H,80.49180327868852,0.983606557377051,17.407773386034258,0.6188502710163368,8.362470862470861,0.5719670498964827
E0,16/10/2010,Newcastle,Wigan,2.0,2.0,D,0.0,2.0,A,M Halsey,9.0,8.0,4.0,4.0,13.0,14.0,6.0,3.0,2.0,1.0,0.0,0.0,1.83,3.5,4.5,1.75,3.5,4.5,1.8,3.5,4.5,2010/11,€119.48m,€80.50m,1.85,3.5,4.4,54.64480874316939,57.14285714285714,55.55555555555556,54.05405405405405,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857,22.22222222222222,22.22222222222222,22.22222222222222,22.727272727272727,H,55.34931887390904,1.3457784078253359,28.57142857142857,0.0,22.348484848484844,0.2525252525252526
E0,16/10/2010,Wolves,West Ham,1.0,1.0,D,1.0,0.0,H,M Clattenburg,9.0,9.0,5.0,7.0,10.0,8.0,8.0,3.0,0.0,1.0,0.0,0.0,2.25,3.2,3.4,2.15,3.2,3.3,2.25,3.25,3.25,2010/11,€83.55m,€138.75m,2.3,3.25,3.4,44.44444444444444,46.51162790697674,44.44444444444444,43.47826086956522,31.25,31.25,30.76923076923077,30.76923076923077,29.411764705882355,30.303030303030305,30.76923076923077,29.411764705882355,H,44.71969441635771,1.2785027675606078,31.009615384615387,0.2775722448027042,29.973947621006445,0.6764786169501713
E0,17/10/2010,Blackpool,Man City,2.0,3.0,A,0.0,0.0,D,P Dowd,16.0,13.0,5.0,8.0,9.0,9.0,3.0,9.0,0.0,2.0,0.0,0.0,5.5,4.0,1.62,5.5,3.6,1.6,6.0,3.6,1.62,2010/11,€50.03m,€404.18m,6.0,4.0,1.62,18.181818181818183,18.181818181818183,16.666666666666664,16.666666666666664,25.0,27.77777777777778,27.77777777777778,25.0,61.72839506172839,62.5,61.72839506172839,61.72839506172839,A,17.424242424242422,0.8747731351357988,26.38888888888889,1.603750747748961,61.92129629629629,0.38580246913580396
E0,17/10/2010,Everton,Liverpool,2.0,0.0,H,1.0,0.0,H,H Webb,9.0,15.0,6.0,9.0,10.0,9.0,8.0,7.0,2.0,2.0,0.0,0.0,2.4,3.25,3.0,2.45,3.3,2.95,2.38,3.25,3.0,2010/11,€184.48m,€339.20m,2.4,3.12,3.1,41.66666666666667,40.81632653061224,42.016806722689076,41.66666666666667,30.76923076923077,30.303030303030305,30.76923076923077,32.05128205128205,33.33333333333333,33.89830508474576,33.33333333333333,32.25806451612903,H,41.54161664665867,0.5109228173284213,30.973193473193476,0.7515750630207104,33.20575906688536,0.6856372547508892
E0,18/10/2010,Blackburn,Sunderland,0.0,0.0,D,0.0,0.0,D,L Probert,9.0,16.0,3.0,7.0,12.0,11.0,5.0,3.0,2.0,1.0,1.0,0.0,2.1,3.3,3.6,2.05,3.25,3.5,2.1,3.3,3.5,2010/11,€91.53m,€149.33m,2.1,3.3,3.75,47.61904761904761,48.78048780487806,47.61904761904761,47.61904761904761,30.303030303030305,30.76923076923077,30.303030303030305,30.303030303030305,27.77777777777778,28.57142857142857,28.57142857142857,26.666666666666668,H,47.90940766550523,0.5807200929152216,30.41958041958042,0.23310023310023276,27.896825396825395,0.901414023142899
E0,23/10/2010,Birmingham,Blackpool,2.0,0.0,H,1.0,0.0,H,A Taylor,17.0,14.0,8.0,6.0,8.0,16.0,9.0,10.0,1.0,1.0,0.0,0.0,1.83,3.6,4.33,1.91,3.4,3.8,1.83,3.5,4.33,2010/11,€95.38m,€50.03m,1.91,3.6,4.33,54.64480874316939,52.35602094240838,54.64480874316939,52.35602094240838,27.77777777777778,29.411764705882355,28.57142857142857,27.77777777777778,23.094688221709006,26.31578947368421,23.094688221709006,23.094688221709006,H,53.500414842788885,1.321432252887303,28.38468720821662,0.7802646210222024,23.899963534702806,1.610550625987601
E0,23/10/2010,Chelsea,Wolves,2.0,0.0,H,1.0,0.0,H,L Probert,17.0,12.0,10.0,9.0,8.0,8.0,8.0,8.0,1.0,2.0,0.0,0.0,1.13,8.5,19.0,1.12,7.5,18.5,1.12,8.0,19.0,2010/11,€424.10m,€83.55m,1.14,8.5,23.0,88.49557522123894,89.28571428571428,89.28571428571428,87.71929824561404,11.76470588235294,13.333333333333334,12.5,11.76470588235294,5.263157894736842,5.405405405405405,5.263157894736842,4.3478260869565215,H,88.69657550957038,0.7504756184509416,12.340686274509803,0.7470466006925581,5.069886820458903,0.48602189251637534
E0,23/10/2010,Sunderland,Aston Villa,1.0,0.0,H,1.0,0.0,H,M Halsey,13.0,11.0,6.0,7.0,11.0,13.0,4.0,11.0,1.0,2.0,0.0,0.0,2.4,3.25,3.0,2.4,3.2,2.85,2.4,3.3,2.9,2010/11,€149.33m,€202.80m,2.4,3.25,3.12,41.66666666666667,41.66666666666667,41.66666666666667,41.66666666666667,30.76923076923077,31.25,30.303030303030305,30.76923076923077,33.33333333333333,35.08771929824561,34.48275862068966,32.05128205128205,H,41.66666666666667,0.0,30.772872960372965,0.38662163489847257,33.73877332588766,1.3397982117536542
E0,23/10/2010,Tottenham,Everton,1.0,1.0,D,1.0,1.0,D,M Jones,13.0,7.0,8.0,3.0,15.0,14.0,4.0,4.0,3.0,1.0,0.0,0.0,2.1,3.25,3.75,1.95,3.3,3.75,2.0,3.4,3.75,2010/11,€307.08m,€184.48m,2.1,3.4,4.0,47.61904761904761,51.28205128205129,50.0,47.61904761904761,30.76923076923077,30.303030303030305,29.411764705882355,29.411764705882355,26.666666666666668,26.666666666666668,26.666666666666668,25.0,H,49.130036630036635,1.8215541816649268,29.973947621006445,0.6764786169501713,26.25,0.833333333333334
E0,23/10/2010,West Brom,Fulham,2.0,1.0,H,2.0,1.0,H,K Friend,14.0,9.0,7.0,3.0,3.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,2.2,3.25,3.4,2.1,3.2,3.4,2.1,3.25,3.6,2010/11,€86.88m,€109.55m,2.15,3.3,3.75,45.45454545454545,47.61904761904761,47.61904761904761,46.51162790697674,30.76923076923077,31.25,30.76923076923077,30.303030303030305,29.411764705882355,29.411764705882355,27.77777777777778,26.666666666666668,H,46.801067149904355,1.0384411148797943,30.772872960372965,0.38662163489847257,28.316993464052292,1.3430537639238251
E0,23/10/2010,West Ham,Newcastle,1.0,2.0,A,1.0,1.0,D,C Foy,5.0,13.0,1.0,8.0,12.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,2.38,3.25,3.1,2.35,3.2,2.9,2.25,3.4,3.1,2010/11,€138.75m,€119.48m,2.38,3.3,3.2,42.016806722689076,42.5531914893617,44.44444444444444,42.016806722689076,30.76923076923077,31.25,29.411764705882355,30.303030303030305,32.25806451612903,34.48275862068966,32.25806451612903,31.25,H,42.75781234479607,1.1525010770828399,30.43350644453586,0.783231075378395,32.56222191323693,1.365700191438255
E0,23/10/2010,Wigan,Bolton,1.0,1.0,D,0.0,0.0,D,H Webb,15.0,9.0,9.0,2.0,8.0,14.0,5.0,0.0,0.0,2.0,0.0,0.0,2.38,3.25,3.1,2.45,3.1,2.85,2.4,3.3,2.9,2010/11,€80.50m,€100.15m,2.4,3.25,2.88,42.016806722689076,40.81632653061224,41.66666666666667,41.66666666666667,30.76923076923077,32.25806451612903,30.303030303030305,30.76923076923077,32.25806451612903,35.08771929824561,34.48275862068966,34.72222222222222,H,41.54161664665867,0.5109228173284213,31.02488908940522,0.8509845462543106,34.13769116432163,1.277536418128984
E0,24/10/2010,Liverpool,Blackburn,2.0,1.0,H,0.0,0.0,D,P Dowd,17.0,4.0,10.0,2.0,17.0,12.0,15.0,4.0,2.0,3.0,0.0,0.0,1.67,3.6,5.5,1.65,3.5,5.25,1.67,3.75,5.0,2010/11,€339.20m,€91.53m,1.67,3.8,6.0,59.88023952095809,60.60606060606061,59.88023952095809,59.88023952095809,27.77777777777778,28.57142857142857,26.666666666666668,26.31578947368421,18.181818181818183,19.047619047619047,20.0,16.666666666666664,H,60.06169479223372,0.36291054255125843,27.332915622389304,1.0344483128083264,18.474025974025974,1.4153372744975665
E0,24/10/2010,Man City,Arsenal,0.0,3.0,A,0.0,1.0,A,M Clattenburg,9.0,12.0,6.0,8.0,11.0,10.0,6.0,7.0,2.0,4.0,1.0,0.0,2.5,3.2,2.9,2.3,3.3,2.95,2.38,3.25,3.0,2010/11,€404.18m,€324.00m,2.4,3.3,3.12,40.0,43.47826086956522,42.016806722689076,41.66666666666667,31.25,30.303030303030305,30.76923076923077,30.303030303030305,34.48275862068966,33.89830508474576,33.33333333333333,32.05128205128205,H,41.790433564730236,1.4283996187294923,30.656322843822842,0.45270741255466296,33.4414197725127,1.0387967955892738
E0,24/10/2010,Stoke,Man United,1.0,2.0,A,0.0,1.0,A,A Marriner,6.0,12.0,2.0,5.0,6.0,13.0,5.0,6.0,2.0,2.0,0.0,0.0,5.5,3.75,1.67,5.25,3.6,1.63,5.0,3.75,1.67,2010/11,€94.45m,€388.00m,6.0,3.75,1.67,18.181818181818183,19.047619047619047,20.0,16.666666666666664,26.666666666666668,27.77777777777778,26.666666666666668,26.666666666666668,59.88023952095809,61.34969325153374,59.88023952095809,59.88023952095809,A,18.474025974025974,1.4153372744975665,26.944444444444446,0.5555555555555554,60.247602953602005,0.7347268652878256
E0,30/10/2010,Arsenal,West Ham,1.0,0.0,H,0.0,0.0,D,M Jones,20.0,6.0,13.0,3.0,14.0,18.0,7.0,4.0,2.0,2.0,0.0,0.0,1.17,7.0,17.0,1.15,7.0,14.0,1.17,7.0,15.0,2010/11,€324.00m,€138.75m,1.18,7.5,19.0,85.47008547008548,86.95652173913044,85.47008547008548,84.74576271186442,14.285714285714285,14.285714285714285,14.285714285714285,13.333333333333334,5.88235294117647,7.142857142857142,6.666666666666667,5.263157894736842,H,85.66061384779145,0.9289657311878596,14.047619047619047,0.47619047619047533,6.238758661359281,0.8325305236578826
E0,30/10/2010,Blackburn,Chelsea,1.0,2.0,A,1.0,1.0,D,P Walton,13.0,16.0,6.0,9.0,12.0,14.0,4.0,5.0,2.0,2.0,0.0,0.0,7.5,4.33,1.44,7.5,4.25,1.4,7.0,4.0,1.5,2010/11,€91.53m,€424.10m,9.0,4.4,1.44,13.333333333333334,13.333333333333334,14.285714285714285,11.11111111111111,23.094688221709006,23.52941176470588,25.0,22.727272727272727,69.44444444444444,71.42857142857143,66.66666666666666,69.44444444444444,A,13.015873015873016,1.3468700594029475,23.587843178421906,0.9968925772218392,69.24603174603175,1.9574931993318492
E0,30/10/2010,Everton,Stoke,1.0,0.0,H,0.0,0.0,D,L Probert,18.0,9.0,10.0,1.0,16.0,14.0,6.0,2.0,1.0,1.0,0.0,0.0,1.57,3.75,6.5,1.5,3.8,6.5,1.57,3.75,6.0,2010/11,€184.48m,€94.45m,1.57,4.0,7.0,63.69426751592356,66.66666666666666,63.69426751592356,63.69426751592356,26.666666666666668,26.31578947368421,26.666666666666668,25.0,15.384615384615385,15.384615384615385,16.666666666666664,14.285714285714285,H,64.43736730360934,1.486199575371547,26.162280701754387,0.7923113394642827,15.430402930402929,0.9734565762577512
E0,30/10/2010,Fulham,Wigan,2.0,0.0,H,2.0,0.0,H,A Marriner,15.0,8.0,9.0,3.0,7.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,1.91,3.4,4.2,1.85,3.4,4.0,1.83,3.5,4.33,2010/11,€109.55m,€80.50m,1.91,3.5,4.5,52.35602094240838,54.05405405405405,54.64480874316939,52.35602094240838,29.411764705882355,29.411764705882355,28.57142857142857,28.57142857142857,23.809523809523807,25.0,23.094688221709006,22.22222222222222,H,53.352726170510046,1.1758940992930587,28.991596638655462,0.4851682934366627,23.53160856336376,1.1745640709861358
E0,30/10/2010,Man United,Tottenham,2.0,0.0,H,1.0,0.0,H,M Clattenburg,18.0,11.0,10.0,5.0,12.0,10.0,1.0,4.0,0.0,3.0,0.0,0.0,1.57,4.0,6.0,1.6,4.0,5.75,1.62,3.75,5.5,2010/11,€388.00m,€307.08m,1.62,4.2,6.0,63.69426751592356,62.5,61.72839506172839,61.72839506172839,25.0,25.0,26.666666666666668,23.809523809523807,16.666666666666664,17.391304347826086,18.181818181818183,16.666666666666664,H,62.412764409845096,0.928544213336446,25.11904761904762,1.174495919599108,17.2266139657444,0.7226386768513121
E0,30/10/2010,Wolves,Man City,2.0,1.0,H,1.0,1.0,D,M Dean,10.0,17.0,6.0,9.0,5.0,14.0,5.0,7.0,1.0,2.0,0.0,0.0,5.5,3.4,1.73,5.4,3.45,1.65,5.5,3.5,1.67,2010/11,€83.55m,€404.18m,5.5,3.6,1.73,18.181818181818183,18.51851851851852,18.181818181818183,18.181818181818183,29.411764705882355,28.985507246376812,28.57142857142857,27.77777777777778,57.80346820809249,60.60606060606061,59.88023952095809,57.80346820809249,A,18.26599326599327,0.1683501683501678,28.68661957536638,0.6962833907314253,59.02330913580092,1.4393813114714664
E0,31/10/2010,Aston Villa,Birmingham,0.0,0.0,D,0.0,0.0,D,H Webb,7.0,10.0,3.0,6.0,13.0,11.0,1.0,4.0,2.0,3.0,0.0,0.0,1.8,3.6,4.5,1.85,3.4,4.6,1.83,3.4,4.5,2010/11,€202.80m,€95.38m,1.83,3.5,5.0,55.55555555555556,54.05405405405405,54.64480874316939,54.64480874316939,27.77777777777778,29.411764705882355,29.411764705882355,28.57142857142857,22.22222222222222,21.73913043478261,22.22222222222222,20.0,H,54.7248067739871,0.6199064766141432,28.793183940242766,0.7843276198137937,21.545893719806763,1.055456979592524
E0,31/10/2010,Bolton,Liverpool,0.0,1.0,A,0.0,0.0,D,M Atkinson,14.0,10.0,10.0,4.0,15.0,13.0,1.0,4.0,2.0,2.0,0.0,0.0,3.4,3.25,2.2,3.25,3.25,2.15,3.3,3.3,2.2,2010/11,€100.15m,€339.20m,3.4,3.3,2.3,29.411764705882355,30.76923076923077,30.303030303030305,29.411764705882355,30.76923076923077,30.76923076923077,30.303030303030305,30.303030303030305,45.45454545454545,46.51162790697674,45.45454545454545,43.47826086956522,A,29.973947621006445,0.6764786169501713,30.536130536130536,0.26916096465716777,45.22474492140822,1.2664768627901066
E0,31/10/2010,Newcastle,Sunderland,5.0,1.0,H,3.0,0.0,H,P Dowd,16.0,11.0,12.0,5.0,8.0,18.0,8.0,6.0,3.0,6.0,0.0,1.0,2.2,3.2,3.5,2.2,3.25,3.5,2.2,3.3,3.3,2010/11,€119.48m,€149.33m,2.2,3.3,3.6,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545,31.25,30.76923076923077,30.303030303030305,30.303030303030305,28.57142857142857,28.57142857142857,30.303030303030305,27.77777777777778,H,45.45454545454545,0.0,30.65632284382285,0.45270741255466296,28.805916305916305,1.0658937014930856
E0,01/11/2010,Blackpool,West Brom,2.0,1.0,H,1.0,0.0,H,M Oliver,21.0,12.0,8.0,5.0,16.0,13.0,8.0,2.0,2.0,3.0,0.0,2.0,2.9,3.25,2.5,2.75,3.2,2.45,2.8,3.3,2.5,2010/11,€50.03m,€86.88m,3.0,3.3,2.5,34.48275862068966,36.36363636363637,35.714285714285715,33.33333333333333,30.76923076923077,31.25,30.303030303030305,30.303030303030305,40.0,40.81632653061224,40.0,40.0,A,34.973503507986266,1.3431575211364937,30.65632284382285,0.45270741255466296,40.20408163265306,0.40816326530611846
E0,06/11/2010,Birmingham,West Ham,2.0,2.0,D,0.0,0.0,D,M Oliver,8.0,16.0,5.0,8.0,12.0,14.0,3.0,4.0,0.0,1.0,0.0,0.0,1.91,3.4,4.2,1.91,3.25,4.0,1.91,3.4,4.0,2010/11,€95.38m,€138.75m,2.0,3.4,4.2,52.35602094240838,52.35602094240838,52.35602094240838,50.0,29.411764705882355,30.76923076923077,29.411764705882355,29.411764705882355,23.809523809523807,25.0,25.0,23.809523809523807,H,51.76701570680628,1.178010471204189,29.751131221719454,0.6787330316742075,24.404761904761905,0.6873217490352704
E0,06/11/2010,Blackburn,Wigan,2.0,1.0,H,0.0,0.0,D,K Friend,10.0,16.0,3.0,10.0,16.0,15.0,3.0,6.0,0.0,2.0,0.0,0.0,1.8,3.6,4.5,1.75,3.5,4.5,1.83,3.4,4.5,2010/11,€91.53m,€80.50m,1.8,3.6,5.0,55.55555555555556,57.14285714285714,54.64480874316939,55.55555555555556,27.77777777777778,28.57142857142857,29.411764705882355,27.77777777777778,22.22222222222222,22.22222222222222,22.22222222222222,20.0,H,55.72469424928441,1.0383567939227294,28.38468720821662,0.7802646210222023,21.666666666666664,1.1111111111111107
E0,06/11/2010,Blackpool,Everton,2.0,2.0,D,1.0,1.0,D,A Marriner,11.0,20.0,8.0,14.0,14.0,12.0,3.0,7.0,2.0,1.0,0.0,0.0,4.5,3.6,1.8,4.5,3.5,1.75,4.5,3.5,1.8,2010/11,€50.03m,€184.48m,5.0,3.6,1.83,22.22222222222222,22.22222222222222,22.22222222222222,20.0,27.77777777777778,28.57142857142857,28.57142857142857,27.77777777777778,55.55555555555556,57.14285714285714,55.55555555555556,54.64480874316939,A,21.666666666666664,1.1111111111111107,28.17460317460317,0.4582144993568442,55.72469424928441,1.0383567939227294
E0,06/11/2010,Bolton,Tottenham,4.0,2.0,H,1.0,0.0,H,C Foy,18.0,11.0,8.0,6.0,13.0,9.0,7.0,6.0,1.0,0.0,0.0,0.0,3.0,3.3,2.4,2.9,3.3,2.3,3.0,3.25,2.38,2010/11,€100.15m,€307.08m,3.1,3.4,2.4,33.33333333333333,34.48275862068966,33.33333333333333,32.25806451612903,30.303030303030305,30.303030303030305,30.76923076923077,29.411764705882355,41.66666666666667,43.47826086956522,42.016806722689076,41.66666666666667,A,33.35187245087134,0.9084798153967164,30.196764020293436,0.5676052466160415,42.20710023139691,0.8633650952829606
E0,06/11/2010,Fulham,Aston Villa,1.0,1.0,D,0.0,1.0,A,P Walton,14.0,15.0,10.0,8.0,12.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,2.2,3.25,3.4,2.1,3.2,3.4,2.25,3.25,3.2,2010/11,€109.55m,€202.80m,2.2,3.3,3.5,45.45454545454545,47.61904761904761,44.44444444444444,45.45454545454545,30.76923076923077,31.25,30.76923076923077,30.303030303030305,29.411764705882355,29.411764705882355,31.25,28.57142857142857,H,45.74314574314573,1.3381844870845152,30.772872960372965,0.38662163489847257,29.66123949579832,1.1308290663924494
E0,06/11/2010,Man United,Wolves,2.0,1.0,H,1.0,0.0,H,P Dowd,14.0,8.0,10.0,6.0,6.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,1.22,6.0,15.0,1.2,6.25,11.5,1.2,6.5,13.0,2010/11,€388.00m,€83.55m,1.22,6.5,17.0,81.9672131147541,83.33333333333334,83.33333333333334,81.9672131147541,16.666666666666664,16.0,15.384615384615385,15.384615384615385,6.666666666666667,8.695652173913043,7.6923076923076925,5.88235294117647,H,82.65027322404373,0.7887298759421149,15.85897435897436,0.6116338688141815,7.234244868515969,1.2241037076473784
E0,06/11/2010,Sunderland,Stoke,2.0,0.0,H,1.0,0.0,H,M Atkinson,14.0,11.0,7.0,5.0,10.0,13.0,6.0,9.0,0.0,5.0,0.0,0.0,2.1,3.2,3.75,2.0,3.2,3.75,2.1,3.3,3.5,2010/11,€149.33m,€94.45m,2.1,3.25,4.0,47.61904761904761,50.0,47.61904761904761,47.61904761904761,31.25,31.25,30.303030303030305,30.76923076923077,26.666666666666668,26.666666666666668,28.57142857142857,25.0,H,48.214285714285715,1.1904761904761934,30.89306526806527,0.4539754210630203,26.726190476190474,1.4596487426785325
E0,07/11/2010,Arsenal,Newcastle,0.0,1.0,A,0.0,1.0,A,M Dean,11.0,7.0,8.0,2.0,16.0,12.0,12.0,2.0,3.0,1.0,1.0,0.0,1.29,5.5,11.0,1.22,5.75,11.5,1.22,6.0,12.0,2010/11,€324.00m,€119.48m,1.29,6.0,12.0,77.51937984496124,81.9672131147541,81.9672131147541,77.51937984496124,18.181818181818183,17.391304347826086,16.666666666666664,16.666666666666664,9.090909090909092,8.695652173913043,8.333333333333332,8.333333333333332,H,79.74329647985766,2.567957735625485,17.2266139657444,0.7226386768513121,8.6133069828722,0.36131933842565606
E0,07/11/2010,Liverpool,Chelsea,2.0,0.0,H,2.0,0.0,H,H Webb,9.0,11.0,7.0,7.0,15.0,17.0,2.0,5.0,0.0,2.0,0.0,0.0,3.8,3.4,2.0,3.75,3.3,1.95,3.75,3.4,2.0,2010/11,€339.20m,€424.10m,3.8,3.4,2.1,26.31578947368421,26.666666666666668,26.666666666666668,26.31578947368421,29.411764705882355,30.303030303030305,29.411764705882355,29.411764705882355,50.0,51.28205128205129,50.0,47.61904761904761,A,26.49122807017544,0.20257904182092298,29.63458110516934,0.44563279857397475,49.72527472527473,1.5286915782111066
E0,07/11/2010,West Brom,Man City,0.0,2.0,A,0.0,2.0,A,L Probert,13.0,9.0,7.0,5.0,15.0,16.0,6.0,1.0,3.0,4.0,1.0,1.0,3.6,3.3,2.1,3.6,3.3,2.0,3.5,3.3,2.1,2010/11,€86.88m,€404.18m,3.8,3.4,2.1,27.77777777777778,27.77777777777778,28.57142857142857,26.31578947368421,30.303030303030305,30.303030303030305,30.303030303030305,29.411764705882355,47.61904761904761,50.0,47.61904761904761,47.61904761904761,A,27.610693400167083,0.9408546870802649,30.080213903743314,0.44563279857397475,48.214285714285715,1.1904761904761934
E0,09/11/2010,Stoke,Birmingham,3.0,2.0,H,1.0,0.0,H,M Clattenburg,19.0,14.0,12.0,10.0,6.0,8.0,10.0,4.0,0.0,0.0,0.0,0.0,2.1,3.2,3.75,2.05,3.2,3.6,2.1,3.3,3.5,2010/11,€94.45m,€95.38m,2.1,3.3,3.8,47.61904761904761,48.78048780487806,47.61904761904761,47.61904761904761,31.25,31.25,30.303030303030305,30.303030303030305,26.666666666666668,27.77777777777778,28.57142857142857,26.31578947368421,H,47.90940766550523,0.5807200929152216,30.776515151515156,0.546733209459872,27.332915622389304,1.0344483128083266
