Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,HF,AF
B1,05/02/2022,Kortrijk,St Truiden,1.0,3.0,A,0.0,2.0,A,2.25,3.5,3.0,2.3,3.4,3.0,2021/22,€28.25m,€27.00m,12.0,11.0,3.0,4.0,6.0,2.0,3.0,4.0,0.0,0.0,18.0,18.0
B1,05/02/2022,Oostende,Oud-Heverlee Leuven,1.0,3.0,A,0.0,1.0,A,2.45,3.4,2.75,2.37,3.7,2.7,2021/22,€45.45m,€30.85m,12.0,8.0,3.0,4.0,6.0,2.0,2.0,1.0,0.0,0.0,11.0,13.0
B1,05/02/2022,Standard,Cercle Brugge,1.0,1.0,D,0.0,1.0,A,2.7,3.4,2.5,2.75,3.25,2.55,2021/22,€60.30m,€25.30m,9.0,17.0,5.0,6.0,4.0,8.0,6.0,3.0,0.0,1.0,18.0,19.0
B1,05/02/2022,Antwerp,St. Gilloise,0.0,2.0,A,0.0,0.0,D,3.1,3.6,2.1,3.2,3.6,2.15,2021/22,€61.90m,€54.80m,14.0,16.0,2.0,6.0,6.0,4.0,3.0,3.0,0.0,0.0,8.0,13.0
B1,06/02/2022,Club Brugge,Gent,1.0,2.0,A,0.0,1.0,A,2.25,3.5,3.0,2.2,3.7,3.1,2021/22,€200.50m,€61.28m,13.0,10.0,3.0,3.0,9.0,5.0,4.0,5.0,2.0,0.0,9.0,15.0
B1,06/02/2022,Mechelen,Beerschot VA,3.0,2.0,H,3.0,0.0,H,1.85,3.75,3.8,1.82,3.8,4.0,2021/22,€35.80m,€24.18m,11.0,11.0,4.0,2.0,6.0,8.0,0.0,3.0,1.0,0.0,12.0,15.0
B1,06/02/2022,Anderlecht,Eupen,4.0,1.0,H,3.0,1.0,H,1.36,5.0,7.5,1.36,5.0,8.25,2021/22,€113.05m,€21.03m,19.0,8.0,5.0,5.0,9.0,3.0,0.0,1.0,0.0,0.0,12.0,8.0
B1,06/02/2022,Genk,Waregem,2.0,0.0,H,1.0,0.0,H,1.33,5.0,9.0,1.36,5.25,8.0,2021/22,€120.10m,€20.73m,13.0,10.0,5.0,1.0,5.0,4.0,2.0,2.0,0.0,0.0,12.0,7.0
B1,09/02/2022,Waregem,Oostende,0.0,0.0,D,0.0,0.0,D,2.15,3.5,3.2,2.15,3.8,3.0,2021/22,€20.73m,€45.45m,12.0,18.0,6.0,3.0,6.0,8.0,0.0,1.0,0.0,0.0,10.0,14.0
B1,09/02/2022,Oud-Heverlee Leuven,Genk,2.0,1.0,H,1.0,1.0,D,4.0,3.75,1.83,3.7,3.9,1.87,2021/22,€30.85m,€120.10m,22.0,12.0,6.0,7.0,4.0,3.0,2.0,3.0,0.0,1.0,18.0,8.0
B1,11/02/2022,Seraing,Antwerp,0.0,1.0,A,0.0,0.0,D,3.6,3.5,2.0,3.8,3.7,1.87,2021/22,€15.28m,€61.90m,8.0,19.0,3.0,5.0,1.0,9.0,1.0,2.0,0.0,1.0,14.0,11.0
B1,12/02/2022,Eupen,Gent,0.0,1.0,A,0.0,1.0,A,4.75,3.6,1.66,4.6,3.9,1.73,2021/22,€21.03m,€61.28m,9.0,11.0,3.0,7.0,8.0,3.0,2.0,2.0,0.0,1.0,10.0,8.0
B1,12/02/2022,Mechelen,Oostende,3.0,0.0,H,1.0,0.0,H,1.8,4.0,4.0,1.83,3.9,3.9,2021/22,€35.80m,€45.45m,11.0,4.0,4.0,1.0,7.0,3.0,0.0,1.0,0.0,0.0,1.0,13.0
B1,12/02/2022,Oud-Heverlee Leuven,Cercle Brugge,3.0,2.0,H,1.0,2.0,A,3.0,3.4,2.25,2.9,3.5,2.35,2021/22,€30.85m,€25.30m,11.0,16.0,5.0,5.0,5.0,5.0,2.0,4.0,0.0,0.0,13.0,13.0
B1,12/02/2022,Waregem,Anderlecht,1.0,2.0,A,0.0,2.0,A,6.5,4.5,1.45,6.25,4.6,1.49,2021/22,€20.73m,€113.05m,13.0,11.0,4.0,5.0,6.0,5.0,2.0,1.0,0.0,0.0,8.0,6.0
B1,13/02/2022,Genk,Standard,2.0,0.0,H,1.0,0.0,H,1.61,3.8,4.5,1.7,4.2,4.33,2021/22,€120.10m,€60.30m,15.0,11.0,6.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,14.0,24.0
B1,13/02/2022,St. Gilloise,St Truiden,0.0,1.0,A,0.0,0.0,D,1.33,5.0,8.0,1.46,4.5,6.75,2021/22,€54.80m,€27.00m,11.0,13.0,1.0,5.0,5.0,4.0,5.0,2.0,0.0,0.0,17.0,13.0
B1,13/02/2022,Club Brugge,Charleroi,2.0,0.0,H,1.0,0.0,H,1.66,4.0,4.75,1.71,4.2,4.2,2021/22,€200.50m,€51.30m,10.0,15.0,5.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,7.0,9.0
B1,13/02/2022,Beerschot VA,Kortrijk,2.0,1.0,H,2.0,1.0,H,3.1,3.5,2.15,2.85,3.5,2.37,2021/22,€24.18m,€28.25m,10.0,14.0,3.0,4.0,3.0,7.0,2.0,3.0,0.0,0.0,15.0,10.0
B1,16/02/2022,Genk,Mechelen,4.0,1.0,H,1.0,0.0,H,1.57,3.8,5.0,1.61,4.2,5.0,2021/22,€120.10m,€35.80m,25.0,6.0,9.0,2.0,12.0,5.0,0.0,0.0,0.0,1.0,5.0,6.0
B1,19/02/2022,Cercle Brugge,Beerschot VA,2.0,0.0,H,2.0,0.0,H,1.4,4.33,7.0,1.43,4.6,7.0,2021/22,€25.30m,€24.18m,26.0,7.0,10.0,2.0,10.0,2.0,1.0,2.0,0.0,1.0,14.0,11.0
B1,19/02/2022,Kortrijk,Waregem,5.0,0.0,H,2.0,0.0,H,1.9,3.5,3.6,1.98,3.7,3.5,2021/22,€28.25m,€20.73m,17.0,16.0,10.0,3.0,1.0,5.0,1.0,4.0,0.0,1.0,8.0,11.0
B1,19/02/2022,Oostende,Standard,1.0,0.0,H,1.0,0.0,H,2.7,3.2,2.37,2.75,3.4,2.45,2021/22,€45.45m,€60.30m,15.0,4.0,5.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,14.0,16.0
B1,19/02/2022,Charleroi,St. Gilloise,0.0,3.0,A,0.0,2.0,A,3.5,3.5,1.85,3.7,3.6,1.95,2021/22,€51.30m,€54.80m,13.0,17.0,5.0,7.0,1.0,2.0,3.0,4.0,0.0,1.0,11.0,9.0
B1,20/02/2022,Antwerp,Mechelen,1.0,2.0,A,0.0,2.0,A,1.75,3.6,3.75,1.85,3.8,3.9,2021/22,€61.90m,€35.80m,24.0,12.0,5.0,8.0,10.0,3.0,0.0,2.0,0.0,0.0,7.0,14.0
B1,20/02/2022,Eupen,Club Brugge,1.0,3.0,A,0.0,1.0,A,5.75,4.2,1.5,6.5,4.33,1.5,2021/22,€21.03m,€200.50m,11.0,15.0,5.0,6.0,8.0,3.0,1.0,0.0,0.0,0.0,9.0,7.0
B1,20/02/2022,Anderlecht,Genk,2.0,0.0,H,2.0,0.0,H,1.8,3.6,3.6,1.85,3.8,3.9,2021/22,€113.05m,€120.10m,14.0,10.0,5.0,1.0,4.0,3.0,4.0,2.0,0.0,1.0,10.0,11.0
B1,20/02/2022,St Truiden,Oud-Heverlee Leuven,2.0,0.0,H,1.0,0.0,H,2.3,3.25,2.87,2.25,3.4,3.1,2021/22,€27.00m,€30.85m,10.0,8.0,4.0,3.0,6.0,8.0,3.0,3.0,0.0,1.0,11.0,7.0
B1,23/02/2022,Gent,Seraing,4.0,0.0,H,3.0,0.0,H,1.25,5.5,10.0,1.28,6.0,10.0,2021/22,€61.28m,€15.28m,13.0,7.0,5.0,1.0,3.0,8.0,1.0,2.0,0.0,0.0,8.0,5.0
B1,25/02/2022,Beerschot VA,Charleroi,2.0,3.0,A,1.0,1.0,D,3.5,3.5,1.83,4.1,3.6,1.85,2021/22,€24.18m,€51.30m,11.0,17.0,6.0,7.0,4.0,3.0,1.0,2.0,0.0,0.0,9.0,8.0
B1,26/02/2022,St. Gilloise,Eupen,0.0,0.0,D,0.0,0.0,D,1.36,4.75,6.0,1.32,5.25,9.75,2021/22,€54.80m,€21.03m,13.0,2.0,2.0,0.0,9.0,3.0,0.0,4.0,0.0,0.0,16.0,10.0
B1,26/02/2022,Mechelen,Cercle Brugge,2.0,2.0,D,2.0,2.0,D,2.2,3.4,2.8,2.3,3.6,2.9,2021/22,€35.80m,€25.30m,21.0,14.0,5.0,5.0,7.0,5.0,3.0,4.0,1.0,1.0,10.0,16.0
B1,26/02/2022,Oostende,St Truiden,0.0,0.0,D,0.0,0.0,D,2.3,3.5,2.5,2.5,3.5,2.7,2021/22,€45.45m,€27.00m,11.0,7.0,2.0,1.0,4.0,4.0,1.0,2.0,0.0,0.0,9.0,14.0
B1,26/02/2022,Oud-Heverlee Leuven,Anderlecht,0.0,0.0,D,0.0,0.0,D,4.5,3.75,1.65,4.5,4.1,1.7,2021/22,€30.85m,€113.05m,14.0,18.0,4.0,5.0,5.0,4.0,1.0,4.0,0.0,1.0,2.0,12.0
B1,27/02/2022,Club Brugge,Antwerp,4.0,1.0,H,2.0,1.0,H,1.65,3.75,4.5,1.7,3.9,4.6,2021/22,€200.50m,€61.90m,17.0,8.0,9.0,3.0,7.0,3.0,3.0,2.0,0.0,0.0,18.0,11.0
B1,27/02/2022,Genk,Kortrijk,2.0,0.0,H,2.0,0.0,H,1.53,4.0,5.0,1.57,4.2,5.5,2021/22,€120.10m,€28.25m,29.0,12.0,9.0,4.0,13.0,0.0,0.0,3.0,0.0,0.0,9.0,15.0
B1,27/02/2022,Standard,Gent,0.0,1.0,A,0.0,0.0,D,4.5,3.6,1.7,4.33,3.9,1.75,2021/22,€60.30m,€61.28m,12.0,10.0,4.0,4.0,2.0,5.0,5.0,2.0,0.0,1.0,19.0,14.0
B1,27/02/2022,Waregem,Seraing,1.0,0.0,H,1.0,0.0,H,2.15,3.5,2.9,2.25,3.5,3.0,2021/22,€20.73m,€15.28m,11.0,13.0,6.0,2.0,4.0,7.0,1.0,1.0,0.0,0.0,8.0,7.0
B1,02/03/2022,Standard,Beerschot VA,1.0,0.0,H,1.0,0.0,H,1.65,3.8,4.5,1.66,4.0,4.8,2021/22,€60.30m,€24.18m,8.0,12.0,3.0,5.0,1.0,3.0,2.0,5.0,1.0,0.0,15.0,14.0
B1,04/03/2022,St Truiden,Mechelen,1.0,1.0,D,0.0,1.0,A,2.15,3.3,2.9,2.25,3.5,3.0,2021/22,€27.00m,€35.80m,13.0,11.0,5.0,5.0,3.0,4.0,1.0,3.0,0.0,0.0,7.0,16.0
B1,05/03/2022,Cercle Brugge,Genk,2.0,2.0,D,1.0,0.0,H,2.87,3.3,2.3,2.9,3.3,2.4,2021/22,€25.30m,€120.10m,17.0,17.0,6.0,6.0,11.0,2.0,0.0,0.0,0.0,0.0,10.0,10.0
B1,05/03/2022,Kortrijk,St. Gilloise,2.0,3.0,A,1.0,1.0,D,4.5,3.75,1.66,4.8,4.0,1.66,2021/22,€28.25m,€54.80m,10.0,17.0,3.0,7.0,3.0,13.0,2.0,3.0,0.0,0.0,10.0,9.0
B1,05/03/2022,Seraing,Club Brugge,0.0,5.0,A,0.0,3.0,A,6.5,4.33,1.4,6.25,4.8,1.46,2021/22,€15.28m,€200.50m,6.0,15.0,2.0,7.0,6.0,5.0,1.0,1.0,1.0,0.0,8.0,8.0
B1,06/03/2022,Anderlecht,Oostende,3.0,0.0,H,0.0,0.0,D,1.25,5.25,9.5,1.29,5.75,10.0,2021/22,€113.05m,€45.45m,13.0,10.0,7.0,1.0,2.0,5.0,1.0,2.0,0.0,0.0,7.0,10.0
B1,06/03/2022,Charleroi,Standard,0.0,0.0,D,0.0,0.0,D,1.95,3.5,3.3,2.05,3.6,3.4,2021/22,€51.30m,€60.30m,8.0,10.0,3.0,2.0,8.0,4.0,2.0,3.0,0.0,0.0,8.0,18.0
B1,06/03/2022,Eupen,Oud-Heverlee Leuven,3.0,1.0,H,1.0,1.0,D,2.6,3.3,2.37,2.6,3.5,2.55,2021/22,€21.03m,€30.85m,12.0,12.0,5.0,4.0,3.0,7.0,1.0,3.0,0.0,0.0,7.0,10.0
B1,06/03/2022,Gent,Waregem,2.0,1.0,H,1.0,0.0,H,1.22,5.5,10.0,1.25,6.25,11.0,2021/22,€61.28m,€20.73m,25.0,11.0,8.0,5.0,10.0,0.0,0.0,3.0,0.0,0.0,5.0,8.0
B1,11/03/2022,Oud-Heverlee Leuven,St. Gilloise,1.0,4.0,A,1.0,1.0,D,4.5,4.0,1.7,4.5,4.0,1.71,2021/22,€30.85m,€54.80m,9.0,21.0,2.0,8.0,5.0,7.0,2.0,0.0,0.0,0.0,11.0,11.0
B1,12/03/2022,Mechelen,Charleroi,2.0,2.0,D,2.0,0.0,H,2.25,3.5,2.9,2.35,3.5,2.85,2021/22,€35.80m,€51.30m,10.0,14.0,3.0,5.0,4.0,3.0,2.0,4.0,0.0,0.0,12.0,6.0
B1,12/03/2022,Cercle Brugge,Kortrijk,2.0,0.0,H,0.0,0.0,D,1.65,3.8,5.25,1.66,4.0,4.8,2021/22,€25.30m,€28.25m,22.0,6.0,4.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,19.0,11.0
B1,12/03/2022,Waregem,Eupen,3.0,0.0,H,1.0,0.0,H,2.3,3.5,2.8,2.37,3.5,2.85,2021/22,€20.73m,€21.03m,9.0,16.0,5.0,6.0,1.0,9.0,2.0,1.0,0.0,0.0,12.0,6.0
B1,12/03/2022,Oostende,Club Brugge,1.0,3.0,A,1.0,2.0,A,7.5,4.75,1.4,6.5,5.0,1.43,2021/22,€45.45m,€200.50m,17.0,9.0,4.0,4.0,6.0,4.0,1.0,2.0,0.0,0.0,11.0,8.0
B1,13/03/2022,Anderlecht,Antwerp,2.0,1.0,H,1.0,1.0,D,1.61,4.0,5.0,1.62,4.2,5.0,2021/22,€113.05m,€61.90m,15.0,12.0,10.0,5.0,6.0,3.0,3.0,4.0,0.0,0.0,12.0,13.0
B1,13/03/2022,Genk,St Truiden,0.0,1.0,A,0.0,1.0,A,1.44,4.33,7.0,1.46,4.6,6.25,2021/22,€120.10m,€27.00m,14.0,8.0,4.0,4.0,5.0,1.0,1.0,5.0,0.0,0.0,10.0,18.0
B1,13/03/2022,Beerschot VA,Gent,0.0,2.0,A,0.0,1.0,A,6.5,4.2,1.5,6.0,4.6,1.49,2021/22,€24.18m,€61.28m,10.0,14.0,2.0,6.0,6.0,2.0,4.0,2.0,0.0,0.0,13.0,14.0
B1,13/03/2022,Standard,Seraing,0.0,1.0,A,0.0,0.0,D,1.75,3.75,4.33,1.78,3.8,4.33,2021/22,€60.30m,€15.28m,9.0,12.0,3.0,5.0,3.0,4.0,3.0,1.0,0.0,0.0,13.0,13.0
B1,18/03/2022,St. Gilloise,Oostende,1.0,1.0,D,0.0,1.0,A,1.28,5.0,10.0,1.3,5.5,10.0,2021/22,€54.80m,€45.45m,18.0,7.0,7.0,4.0,9.0,1.0,1.0,5.0,0.0,0.0,16.0,13.0
B1,19/03/2022,Eupen,Mechelen,1.0,1.0,D,1.0,1.0,D,2.9,3.5,2.3,2.85,3.5,2.35,2021/22,€21.03m,€35.80m,12.0,22.0,5.0,6.0,6.0,12.0,3.0,0.0,1.0,0.0,3.0,7.0
B1,19/03/2022,Charleroi,Cercle Brugge,5.0,0.0,H,4.0,0.0,H,2.5,3.5,2.7,2.4,3.5,2.8,2021/22,€51.30m,€25.30m,12.0,9.0,11.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,18.0,4.0
B1,19/03/2022,Seraing,Oud-Heverlee Leuven,1.0,1.0,D,0.0,0.0,D,2.9,3.4,2.37,2.85,3.5,2.35,2021/22,€15.28m,€30.85m,12.0,12.0,3.0,5.0,3.0,3.0,2.0,1.0,0.0,0.0,11.0,13.0
B1,19/03/2022,Antwerp,Waregem,1.0,0.0,H,0.0,0.0,D,1.4,4.75,6.0,1.46,4.6,6.5,2021/22,€61.90m,€20.73m,19.0,5.0,7.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,6.0,4.0
B1,20/03/2022,Club Brugge,Genk,3.0,1.0,H,1.0,1.0,D,1.7,3.8,4.5,1.73,4.1,4.2,2021/22,€200.50m,€120.10m,14.0,10.0,5.0,2.0,10.0,6.0,1.0,4.0,0.0,1.0,9.0,15.0
B1,20/03/2022,Kortrijk,Standard,0.0,1.0,A,0.0,0.0,D,2.5,3.25,2.87,2.45,3.4,2.8,2021/22,€28.25m,€60.30m,12.0,10.0,1.0,3.0,2.0,6.0,0.0,3.0,0.0,0.0,16.0,19.0
B1,20/03/2022,Gent,Anderlecht,1.0,0.0,H,0.0,0.0,D,2.3,3.4,3.0,2.35,3.1,3.2,2021/22,€61.28m,€113.05m,5.0,19.0,2.0,7.0,4.0,5.0,0.0,2.0,0.0,0.0,2.0,6.0
B1,20/03/2022,St Truiden,Beerschot VA,3.0,2.0,H,2.0,1.0,H,1.53,4.0,6.0,1.55,4.2,5.75,2021/22,€27.00m,€24.18m,18.0,10.0,4.0,5.0,7.0,6.0,1.0,2.0,0.0,0.0,10.0,8.0
B1,01/04/2022,Beerschot VA,Club Brugge,1.0,3.0,A,0.0,1.0,A,10.0,5.75,1.22,11.0,6.25,1.25,2021/22,€24.18m,€200.50m,4.0,22.0,1.0,10.0,2.0,5.0,1.0,0.0,0.0,0.0,10.0,8.0
B1,02/04/2022,Waregem,St Truiden,0.0,2.0,A,0.0,0.0,D,2.87,3.3,2.5,2.8,3.4,2.45,2021/22,€20.73m,€27.00m,9.0,15.0,0.0,7.0,1.0,4.0,4.0,2.0,0.0,1.0,12.0,13.0
B1,02/04/2022,Mechelen,Kortrijk,3.0,2.0,H,1.0,1.0,D,1.66,4.0,4.33,1.68,4.0,4.6,2021/22,€35.80m,€28.25m,15.0,15.0,7.0,5.0,11.0,6.0,0.0,2.0,0.0,0.0,7.0,11.0
B1,02/04/2022,Oostende,Seraing,2.0,2.0,D,1.0,1.0,D,2.2,3.6,3.1,2.2,3.5,3.1,2021/22,€45.45m,€15.28m,13.0,7.0,2.0,4.0,6.0,4.0,2.0,1.0,0.0,0.0,9.0,6.0
B1,02/04/2022,Oud-Heverlee Leuven,Antwerp,0.0,1.0,A,0.0,1.0,A,3.4,3.75,2.0,3.4,3.75,2.0,2021/22,€30.85m,€61.90m,16.0,9.0,5.0,3.0,6.0,3.0,1.0,3.0,0.0,0.0,11.0,11.0
B1,03/04/2022,Standard,St. Gilloise,1.0,3.0,A,1.0,1.0,D,4.33,4.0,1.66,5.0,3.7,1.68,2021/22,€60.30m,€54.80m,5.0,13.0,1.0,5.0,4.0,7.0,4.0,2.0,0.0,0.0,18.0,12.0
B1,03/04/2022,Cercle Brugge,Gent,2.0,2.0,D,1.0,2.0,A,3.2,3.4,2.15,3.3,3.5,2.1,2021/22,€25.30m,€61.28m,15.0,10.0,3.0,6.0,7.0,4.0,4.0,1.0,0.0,1.0,14.0,8.0
B1,03/04/2022,Anderlecht,Charleroi,4.0,0.0,H,1.0,0.0,H,1.5,4.75,5.75,1.49,4.5,6.25,2021/22,€113.05m,€51.30m,20.0,1.0,11.0,0.0,5.0,2.0,1.0,2.0,0.0,0.0,8.0,14.0
B1,03/04/2022,Genk,Eupen,5.0,0.0,H,2.0,0.0,H,1.4,4.75,7.0,1.43,4.75,7.0,2021/22,€120.10m,€21.03m,14.0,5.0,9.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,11.0,10.0
B1,09/04/2022,Eupen,Oostende,0.0,2.0,A,0.0,1.0,A,2.45,3.4,2.55,2.5,3.4,2.7,2021/22,€21.03m,€45.45m,9.0,16.0,1.0,8.0,5.0,3.0,4.0,3.0,0.0,1.0,14.0,9.0
B1,09/04/2022,Antwerp,Cercle Brugge,1.0,1.0,D,0.0,0.0,D,1.95,3.3,3.6,2.0,3.5,3.5,2021/22,€61.90m,€25.30m,24.0,5.0,7.0,1.0,9.0,2.0,0.0,1.0,0.0,0.0,6.0,11.0
B1,10/04/2022,Charleroi,Waregem,3.0,0.0,H,3.0,0.0,H,1.45,4.0,6.0,1.51,4.33,6.25,2021/22,€51.30m,€20.73m,15.0,9.0,7.0,3.0,7.0,3.0,0.0,2.0,0.0,0.0,9.0,11.0
B1,10/04/2022,Club Brugge,Mechelen,2.0,0.0,H,1.0,0.0,H,1.3,5.0,8.0,1.34,5.5,8.0,2021/22,€200.50m,€35.80m,22.0,8.0,8.0,0.0,7.0,4.0,2.0,1.0,0.0,0.0,8.0,6.0
B1,10/04/2022,Gent,Oud-Heverlee Leuven,5.0,0.0,H,1.0,0.0,H,1.22,6.0,9.5,1.23,6.5,12.0,2021/22,€61.28m,€30.85m,26.0,7.0,12.0,3.0,6.0,3.0,0.0,4.0,0.0,0.0,7.0,13.0
B1,10/04/2022,Kortrijk,Anderlecht,2.0,3.0,A,1.0,1.0,D,7.0,4.75,1.33,7.25,4.8,1.42,2021/22,€28.25m,€113.05m,15.0,15.0,5.0,9.0,7.0,3.0,1.0,1.0,0.0,0.0,10.0,6.0
B1,10/04/2022,Seraing,Genk,0.0,2.0,A,0.0,1.0,A,5.75,4.2,1.5,6.25,4.5,1.49,2021/22,€15.28m,€120.10m,4.0,13.0,2.0,6.0,4.0,7.0,0.0,2.0,1.0,0.0,3.0,13.0
B1,10/04/2022,St Truiden,Standard,3.0,0.0,H,2.0,0.0,H,1.83,3.4,4.0,1.88,3.6,4.0,2021/22,€27.00m,€60.30m,15.0,11.0,5.0,2.0,5.0,2.0,2.0,3.0,0.0,0.0,12.0,15.0
B1,22/07/2022,Standard,Gent,2.0,2.0,D,1.0,0.0,H,4.2,3.6,1.85,4.0,3.5,1.9,2022/23,€61.10m,€100.20m,7.0,25.0,3.0,9.0,2.0,12.0,5.0,2.0,1.0,0.0,14.0,13.0
B1,23/07/2022,Charleroi,Eupen,3.0,1.0,H,1.0,0.0,H,1.61,3.6,4.75,1.68,4.0,4.75,2022/23,€53.90m,€19.73m,12.0,8.0,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,10.0,12.0
B1,23/07/2022,Kortrijk,Oud-Heverlee Leuven,0.0,2.0,A,0.0,0.0,D,2.37,3.2,2.87,2.35,3.5,2.87,2022/23,€28.05m,€41.55m,15.0,19.0,2.0,6.0,6.0,4.0,3.0,0.0,0.0,0.0,14.0,13.0
B1,23/07/2022,Waregem,Seraing,2.0,0.0,H,0.0,0.0,D,2.15,3.5,2.9,2.2,3.5,3.1,2022/23,€20.90m,€12.93m,18.0,2.0,8.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,14.0,17.0
B1,23/07/2022,St Truiden,St. Gilloise,1.0,1.0,D,1.0,0.0,H,4.33,3.2,1.85,4.1,3.5,1.9,2022/23,€22.93m,€71.35m,11.0,14.0,3.0,3.0,0.0,5.0,1.0,4.0,0.0,0.0,9.0,11.0
B1,24/07/2022,Club Brugge,Genk,3.0,2.0,H,1.0,1.0,D,1.72,3.75,4.2,1.77,4.1,4.0,2022/23,€182.30m,€169.40m,15.0,16.0,5.0,10.0,4.0,3.0,1.0,2.0,0.0,0.0,7.0,17.0
B1,24/07/2022,Mechelen,Antwerp,0.0,2.0,A,0.0,2.0,A,2.55,3.25,2.5,2.6,3.6,2.55,2022/23,€28.45m,€122.40m,13.0,9.0,2.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,10.0,9.0
B1,24/07/2022,Anderlecht,Oostende,2.0,0.0,H,1.0,0.0,H,1.25,5.5,9.0,1.3,5.5,9.75,2022/23,€121.25m,€18.85m,13.0,8.0,3.0,1.0,7.0,5.0,0.0,4.0,0.0,1.0,9.0,8.0
B1,24/07/2022,Westerlo,Cercle Brugge,2.0,0.0,H,1.0,0.0,H,2.5,3.2,2.7,2.6,3.4,2.6,2022/23,€45.55m,€42.88m,18.0,4.0,8.0,0.0,3.0,4.0,1.0,5.0,0.0,1.0,12.0,20.0
B1,29/07/2022,St. Gilloise,Charleroi,1.0,0.0,H,0.0,0.0,D,1.65,4.0,5.0,1.7,3.9,5.0,2022/23,€71.35m,€53.90m,16.0,5.0,6.0,4.0,8.0,4.0,2.0,1.0,0.0,0.0,11.0,5.0
B1,30/07/2022,Cercle Brugge,Anderlecht,1.0,0.0,H,0.0,0.0,D,3.6,3.4,1.9,3.5,3.5,2.05,2022/23,€42.88m,€121.25m,13.0,5.0,5.0,0.0,8.0,1.0,0.0,5.0,0.0,1.0,11.0,15.0
B1,30/07/2022,Oostende,Mechelen,2.0,1.0,H,2.0,0.0,H,2.62,3.4,2.4,2.75,3.5,2.45,2022/23,€18.85m,€28.45m,9.0,19.0,7.0,7.0,6.0,9.0,0.0,2.0,1.0,0.0,5.0,14.0
B1,30/07/2022,Oud-Heverlee Leuven,Westerlo,2.0,0.0,H,1.0,0.0,H,2.5,3.4,2.62,2.5,3.4,2.75,2022/23,€41.55m,€45.55m,11.0,14.0,5.0,0.0,5.0,6.0,2.0,3.0,0.0,1.0,11.0,15.0
B1,30/07/2022,Gent,St Truiden,1.0,1.0,D,1.0,0.0,H,1.5,4.2,5.5,1.57,4.0,5.25,2022/23,€100.20m,€22.93m,13.0,11.0,4.0,7.0,3.0,6.0,2.0,2.0,0.0,0.0,14.0,12.0
B1,31/07/2022,Genk,Standard,3.0,1.0,H,3.0,1.0,H,1.5,4.2,5.25,1.53,4.33,5.25,2022/23,€169.40m,€61.10m,16.0,10.0,5.0,2.0,7.0,4.0,3.0,4.0,0.0,0.0,15.0,11.0
B1,31/07/2022,Eupen,Club Brugge,2.0,1.0,H,2.0,1.0,H,5.25,4.75,1.5,5.75,4.6,1.49,2022/23,€19.73m,€182.30m,13.0,13.0,6.0,5.0,5.0,7.0,4.0,2.0,1.0,0.0,18.0,13.0
B1,31/07/2022,Seraing,Kortrijk,0.0,1.0,A,0.0,0.0,D,2.87,3.4,2.25,2.65,3.3,2.45,2022/23,€12.93m,€28.05m,18.0,7.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,17.0,9.0
B1,31/07/2022,Antwerp,Waregem,1.0,0.0,H,0.0,0.0,D,1.36,4.5,7.0,1.4,4.8,7.5,2022/23,€122.40m,€20.90m,17.0,12.0,7.0,4.0,3.0,6.0,2.0,3.0,0.0,1.0,6.0,14.0
B1,05/08/2022,Club Brugge,Waregem,1.0,1.0,D,0.0,0.0,D,1.22,6.0,9.0,1.29,6.25,9.25,2022/23,€182.30m,€20.90m,23.0,7.0,7.0,4.0,7.0,4.0,2.0,3.0,0.0,0.0,7.0,17.0
B1,06/08/2022,Genk,Eupen,4.0,2.0,H,3.0,1.0,H,1.36,5.0,6.5,1.37,5.25,7.25,2022/23,€169.40m,€19.73m,24.0,9.0,14.0,5.0,8.0,2.0,0.0,3.0,0.0,1.0,9.0,15.0
B1,06/08/2022,Charleroi,Oostende,1.0,3.0,A,0.0,1.0,A,1.6,3.8,5.0,1.63,4.0,5.0,2022/23,€53.90m,€18.85m,15.0,9.0,3.0,6.0,9.0,5.0,2.0,1.0,0.0,0.0,11.0,7.0
B1,06/08/2022,Kortrijk,St Truiden,0.0,0.0,D,0.0,0.0,D,3.0,3.2,2.3,3.0,3.3,2.35,2022/23,€28.05m,€22.93m,10.0,18.0,4.0,2.0,4.0,6.0,0.0,1.0,0.0,0.0,12.0,16.0
B1,06/08/2022,Mechelen,St. Gilloise,3.0,0.0,H,1.0,0.0,H,3.0,3.5,2.1,3.2,3.4,2.15,2022/23,€28.45m,€71.35m,6.0,6.0,4.0,2.0,3.0,5.0,2.0,5.0,0.0,0.0,14.0,12.0
