Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,HF,AF
B1,10/04/2021,Gent,Charleroi,4.0,0.0,H,2.0,0.0,H,1.66,4.0,4.75,1.67,4.1,4.75,2020/21,€81.65m,€42.83m,17.0,9.0,8.0,2.0,9.0,3.0,3.0,2.0,0.0,0.0,12.0,14.0
B1,11/04/2021,Genk,St Truiden,4.0,0.0,H,3.0,0.0,H,1.55,4.2,5.5,1.57,4.4,5.5,2020/21,€140.05m,€23.08m,19.0,6.0,8.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,13.0,13.0
B1,11/04/2021,Waasland-Beveren,Kortrijk,3.0,4.0,A,2.0,1.0,H,3.4,3.8,2.0,3.4,3.75,2.05,2020/21,€20.95m,€31.80m,10.0,12.0,5.0,9.0,6.0,3.0,1.0,1.0,0.0,0.0,10.0,15.0
B1,11/04/2021,Anderlecht,Club Brugge,2.0,1.0,H,0.0,0.0,D,3.5,3.25,2.15,3.6,3.4,2.1,2020/21,€139.80m,€170.90m,8.0,10.0,3.0,3.0,3.0,4.0,1.0,3.0,0.0,0.0,7.0,20.0
B1,11/04/2021,Beerschot VA,Oostende,1.0,2.0,A,1.0,0.0,H,3.1,3.5,2.2,3.1,3.7,2.2,2020/21,€24.80m,€34.55m,9.0,21.0,3.0,7.0,1.0,11.0,1.0,2.0,0.0,0.0,10.0,15.0
B1,12/04/2021,Mouscron,Antwerp,2.0,3.0,A,0.0,1.0,A,3.5,3.75,1.95,3.7,3.75,1.95,2020/21,€18.03m,€54.40m,21.0,13.0,8.0,6.0,13.0,3.0,3.0,1.0,0.0,1.0,23.0,5.0
B1,17/04/2021,Charleroi,Eupen,2.0,3.0,A,1.0,3.0,A,2.25,3.3,2.87,2.3,3.3,3.2,2020/21,€42.83m,€21.10m,21.0,13.0,8.0,5.0,7.0,4.0,3.0,0.0,0.0,0.0,8.0,8.0
B1,17/04/2021,Antwerp,Genk,3.0,2.0,H,0.0,1.0,A,2.8,3.5,2.37,2.85,3.6,2.35,2020/21,€54.40m,€140.05m,27.0,24.0,9.0,9.0,9.0,4.0,3.0,1.0,0.0,0.0,11.0,10.0
B1,18/04/2021,Club Brugge,Mouscron,4.0,2.0,H,0.0,0.0,D,1.2,6.5,12.0,1.2,7.25,12.0,2020/21,€170.90m,€18.03m,19.0,11.0,7.0,5.0,8.0,3.0,1.0,1.0,0.0,0.0,5.0,11.0
B1,18/04/2021,Kortrijk,Mechelen,1.0,4.0,A,1.0,2.0,A,3.75,3.6,1.85,3.5,4.2,1.91,2020/21,€31.80m,€31.88m,11.0,17.0,3.0,11.0,4.0,5.0,1.0,1.0,0.0,0.0,16.0,13.0
B1,18/04/2021,Oostende,Cercle Brugge,1.0,1.0,D,0.0,0.0,D,1.55,4.0,6.0,1.62,4.2,5.25,2020/21,€34.55m,€40.45m,10.0,13.0,5.0,5.0,7.0,5.0,2.0,2.0,0.0,0.0,14.0,11.0
B1,18/04/2021,Oud-Heverlee Leuven,Waasland-Beveren,1.0,2.0,A,0.0,1.0,A,1.83,4.0,3.75,1.85,4.4,3.5,2020/21,€32.65m,€20.95m,13.0,13.0,2.0,9.0,5.0,3.0,3.0,4.0,0.0,0.0,12.0,11.0
B1,18/04/2021,St Truiden,Anderlecht,0.0,1.0,A,0.0,0.0,D,5.5,3.4,1.57,5.75,3.7,1.65,2020/21,€23.08m,€139.80m,4.0,14.0,1.0,4.0,2.0,5.0,1.0,1.0,0.0,0.0,10.0,8.0
B1,18/04/2021,Standard,Beerschot VA,3.0,0.0,H,1.0,0.0,H,1.6,4.0,5.25,1.62,4.0,5.5,2020/21,€85.25m,€24.80m,13.0,9.0,10.0,3.0,6.0,9.0,1.0,2.0,0.0,0.0,14.0,15.0
B1,18/04/2021,Waregem,Gent,2.0,7.0,A,0.0,3.0,A,4.75,3.6,1.72,4.33,4.0,1.75,2020/21,€22.75m,€81.65m,6.0,14.0,4.0,7.0,4.0,3.0,2.0,1.0,0.0,0.0,10.0,10.0
B1,23/07/2021,Standard,Genk,1.0,1.0,D,0.0,0.0,D,2.75,3.5,2.37,2.8,3.6,2.4,2021/22,€60.30m,€120.10m,17.0,17.0,5.0,5.0,7.0,3.0,1.0,2.0,0.0,0.0,11.0,8.0
B1,24/07/2021,Oud-Heverlee Leuven,Waregem,1.0,1.0,D,1.0,1.0,D,1.95,3.75,3.5,2.05,3.7,3.4,2021/22,€30.85m,€20.73m,13.0,10.0,4.0,4.0,0.0,4.0,5.0,6.0,0.0,1.0,12.0,17.0
B1,24/07/2021,Kortrijk,Seraing,2.0,0.0,H,1.0,0.0,H,1.75,3.8,4.5,1.83,3.8,4.1,2021/22,€28.25m,€15.28m,9.0,9.0,4.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,16.0,15.0
B1,24/07/2021,Oostende,Charleroi,0.0,3.0,A,0.0,1.0,A,2.3,3.5,2.9,2.35,3.4,3.0,2021/22,€45.45m,€51.30m,11.0,10.0,3.0,6.0,9.0,2.0,3.0,1.0,0.0,0.0,13.0,9.0
B1,25/07/2021,Mechelen,Antwerp,3.0,2.0,H,0.0,1.0,A,2.7,3.5,2.45,2.75,3.6,2.45,2021/22,€35.80m,€61.90m,18.0,10.0,9.0,5.0,13.0,2.0,2.0,2.0,0.0,0.0,12.0,10.0
B1,25/07/2021,Club Brugge,Eupen,2.0,2.0,D,0.0,0.0,D,1.18,6.5,15.0,1.2,6.75,15.0,2021/22,€200.50m,€21.03m,21.0,13.0,11.0,5.0,10.0,3.0,3.0,6.0,0.0,0.0,9.0,14.0
B1,25/07/2021,Anderlecht,St. Gilloise,1.0,3.0,A,1.0,1.0,D,1.5,4.33,5.5,1.57,4.2,5.75,2021/22,€113.05m,€54.80m,9.0,8.0,2.0,5.0,4.0,2.0,3.0,3.0,0.0,0.0,11.0,7.0
B1,25/07/2021,St Truiden,Gent,2.0,1.0,H,1.0,1.0,D,4.75,3.75,1.7,4.4,3.8,1.78,2021/22,€27.00m,€61.28m,6.0,12.0,2.0,4.0,1.0,8.0,2.0,1.0,0.0,0.0,12.0,6.0
B1,30/07/2021,Genk,Oostende,3.0,4.0,A,2.0,1.0,H,1.53,4.0,6.5,1.6,3.9,6.0,2021/22,€120.10m,€45.45m,25.0,16.0,9.0,7.0,9.0,5.0,0.0,1.0,0.0,0.0,2.0,12.0
B1,31/07/2021,Charleroi,St Truiden,0.0,0.0,D,0.0,0.0,D,1.95,3.4,3.5,2.05,3.5,3.6,2021/22,€51.30m,€27.00m,10.0,7.0,0.0,3.0,6.0,5.0,2.0,4.0,0.0,0.0,12.0,16.0
B1,31/07/2021,Cercle Brugge,Oud-Heverlee Leuven,1.0,1.0,D,0.0,1.0,A,2.15,3.4,3.0,2.4,3.6,2.8,2021/22,€25.30m,€30.85m,17.0,10.0,3.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,21.0,8.0
B1,31/07/2021,Seraing,Mechelen,1.0,0.0,H,1.0,0.0,H,3.4,3.5,1.95,3.5,4.0,1.95,2021/22,€15.28m,€35.80m,10.0,10.0,4.0,4.0,6.0,6.0,3.0,3.0,0.0,0.0,17.0,13.0
B1,31/07/2021,Eupen,Anderlecht,1.0,1.0,D,1.0,1.0,D,3.25,3.75,2.0,3.6,3.5,2.05,2021/22,€21.03m,€113.05m,14.0,10.0,5.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,11.0,9.0
B1,01/08/2021,St. Gilloise,Club Brugge,0.0,1.0,A,0.0,0.0,D,4.33,4.0,1.7,5.0,3.6,1.75,2021/22,€54.80m,€200.50m,14.0,13.0,3.0,6.0,2.0,7.0,2.0,2.0,0.0,0.0,12.0,14.0
B1,01/08/2021,Waregem,Standard,1.0,2.0,A,0.0,0.0,D,2.9,3.5,2.15,3.25,3.3,2.3,2021/22,€20.73m,€60.30m,17.0,16.0,3.0,5.0,5.0,6.0,2.0,4.0,0.0,0.0,11.0,19.0
B1,01/08/2021,Gent,Beerschot VA,2.0,2.0,D,1.0,0.0,H,1.36,4.33,7.5,1.4,4.75,7.75,2021/22,€61.28m,€24.18m,24.0,11.0,5.0,7.0,7.0,8.0,1.0,0.0,0.0,0.0,8.0,13.0
B1,01/08/2021,Antwerp,Kortrijk,0.0,1.0,A,0.0,0.0,D,1.7,3.6,4.2,1.78,3.5,5.0,2021/22,€61.90m,€28.25m,13.0,13.0,3.0,5.0,6.0,5.0,2.0,5.0,0.0,0.0,11.0,9.0
B1,06/08/2021,Club Brugge,Cercle Brugge,1.0,1.0,D,1.0,0.0,H,1.28,5.75,7.5,1.33,5.5,8.5,2021/22,€200.50m,€25.30m,12.0,5.0,3.0,1.0,7.0,0.0,2.0,4.0,0.0,0.0,11.0,11.0
B1,07/08/2021,Beerschot VA,St. Gilloise,0.0,3.0,A,0.0,1.0,A,4.2,3.75,1.8,4.1,3.8,1.85,2021/22,€24.18m,€54.80m,8.0,15.0,2.0,6.0,9.0,3.0,2.0,3.0,0.0,0.0,12.0,12.0
B1,07/08/2021,Mechelen,Eupen,1.0,3.0,A,1.0,0.0,H,1.7,3.75,4.2,1.78,4.0,4.25,2021/22,€35.80m,€21.03m,15.0,16.0,4.0,4.0,7.0,3.0,0.0,2.0,0.0,0.0,6.0,11.0
B1,07/08/2021,St Truiden,Waregem,1.0,3.0,A,0.0,0.0,D,2.0,3.6,3.1,2.1,3.5,3.5,2021/22,€27.00m,€20.73m,11.0,11.0,1.0,7.0,8.0,3.0,1.0,2.0,0.0,0.0,12.0,12.0
B1,07/08/2021,Kortrijk,Genk,1.0,2.0,A,1.0,0.0,H,3.2,3.6,2.0,3.6,3.7,2.0,2021/22,€28.25m,€120.10m,8.0,17.0,3.0,6.0,4.0,4.0,1.0,3.0,0.0,0.0,7.0,5.0
B1,08/08/2021,Standard,Antwerp,2.0,5.0,A,0.0,2.0,A,2.25,3.5,2.9,2.3,3.5,3.0,2021/22,€60.30m,€61.90m,20.0,12.0,9.0,6.0,9.0,1.0,3.0,5.0,0.0,0.0,11.0,16.0
B1,08/08/2021,Oud-Heverlee Leuven,Charleroi,1.0,1.0,D,0.0,1.0,A,2.45,3.4,2.55,2.75,3.5,2.5,2021/22,€30.85m,€51.30m,21.0,21.0,4.0,9.0,7.0,9.0,1.0,1.0,0.0,0.0,6.0,13.0
B1,08/08/2021,Anderlecht,Seraing,3.0,0.0,H,0.0,0.0,D,1.3,5.25,7.0,1.4,5.0,7.25,2021/22,€113.05m,€15.28m,19.0,4.0,7.0,1.0,8.0,2.0,2.0,2.0,0.0,1.0,14.0,13.0
B1,08/08/2021,Oostende,Gent,1.0,0.0,H,0.0,0.0,D,3.2,3.6,2.0,3.6,3.8,1.95,2021/22,€45.45m,€61.28m,7.0,13.0,3.0,0.0,6.0,6.0,3.0,1.0,0.0,0.0,10.0,9.0
B1,13/08/2021,Charleroi,Antwerp,1.0,1.0,D,0.0,1.0,A,2.55,3.3,2.55,2.5,3.5,2.75,2021/22,€51.30m,€61.90m,23.0,10.0,7.0,7.0,12.0,1.0,1.0,2.0,0.0,0.0,6.0,6.0
B1,14/08/2021,St. Gilloise,Kortrijk,2.0,0.0,H,1.0,0.0,H,1.6,4.0,5.25,1.67,4.0,5.0,2021/22,€54.80m,€28.25m,24.0,2.0,8.0,2.0,10.0,2.0,0.0,6.0,0.0,1.0,11.0,20.0
B1,14/08/2021,Eupen,St Truiden,2.0,1.0,H,1.0,0.0,H,1.95,3.5,3.75,1.95,3.9,3.5,2021/22,€21.03m,€27.00m,8.0,18.0,5.0,5.0,5.0,8.0,4.0,2.0,0.0,0.0,18.0,10.0
B1,14/08/2021,Seraing,Oostende,2.0,3.0,A,1.0,0.0,H,3.5,3.6,2.0,3.5,3.8,2.0,2021/22,€15.28m,€45.45m,10.0,12.0,3.0,7.0,3.0,6.0,4.0,5.0,0.0,1.0,7.0,17.0
B1,14/08/2021,Genk,Oud-Heverlee Leuven,4.0,0.0,H,1.0,0.0,H,1.45,4.33,7.0,1.5,4.1,7.0,2021/22,€120.10m,€30.85m,21.0,15.0,8.0,6.0,7.0,6.0,1.0,4.0,0.0,0.0,11.0,15.0
B1,15/08/2021,Beerschot VA,Standard,0.0,1.0,A,0.0,0.0,D,3.8,3.5,1.9,3.6,3.8,1.95,2021/22,€24.18m,€60.30m,14.0,8.0,4.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,16.0,14.0
B1,15/08/2021,Gent,Mechelen,2.0,0.0,H,1.0,0.0,H,1.72,4.2,4.0,1.83,3.5,4.6,2021/22,€61.28m,€35.80m,20.0,6.0,8.0,3.0,13.0,2.0,2.0,2.0,0.0,0.0,10.0,11.0
B1,15/08/2021,Cercle Brugge,Anderlecht,1.0,2.0,A,1.0,2.0,A,4.0,3.6,1.85,3.9,3.5,1.95,2021/22,€25.30m,€113.05m,8.0,17.0,2.0,6.0,7.0,7.0,2.0,0.0,0.0,0.0,9.0,11.0
B1,15/08/2021,Waregem,Club Brugge,0.0,4.0,A,0.0,1.0,A,6.5,4.5,1.44,5.75,4.5,1.53,2021/22,€20.73m,€200.50m,3.0,20.0,1.0,11.0,3.0,7.0,2.0,4.0,0.0,1.0,8.0,10.0
B1,20/08/2021,Standard,Oostende,1.0,0.0,H,0.0,0.0,D,1.8,3.5,4.2,1.91,3.8,3.8,2021/22,€60.30m,€45.45m,17.0,8.0,5.0,1.0,6.0,3.0,4.0,4.0,0.0,1.0,13.0,19.0
B1,21/08/2021,Seraing,Cercle Brugge,2.0,1.0,H,0.0,1.0,A,2.8,3.5,2.37,2.8,3.5,2.45,2021/22,€15.28m,€25.30m,10.0,9.0,5.0,5.0,5.0,3.0,2.0,3.0,0.0,0.0,14.0,20.0
B1,21/08/2021,Oud-Heverlee Leuven,Eupen,1.0,4.0,A,0.0,2.0,A,2.3,3.6,2.8,2.4,3.7,2.75,2021/22,€30.85m,€21.03m,14.0,21.0,6.0,8.0,2.0,6.0,2.0,3.0,0.0,0.0,8.0,12.0
B1,21/08/2021,St Truiden,Kortrijk,0.0,2.0,A,0.0,1.0,A,2.75,3.0,2.75,2.65,3.2,2.8,2021/22,€27.00m,€28.25m,24.0,11.0,4.0,2.0,6.0,7.0,3.0,3.0,0.0,0.0,16.0,6.0
B1,22/08/2021,Waregem,Charleroi,2.0,2.0,D,1.0,1.0,D,3.0,3.5,2.25,2.9,3.7,2.3,2021/22,€20.73m,€51.30m,20.0,17.0,7.0,4.0,8.0,6.0,2.0,1.0,0.0,0.0,10.0,9.0
B1,22/08/2021,Club Brugge,Beerschot VA,3.0,2.0,H,2.0,1.0,H,1.18,7.0,13.0,1.2,7.0,14.0,2021/22,€200.50m,€24.18m,13.0,9.0,5.0,4.0,8.0,1.0,3.0,6.0,1.0,1.0,10.0,16.0
B1,22/08/2021,Mechelen,St. Gilloise,3.0,1.0,H,1.0,1.0,D,3.6,3.5,2.0,3.5,3.6,2.05,2021/22,€35.80m,€54.80m,12.0,13.0,4.0,5.0,6.0,7.0,2.0,3.0,0.0,0.0,22.0,12.0
B1,27/08/2021,Kortrijk,Mechelen,2.0,2.0,D,0.0,2.0,A,2.45,3.5,2.9,2.5,3.3,2.85,2021/22,€28.25m,€35.80m,9.0,13.0,5.0,4.0,5.0,7.0,2.0,3.0,0.0,0.0,9.0,20.0
B1,28/08/2021,Charleroi,Beerschot VA,5.0,2.0,H,1.0,0.0,H,1.7,3.6,4.75,1.75,3.9,4.5,2021/22,€51.30m,€24.18m,24.0,6.0,10.0,3.0,3.0,5.0,2.0,5.0,0.0,2.0,15.0,11.0
B1,28/08/2021,Cercle Brugge,St Truiden,0.0,1.0,A,0.0,1.0,A,1.95,3.5,3.6,2.05,3.6,3.5,2021/22,€25.30m,€27.00m,24.0,7.0,6.0,2.0,9.0,1.0,1.0,2.0,0.0,1.0,8.0,12.0
B1,28/08/2021,Eupen,Seraing,1.0,2.0,A,0.0,0.0,D,1.66,3.75,5.0,1.65,4.25,4.75,2021/22,€21.03m,€15.28m,15.0,9.0,2.0,4.0,7.0,1.0,3.0,1.0,0.0,0.0,8.0,5.0
B1,28/08/2021,St. Gilloise,Standard,4.0,0.0,H,2.0,0.0,H,1.7,3.8,4.75,1.75,3.7,4.75,2021/22,€54.80m,€60.30m,16.0,10.0,4.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,10.0,17.0
B1,29/08/2021,Gent,Club Brugge,6.0,1.0,H,3.0,0.0,H,3.1,3.25,2.3,3.4,3.2,2.25,2021/22,€61.28m,€200.50m,11.0,7.0,6.0,3.0,1.0,6.0,2.0,2.0,0.0,0.0,18.0,12.0
B1,29/08/2021,Antwerp,Oud-Heverlee Leuven,2.0,2.0,D,2.0,0.0,H,1.6,4.0,5.25,1.62,4.0,5.5,2021/22,€61.90m,€30.85m,14.0,22.0,6.0,6.0,7.0,13.0,4.0,4.0,0.0,1.0,8.0,10.0
B1,29/08/2021,Genk,Anderlecht,1.0,0.0,H,0.0,0.0,D,2.15,3.4,3.25,2.25,3.2,3.4,2021/22,€120.10m,€113.05m,12.0,16.0,3.0,0.0,3.0,7.0,1.0,5.0,0.0,0.0,9.0,8.0
B1,29/08/2021,Oostende,Waregem,0.0,2.0,A,0.0,1.0,A,1.8,3.75,4.33,1.85,3.6,4.33,2021/22,€45.45m,€20.73m,22.0,12.0,3.0,6.0,11.0,1.0,5.0,3.0,0.0,0.0,13.0,17.0
B1,10/09/2021,Club Brugge,Oostende,3.0,0.0,H,1.0,0.0,H,1.33,5.25,7.5,1.36,5.25,7.0,2021/22,€200.50m,€45.45m,31.0,4.0,7.0,2.0,10.0,4.0,0.0,5.0,0.0,1.0,11.0,14.0
B1,11/09/2021,Eupen,Antwerp,0.0,1.0,A,0.0,0.0,D,2.7,3.4,2.5,2.65,3.5,2.45,2021/22,€21.03m,€61.90m,17.0,14.0,4.0,6.0,7.0,5.0,2.0,5.0,0.0,0.0,8.0,9.0
B1,11/09/2021,Waregem,Cercle Brugge,2.0,4.0,A,1.0,0.0,H,2.4,3.4,2.87,2.35,3.5,2.8,2021/22,€20.73m,€25.30m,4.0,17.0,2.0,8.0,2.0,8.0,1.0,2.0,1.0,0.0,13.0,7.0
B1,12/09/2021,Anderlecht,Mechelen,7.0,2.0,H,1.0,1.0,D,1.65,3.8,4.75,1.67,4.0,4.5,2021/22,€113.05m,€35.80m,15.0,8.0,9.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,9.0,5.0
B1,12/09/2021,Gent,Charleroi,2.0,3.0,A,1.0,2.0,A,1.55,4.2,5.25,1.62,4.1,4.75,2021/22,€61.28m,€51.30m,23.0,13.0,10.0,4.0,13.0,3.0,2.0,5.0,0.0,1.0,7.0,18.0
B1,12/09/2021,Seraing,Standard,0.0,1.0,A,0.0,1.0,A,3.6,3.5,2.0,3.4,3.6,2.0,2021/22,€15.28m,€60.30m,19.0,7.0,6.0,3.0,8.0,2.0,4.0,7.0,0.0,1.0,15.0,16.0
B1,12/09/2021,Genk,St. Gilloise,1.0,1.0,D,0.0,0.0,D,2.2,3.6,3.0,2.25,3.5,2.9,2021/22,€120.10m,€54.80m,17.0,17.0,5.0,7.0,6.0,4.0,1.0,1.0,0.0,1.0,8.0,13.0
B1,12/09/2021,Oud-Heverlee Leuven,Kortrijk,2.0,1.0,H,0.0,0.0,D,2.7,3.4,2.5,2.6,3.6,2.45,2021/22,€30.85m,€28.25m,17.0,15.0,5.0,8.0,3.0,4.0,2.0,6.0,0.0,1.0,8.0,19.0
B1,13/09/2021,Beerschot VA,St Truiden,0.0,1.0,A,0.0,1.0,A,2.5,3.4,2.7,2.4,3.4,2.75,2021/22,€24.18m,€27.00m,14.0,6.0,2.0,3.0,5.0,1.0,4.0,3.0,0.0,0.0,14.0,18.0
B1,17/09/2021,Cercle Brugge,Eupen,1.0,2.0,A,1.0,1.0,D,2.05,3.6,3.4,2.1,3.6,3.4,2021/22,€25.30m,€21.03m,12.0,14.0,3.0,8.0,4.0,5.0,2.0,3.0,0.0,0.0,10.0,17.0
B1,18/09/2021,Oostende,Beerschot VA,3.0,1.0,H,2.0,0.0,H,1.7,4.0,4.2,1.75,4.0,4.33,2021/22,€45.45m,€24.18m,18.0,12.0,12.0,4.0,8.0,5.0,4.0,2.0,0.0,0.0,20.0,11.0
B1,18/09/2021,Mechelen,Oud-Heverlee Leuven,2.0,0.0,H,2.0,0.0,H,1.66,3.8,5.0,1.7,4.2,4.5,2021/22,€35.80m,€30.85m,8.0,14.0,4.0,5.0,2.0,5.0,5.0,5.0,0.0,1.0,21.0,10.0
B1,18/09/2021,St. Gilloise,Waregem,2.0,1.0,H,0.0,0.0,D,1.22,6.0,11.0,1.22,6.75,11.5,2021/22,€54.80m,€20.73m,20.0,11.0,6.0,5.0,11.0,4.0,2.0,2.0,0.0,1.0,19.0,13.0
B1,18/09/2021,Charleroi,Club Brugge,0.0,1.0,A,0.0,0.0,D,4.75,3.8,1.65,4.75,4.0,1.7,2021/22,€51.30m,€200.50m,17.0,13.0,5.0,4.0,8.0,8.0,1.0,2.0,0.0,0.0,3.0,10.0
B1,19/09/2021,St Truiden,Genk,1.0,2.0,A,1.0,0.0,H,4.2,3.6,1.83,4.1,3.8,1.85,2021/22,€27.00m,€120.10m,8.0,8.0,3.0,2.0,6.0,2.0,4.0,1.0,0.0,0.0,15.0,10.0
B1,19/09/2021,Antwerp,Seraing,2.0,1.0,H,0.0,0.0,D,1.5,4.33,5.5,1.53,4.4,6.0,2021/22,€61.90m,€15.28m,19.0,11.0,6.0,2.0,10.0,6.0,1.0,1.0,0.0,0.0,13.0,7.0
B1,19/09/2021,Standard,Anderlecht,0.0,1.0,A,0.0,1.0,A,3.4,3.3,2.05,3.2,3.7,2.15,2021/22,€60.30m,€113.05m,7.0,12.0,1.0,4.0,6.0,4.0,3.0,4.0,2.0,0.0,17.0,11.0
B1,19/09/2021,Kortrijk,Gent,1.0,0.0,H,1.0,0.0,H,4.5,3.8,1.75,4.1,4.0,1.8,2021/22,€28.25m,€61.28m,7.0,15.0,3.0,3.0,3.0,7.0,4.0,3.0,0.0,0.0,18.0,15.0
B1,22/09/2021,Antwerp,Genk,4.0,2.0,H,3.0,1.0,H,2.9,3.6,2.05,3.25,3.9,2.05,2021/22,€61.90m,€120.10m,10.0,16.0,7.0,7.0,4.0,8.0,5.0,3.0,1.0,0.0,11.0,12.0
B1,23/09/2021,Anderlecht,Gent,1.0,1.0,D,0.0,1.0,A,2.15,3.4,2.9,2.2,3.6,3.1,2021/22,€113.05m,€61.28m,13.0,11.0,5.0,2.0,7.0,3.0,2.0,2.0,0.0,0.0,9.0,14.0
B1,24/09/2021,Club Brugge,Oud-Heverlee Leuven,1.0,1.0,D,0.0,1.0,A,1.22,5.75,9.0,1.2,7.25,12.5,2021/22,€200.50m,€30.85m,32.0,5.0,9.0,1.0,14.0,1.0,1.0,2.0,0.0,0.0,8.0,10.0
B1,25/09/2021,Beerschot VA,Eupen,0.0,3.0,A,0.0,1.0,A,2.75,3.4,2.37,2.8,3.6,2.4,2021/22,€24.18m,€21.03m,7.0,16.0,1.0,5.0,4.0,7.0,5.0,4.0,2.0,0.0,10.0,9.0
B1,25/09/2021,Waregem,Kortrijk,2.0,2.0,D,0.0,0.0,D,2.75,3.6,2.25,2.85,3.75,2.3,2021/22,€20.73m,€28.25m,11.0,11.0,3.0,3.0,3.0,5.0,5.0,2.0,0.0,0.0,16.0,10.0
B1,25/09/2021,Standard,St Truiden,1.0,2.0,A,1.0,0.0,H,1.9,3.6,3.4,1.95,3.7,3.7,2021/22,€60.30m,€27.00m,7.0,12.0,1.0,4.0,2.0,1.0,2.0,4.0,0.0,0.0,20.0,20.0
B1,26/09/2021,St. Gilloise,Antwerp,1.0,2.0,A,1.0,0.0,H,1.5,4.33,5.0,1.55,4.4,5.5,2021/22,€54.80m,€61.90m,20.0,12.0,11.0,5.0,10.0,7.0,3.0,3.0,0.0,0.0,14.0,7.0
B1,26/09/2021,Gent,Cercle Brugge,2.0,1.0,H,0.0,1.0,A,1.33,4.5,7.0,1.42,4.75,7.5,2021/22,€61.28m,€25.30m,12.0,11.0,6.0,4.0,8.0,6.0,3.0,5.0,0.0,0.0,20.0,18.0
B1,26/09/2021,Oostende,Anderlecht,2.0,2.0,D,2.0,0.0,H,4.33,3.75,1.66,4.0,3.9,1.83,2021/22,€45.45m,€113.05m,9.0,18.0,5.0,6.0,3.0,3.0,2.0,1.0,0.0,1.0,11.0,7.0
B1,26/09/2021,Charleroi,Mechelen,0.0,2.0,A,0.0,1.0,A,1.9,3.75,3.4,2.05,3.7,3.4,2021/22,€51.30m,€35.80m,12.0,11.0,1.0,5.0,10.0,4.0,1.0,3.0,0.0,0.0,9.0,10.0
B1,26/09/2021,Genk,Seraing,3.0,0.0,H,2.0,0.0,H,1.3,5.0,7.5,1.33,5.25,9.25,2021/22,€120.10m,€15.28m,12.0,5.0,8.0,2.0,5.0,3.0,3.0,2.0,0.0,0.0,12.0,9.0
B1,01/10/2021,Mechelen,Standard,3.0,1.0,H,3.0,0.0,H,2.15,3.8,3.1,2.25,3.75,2.85,2021/22,€35.80m,€60.30m,16.0,16.0,8.0,4.0,5.0,5.0,2.0,3.0,0.0,0.0,9.0,17.0
B1,02/10/2021,Kortrijk,Charleroi,2.0,2.0,D,1.0,0.0,H,2.6,3.6,2.6,2.45,3.7,2.65,2021/22,€28.25m,€51.30m,20.0,21.0,8.0,10.0,5.0,6.0,2.0,4.0,0.0,0.0,14.0,8.0
B1,02/10/2021,Cercle Brugge,St. Gilloise,0.0,3.0,A,0.0,0.0,D,5.0,4.0,1.66,4.75,4.0,1.68,2021/22,€25.30m,€54.80m,8.0,11.0,2.0,5.0,4.0,3.0,2.0,2.0,0.0,0.0,13.0,13.0
B1,02/10/2021,St Truiden,Oostende,1.0,1.0,D,0.0,0.0,D,2.1,3.8,3.2,2.05,3.6,3.3,2021/22,€27.00m,€45.45m,14.0,9.0,4.0,1.0,5.0,4.0,2.0,1.0,0.0,0.0,15.0,10.0
B1,02/10/2021,Oud-Heverlee Leuven,Beerschot VA,0.0,0.0,D,0.0,0.0,D,2.1,4.0,3.0,2.05,3.9,3.1,2021/22,€30.85m,€24.18m,16.0,14.0,7.0,4.0,10.0,4.0,3.0,4.0,1.0,0.0,13.0,16.0
B1,03/10/2021,Anderlecht,Club Brugge,1.0,1.0,D,0.0,1.0,A,2.87,3.6,2.37,2.7,3.75,2.37,2021/22,€113.05m,€200.50m,18.0,11.0,4.0,4.0,7.0,6.0,2.0,4.0,0.0,0.0,8.0,12.0
B1,03/10/2021,Seraing,Waregem,5.0,1.0,H,2.0,0.0,H,2.0,4.0,3.3,1.95,4.0,3.3,2021/22,€15.28m,€20.73m,26.0,9.0,16.0,4.0,7.0,3.0,0.0,0.0,0.0,1.0,5.0,9.0
B1,03/10/2021,Antwerp,Gent,1.0,0.0,H,0.0,0.0,D,2.75,3.75,2.4,2.6,3.9,2.37,2021/22,€61.90m,€61.28m,11.0,13.0,5.0,3.0,6.0,7.0,1.0,2.0,0.0,1.0,6.0,12.0
B1,03/10/2021,Eupen,Genk,3.0,2.0,H,1.0,1.0,D,3.25,4.0,2.05,3.25,3.9,2.0,2021/22,€21.03m,€120.10m,12.0,10.0,7.0,4.0,5.0,4.0,2.0,1.0,0.0,0.0,18.0,11.0
B1,15/10/2021,Club Brugge,Kortrijk,2.0,0.0,H,2.0,0.0,H,1.2,5.5,13.0,1.21,7.0,13.5,2021/22,€200.50m,€28.25m,17.0,10.0,6.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0,13.0,9.0
