Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,01/04/2007,Chievo,Sampdoria,1.0,1.0,D,1.0,1.0,D,2.3,2.9,3.4,2.35,2.8,3.15,2006/7,€83.50m,€69.45m,N. Ayroldi,6.0,5.0,2.0,2.0,24.0,24.0,3.0,3.0,0.0,1.0,0.0,0.0
I1,01/04/2007,Empoli,Ascoli,4.0,1.0,H,1.0,0.0,H,1.61,3.4,6.0,1.6,3.2,6.0,2006/7,€44.30m,€25.80m,P. Tagliavento,15.0,8.0,6.0,4.0,22.0,34.0,8.0,5.0,1.0,4.0,0.0,1.0
I1,01/04/2007,Inter,Parma,2.0,0.0,H,0.0,0.0,D,1.25,5.5,11.0,1.17,5.9,12.75,2006/7,€267.23m,€46.90m,S. Farina,18.0,12.0,9.0,7.0,11.0,12.0,5.0,3.0,2.0,3.0,0.0,0.0
I1,01/04/2007,Livorno,Catania,4.0,1.0,H,2.0,1.0,H,2.0,3.0,4.2,1.95,2.7,4.55,2006/7,€68.33m,€38.60m,A. Romeo,15.0,8.0,6.0,5.0,14.0,21.0,7.0,2.0,1.0,4.0,0.0,1.0
I1,01/04/2007,Torino,Palermo,0.0,0.0,D,0.0,0.0,D,2.75,2.87,2.75,2.5,2.7,3.0,2006/7,€55.55m,€127.28m,N. Rizzoli,12.0,8.0,6.0,5.0,12.0,21.0,4.0,2.0,1.0,3.0,0.0,0.0
I1,01/04/2007,Udinese,Lazio,2.0,4.0,A,0.0,1.0,A,3.0,2.9,2.5,2.8,2.8,2.6,2006/7,€104.58m,€105.35m,G. Paparesta,11.0,10.0,5.0,7.0,13.0,13.0,14.0,2.0,4.0,2.0,1.0,0.0
I1,07/04/2007,Atalanta,Chievo,1.0,0.0,H,0.0,0.0,D,2.05,2.8,4.2,1.95,2.9,4.1,2006/7,€53.48m,€83.50m,L. Banti,7.0,11.0,3.0,5.0,12.0,19.0,6.0,5.0,2.0,1.0,1.0,2.0
I1,07/04/2007,Catania,Roma,0.0,2.0,A,0.0,1.0,A,5.0,3.2,1.75,5.0,3.0,1.75,2006/7,€38.60m,€220.65m,T. Pieri,10.0,10.0,3.0,7.0,18.0,17.0,5.0,3.0,4.0,3.0,0.0,0.0
I1,07/04/2007,Fiorentina,Ascoli,4.0,0.0,H,2.0,0.0,H,1.2,5.5,17.0,1.2,5.2,13.0,2006/7,€159.60m,€25.80m,A. De Marco,18.0,10.0,10.0,4.0,18.0,17.0,8.0,3.0,1.0,2.0,0.0,0.0
I1,07/04/2007,Lazio,Messina,1.0,0.0,H,1.0,0.0,H,1.28,4.5,13.0,1.3,4.0,12.0,2006/7,€105.35m,€40.58m,O. Girardi,13.0,2.0,5.0,0.0,22.0,21.0,7.0,1.0,2.0,1.0,0.0,1.0
I1,07/04/2007,Milan,Empoli,3.0,1.0,H,2.0,1.0,H,1.44,3.75,8.5,1.4,3.8,8.0,2006/7,€274.35m,€44.30m,M. Trefoloni,11.0,4.0,6.0,2.0,18.0,14.0,6.0,3.0,2.0,2.0,0.0,0.0
I1,07/04/2007,Palermo,Cagliari,1.0,3.0,A,1.0,1.0,D,1.72,3.3,5.0,1.65,3.0,6.25,2006/7,€127.28m,€45.15m,M. Saccani,7.0,13.0,3.0,10.0,21.0,22.0,4.0,5.0,4.0,2.0,1.0,0.0
I1,07/04/2007,Parma,Livorno,1.0,0.0,H,0.0,0.0,D,2.1,2.8,4.0,2.1,2.8,3.7,2006/7,€46.90m,€68.33m,P. Dondarini,8.0,6.0,3.0,2.0,16.0,22.0,6.0,5.0,2.0,0.0,0.0,1.0
I1,07/04/2007,Reggina,Inter,0.0,0.0,D,0.0,0.0,D,6.0,3.2,1.66,5.75,3.1,1.65,2006/7,€50.10m,€267.23m,P. Bertini,8.0,11.0,4.0,6.0,22.0,17.0,5.0,7.0,1.0,2.0,0.0,0.0
I1,07/04/2007,Sampdoria,Torino,1.0,0.0,H,1.0,0.0,H,1.95,2.87,4.5,1.9,2.65,5.0,2006/7,€69.45m,€55.55m,O. Pantana,11.0,4.0,4.0,0.0,31.0,26.0,5.0,2.0,1.0,2.0,0.0,1.0
I1,07/04/2007,Siena,Udinese,2.0,2.0,D,0.0,1.0,A,2.5,2.8,3.1,2.4,2.6,3.35,2006/7,€46.08m,€104.58m,M. Ciampi,6.0,3.0,4.0,2.0,11.0,10.0,4.0,6.0,0.0,2.0,0.0,0.0
I1,14/04/2007,Cagliari,Empoli,0.0,0.0,D,0.0,0.0,D,2.37,2.7,3.5,2.4,2.8,3.05,2006/7,€45.15m,€44.30m,A. Giannoccaro,7.0,7.0,3.0,1.0,13.0,25.0,6.0,2.0,1.0,2.0,0.0,0.0
I1,14/04/2007,Udinese,Chievo,2.0,1.0,H,1.0,1.0,D,2.0,2.87,4.33,1.9,2.65,5.0,2006/7,€104.58m,€83.50m,N. Stefanini,10.0,7.0,5.0,3.0,23.0,17.0,3.0,7.0,2.0,0.0,1.0,1.0
I1,15/04/2007,Ascoli,Lazio,2.0,2.0,D,0.0,0.0,D,9.0,4.0,1.4,8.75,3.65,1.4,2006/7,€25.80m,€105.35m,C. Brighi,16.0,14.0,10.0,8.0,29.0,15.0,1.0,6.0,3.0,3.0,0.0,1.0
I1,15/04/2007,Fiorentina,Siena,1.0,0.0,H,1.0,0.0,H,1.3,4.5,12.0,1.35,4.25,8.0,2006/7,€159.60m,€46.08m,S. Farina,13.0,9.0,7.0,3.0,20.0,28.0,9.0,5.0,1.0,3.0,1.0,0.0
I1,15/04/2007,Inter,Palermo,2.0,2.0,D,0.0,2.0,A,1.4,4.0,9.0,1.4,4.0,7.15,2006/7,€267.23m,€127.28m,N. Rizzoli,20.0,10.0,10.0,7.0,16.0,19.0,10.0,4.0,1.0,3.0,0.0,0.0
I1,15/04/2007,Livorno,Reggina,1.0,1.0,D,1.0,1.0,D,2.6,2.5,3.4,2.55,2.45,3.3,2006/7,€68.33m,€50.10m,M. Saccani,10.0,6.0,6.0,1.0,16.0,13.0,5.0,1.0,2.0,1.0,0.0,0.0
I1,15/04/2007,Messina,Milan,1.0,3.0,A,0.0,2.0,A,7.5,3.6,1.5,7.0,3.7,1.45,2006/7,€40.58m,€274.35m,R. Rosetti,16.0,10.0,11.0,4.0,15.0,17.0,5.0,5.0,5.0,3.0,0.0,0.0
I1,15/04/2007,Parma,Catania,1.0,1.0,D,1.0,1.0,D,1.72,3.3,5.0,1.7,3.1,5.2,2006/7,€46.90m,€38.60m,N. Ayroldi,10.0,6.0,5.0,4.0,16.0,17.0,3.0,1.0,1.0,2.0,0.0,0.0
I1,15/04/2007,Roma,Sampdoria,4.0,0.0,H,1.0,0.0,H,1.57,3.4,7.0,1.45,3.55,7.75,2006/7,€220.65m,€69.45m,E. Morganti,21.0,8.0,13.0,2.0,14.0,16.0,9.0,6.0,1.0,2.0,0.0,0.0
I1,15/04/2007,Torino,Atalanta,1.0,2.0,A,0.0,2.0,A,2.3,2.75,3.6,2.4,2.55,3.4,2006/7,€55.55m,€53.48m,G. Gava,12.0,5.0,6.0,4.0,21.0,19.0,6.0,1.0,3.0,2.0,0.0,1.0
I1,18/04/2007,Ascoli,Milan,2.0,5.0,A,2.0,4.0,A,9.5,4.5,1.33,9.0,4.5,1.3,2006/7,€25.80m,€274.35m,N. Ayroldi,5.0,8.0,3.0,5.0,20.0,17.0,8.0,7.0,5.0,2.0,0.0,0.0
I1,18/04/2007,Empoli,Atalanta,2.0,0.0,H,1.0,0.0,H,2.05,2.87,4.2,1.85,2.8,4.85,2006/7,€44.30m,€53.48m,R. Herberg,20.0,6.0,10.0,3.0,10.0,11.0,4.0,4.0,1.0,0.0,0.0,1.0
I1,18/04/2007,Inter,Roma,1.0,3.0,A,0.0,1.0,A,1.95,3.0,4.33,1.8,3.0,4.65,2006/7,€267.23m,€220.65m,M. Trefoloni,17.0,16.0,6.0,8.0,18.0,12.0,2.0,1.0,4.0,4.0,0.0,0.0
I1,18/04/2007,Lazio,Chievo,0.0,0.0,D,0.0,0.0,D,1.44,4.0,7.5,1.4,4.0,7.3,2006/7,€105.35m,€83.50m,M. Bergonzi,6.0,1.0,3.0,0.0,16.0,18.0,5.0,1.0,1.0,4.0,2.0,1.0
I1,18/04/2007,Livorno,Cagliari,2.0,1.0,H,1.0,0.0,H,2.88,1.91,4.75,2.9,1.8,4.95,2006/7,€68.33m,€45.15m,G. Gava,9.0,8.0,6.0,3.0,17.0,18.0,5.0,4.0,4.0,3.0,0.0,0.0
I1,18/04/2007,Parma,Fiorentina,2.0,0.0,H,1.0,0.0,H,3.75,3.0,2.1,3.4,3.0,2.1,2006/7,€46.90m,€159.60m,A. Giannoccaro,8.0,8.0,5.0,6.0,17.0,22.0,0.0,7.0,3.0,3.0,0.0,0.0
I1,18/04/2007,Reggina,Messina,3.0,1.0,H,1.0,1.0,D,1.72,3.1,5.5,1.65,3.2,5.5,2006/7,€50.10m,€40.58m,N. Rizzoli,11.0,6.0,8.0,2.0,16.0,22.0,2.0,2.0,1.0,5.0,0.0,1.0
I1,18/04/2007,Siena,Torino,1.0,0.0,H,0.0,0.0,D,2.37,2.25,4.0,2.5,2.1,4.45,2006/7,€46.08m,€55.55m,A. Romeo,11.0,7.0,5.0,3.0,11.0,10.0,10.0,1.0,4.0,2.0,0.0,0.0
I1,18/04/2007,Udinese,Sampdoria,1.0,0.0,H,0.0,0.0,D,2.25,2.87,3.5,2.2,2.75,3.5,2006/7,€104.58m,€69.45m,A. Damato,12.0,9.0,5.0,4.0,12.0,14.0,6.0,10.0,4.0,4.0,0.0,0.0
I1,21/04/2007,Milan,Cagliari,3.0,1.0,H,1.0,0.0,H,1.25,5.0,13.0,1.25,4.9,10.0,2006/7,€274.35m,€45.15m,M. Bergonzi,14.0,5.0,8.0,3.0,24.0,13.0,7.0,4.0,0.0,3.0,1.0,0.0
I1,21/04/2007,Sampdoria,Messina,3.0,1.0,H,1.0,0.0,H,1.53,3.6,6.5,1.55,3.35,6.25,2006/7,€69.45m,€40.58m,L. Banti,15.0,10.0,9.0,4.0,16.0,18.0,11.0,2.0,4.0,4.0,0.0,0.0
I1,22/04/2007,Atalanta,Roma,2.0,1.0,H,2.0,0.0,H,4.33,3.0,1.95,4.3,2.9,1.9,2006/7,€53.48m,€220.65m,R. Rosetti,13.0,17.0,8.0,10.0,23.0,22.0,1.0,0.0,3.0,4.0,0.0,1.0
I1,22/04/2007,Chievo,Livorno,2.0,1.0,H,0.0,1.0,A,1.66,3.2,6.0,1.75,3.0,5.1,2006/7,€83.50m,€68.33m,A. De Marco,12.0,13.0,6.0,9.0,16.0,24.0,10.0,6.0,3.0,5.0,0.0,0.0
I1,22/04/2007,Empoli,Torino,0.0,0.0,D,0.0,0.0,D,1.9,2.87,4.75,1.8,2.8,5.25,2006/7,€44.30m,€55.55m,P. Dondarini,11.0,9.0,3.0,6.0,14.0,18.0,9.0,1.0,2.0,2.0,0.0,0.0
I1,22/04/2007,Lazio,Fiorentina,0.0,1.0,A,0.0,0.0,D,2.25,2.87,3.5,2.3,3.0,3.0,2006/7,€105.35m,€159.60m,M. Saccani,15.0,8.0,7.0,2.0,19.0,28.0,10.0,2.0,2.0,5.0,0.0,0.0
I1,22/04/2007,Palermo,Parma,3.0,4.0,A,2.0,1.0,H,1.72,3.1,5.5,1.7,3.25,4.9,2006/7,€127.28m,€46.90m,G. Rocchi,14.0,13.0,5.0,7.0,14.0,17.0,6.0,4.0,4.0,2.0,1.0,0.0
I1,22/04/2007,Reggina,Udinese,1.0,1.0,D,0.0,1.0,A,2.05,2.87,4.2,2.05,2.75,4.0,2006/7,€50.10m,€104.58m,P. Tagliavento,4.0,12.0,1.0,4.0,10.0,28.0,4.0,5.0,2.0,3.0,0.0,0.0
I1,22/04/2007,Siena,Inter,1.0,2.0,A,1.0,1.0,D,6.0,3.2,1.66,6.6,2.9,1.65,2006/7,€46.08m,€267.23m,N. Ayroldi,7.0,10.0,4.0,7.0,18.0,16.0,6.0,7.0,2.0,2.0,0.0,0.0
I1,28/04/2007,Fiorentina,Chievo,1.0,0.0,H,0.0,0.0,D,1.5,3.6,7.5,1.4,3.8,8.0,2006/7,€159.60m,€83.50m,L. Banti,10.0,2.0,2.0,1.0,16.0,18.0,5.0,1.0,0.0,1.0,0.0,0.0
I1,28/04/2007,Torino,Milan,0.0,1.0,A,0.0,1.0,A,4.5,2.2,2.5,4.9,2.2,2.25,2006/7,€55.55m,€274.35m,D. Messina,7.0,13.0,3.0,4.0,18.0,13.0,4.0,4.0,0.0,2.0,1.0,0.0
I1,29/04/2007,Ascoli,Reggina,2.0,3.0,A,1.0,2.0,A,5.5,3.6,1.61,5.2,3.5,1.6,2006/7,€25.80m,€50.10m,G. Rocchi,10.0,9.0,4.0,8.0,35.0,16.0,5.0,2.0,5.0,2.0,1.0,0.0
I1,29/04/2007,Inter,Empoli,3.0,1.0,H,1.0,0.0,H,1.57,3.5,6.5,1.5,3.4,7.0,2006/7,€267.23m,€44.30m,A. Damato,12.0,12.0,8.0,6.0,13.0,13.0,6.0,4.0,1.0,0.0,0.0,0.0
I1,29/04/2007,Livorno,Palermo,1.0,2.0,A,0.0,0.0,D,3.3,2.25,3.0,3.2,2.2,3.0,2006/7,€68.33m,€127.28m,A. Giannoccaro,8.0,7.0,5.0,3.0,20.0,19.0,4.0,0.0,1.0,2.0,0.0,0.0
I1,29/04/2007,Messina,Atalanta,0.0,0.0,D,0.0,0.0,D,1.95,3.3,3.8,1.9,3.1,3.95,2006/7,€40.58m,€53.48m,N. Stefanini,3.0,18.0,0.0,3.0,18.0,17.0,5.0,8.0,3.0,1.0,0.0,0.0
I1,29/04/2007,Parma,Cagliari,2.0,1.0,H,1.0,0.0,H,1.83,3.0,5.0,1.85,2.85,4.75,2006/7,€46.90m,€45.15m,S. Farina,6.0,5.0,5.0,3.0,21.0,16.0,2.0,9.0,2.0,3.0,0.0,1.0
I1,29/04/2007,Roma,Lazio,0.0,0.0,D,0.0,0.0,D,2.1,3.0,3.75,2.15,3.0,3.3,2006/7,€220.65m,€105.35m,N. Rizzoli,14.0,5.0,7.0,0.0,19.0,19.0,5.0,2.0,3.0,4.0,0.0,0.0
I1,29/04/2007,Siena,Sampdoria,0.0,2.0,A,0.0,1.0,A,1.83,3.1,4.75,1.75,3.05,4.9,2006/7,€46.08m,€69.45m,C. Brighi,13.0,10.0,6.0,7.0,16.0,21.0,7.0,5.0,4.0,2.0,0.0,0.0
I1,29/04/2007,Udinese,Catania,0.0,1.0,A,0.0,0.0,D,2.1,2.6,4.5,1.9,2.7,4.9,2006/7,€104.58m,€38.60m,L. Marelli,8.0,11.0,3.0,2.0,17.0,12.0,3.0,3.0,2.0,3.0,3.0,0.0
I1,02/05/2007,Catania,Ascoli,3.0,3.0,D,1.0,1.0,D,1.33,4.5,10.0,1.3,4.35,9.75,2006/7,€38.60m,€25.80m,D. Messina,20.0,11.0,11.0,6.0,16.0,22.0,6.0,5.0,3.0,1.0,0.0,0.0
I1,06/05/2007,Atalanta,Siena,3.0,1.0,H,1.0,0.0,H,2.9,2.3,3.4,2.7,2.45,3.1,2006/7,€53.48m,€46.08m,G. Rocchi,10.0,14.0,6.0,5.0,14.0,21.0,2.0,7.0,3.0,3.0,0.0,2.0
I1,06/05/2007,Cagliari,Udinese,2.0,1.0,H,0.0,1.0,A,1.53,3.6,6.5,1.5,3.6,6.4,2006/7,€45.15m,€104.58m,M. Trefoloni,11.0,3.0,5.0,1.0,19.0,26.0,6.0,0.0,2.0,4.0,0.0,1.0
I1,06/05/2007,Chievo,Parma,1.0,0.0,H,1.0,0.0,H,2.1,3.0,3.75,2.25,2.85,3.25,2006/7,€83.50m,€46.90m,N. Rizzoli,12.0,8.0,5.0,3.0,25.0,22.0,4.0,3.0,2.0,2.0,0.0,0.0
I1,06/05/2007,Empoli,Catania,2.0,1.0,H,2.0,1.0,H,1.9,2.8,5.0,1.85,2.7,5.25,2006/7,€44.30m,€38.60m,O. Girardi,9.0,5.0,4.0,3.0,19.0,17.0,4.0,8.0,3.0,2.0,0.0,0.0
I1,06/05/2007,Lazio,Livorno,1.0,0.0,H,1.0,0.0,H,1.53,3.25,7.0,1.45,3.3,9.0,2006/7,€105.35m,€68.33m,P. Dondarini,11.0,4.0,5.0,2.0,16.0,21.0,11.0,7.0,1.0,2.0,0.0,0.0
I1,06/05/2007,Messina,Inter,0.0,1.0,A,0.0,0.0,D,7.5,3.4,1.53,8.0,3.2,1.5,2006/7,€40.58m,€267.23m,D. Celi,10.0,9.0,4.0,3.0,9.0,10.0,7.0,5.0,1.0,4.0,0.0,0.0
I1,06/05/2007,Milan,Fiorentina,0.0,0.0,D,0.0,0.0,D,1.8,3.1,4.75,1.75,3.1,4.75,2006/7,€274.35m,€159.60m,R. Rosetti,12.0,13.0,5.0,1.0,14.0,21.0,0.0,4.0,0.0,4.0,0.0,0.0
I1,06/05/2007,Palermo,Roma,1.0,2.0,A,0.0,2.0,A,2.1,3.2,3.5,2.1,3.0,3.4,2006/7,€127.28m,€220.65m,P. Tagliavento,16.0,14.0,9.0,7.0,18.0,17.0,7.0,5.0,2.0,2.0,0.0,0.0
I1,06/05/2007,Sampdoria,Reggina,0.0,0.0,D,0.0,0.0,D,2.5,2.62,3.4,2.25,2.65,3.55,2006/7,€69.45m,€50.10m,N. Ayroldi,17.0,7.0,6.0,4.0,29.0,22.0,5.0,3.0,0.0,2.0,0.0,0.0
I1,06/05/2007,Torino,Ascoli,1.0,0.0,H,1.0,0.0,H,1.22,5.5,13.0,1.2,5.35,12.0,2006/7,€55.55m,€25.80m,S. Farina,15.0,4.0,4.0,1.0,24.0,30.0,4.0,3.0,2.0,3.0,0.0,0.0
I1,13/05/2007,Ascoli,Palermo,3.0,2.0,H,1.0,2.0,A,9.5,4.5,1.33,9.0,4.0,1.35,2006/7,€25.80m,€127.28m,P. Mazzoleni,13.0,6.0,7.0,4.0,18.0,22.0,3.0,6.0,2.0,1.0,0.0,1.0
I1,13/05/2007,Catania,Milan,1.0,1.0,D,0.0,1.0,A,6.0,2.8,1.8,7.0,3.0,1.6,2006/7,€38.60m,€274.35m,M. Saccani,11.0,18.0,4.0,9.0,19.0,15.0,8.0,2.0,2.0,3.0,0.0,0.0
I1,13/05/2007,Fiorentina,Cagliari,1.0,0.0,H,1.0,0.0,H,1.4,4.0,9.0,1.4,3.65,8.65,2006/7,€159.60m,€45.15m,A. Giannoccaro,8.0,12.0,5.0,4.0,17.0,16.0,10.0,7.0,2.0,3.0,0.0,0.0
I1,13/05/2007,Inter,Lazio,4.0,3.0,H,2.0,3.0,A,2.05,3.0,4.0,1.8,3.0,4.65,2006/7,€267.23m,€105.35m,L. Banti,10.0,13.0,6.0,7.0,13.0,11.0,9.0,2.0,2.0,2.0,0.0,1.0
I1,13/05/2007,Livorno,Sampdoria,1.0,0.0,H,0.0,0.0,D,1.53,3.6,6.5,1.5,3.4,7.0,2006/7,€68.33m,€69.45m,N. Rizzoli,13.0,3.0,5.0,2.0,18.0,16.0,9.0,2.0,3.0,1.0,0.0,0.0
I1,13/05/2007,Parma,Messina,4.0,1.0,H,4.0,0.0,H,1.14,6.5,19.0,1.18,5.65,13.0,2006/7,€46.90m,€40.58m,G. Gava,12.0,5.0,7.0,4.0,7.0,12.0,4.0,4.0,1.0,3.0,0.0,0.0
I1,13/05/2007,Reggina,Chievo,1.0,1.0,D,0.0,0.0,D,2.1,2.8,4.0,1.95,2.75,4.4,2006/7,€50.10m,€83.50m,D. Messina,4.0,13.0,2.0,5.0,13.0,23.0,4.0,6.0,3.0,2.0,0.0,0.0
I1,13/05/2007,Roma,Torino,0.0,1.0,A,0.0,1.0,A,1.75,3.0,6.0,1.7,2.9,6.0,2006/7,€220.65m,€55.55m,G. Rocchi,18.0,7.0,7.0,2.0,11.0,21.0,15.0,4.0,1.0,5.0,0.0,0.0
I1,13/05/2007,Siena,Empoli,2.0,0.0,H,1.0,0.0,H,1.66,3.5,5.25,1.7,3.2,5.0,2006/7,€46.08m,€44.30m,E. Morganti,13.0,2.0,6.0,2.0,19.0,18.0,5.0,2.0,3.0,1.0,0.0,1.0
I1,13/05/2007,Udinese,Atalanta,2.0,3.0,A,1.0,1.0,D,2.8,2.62,3.0,2.55,2.45,3.3,2006/7,€104.58m,€53.48m,N. Pierpaoli,11.0,12.0,6.0,7.0,21.0,16.0,8.0,4.0,2.0,3.0,0.0,0.0
I1,19/05/2007,Milan,Udinese,2.0,3.0,A,1.0,1.0,D,2.15,2.7,4.2,2.1,2.7,3.9,2006/7,€274.35m,€104.58m,A. Giannoccaro,20.0,17.0,7.0,9.0,12.0,10.0,3.0,3.0,2.0,1.0,0.0,0.0
I1,20/05/2007,Atalanta,Inter,1.0,1.0,D,1.0,0.0,H,2.6,3.1,2.75,2.45,3.15,2.65,2006/7,€53.48m,€267.23m,A. Romeo,12.0,8.0,6.0,4.0,16.0,11.0,11.0,6.0,4.0,0.0,0.0,0.0
I1,20/05/2007,Cagliari,Roma,3.0,2.0,H,2.0,1.0,H,1.53,3.8,6.0,1.5,4.5,4.5,2006/7,€45.15m,€220.65m,C. Brighi,11.0,14.0,6.0,7.0,14.0,15.0,3.0,4.0,1.0,2.0,0.0,0.0
I1,20/05/2007,Chievo,Ascoli,1.0,0.0,H,1.0,0.0,H,1.1,8.0,21.0,1.1,8.0,14.5,2006/7,€83.50m,€25.80m,L. Palanca,15.0,4.0,7.0,2.0,14.0,16.0,3.0,2.0,1.0,1.0,0.0,0.0
I1,20/05/2007,Empoli,Reggina,3.0,3.0,D,3.0,0.0,H,3.4,2.5,2.62,3.4,2.45,2.5,2006/7,€44.30m,€50.10m,S. Farina,14.0,9.0,7.0,6.0,33.0,24.0,0.0,4.0,4.0,4.0,0.0,0.0
I1,20/05/2007,Lazio,Parma,0.0,0.0,D,0.0,0.0,D,3.6,2.4,2.62,3.35,2.35,2.65,2006/7,€105.35m,€46.90m,A. De Marco,4.0,8.0,3.0,2.0,15.0,19.0,4.0,2.0,2.0,0.0,0.0,0.0
I1,20/05/2007,Messina,Fiorentina,2.0,2.0,D,0.0,1.0,A,9.0,4.0,1.4,7.8,3.85,1.4,2006/7,€40.58m,€159.60m,M. Velotto,4.0,17.0,3.0,11.0,20.0,10.0,2.0,6.0,3.0,1.0,0.0,0.0
I1,20/05/2007,Palermo,Siena,2.0,1.0,H,2.0,0.0,H,2.5,2.6,3.4,2.35,2.7,3.25,2006/7,€127.28m,€46.08m,P. Dondarini,10.0,11.0,5.0,5.0,23.0,19.0,3.0,4.0,2.0,1.0,0.0,0.0
I1,20/05/2007,Sampdoria,Catania,1.0,0.0,H,0.0,0.0,D,2.8,3.1,2.5,2.8,3.0,2.45,2006/7,€69.45m,€38.60m,N. Stefanini,15.0,10.0,8.0,6.0,25.0,24.0,3.0,6.0,2.0,3.0,0.0,1.0
I1,20/05/2007,Torino,Livorno,0.0,0.0,D,0.0,0.0,D,3.25,1.4,11.0,3.25,1.45,9.75,2006/7,€55.55m,€68.33m,M. Saccani,10.0,6.0,4.0,4.0,17.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0
I1,27/05/2007,Ascoli,Cagliari,2.0,1.0,H,1.0,1.0,D,2.25,2.87,3.5,2.25,2.9,3.2,2006/7,€25.80m,€45.15m,R. Herberg,9.0,10.0,5.0,3.0,28.0,16.0,4.0,8.0,1.0,1.0,1.0,1.0
I1,27/05/2007,Catania,Chievo,2.0,0.0,H,0.0,0.0,D,2.75,2.87,2.7,2.45,2.9,2.85,2006/7,€38.60m,€83.50m,N. Rizzoli,7.0,12.0,5.0,2.0,20.0,15.0,4.0,5.0,3.0,2.0,0.0,0.0
I1,27/05/2007,Fiorentina,Sampdoria,5.0,1.0,H,2.0,1.0,H,1.61,3.25,6.5,1.6,3.1,6.0,2006/7,€159.60m,€69.45m,G. Lops,14.0,6.0,9.0,3.0,16.0,18.0,4.0,3.0,2.0,3.0,0.0,0.0
I1,27/05/2007,Inter,Torino,3.0,0.0,H,1.0,0.0,H,1.4,4.33,7.5,1.4,3.45,10.0,2006/7,€267.23m,€55.55m,D. Orsato,10.0,9.0,7.0,3.0,9.0,12.0,7.0,1.0,1.0,2.0,0.0,0.0
I1,27/05/2007,Livorno,Atalanta,4.0,2.0,H,1.0,0.0,H,2.4,2.4,4.0,2.3,2.5,3.75,2006/7,€68.33m,€53.48m,D. Celi,17.0,18.0,10.0,8.0,19.0,13.0,3.0,3.0,2.0,0.0,0.0,0.0
I1,27/05/2007,Parma,Empoli,3.0,1.0,H,2.0,1.0,H,1.83,2.1,17.0,1.9,2.1,9.8,2006/7,€46.90m,€44.30m,P. Tagliavento,18.0,10.0,12.0,5.0,16.0,14.0,3.0,2.0,3.0,4.0,0.0,0.0
I1,27/05/2007,Reggina,Milan,2.0,0.0,H,1.0,0.0,H,1.28,7.0,6.5,1.4,6.75,4.0,2006/7,€50.10m,€274.35m,G. Rocchi,12.0,15.0,3.0,5.0,11.0,15.0,3.0,5.0,1.0,1.0,0.0,0.0
I1,27/05/2007,Roma,Messina,4.0,3.0,H,2.0,1.0,H,1.16,6.5,15.0,1.15,5.75,14.0,2006/7,€220.65m,€40.58m,N. Pierpaoli,19.0,14.0,7.0,8.0,14.0,7.0,7.0,6.0,0.0,2.0,0.0,0.0
I1,27/05/2007,Siena,Lazio,2.0,1.0,H,1.0,0.0,H,1.2,7.5,9.0,1.3,7.0,5.0,2006/7,€46.08m,€105.35m,D. Messina,8.0,8.0,4.0,3.0,25.0,14.0,2.0,4.0,0.0,2.0,0.0,0.0
I1,27/05/2007,Udinese,Palermo,1.0,2.0,A,1.0,1.0,D,2.37,2.62,3.6,2.3,2.6,3.4,2006/7,€104.58m,€127.28m,D. Salati,18.0,18.0,9.0,9.0,17.0,16.0,5.0,6.0,1.0,4.0,0.0,0.0
