Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,02/04/2006,Reggina,Siena,1.0,1.0,D,0.0,1.0,A,2.3,2.25,4.33,2.3,2.2,4.75,2005/6,€43.65m,€34.98m,R. Rosetti,11.0,5.0,4.0,2.0,8.0,18.0,5.0,7.0,0.0,3.0,0.0,0.0
I1,02/04/2006,Sampdoria,Cagliari,1.0,1.0,D,1.0,0.0,H,2.1,2.8,4.0,2.0,2.85,3.95,2005/6,€61.50m,€35.65m,M. Saccani,7.0,5.0,5.0,3.0,25.0,15.0,5.0,1.0,3.0,3.0,0.0,0.0
I1,02/04/2006,Udinese,Parma,2.0,0.0,H,1.0,0.0,H,1.83,3.1,4.75,1.75,3.15,4.65,2005/6,€89.60m,€57.05m,S. Farina,11.0,2.0,4.0,1.0,15.0,26.0,4.0,4.0,4.0,2.0,0.0,0.0
I1,08/04/2006,Ascoli,Inter,1.0,2.0,A,1.0,0.0,H,4.75,3.2,1.8,5.35,3.1,1.7,2005/6,€24.55m,€234.93m,S. Farina,8.0,14.0,3.0,8.0,18.0,18.0,1.0,3.0,3.0,1.0,0.0,1.0
I1,08/04/2006,Livorno,Udinese,0.0,2.0,A,0.0,1.0,A,2.62,2.62,3.2,2.6,2.65,2.95,2005/6,€56.38m,€89.60m,M. De Santis,12.0,6.0,6.0,4.0,16.0,18.0,3.0,1.0,1.0,0.0,0.0,1.0
I1,09/04/2006,Cagliari,Palermo,1.0,1.0,D,1.0,0.0,H,2.25,2.8,3.6,2.2,2.75,3.55,2005/6,€35.65m,€94.20m,E. Morganti,11.0,7.0,5.0,3.0,15.0,12.0,2.0,7.0,1.0,2.0,0.0,0.0
I1,09/04/2006,Empoli,Sampdoria,2.0,1.0,H,1.0,0.0,H,2.4,2.7,3.4,2.4,2.55,3.45,2005/6,€37.00m,€61.50m,G. Paparesta,5.0,12.0,4.0,4.0,22.0,22.0,2.0,5.0,0.0,1.0,0.0,0.0
I1,09/04/2006,Juventus,Fiorentina,1.0,1.0,D,0.0,0.0,D,1.72,3.3,5.0,1.75,3.25,4.45,2005/6,€308.90m,€138.68m,T. Pieri,15.0,11.0,4.0,5.0,17.0,20.0,10.0,0.0,3.0,3.0,0.0,0.0
I1,09/04/2006,Messina,Treviso,3.0,1.0,H,1.0,1.0,D,1.25,4.75,9.0,1.28,4.5,10.0,2005/6,€39.98m,€23.53m,M. Trefoloni,12.0,2.0,7.0,2.0,18.0,13.0,6.0,2.0,5.0,3.0,0.0,0.0
I1,09/04/2006,Milan,Chievo,4.0,1.0,H,1.0,1.0,D,1.33,4.5,9.5,1.35,4.15,8.5,2005/6,€269.75m,€49.55m,P. Bertini,18.0,9.0,9.0,4.0,12.0,14.0,9.0,3.0,0.0,2.0,0.0,0.0
I1,09/04/2006,Roma,Lecce,3.0,1.0,H,2.0,0.0,H,1.33,4.5,9.5,1.3,4.6,8.85,2005/6,€193.20m,€52.15m,M. Saccani,6.0,12.0,5.0,2.0,24.0,18.0,8.0,4.0,3.0,1.0,0.0,0.0
I1,09/04/2006,Siena,Lazio,2.0,3.0,A,2.0,2.0,D,2.8,2.2,3.2,2.9,2.1,3.5,2005/6,€34.98m,€83.05m,N. Rizzoli,16.0,12.0,9.0,10.0,22.0,19.0,5.0,4.0,1.0,3.0,0.0,0.0
I1,14/04/2006,Milan,Inter,1.0,0.0,H,0.0,0.0,D,2.4,3.0,3.1,2.35,2.9,3.05,2005/6,€269.75m,€234.93m,M. De Santis,8.0,11.0,4.0,5.0,24.0,18.0,3.0,4.0,4.0,4.0,0.0,0.0
I1,15/04/2006,Cagliari,Juventus,1.0,1.0,D,1.0,0.0,H,4.33,2.87,2.0,4.15,2.8,2.0,2005/6,€35.65m,€308.90m,N. Ayroldi,2.0,16.0,1.0,5.0,31.0,30.0,1.0,9.0,4.0,2.0,2.0,0.0
I1,15/04/2006,Chievo,Messina,2.0,0.0,H,1.0,0.0,H,1.9,3.25,4.0,1.9,3.25,3.7,2005/6,€49.55m,€39.98m,G. Paparesta,9.0,10.0,3.0,2.0,19.0,25.0,3.0,8.0,3.0,4.0,1.0,0.0
I1,15/04/2006,Lazio,Livorno,3.0,1.0,H,1.0,0.0,H,1.57,3.5,6.5,1.5,3.45,7.0,2005/6,€83.05m,€56.38m,M. Trefoloni,4.0,5.0,4.0,3.0,23.0,24.0,2.0,2.0,2.0,3.0,0.0,1.0
I1,15/04/2006,Lecce,Udinese,1.0,2.0,A,1.0,1.0,D,3.2,3.1,2.25,2.95,3.2,2.25,2005/6,€52.15m,€89.60m,P. Tagliavento,15.0,10.0,6.0,4.0,19.0,18.0,4.0,6.0,1.0,4.0,0.0,0.0
I1,15/04/2006,Palermo,Roma,3.0,3.0,D,0.0,3.0,A,3.1,3.1,2.3,3.0,3.0,2.3,2005/6,€94.20m,€193.20m,R. Rosetti,15.0,10.0,7.0,6.0,21.0,19.0,4.0,1.0,3.0,3.0,0.0,0.0
I1,15/04/2006,Reggina,Ascoli,2.0,0.0,H,2.0,0.0,H,1.9,2.8,5.0,1.83,2.85,5.0,2005/6,€43.65m,€24.55m,C. Brighi,5.0,7.0,4.0,0.0,19.0,14.0,7.0,9.0,3.0,1.0,1.0,0.0
I1,15/04/2006,Sampdoria,Parma,1.0,2.0,A,1.0,0.0,H,1.9,2.5,5.5,2.0,2.4,5.0,2005/6,€61.50m,€57.05m,O. Girardi,10.0,12.0,3.0,5.0,18.0,22.0,3.0,2.0,0.0,1.0,0.0,0.0
I1,15/04/2006,Treviso,Fiorentina,1.0,3.0,A,1.0,1.0,D,10.0,5.0,1.28,10.0,4.6,1.27,2005/6,€23.53m,€138.68m,P. Rodomonti,5.0,8.0,1.0,5.0,16.0,16.0,6.0,5.0,1.0,2.0,0.0,0.0
I1,22/04/2006,Ascoli,Cagliari,2.0,2.0,D,1.0,0.0,H,2.5,2.1,4.0,2.75,2.0,4.15,2005/6,€24.55m,€35.65m,M. De Santis,23.0,5.0,7.0,3.0,18.0,14.0,8.0,2.0,4.0,2.0,1.0,2.0
I1,22/04/2006,Fiorentina,Empoli,2.0,1.0,H,1.0,0.0,H,1.25,5.0,8.0,1.25,5.0,10.0,2005/6,€138.68m,€37.00m,S. Farina,19.0,7.0,11.0,5.0,24.0,23.0,7.0,4.0,1.0,3.0,0.0,0.0
I1,22/04/2006,Inter,Reggina,4.0,0.0,H,3.0,0.0,H,1.25,5.0,8.0,1.25,5.0,10.0,2005/6,€234.93m,€43.65m,N. Rizzoli,16.0,4.0,13.0,2.0,16.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0
I1,22/04/2006,Juventus,Lazio,1.0,1.0,D,0.0,1.0,A,1.61,3.4,5.0,1.55,3.25,6.75,2005/6,€308.90m,€83.05m,G. Paparesta,24.0,4.0,9.0,3.0,20.0,13.0,15.0,3.0,2.0,3.0,0.0,1.0
I1,22/04/2006,Lecce,Treviso,1.0,1.0,D,1.0,0.0,H,1.61,3.4,5.0,1.67,3.4,4.85,2005/6,€52.15m,€23.53m,G. Lops,17.0,18.0,8.0,11.0,18.0,22.0,8.0,4.0,0.0,2.0,1.0,0.0
I1,22/04/2006,Livorno,Palermo,3.0,1.0,H,2.0,0.0,H,3.0,3.0,2.25,2.8,3.1,2.4,2005/6,€56.38m,€94.20m,P. Bertini,13.0,13.0,8.0,6.0,23.0,13.0,3.0,4.0,3.0,2.0,0.0,0.0
I1,22/04/2006,Messina,Milan,1.0,3.0,A,1.0,2.0,A,3.5,3.25,1.9,4.1,3.2,1.85,2005/6,€39.98m,€269.75m,T. Pieri,6.0,11.0,3.0,6.0,23.0,14.0,3.0,5.0,5.0,4.0,3.0,1.0
I1,22/04/2006,Parma,Siena,1.0,1.0,D,0.0,1.0,A,2.4,2.1,4.33,2.25,2.25,4.25,2005/6,€57.05m,€34.98m,M. Bergonzi,8.0,7.0,3.0,1.0,16.0,20.0,4.0,3.0,1.0,1.0,0.0,0.0
I1,22/04/2006,Roma,Sampdoria,0.0,0.0,D,0.0,0.0,D,1.33,4.5,6.5,1.35,4.0,9.0,2005/6,€193.20m,€61.50m,E. Morganti,11.0,5.0,4.0,3.0,15.0,20.0,3.0,5.0,2.0,6.0,1.0,0.0
I1,22/04/2006,Udinese,Chievo,1.0,1.0,D,0.0,0.0,D,2.4,2.0,4.75,2.55,2.1,4.3,2005/6,€89.60m,€49.55m,D. Messina,12.0,5.0,7.0,1.0,21.0,16.0,4.0,1.0,2.0,1.0,0.0,0.0
I1,30/04/2006,Cagliari,Parma,3.0,1.0,H,2.0,0.0,H,1.44,4.0,7.5,1.48,3.65,6.8,2005/6,€35.65m,€57.05m,R. Rosetti,10.0,8.0,5.0,3.0,6.0,21.0,1.0,5.0,0.0,1.0,0.0,0.0
I1,30/04/2006,Chievo,Roma,4.0,4.0,D,2.0,3.0,A,3.25,3.2,2.2,3.15,3.15,2.15,2005/6,€49.55m,€193.20m,T. Pieri,8.0,15.0,7.0,10.0,25.0,17.0,3.0,9.0,1.0,3.0,0.0,0.0
I1,30/04/2006,Empoli,Inter,1.0,0.0,H,0.0,0.0,D,5.0,3.3,1.72,5.0,3.05,1.75,2005/6,€37.00m,€234.93m,P. Bertini,8.0,12.0,1.0,3.0,16.0,17.0,2.0,7.0,1.0,1.0,0.0,0.0
I1,30/04/2006,Lazio,Lecce,1.0,0.0,H,0.0,0.0,D,1.2,5.5,17.0,1.18,5.7,13.5,2005/6,€83.05m,€52.15m,G. Gava,8.0,3.0,2.0,2.0,15.0,22.0,7.0,3.0,0.0,4.0,0.0,1.0
I1,30/04/2006,Milan,Livorno,2.0,0.0,H,1.0,0.0,H,1.2,5.5,17.0,1.22,5.5,10.5,2005/6,€269.75m,€56.38m,S. Racalbuto,17.0,4.0,9.0,2.0,15.0,24.0,6.0,2.0,0.0,0.0,0.0,0.0
I1,30/04/2006,Palermo,Fiorentina,1.0,0.0,H,0.0,0.0,D,3.75,3.2,2.0,3.75,3.0,2.0,2005/6,€94.20m,€138.68m,M. Trefoloni,7.0,10.0,4.0,2.0,23.0,20.0,2.0,7.0,2.0,4.0,0.0,0.0
I1,30/04/2006,Reggina,Messina,3.0,0.0,H,0.0,0.0,D,1.9,3.25,4.0,2.0,3.3,3.35,2005/6,€43.65m,€39.98m,D. Messina,12.0,9.0,8.0,5.0,12.0,23.0,2.0,3.0,3.0,3.0,0.0,1.0
I1,30/04/2006,Sampdoria,Udinese,1.0,1.0,D,0.0,0.0,D,3.1,1.66,5.0,3.0,1.65,5.9,2005/6,€61.50m,€89.60m,L. Palanca,9.0,9.0,6.0,3.0,8.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0
I1,30/04/2006,Siena,Juventus,0.0,3.0,A,0.0,3.0,A,9.0,4.0,1.4,8.65,4.0,1.36,2005/6,€34.98m,€308.90m,D. Tombolini,12.0,6.0,5.0,5.0,12.0,14.0,4.0,5.0,1.0,0.0,0.0,0.0
I1,30/04/2006,Treviso,Ascoli,2.0,2.0,D,2.0,1.0,H,3.75,2.2,2.5,4.0,2.1,2.65,2005/6,€23.53m,€24.55m,A. Dattilo,7.0,14.0,4.0,9.0,18.0,20.0,2.0,8.0,0.0,1.0,0.0,0.0
I1,07/05/2006,Ascoli,Lazio,1.0,4.0,A,1.0,3.0,A,2.87,2.5,3.0,3.15,2.37,2.8,2005/6,€24.55m,€83.05m,L. Marelli,9.0,8.0,5.0,6.0,26.0,16.0,2.0,3.0,3.0,1.0,0.0,0.0
I1,07/05/2006,Fiorentina,Reggina,5.0,2.0,H,3.0,0.0,H,1.12,7.0,21.0,1.1,7.55,17.5,2005/6,€138.68m,€43.65m,T. Pieri,16.0,9.0,9.0,5.0,8.0,18.0,4.0,2.0,1.0,2.0,0.0,0.0
I1,07/05/2006,Inter,Siena,1.0,1.0,D,0.0,0.0,D,1.4,4.0,9.0,1.36,4.0,9.0,2005/6,€234.93m,€34.98m,A. De Marco,11.0,9.0,7.0,5.0,9.0,11.0,2.0,3.0,1.0,2.0,1.0,0.0
I1,07/05/2006,Juventus,Palermo,2.0,1.0,H,1.0,0.0,H,1.14,6.5,21.0,1.15,6.5,13.5,2005/6,€308.90m,€94.20m,M. De Santis,10.0,6.0,6.0,4.0,30.0,4.0,5.0,3.0,3.0,1.0,0.0,0.0
I1,07/05/2006,Lecce,Chievo,0.0,0.0,D,0.0,0.0,D,5.5,3.1,1.72,5.0,3.05,1.75,2005/6,€52.15m,€49.55m,O. Pantana,17.0,11.0,4.0,5.0,20.0,14.0,8.0,7.0,2.0,0.0,1.0,0.0
I1,07/05/2006,Livorno,Sampdoria,0.0,0.0,D,0.0,0.0,D,2.4,2.4,4.0,2.35,2.3,4.2,2005/6,€56.38m,€61.50m,N. Stefanini,8.0,3.0,3.0,1.0,16.0,23.0,4.0,4.0,1.0,0.0,0.0,0.0
I1,07/05/2006,Messina,Empoli,1.0,2.0,A,0.0,1.0,A,2.37,2.75,3.4,2.35,2.65,3.4,2005/6,€39.98m,€37.00m,D. Preschern,12.0,4.0,4.0,3.0,10.0,5.0,4.0,4.0,4.0,0.0,1.0,0.0
I1,07/05/2006,Parma,Milan,2.0,3.0,A,0.0,2.0,A,9.0,5.0,1.3,10.0,4.1,1.33,2005/6,€57.05m,€269.75m,G. Paparesta,9.0,8.0,7.0,6.0,19.0,20.0,5.0,6.0,2.0,2.0,0.0,0.0
I1,07/05/2006,Roma,Treviso,1.0,0.0,H,1.0,0.0,H,1.1,8.0,26.0,1.11,7.5,16.0,2005/6,€193.20m,€23.53m,R. Rosetti,15.0,9.0,5.0,3.0,19.0,17.0,8.0,4.0,0.0,3.0,0.0,0.0
I1,07/05/2006,Udinese,Cagliari,2.0,0.0,H,1.0,0.0,H,1.72,3.0,6.0,1.75,2.75,6.25,2005/6,€89.60m,€35.65m,L. Banti,13.0,13.0,8.0,5.0,13.0,17.0,4.0,6.0,0.0,2.0,0.0,0.0
I1,14/05/2006,Cagliari,Inter,2.0,2.0,D,2.0,2.0,D,2.62,2.87,2.6,3.05,2.65,2.55,2005/6,€35.65m,€234.93m,M. Mazzoleni,8.0,12.0,2.0,3.0,12.0,14.0,2.0,3.0,0.0,3.0,0.0,0.0
I1,14/05/2006,Chievo,Fiorentina,0.0,2.0,A,0.0,1.0,A,8.5,3.25,1.44,7.2,3.4,1.5,2005/6,€49.55m,€138.68m,M. Bergonzi,8.0,13.0,3.0,6.0,20.0,16.0,6.0,2.0,0.0,0.0,0.0,0.0
I1,14/05/2006,Empoli,Ascoli,1.0,2.0,A,1.0,0.0,H,1.8,2.7,5.0,1.8,2.55,6.75,2005/6,€37.00m,€24.55m,R. Herberg,11.0,8.0,6.0,4.0,21.0,17.0,5.0,2.0,1.0,1.0,1.0,0.0
I1,14/05/2006,Lazio,Parma,1.0,0.0,H,0.0,0.0,D,1.8,2.7,5.0,1.9,2.65,5.15,2005/6,€83.05m,€57.05m,A. Giannoccaro,8.0,8.0,4.0,2.0,15.0,20.0,4.0,5.0,0.0,0.0,0.0,0.0
I1,14/05/2006,Milan,Roma,2.0,1.0,H,1.0,1.0,D,1.61,3.6,4.5,1.7,3.8,4.05,2005/6,€269.75m,€193.20m,A. De Marco,12.0,8.0,5.0,4.0,16.0,19.0,6.0,5.0,1.0,2.0,0.0,1.0
I1,14/05/2006,Palermo,Messina,1.0,0.0,H,1.0,0.0,H,1.36,3.8,8.0,1.37,3.9,9.0,2005/6,€94.20m,€39.98m,O. Pantana,9.0,9.0,3.0,3.0,15.0,17.0,3.0,4.0,0.0,0.0,0.0,0.0
I1,14/05/2006,Reggina,Juventus,0.0,2.0,A,0.0,1.0,A,15.0,5.0,1.18,15.0,4.3,1.25,2005/6,€43.65m,€308.90m,L. Banti,4.0,14.0,1.0,6.0,15.0,16.0,1.0,10.0,3.0,2.0,0.0,0.0
I1,14/05/2006,Sampdoria,Lecce,1.0,3.0,A,0.0,1.0,A,1.57,2.87,7.0,1.6,2.8,8.75,2005/6,€61.50m,€52.15m,F. Squillace,16.0,15.0,6.0,8.0,27.0,13.0,7.0,5.0,2.0,0.0,0.0,0.0
I1,14/05/2006,Siena,Livorno,0.0,0.0,D,0.0,0.0,D,2.3,2.25,4.2,2.35,2.25,4.4,2005/6,€34.98m,€56.38m,O. Girardi,10.0,8.0,5.0,1.0,18.0,17.0,2.0,5.0,0.0,0.0,0.0,0.0
I1,14/05/2006,Treviso,Udinese,2.0,1.0,H,1.0,1.0,D,3.8,2.3,2.4,4.05,2.25,2.45,2005/6,€23.53m,€89.60m,M. Ciampi,15.0,6.0,10.0,2.0,12.0,16.0,8.0,1.0,3.0,1.0,0.0,1.0
I1,09/09/2006,Fiorentina,Inter,2.0,3.0,A,0.0,2.0,A,3.25,3.0,2.3,3.05,2.85,2.4,2006/7,€159.60m,€267.23m,R. Rosetti,10.0,9.0,8.0,5.0,26.0,24.0,6.0,2.0,3.0,1.0,0.0,0.0
I1,09/09/2006,Roma,Livorno,2.0,0.0,H,1.0,0.0,H,1.44,3.75,8.5,1.44,3.7,7.5,2006/7,€220.65m,€68.33m,D. Messina,11.0,6.0,7.0,3.0,19.0,17.0,8.0,6.0,2.0,2.0,0.0,0.0
I1,10/09/2006,Atalanta,Ascoli,3.0,1.0,H,3.0,0.0,H,1.83,3.0,5.0,1.8,3.0,4.75,2006/7,€53.48m,€25.80m,M. Bergonzi,11.0,7.0,6.0,2.0,24.0,10.0,4.0,4.0,1.0,2.0,0.0,0.0
I1,10/09/2006,Cagliari,Catania,0.0,1.0,A,0.0,0.0,D,1.72,3.1,5.5,1.75,3.1,4.9,2006/7,€45.15m,€38.60m,G. Rocchi,16.0,9.0,7.0,5.0,16.0,17.0,3.0,5.0,0.0,5.0,1.0,0.0
I1,10/09/2006,Chievo,Siena,1.0,2.0,A,1.0,0.0,H,1.72,3.1,5.5,1.7,3.2,5.05,2006/7,€83.50m,€46.08m,C. Brighi,3.0,7.0,2.0,6.0,14.0,26.0,6.0,7.0,4.0,1.0,1.0,0.0
I1,10/09/2006,Messina,Udinese,1.0,0.0,H,0.0,0.0,D,2.8,3.0,2.6,2.95,2.85,2.45,2006/7,€40.58m,€104.58m,P. Mazzoleni,9.0,12.0,5.0,4.0,16.0,18.0,4.0,4.0,3.0,1.0,0.0,0.0
I1,10/09/2006,Milan,Lazio,2.0,1.0,H,1.0,0.0,H,1.44,3.75,8.5,1.4,3.8,8.25,2006/7,€274.35m,€105.35m,P. Bertini,8.0,10.0,6.0,6.0,14.0,14.0,4.0,3.0,3.0,3.0,0.0,0.0
I1,10/09/2006,Palermo,Reggina,4.0,3.0,H,3.0,1.0,H,1.44,3.75,8.5,1.4,3.7,8.75,2006/7,€127.28m,€50.10m,N. Ayroldi,13.0,13.0,6.0,8.0,31.0,23.0,4.0,3.0,4.0,4.0,0.0,1.0
I1,10/09/2006,Sampdoria,Empoli,1.0,2.0,A,1.0,1.0,D,1.57,3.4,7.0,1.55,3.3,6.7,2006/7,€69.45m,€44.30m,G. Gava,13.0,13.0,4.0,7.0,36.0,28.0,7.0,6.0,3.0,1.0,2.0,0.0
I1,10/09/2006,Torino,Parma,1.0,1.0,D,0.0,0.0,D,2.0,3.2,3.75,1.85,3.1,4.3,2006/7,€55.55m,€46.90m,N. Stefanini,16.0,10.0,9.0,4.0,18.0,21.0,6.0,1.0,2.0,2.0,0.0,0.0
I1,16/09/2006,Inter,Sampdoria,1.0,1.0,D,0.0,0.0,D,1.28,4.75,11.0,1.25,5.0,10.0,2006/7,€267.23m,€69.45m,P. Tagliavento,11.0,3.0,5.0,1.0,18.0,12.0,8.0,4.0,3.0,2.0,0.0,0.0
I1,16/09/2006,Reggina,Cagliari,2.0,1.0,H,0.0,0.0,D,2.25,3.1,3.2,2.3,3.15,2.9,2006/7,€50.10m,€45.15m,O. Girardi,14.0,9.0,8.0,1.0,20.0,18.0,9.0,2.0,3.0,3.0,0.0,0.0
I1,17/09/2006,Ascoli,Messina,1.0,1.0,D,0.0,0.0,D,2.25,3.0,3.3,2.25,2.85,3.3,2006/7,€25.80m,€40.58m,L. Banti,13.0,4.0,4.0,2.0,12.0,14.0,8.0,2.0,3.0,4.0,0.0,1.0
I1,17/09/2006,Catania,Atalanta,0.0,0.0,D,0.0,0.0,D,2.25,3.0,3.3,2.33,2.85,3.15,2006/7,€38.60m,€53.48m,L. Palanca,10.0,6.0,5.0,2.0,29.0,24.0,8.0,1.0,3.0,6.0,0.0,0.0
I1,17/09/2006,Empoli,Chievo,1.0,1.0,D,0.0,1.0,A,2.2,3.0,3.4,2.15,2.95,3.35,2006/7,€44.30m,€83.50m,F. Squillace,11.0,4.0,2.0,1.0,24.0,19.0,6.0,6.0,1.0,1.0,0.0,1.0
I1,17/09/2006,Lazio,Palermo,1.0,2.0,A,0.0,2.0,A,2.0,3.1,3.8,2.15,3.0,3.35,2006/7,€105.35m,€127.28m,N. Rizzoli,16.0,8.0,12.0,5.0,23.0,29.0,14.0,3.0,4.0,4.0,0.0,0.0
I1,17/09/2006,Livorno,Fiorentina,1.0,0.0,H,0.0,0.0,D,3.25,3.0,2.3,3.25,2.9,2.25,2006/7,€68.33m,€159.60m,S. Farina,10.0,16.0,4.0,5.0,24.0,23.0,3.0,5.0,1.0,2.0,0.0,1.0
I1,17/09/2006,Parma,Milan,0.0,2.0,A,0.0,1.0,A,6.0,3.8,1.53,6.5,3.35,1.55,2006/7,€46.90m,€274.35m,M. Trefoloni,12.0,11.0,6.0,7.0,16.0,12.0,3.0,4.0,2.0,3.0,0.0,0.0
I1,17/09/2006,Siena,Roma,1.0,3.0,A,0.0,0.0,D,4.0,3.25,1.9,4.2,3.2,1.83,2006/7,€46.08m,€220.65m,A. De Marco,5.0,19.0,2.0,12.0,12.0,12.0,4.0,7.0,1.0,0.0,1.0,0.0
I1,17/09/2006,Udinese,Torino,2.0,0.0,H,1.0,0.0,H,2.0,3.1,4.0,2.0,3.1,3.65,2006/7,€104.58m,€55.55m,O. Pantana,14.0,11.0,6.0,4.0,16.0,26.0,3.0,6.0,4.0,1.0,0.0,0.0
I1,20/09/2006,Atalanta,Empoli,0.0,0.0,D,0.0,0.0,D,2.0,3.0,4.0,1.9,2.95,4.3,2006/7,€53.48m,€44.30m,G. Lops,6.0,7.0,3.0,4.0,15.0,14.0,6.0,7.0,3.0,1.0,0.0,0.0
I1,20/09/2006,Cagliari,Livorno,2.0,2.0,D,1.0,1.0,D,2.25,2.87,3.5,2.2,2.8,3.5,2006/7,€45.15m,€68.33m,L. Marelli,16.0,5.0,9.0,2.0,17.0,29.0,8.0,3.0,1.0,2.0,0.0,0.0
I1,20/09/2006,Chievo,Lazio,0.0,1.0,A,0.0,0.0,D,2.5,2.87,3.0,2.45,2.9,2.9,2006/7,€83.50m,€105.35m,L. Banti,5.0,7.0,2.0,6.0,16.0,12.0,5.0,6.0,4.0,1.0,0.0,0.0
I1,20/09/2006,Fiorentina,Parma,1.0,0.0,H,1.0,0.0,H,1.5,3.75,7.0,1.46,3.6,7.5,2006/7,€159.60m,€46.90m,T. Pieri,11.0,10.0,6.0,5.0,23.0,28.0,8.0,4.0,2.0,6.0,1.0,0.0
I1,20/09/2006,Messina,Reggina,2.0,0.0,H,1.0,0.0,H,2.1,3.0,3.75,1.95,2.9,4.2,2006/7,€40.58m,€50.10m,M. Saccani,8.0,13.0,2.0,3.0,16.0,18.0,1.0,5.0,6.0,3.0,0.0,0.0
I1,20/09/2006,Milan,Ascoli,1.0,0.0,H,0.0,0.0,D,1.16,6.0,19.0,1.13,6.15,19.0,2006/7,€274.35m,€25.80m,P. Dondarini,16.0,12.0,5.0,6.0,9.0,11.0,5.0,1.0,0.0,2.0,0.0,0.0
I1,20/09/2006,Palermo,Catania,5.0,3.0,H,1.0,1.0,D,1.57,3.4,7.0,1.55,3.35,6.5,2006/7,€127.28m,€38.60m,M. Trefoloni,16.0,9.0,9.0,5.0,29.0,20.0,8.0,8.0,1.0,2.0,1.0,0.0
I1,20/09/2006,Roma,Inter,0.0,1.0,A,0.0,1.0,A,2.6,2.87,2.87,2.5,2.9,2.85,2006/7,€220.65m,€267.23m,N. Rizzoli,10.0,9.0,6.0,7.0,18.0,21.0,7.0,8.0,3.0,1.0,0.0,1.0
I1,20/09/2006,Sampdoria,Udinese,3.0,3.0,D,1.0,3.0,A,2.1,3.0,3.75,2.15,2.95,3.4,2006/7,€69.45m,€104.58m,P. Bertini,14.0,9.0,8.0,7.0,21.0,20.0,8.0,2.0,4.0,2.0,0.0,0.0
I1,20/09/2006,Torino,Siena,1.0,2.0,A,1.0,2.0,A,2.0,3.0,4.0,1.85,3.0,4.5,2006/7,€55.55m,€46.08m,A. Giannoccaro,11.0,8.0,4.0,5.0,13.0,18.0,6.0,4.0,1.0,3.0,0.0,0.0
I1,23/09/2006,Catania,Messina,2.0,2.0,D,0.0,1.0,A,2.3,2.87,3.4,2.25,2.8,3.4,2006/7,€38.60m,€40.58m,S. Farina,14.0,11.0,7.0,5.0,17.0,22.0,8.0,3.0,3.0,3.0,1.0,1.0
I1,23/09/2006,Livorno,Milan,0.0,0.0,D,0.0,0.0,D,6.0,3.4,1.61,5.85,3.3,1.6,2006/7,€68.33m,€274.35m,N. Ayroldi,8.0,16.0,2.0,5.0,18.0,17.0,4.0,5.0,2.0,3.0,0.0,0.0
I1,24/09/2006,Ascoli,Sampdoria,1.0,1.0,D,1.0,0.0,H,2.37,2.87,2.87,2.7,2.8,2.7,2006/7,€25.80m,€69.45m,P. Mazzoleni,12.0,9.0,5.0,6.0,23.0,17.0,11.0,7.0,4.0,2.0,0.0,1.0
I1,24/09/2006,Empoli,Palermo,2.0,0.0,H,1.0,0.0,H,3.1,3.0,2.4,2.95,2.85,2.45,2006/7,€44.30m,€127.28m,P. Tagliavento,11.0,14.0,6.0,4.0,21.0,22.0,4.0,3.0,2.0,3.0,0.0,1.0
I1,24/09/2006,Inter,Chievo,4.0,3.0,H,1.0,0.0,H,1.22,5.5,13.0,1.22,5.0,12.5,2006/7,€267.23m,€83.50m,A. Giannoccaro,13.0,6.0,9.0,4.0,18.0,13.0,8.0,3.0,2.0,0.0,0.0,0.0
I1,24/09/2006,Lazio,Atalanta,1.0,0.0,H,0.0,0.0,D,1.7,3.25,4.5,1.66,3.3,5.2,2006/7,€105.35m,€53.48m,O. Girardi,15.0,7.0,9.0,4.0,20.0,23.0,6.0,2.0,2.0,4.0,0.0,0.0
I1,24/09/2006,Parma,Roma,0.0,4.0,A,0.0,2.0,A,4.0,3.1,2.0,3.95,3.15,1.9,2006/7,€46.90m,€220.65m,G. Rocchi,13.0,15.0,4.0,8.0,23.0,16.0,3.0,4.0,3.0,3.0,0.0,0.0
I1,24/09/2006,Reggina,Torino,1.0,1.0,D,0.0,0.0,D,2.2,3.1,3.4,2.2,2.8,3.5,2006/7,€50.10m,€55.55m,C. Brighi,11.0,11.0,3.0,3.0,21.0,26.0,7.0,2.0,3.0,5.0,0.0,0.0
I1,24/09/2006,Siena,Cagliari,0.0,0.0,D,0.0,0.0,D,2.05,3.1,3.75,1.9,3.0,4.2,2006/7,€46.08m,€45.15m,A. Romeo,4.0,9.0,1.0,3.0,31.0,18.0,4.0,3.0,2.0,2.0,1.0,0.0
I1,24/09/2006,Udinese,Fiorentina,1.0,0.0,H,1.0,0.0,H,2.37,2.9,3.2,2.35,2.9,3.05,2006/7,€104.58m,€159.60m,M. Bergonzi,12.0,10.0,5.0,7.0,19.0,20.0,4.0,7.0,2.0,2.0,0.0,0.0
