Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue
T1,30/05/2009,Buyuksehyr,Bursaspor,A,3.8,3.4,1.85,3.4,3.3,1.95,2008/9,€24.90m,€29.50m
T1,30/05/2009,Denizlispor,Besiktas,A,9.0,4.75,1.33,9.0,4.5,1.3,2008/9,€21.80m,€83.55m
T1,30/05/2009,Galatasaray,Sivasspor,H,2.15,3.4,3.2,2.0,3.25,3.4,2008/9,€119.60m,€36.70m
T1,30/05/2009,Genclerbirligi,Kayserispor,A,1.6,3.3,6.0,1.7,3.45,4.45,2008/9,€27.30m,€33.50m
T1,30/05/2009,Konyaspor,Ankaraspor,H,1.3,5.0,8.0,1.35,4.35,7.0,2008/9,€26.90m,€35.38m
T1,30/05/2009,Trabzonspor,Fenerbahce,A,1.75,3.5,4.0,1.9,3.3,3.75,2008/9,€57.25m,€106.75m
T1,07/08/2009,Buyuksehyr,Besiktas,D,4.75,3.6,1.8,4.5,3.5,1.7,2009/10,€24.00m,€93.60m
T1,08/08/2009,Diyarbakirspor,Ankaragucu,D,2.38,3.2,2.8,2.3,3.2,2.8,2009/10,€17.75m,€44.70m
T1,08/08/2009,Sivasspor,Trabzonspor,A,2.7,3.2,2.5,2.5,3.1,2.55,2009/10,€33.65m,€66.95m
T1,09/08/2009,Bursaspor,Kasimpasa,H,1.44,3.8,7.5,1.45,4.0,6.25,2009/10,€51.75m,€20.20m
T1,09/08/2009,Denizlispor,Fenerbahce,A,4.0,3.4,1.83,3.85,3.35,1.8,2009/10,€18.35m,€119.45m
T1,09/08/2009,Gaziantepspor,Galatasaray,A,4.0,3.4,1.83,4.3,3.35,1.75,2009/10,€32.45m,€129.23m
T1,09/08/2009,Genclerbirligi,Kayserispor,D,2.2,3.2,3.1,2.25,3.2,2.9,2009/10,€29.00m,€38.50m
T1,09/08/2009,Manisaspor,Eskisehirspor,D,2.15,3.2,3.2,2.15,3.2,3.1,2009/10,€19.88m,€24.70m
T1,15/08/2009,Ankaragucu,Manisaspor,D,2.0,3.3,3.8,2.0,3.25,3.4,2009/10,€44.70m,€19.88m
T1,15/08/2009,Galatasaray,Denizlispor,H,1.22,5.5,15.0,1.2,5.5,11.0,2009/10,€129.23m,€18.35m
T1,15/08/2009,Trabzonspor,Diyarbakirspor,A,1.3,5.0,11.0,1.3,4.35,9.0,2009/10,€66.95m,€17.75m
T1,16/08/2009,Eskisehirspor,Bursaspor,H,2.8,3.25,2.5,2.5,3.25,2.5,2009/10,€24.70m,€51.75m
T1,16/08/2009,Fenerbahce,Sivasspor,H,1.44,4.2,7.5,1.5,3.75,5.75,2009/10,€119.45m,€33.65m
T1,16/08/2009,Kasimpasa,Buyuksehyr,A,2.8,3.2,2.5,2.5,3.25,2.5,2009/10,€20.20m,€24.00m
T1,16/08/2009,Kayserispor,Gaziantepspor,D,2.05,3.3,3.6,2.0,3.25,3.4,2009/10,€38.50m,€32.45m
T1,17/08/2009,Besiktas,Antalyaspor,H,1.3,5.25,10.0,1.25,4.8,10.0,2009/10,€93.60m,€23.95m
T1,22/08/2009,Bursaspor,Ankaragucu,H,1.75,3.4,4.33,1.75,3.35,4.3,2009/10,€51.75m,€44.70m
T1,22/08/2009,Buyuksehyr,Eskisehirspor,D,2.25,3.2,3.0,2.25,3.2,2.85,2009/10,€24.00m,€24.70m
T1,22/08/2009,Genclerbirligi,Besiktas,D,4.33,3.25,1.8,4.1,3.3,1.8,2009/10,€29.00m,€93.60m
T1,23/08/2009,Antalyaspor,Kasimpasa,H,1.9,3.25,3.8,1.9,3.25,3.65,2009/10,€23.95m,€20.20m
T1,23/08/2009,Galatasaray,Kayserispor,H,1.3,4.75,9.0,1.3,4.5,8.5,2009/10,€129.23m,€38.50m
T1,23/08/2009,Manisaspor,Trabzonspor,H,3.3,3.2,2.1,3.2,3.2,2.05,2009/10,€19.88m,€66.95m
T1,24/08/2009,Diyarbakirspor,Fenerbahce,A,5.5,3.6,1.57,5.1,3.5,1.6,2009/10,€17.75m,€119.45m
T1,28/08/2009,Besiktas,Gaziantepspor,D,1.33,5.0,9.0,1.35,4.45,7.0,2009/10,€93.60m,€32.45m
T1,29/08/2009,Ankaragucu,Buyuksehyr,D,2.0,3.25,3.5,2.0,3.25,3.4,2009/10,€44.70m,€24.00m
T1,29/08/2009,Eskisehirspor,Antalyaspor,H,1.8,3.4,4.0,1.8,3.35,4.0,2009/10,€24.70m,€23.95m
T1,29/08/2009,Kayserispor,Denizlispor,H,1.67,3.5,4.75,1.65,3.5,4.75,2009/10,€38.50m,€18.35m
T1,30/08/2009,Fenerbahce,Manisaspor,H,1.2,5.5,13.0,1.2,5.5,11.0,2009/10,€119.45m,€19.88m
T1,30/08/2009,Kasimpasa,Genclerbirligi,A,3.1,3.1,2.2,3.0,3.2,2.2,2009/10,€20.20m,€29.00m
T1,30/08/2009,Sivasspor,Diyarbakirspor,A,1.75,3.4,4.33,1.85,3.35,3.75,2009/10,€33.65m,€17.75m
T1,30/08/2009,Trabzonspor,Bursaspor,D,2.0,3.2,3.6,1.9,3.25,3.65,2009/10,€66.95m,€51.75m
T1,12/09/2009,Denizlispor,Diyarbakirspor,D,2.4,3.2,3.0,2.55,3.2,2.5,2009/10,€18.35m,€17.75m
T1,12/09/2009,Galatasaray,Besiktas,H,1.8,3.5,4.33,1.65,3.55,4.5,2009/10,€129.23m,€93.60m
T1,12/09/2009,Manisaspor,Sivasspor,H,2.1,3.3,3.5,2.1,3.05,3.35,2009/10,€19.88m,€33.65m
T1,13/09/2009,Antalyaspor,Ankaragucu,H,2.5,3.1,2.9,2.5,3.2,2.55,2009/10,€23.95m,€44.70m
