Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
P1,24/01/2021,Moreirense,Portimonense,2.0,2.0,D,2.0,1.0,H,2.7,3.2,2.62,2.65,3.2,2.65,2020/21,€22.08m,€24.95m,11.0,10.0,3.0,4.0,12.0,17.0,3.0,1.0,3.0,2.0,0.0,0.0
P1,24/01/2021,Famalicao,Guimaraes,0.0,1.0,A,0.0,1.0,A,3.4,3.1,2.2,3.2,3.0,2.35,2020/21,€64.93m,€54.50m,11.0,9.0,5.0,3.0,17.0,17.0,7.0,4.0,2.0,4.0,0.0,0.0
P1,25/01/2021,Belenenses,Tondela,2.0,0.0,H,2.0,0.0,H,2.2,3.0,3.6,2.3,2.9,3.5,2020/21,€19.23m,€13.60m,8.0,12.0,3.0,2.0,15.0,19.0,4.0,9.0,2.0,3.0,0.0,0.0
P1,25/01/2021,Rio Ave,Santa Clara,1.0,2.0,A,1.0,1.0,D,1.9,3.1,4.5,1.91,3.1,4.4,2020/21,€32.88m,€22.80m,11.0,12.0,5.0,5.0,13.0,16.0,6.0,2.0,6.0,1.0,0.0,0.0
P1,25/01/2021,Benfica,Nacional,1.0,1.0,D,1.0,0.0,H,1.16,7.0,15.0,1.18,6.75,14.0,2020/21,€377.35m,€12.95m,11.0,7.0,3.0,2.0,21.0,15.0,7.0,3.0,1.0,2.0,0.0,0.0
P1,25/01/2021,Farense,Porto,0.0,1.0,A,0.0,1.0,A,8.0,4.33,1.4,8.0,4.4,1.4,2020/21,€21.20m,€327.60m,5.0,18.0,1.0,8.0,12.0,18.0,7.0,4.0,1.0,1.0,0.0,0.0
P1,26/01/2021,Sp Braga,Gil Vicente,1.0,0.0,H,0.0,0.0,D,1.4,4.5,7.5,1.4,4.5,7.5,2020/21,€142.95m,€16.80m,13.0,6.0,1.0,0.0,16.0,12.0,7.0,4.0,5.0,1.0,0.0,0.0
P1,26/01/2021,Boavista,Sp Lisbon,0.0,2.0,A,0.0,1.0,A,7.0,4.0,1.5,6.5,4.1,1.53,2020/21,€35.15m,€257.28m,7.0,14.0,3.0,6.0,25.0,13.0,4.0,8.0,2.0,2.0,0.0,0.0
P1,30/01/2021,Nacional,Famalicao,2.0,1.0,H,0.0,1.0,A,2.8,3.1,2.6,2.85,2.8,2.75,2020/21,€12.95m,€64.93m,17.0,14.0,8.0,4.0,22.0,15.0,9.0,3.0,5.0,1.0,0.0,0.0
P1,30/01/2021,Tondela,Farense,2.0,0.0,H,0.0,0.0,D,2.55,3.0,2.7,2.6,3.1,2.75,2020/21,€13.60m,€21.20m,7.0,10.0,2.0,2.0,23.0,16.0,5.0,5.0,5.0,1.0,0.0,0.0
P1,30/01/2021,Portimonense,Boavista,1.0,2.0,A,1.0,1.0,D,2.15,3.0,3.4,2.25,3.1,3.3,2020/21,€24.95m,€35.15m,9.0,11.0,2.0,6.0,18.0,18.0,4.0,2.0,3.0,3.0,0.0,0.0
P1,31/01/2021,Guimaraes,Maritimo,1.0,0.0,H,0.0,0.0,D,1.72,3.6,5.0,1.75,3.6,4.6,2020/21,€54.50m,€23.45m,13.0,9.0,4.0,5.0,23.0,18.0,7.0,1.0,2.0,2.0,0.0,0.0
P1,01/02/2021,Santa Clara,Belenenses,2.0,0.0,H,1.0,0.0,H,2.1,3.1,3.75,2.2,2.9,3.7,2020/21,€22.80m,€19.23m,9.0,11.0,3.0,1.0,23.0,20.0,2.0,2.0,3.0,2.0,0.0,0.0
P1,01/02/2021,Porto,Rio Ave,2.0,0.0,H,1.0,0.0,H,1.3,5.25,9.0,1.36,5.25,8.25,2020/21,€327.60m,€32.88m,14.0,8.0,5.0,2.0,19.0,11.0,7.0,8.0,1.0,2.0,0.0,0.0
P1,01/02/2021,Moreirense,Sp Braga,0.0,4.0,A,0.0,3.0,A,5.5,4.0,1.5,5.75,4.1,1.53,2020/21,€22.08m,€142.95m,14.0,14.0,4.0,7.0,8.0,20.0,5.0,5.0,2.0,1.0,0.0,0.0
P1,01/02/2021,Sp Lisbon,Benfica,1.0,0.0,H,0.0,0.0,D,2.6,3.3,2.62,2.6,3.5,2.65,2020/21,€257.28m,€377.35m,10.0,5.0,2.0,2.0,12.0,17.0,8.0,1.0,3.0,5.0,0.0,0.0
P1,02/02/2021,Gil Vicente,Pacos Ferreira,1.0,2.0,A,0.0,2.0,A,3.0,3.0,2.5,3.0,2.95,2.5,2020/21,€16.80m,€27.40m,3.0,9.0,3.0,6.0,16.0,21.0,8.0,3.0,3.0,5.0,0.0,0.0
P1,04/02/2021,Farense,Santa Clara,1.0,1.0,D,1.0,0.0,H,2.7,2.9,2.87,2.75,2.9,2.75,2020/21,€21.20m,€22.80m,16.0,11.0,4.0,3.0,15.0,17.0,11.0,7.0,0.0,3.0,0.0,0.0
P1,04/02/2021,Belenenses,Porto,0.0,0.0,D,0.0,0.0,D,8.5,4.6,1.36,8.25,4.6,1.36,2020/21,€19.23m,€327.60m,6.0,16.0,0.0,6.0,12.0,13.0,2.0,10.0,4.0,2.0,0.0,0.0
P1,04/02/2021,Sp Braga,Portimonense,2.0,1.0,H,0.0,1.0,A,1.4,4.6,7.0,1.42,4.75,6.5,2020/21,€142.95m,€24.95m,16.0,7.0,4.0,5.0,12.0,21.0,4.0,1.0,0.0,2.0,0.0,0.0
P1,04/02/2021,Famalicao,Moreirense,0.0,2.0,A,0.0,2.0,A,2.05,3.1,4.0,2.1,3.1,3.7,2020/21,€64.93m,€22.08m,19.0,10.0,2.0,3.0,10.0,29.0,5.0,3.0,2.0,5.0,1.0,0.0
P1,05/02/2021,Rio Ave,Nacional,0.0,0.0,D,0.0,0.0,D,1.83,3.1,5.0,1.87,3.1,4.75,2020/21,€32.88m,€12.95m,15.0,18.0,4.0,7.0,14.0,25.0,5.0,3.0,2.0,2.0,0.0,0.0
P1,05/02/2021,Benfica,Guimaraes,0.0,0.0,D,0.0,0.0,D,1.44,4.5,6.5,1.44,4.5,6.5,2020/21,€377.35m,€54.50m,22.0,5.0,5.0,2.0,14.0,19.0,9.0,2.0,1.0,2.0,0.0,0.0
P1,05/02/2021,Maritimo,Sp Lisbon,0.0,2.0,A,0.0,1.0,A,7.5,4.0,1.45,7.5,4.0,1.45,2020/21,€23.45m,€257.28m,5.0,19.0,0.0,4.0,19.0,22.0,2.0,5.0,2.0,1.0,0.0,0.0
P1,05/02/2021,Boavista,Gil Vicente,1.0,2.0,A,1.0,1.0,D,2.25,2.8,3.75,2.3,2.85,3.5,2020/21,€35.15m,€16.80m,16.0,12.0,5.0,5.0,11.0,24.0,3.0,5.0,2.0,3.0,0.0,0.0
P1,05/02/2021,Pacos Ferreira,Tondela,2.0,1.0,H,1.0,0.0,H,1.7,3.6,5.0,1.7,3.6,5.0,2020/21,€27.40m,€13.60m,9.0,8.0,3.0,3.0,23.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0
P1,07/02/2021,Sp Braga,Porto,2.0,2.0,D,0.0,1.0,A,3.0,3.4,2.3,2.9,3.4,2.3,2020/21,€142.95m,€327.60m,15.0,10.0,5.0,3.0,18.0,18.0,6.0,5.0,3.0,3.0,0.0,1.0
P1,08/02/2021,Farense,Moreirense,1.0,2.0,A,0.0,1.0,A,2.37,3.2,3.1,2.4,3.1,3.0,2020/21,€21.20m,€22.08m,15.0,6.0,4.0,3.0,19.0,13.0,10.0,1.0,4.0,3.0,0.0,0.0
P1,08/02/2021,Benfica,Famalicao,2.0,0.0,H,2.0,0.0,H,1.22,6.5,11.0,1.25,6.0,10.0,2020/21,€377.35m,€64.93m,13.0,10.0,5.0,5.0,22.0,12.0,4.0,1.0,3.0,2.0,0.0,0.0
P1,08/02/2021,Maritimo,Santa Clara,1.0,2.0,A,0.0,0.0,D,2.55,3.1,2.9,2.5,3.1,2.9,2020/21,€23.45m,€22.80m,16.0,8.0,5.0,3.0,20.0,22.0,3.0,5.0,1.0,3.0,0.0,0.0
P1,08/02/2021,Belenenses,Guimaraes,1.0,1.0,D,1.0,1.0,D,3.2,3.2,2.25,3.0,3.2,2.35,2020/21,€19.23m,€54.50m,10.0,9.0,4.0,4.0,12.0,13.0,4.0,7.0,3.0,2.0,0.0,0.0
P1,09/02/2021,Pacos Ferreira,Portimonense,0.0,0.0,D,0.0,0.0,D,2.05,3.2,3.8,2.0,3.2,3.9,2020/21,€27.40m,€24.95m,6.0,14.0,1.0,3.0,12.0,9.0,3.0,2.0,2.0,1.0,0.0,0.0
P1,09/02/2021,Rio Ave,Tondela,2.0,1.0,H,0.0,1.0,A,1.8,3.6,4.33,1.83,3.5,4.25,2020/21,€32.88m,€13.60m,6.0,11.0,2.0,5.0,13.0,10.0,2.0,3.0,4.0,2.0,0.0,0.0
P1,09/02/2021,Boavista,Nacional,0.0,1.0,A,0.0,1.0,A,2.25,3.2,3.25,2.25,3.2,3.2,2020/21,€35.15m,€12.95m,20.0,7.0,2.0,1.0,15.0,23.0,6.0,1.0,2.0,4.0,1.0,0.0
P1,09/02/2021,Gil Vicente,Sp Lisbon,1.0,2.0,A,1.0,0.0,H,6.5,3.8,1.55,6.75,3.8,1.57,2020/21,€16.80m,€257.28m,6.0,21.0,2.0,5.0,19.0,6.0,1.0,4.0,4.0,1.0,0.0,0.0
P1,12/02/2021,Famalicao,Belenenses,0.0,0.0,D,0.0,0.0,D,2.45,3.0,3.1,2.45,2.95,3.1,2020/21,€64.93m,€19.23m,8.0,20.0,5.0,11.0,14.0,21.0,4.0,5.0,3.0,4.0,0.0,0.0
P1,13/02/2021,Nacional,Farense,2.0,3.0,A,0.0,0.0,D,2.5,3.2,2.87,2.4,3.0,3.1,2020/21,€12.95m,€21.20m,10.0,9.0,4.0,4.0,14.0,16.0,6.0,10.0,4.0,2.0,0.0,0.0
P1,13/02/2021,Guimaraes,Rio Ave,1.0,3.0,A,0.0,2.0,A,2.15,3.4,3.25,2.15,3.4,3.25,2020/21,€54.50m,€32.88m,15.0,5.0,7.0,3.0,15.0,17.0,11.0,0.0,2.0,2.0,0.0,0.0
P1,13/02/2021,Porto,Boavista,2.0,2.0,D,0.0,2.0,A,1.22,6.0,13.0,1.22,6.25,13.5,2020/21,€327.60m,€35.15m,17.0,4.0,6.0,4.0,14.0,26.0,7.0,2.0,2.0,4.0,0.0,0.0
P1,14/02/2021,Portimonense,Gil Vicente,4.0,1.0,H,2.0,1.0,H,2.45,3.1,3.0,2.45,3.0,3.0,2020/21,€24.95m,€16.80m,11.0,9.0,4.0,3.0,22.0,13.0,6.0,4.0,2.0,0.0,0.0,0.0
P1,14/02/2021,Santa Clara,Sp Braga,0.0,1.0,A,0.0,1.0,A,4.5,3.6,1.75,4.4,3.6,1.78,2020/21,€22.80m,€142.95m,9.0,8.0,2.0,3.0,17.0,18.0,9.0,3.0,3.0,2.0,0.0,0.0
P1,14/02/2021,Moreirense,Benfica,1.0,1.0,D,1.0,1.0,D,8.0,5.0,1.33,8.5,5.0,1.36,2020/21,€22.08m,€377.35m,8.0,18.0,3.0,8.0,17.0,15.0,3.0,9.0,2.0,3.0,0.0,0.0
P1,15/02/2021,Sp Lisbon,Pacos Ferreira,2.0,0.0,H,1.0,0.0,H,1.44,4.5,6.5,1.48,4.33,6.75,2020/21,€257.28m,€27.40m,7.0,7.0,3.0,2.0,27.0,20.0,2.0,4.0,5.0,3.0,0.0,0.0
P1,16/02/2021,Tondela,Maritimo,2.0,1.0,H,1.0,1.0,D,2.5,3.1,2.9,2.5,2.9,3.1,2020/21,€13.60m,€23.45m,13.0,5.0,6.0,3.0,22.0,19.0,2.0,1.0,4.0,5.0,0.0,0.0
P1,17/02/2021,Guimaraes,Farense,2.0,2.0,D,2.0,1.0,H,1.9,3.25,4.2,1.91,3.25,4.2,2020/21,€54.50m,€21.20m,15.0,8.0,3.0,3.0,14.0,17.0,8.0,4.0,0.0,3.0,0.0,1.0
P1,19/02/2021,Boavista,Moreirense,1.0,0.0,H,0.0,0.0,D,2.2,3.0,3.6,2.25,3.0,3.4,2020/21,€35.15m,€22.08m,11.0,8.0,6.0,1.0,14.0,19.0,10.0,5.0,3.0,2.0,0.0,0.0
P1,20/02/2021,Belenenses,Nacional,2.0,1.0,H,1.0,1.0,D,2.15,3.1,3.6,2.15,2.95,3.75,2020/21,€19.23m,€12.95m,16.0,13.0,4.0,4.0,16.0,12.0,9.0,1.0,3.0,1.0,0.0,0.0
P1,20/02/2021,Gil Vicente,Santa Clara,1.0,0.0,H,0.0,0.0,D,2.45,3.2,2.9,2.5,3.0,2.95,2020/21,€16.80m,€22.80m,10.0,10.0,3.0,1.0,16.0,15.0,6.0,4.0,4.0,3.0,0.0,0.0
P1,20/02/2021,Sp Lisbon,Portimonense,2.0,0.0,H,2.0,0.0,H,1.4,4.5,7.5,1.44,4.6,7.5,2020/21,€257.28m,€24.95m,14.0,7.0,7.0,1.0,15.0,19.0,5.0,4.0,0.0,3.0,0.0,0.0
P1,21/02/2021,Pacos Ferreira,Guimaraes,2.0,1.0,H,1.0,1.0,D,2.45,3.1,3.0,2.45,3.0,3.0,2020/21,€27.40m,€54.50m,8.0,10.0,3.0,3.0,10.0,14.0,3.0,3.0,0.0,2.0,0.0,0.0
P1,21/02/2021,Rio Ave,Famalicao,0.0,1.0,A,0.0,1.0,A,1.95,3.3,4.0,1.95,3.3,3.9,2020/21,€32.88m,€64.93m,5.0,8.0,1.0,5.0,9.0,20.0,4.0,8.0,1.0,3.0,1.0,0.0
P1,21/02/2021,Sp Braga,Tondela,4.0,2.0,H,3.0,0.0,H,1.33,5.0,8.5,1.34,4.75,8.75,2020/21,€142.95m,€13.60m,19.0,8.0,7.0,3.0,15.0,12.0,8.0,2.0,0.0,2.0,0.0,0.0
P1,21/02/2021,Farense,Benfica,0.0,0.0,D,0.0,0.0,D,6.5,4.5,1.44,6.25,4.5,1.5,2020/21,€21.20m,€377.35m,8.0,15.0,3.0,2.0,18.0,19.0,4.0,7.0,2.0,2.0,0.0,0.0
P1,22/02/2021,Maritimo,Porto,1.0,2.0,A,1.0,1.0,D,9.0,5.25,1.3,8.75,5.0,1.33,2020/21,€23.45m,€327.60m,12.0,14.0,7.0,6.0,21.0,18.0,3.0,3.0,6.0,2.0,0.0,0.0
P1,26/02/2021,Guimaraes,Boavista,2.0,1.0,H,1.0,1.0,D,2.0,3.4,3.75,1.95,3.4,3.8,2020/21,€54.50m,€35.15m,18.0,7.0,9.0,2.0,26.0,13.0,10.0,1.0,2.0,4.0,0.0,0.0
P1,27/02/2021,Famalicao,Farense,0.0,0.0,D,0.0,0.0,D,2.3,3.2,3.1,2.35,3.1,3.1,2020/21,€64.93m,€21.20m,11.0,10.0,3.0,1.0,18.0,17.0,5.0,4.0,2.0,6.0,0.0,1.0
P1,27/02/2021,Santa Clara,Pacos Ferreira,3.0,0.0,H,2.0,0.0,H,2.7,3.0,2.8,2.65,2.85,2.9,2020/21,€22.80m,€27.40m,7.0,17.0,4.0,4.0,11.0,10.0,2.0,13.0,1.0,0.0,0.0,0.0
P1,27/02/2021,Porto,Sp Lisbon,0.0,0.0,D,0.0,0.0,D,2.05,3.4,3.5,2.15,3.4,3.4,2020/21,€327.60m,€257.28m,14.0,4.0,3.0,0.0,20.0,16.0,3.0,1.0,1.0,2.0,0.0,0.0
P1,28/02/2021,Portimonense,Maritimo,0.0,0.0,D,0.0,0.0,D,1.95,3.1,4.33,2.05,3.0,4.1,2020/21,€24.95m,€23.45m,7.0,11.0,1.0,4.0,22.0,11.0,6.0,4.0,1.0,2.0,0.0,0.0
P1,28/02/2021,Tondela,Gil Vicente,1.0,0.0,H,1.0,0.0,H,2.7,2.87,2.87,2.75,2.85,2.8,2020/21,€13.60m,€16.80m,16.0,13.0,6.0,2.0,13.0,10.0,6.0,8.0,1.0,0.0,0.0,1.0
P1,28/02/2021,Nacional,Sp Braga,1.0,2.0,A,0.0,2.0,A,6.0,3.75,1.57,6.0,3.8,1.55,2020/21,€12.95m,€142.95m,8.0,15.0,2.0,4.0,7.0,11.0,2.0,5.0,1.0,0.0,0.0,0.0
P1,01/03/2021,Benfica,Rio Ave,2.0,0.0,H,0.0,0.0,D,1.44,4.33,7.0,1.45,4.6,7.0,2020/21,€377.35m,€32.88m,17.0,11.0,6.0,5.0,17.0,10.0,6.0,6.0,1.0,0.0,0.0,0.0
P1,01/03/2021,Moreirense,Belenenses,2.0,2.0,D,2.0,1.0,H,2.6,3.0,2.9,2.7,2.85,2.85,2020/21,€22.08m,€19.23m,11.0,13.0,5.0,5.0,14.0,12.0,4.0,5.0,3.0,2.0,0.0,0.0
P1,05/03/2021,Pacos Ferreira,Nacional,2.0,1.0,H,2.0,0.0,H,1.7,3.5,5.25,1.75,3.4,5.0,2020/21,€27.40m,€12.95m,12.0,10.0,3.0,4.0,20.0,18.0,5.0,4.0,3.0,4.0,0.0,0.0
P1,05/03/2021,Sp Lisbon,Santa Clara,2.0,1.0,H,1.0,0.0,H,1.4,4.2,9.0,1.42,4.2,9.0,2020/21,€257.28m,€22.80m,6.0,6.0,4.0,2.0,18.0,24.0,4.0,8.0,1.0,2.0,0.0,0.0
P1,06/03/2021,Portimonense,Tondela,3.0,0.0,H,2.0,0.0,H,1.85,3.3,4.5,1.87,3.2,4.4,2020/21,€24.95m,€13.60m,10.0,12.0,5.0,3.0,9.0,7.0,3.0,3.0,1.0,1.0,0.0,0.0
P1,06/03/2021,Gil Vicente,Porto,0.0,2.0,A,0.0,1.0,A,6.5,4.0,1.5,6.75,4.0,1.53,2020/21,€16.80m,€327.60m,9.0,11.0,1.0,6.0,14.0,11.0,4.0,10.0,0.0,0.0,0.0,0.0
P1,06/03/2021,Boavista,Famalicao,3.0,0.0,H,1.0,0.0,H,2.25,3.1,3.4,2.25,3.2,3.2,2020/21,€35.15m,€64.93m,11.0,12.0,4.0,2.0,12.0,18.0,2.0,7.0,2.0,2.0,0.0,1.0
P1,07/03/2021,Maritimo,Moreirense,0.0,2.0,A,0.0,1.0,A,2.2,3.0,3.6,2.15,3.1,3.5,2020/21,€23.45m,€22.08m,15.0,16.0,6.0,5.0,19.0,13.0,5.0,2.0,3.0,2.0,0.0,0.0
P1,07/03/2021,Rio Ave,Farense,2.0,0.0,H,1.0,0.0,H,2.0,3.0,4.2,2.1,3.0,3.8,2020/21,€32.88m,€21.20m,10.0,6.0,4.0,1.0,19.0,18.0,4.0,6.0,2.0,2.0,0.0,0.0
P1,08/03/2021,Belenenses,Benfica,0.0,3.0,A,0.0,0.0,D,6.5,4.5,1.44,7.0,4.4,1.48,2020/21,€19.23m,€377.35m,10.0,11.0,3.0,6.0,9.0,12.0,4.0,5.0,1.0,0.0,0.0,0.0
P1,09/03/2021,Sp Braga,Guimaraes,3.0,0.0,H,2.0,0.0,H,1.57,4.0,5.5,1.57,4.1,5.25,2020/21,€142.95m,€54.50m,8.0,14.0,4.0,1.0,16.0,14.0,3.0,12.0,1.0,2.0,0.0,0.0
P1,12/03/2021,Nacional,Maritimo,1.0,2.0,A,1.0,0.0,H,2.7,3.0,2.7,2.85,2.9,2.65,2020/21,€12.95m,€23.45m,17.0,14.0,7.0,3.0,20.0,21.0,8.0,6.0,4.0,4.0,0.0,0.0
P1,13/03/2021,Farense,Belenenses,0.0,1.0,A,0.0,0.0,D,2.4,3.2,3.0,2.35,3.1,3.1,2020/21,€21.20m,€19.23m,13.0,8.0,4.0,4.0,18.0,13.0,6.0,2.0,1.0,4.0,0.0,0.0
P1,13/03/2021,Benfica,Boavista,2.0,0.0,H,1.0,0.0,H,1.3,5.0,9.5,1.35,5.0,9.0,2020/21,€377.35m,€35.15m,17.0,3.0,7.0,0.0,12.0,7.0,13.0,3.0,2.0,0.0,0.0,1.0
P1,13/03/2021,Santa Clara,Portimonense,2.0,0.0,H,1.0,0.0,H,2.5,3.0,3.1,2.5,3.0,3.0,2020/21,€22.80m,€24.95m,18.0,11.0,5.0,4.0,12.0,21.0,6.0,2.0,2.0,4.0,0.0,0.0
P1,13/03/2021,Tondela,Sp Lisbon,0.0,1.0,A,0.0,0.0,D,8.0,4.5,1.4,7.75,4.33,1.45,2020/21,€13.60m,€257.28m,4.0,14.0,2.0,4.0,17.0,14.0,3.0,5.0,3.0,1.0,0.0,1.0
P1,14/03/2021,Moreirense,Rio Ave,1.0,1.0,D,0.0,1.0,A,3.0,3.2,2.4,3.0,3.1,2.4,2020/21,€22.08m,€32.88m,9.0,13.0,2.0,2.0,12.0,15.0,7.0,5.0,2.0,4.0,0.0,0.0
P1,14/03/2021,Guimaraes,Gil Vicente,2.0,4.0,A,1.0,3.0,A,1.95,3.25,4.1,1.95,3.3,3.9,2020/21,€54.50m,€16.80m,20.0,11.0,8.0,8.0,20.0,13.0,8.0,6.0,3.0,3.0,1.0,0.0
P1,14/03/2021,Porto,Pacos Ferreira,2.0,0.0,H,0.0,0.0,D,1.44,4.5,6.5,1.42,4.6,8.0,2020/21,€327.60m,€27.40m,16.0,2.0,5.0,2.0,11.0,13.0,10.0,2.0,1.0,2.0,0.0,0.0
P1,15/03/2021,Famalicao,Sp Braga,2.0,2.0,D,1.0,2.0,A,5.0,3.75,1.66,5.0,4.1,1.6,2020/21,€64.93m,€142.95m,17.0,9.0,5.0,3.0,20.0,12.0,2.0,4.0,3.0,2.0,0.0,0.0
P1,19/03/2021,Gil Vicente,Nacional,2.0,0.0,H,0.0,0.0,D,2.0,3.2,4.0,2.0,3.1,4.0,2020/21,€16.80m,€12.95m,10.0,9.0,4.0,1.0,19.0,15.0,3.0,3.0,3.0,3.0,1.0,1.0
P1,20/03/2021,Pacos Ferreira,Moreirense,3.0,0.0,H,3.0,0.0,H,1.85,3.4,4.33,1.9,3.4,4.0,2020/21,€27.40m,€22.08m,14.0,9.0,8.0,0.0,15.0,6.0,5.0,10.0,4.0,1.0,0.0,0.0
P1,20/03/2021,Santa Clara,Tondela,1.0,1.0,D,0.0,1.0,A,1.75,3.4,5.0,1.8,3.2,5.0,2020/21,€22.80m,€13.60m,16.0,5.0,5.0,4.0,15.0,15.0,6.0,4.0,4.0,1.0,2.0,0.0
P1,20/03/2021,Portimonense,Porto,1.0,2.0,A,0.0,1.0,A,7.5,4.2,1.44,7.0,4.25,1.45,2020/21,€24.95m,€327.60m,8.0,12.0,3.0,3.0,14.0,10.0,2.0,4.0,4.0,2.0,1.0,0.0
P1,20/03/2021,Sp Lisbon,Guimaraes,1.0,0.0,H,1.0,0.0,H,1.5,3.8,7.0,1.53,3.9,7.25,2020/21,€257.28m,€54.50m,10.0,4.0,4.0,1.0,10.0,14.0,5.0,6.0,2.0,1.0,0.0,0.0
P1,21/03/2021,Rio Ave,Belenenses,0.0,0.0,D,0.0,0.0,D,2.0,3.1,4.0,2.0,3.2,3.9,2020/21,€32.88m,€19.23m,19.0,6.0,7.0,3.0,18.0,14.0,9.0,2.0,3.0,0.0,0.0,1.0
P1,21/03/2021,Boavista,Farense,0.0,1.0,A,0.0,1.0,A,2.1,3.2,3.5,2.1,3.2,3.5,2020/21,€35.15m,€21.20m,14.0,19.0,5.0,8.0,23.0,21.0,5.0,9.0,2.0,1.0,0.0,0.0
P1,21/03/2021,Maritimo,Famalicao,0.0,4.0,A,0.0,2.0,A,2.7,3.0,2.75,2.6,3.1,2.75,2020/21,€23.45m,€64.93m,8.0,13.0,2.0,7.0,13.0,15.0,5.0,1.0,3.0,2.0,0.0,0.0
P1,21/03/2021,Sp Braga,Benfica,0.0,2.0,A,0.0,1.0,A,3.0,3.5,2.25,3.0,3.8,2.2,2020/21,€142.95m,€377.35m,8.0,10.0,3.0,5.0,9.0,17.0,2.0,1.0,2.0,4.0,1.0,0.0
P1,02/04/2021,Nacional,Portimonense,1.0,5.0,A,0.0,2.0,A,2.9,3.2,2.5,2.85,3.2,2.45,2020/21,€12.95m,€24.95m,12.0,18.0,2.0,10.0,7.0,17.0,6.0,6.0,3.0,1.0,0.0,0.0
P1,03/04/2021,Rio Ave,Gil Vicente,0.0,2.0,A,0.0,0.0,D,2.05,3.2,3.8,2.1,3.2,3.6,2020/21,€32.88m,€16.80m,10.0,8.0,3.0,3.0,12.0,15.0,4.0,6.0,3.0,3.0,1.0,0.0
P1,03/04/2021,Porto,Santa Clara,2.0,1.0,H,0.0,0.0,D,1.25,5.5,12.0,1.28,5.5,11.0,2020/21,€327.60m,€22.80m,17.0,5.0,6.0,3.0,17.0,23.0,7.0,5.0,3.0,3.0,0.0,0.0
P1,04/04/2021,Belenenses,Boavista,0.0,2.0,A,0.0,1.0,A,2.7,3.0,2.8,2.6,2.95,2.85,2020/21,€19.23m,€35.15m,10.0,10.0,2.0,6.0,12.0,17.0,5.0,4.0,3.0,4.0,0.0,1.0
P1,04/04/2021,Guimaraes,Tondela,1.0,2.0,A,1.0,1.0,D,1.61,3.75,5.5,1.62,3.75,5.25,2020/21,€54.50m,€13.60m,16.0,10.0,6.0,3.0,12.0,10.0,11.0,5.0,2.0,0.0,0.0,0.0
P1,04/04/2021,Famalicao,Pacos Ferreira,2.0,0.0,H,1.0,0.0,H,2.7,3.2,2.62,2.65,3.1,2.7,2020/21,€64.93m,€27.40m,16.0,3.0,6.0,0.0,15.0,15.0,6.0,3.0,2.0,5.0,0.0,1.0
P1,05/04/2021,Farense,Sp Braga,1.0,2.0,A,1.0,1.0,D,5.0,3.75,1.66,5.0,3.6,1.7,2020/21,€21.20m,€142.95m,18.0,14.0,9.0,2.0,12.0,14.0,4.0,5.0,0.0,1.0,0.0,0.0
P1,05/04/2021,Benfica,Maritimo,1.0,0.0,H,1.0,0.0,H,1.16,7.0,15.0,1.17,7.25,16.5,2020/21,€377.35m,€23.45m,15.0,8.0,6.0,2.0,17.0,19.0,4.0,3.0,3.0,3.0,0.0,0.0
P1,05/04/2021,Moreirense,Sp Lisbon,1.0,1.0,D,0.0,1.0,A,7.0,4.0,1.45,7.0,4.0,1.53,2020/21,€22.08m,€257.28m,5.0,10.0,1.0,3.0,16.0,13.0,2.0,4.0,2.0,2.0,0.0,0.0
P1,09/04/2021,Portimonense,Guimaraes,3.0,0.0,H,1.0,0.0,H,2.55,3.1,2.9,2.5,3.1,2.9,2020/21,€24.95m,€54.50m,7.0,10.0,3.0,3.0,16.0,10.0,3.0,8.0,2.0,2.0,0.0,0.0
P1,10/04/2021,Maritimo,Farense,1.0,0.0,H,1.0,0.0,H,2.5,3.1,2.9,2.6,3.0,2.85,2020/21,€23.45m,€21.20m,9.0,14.0,2.0,2.0,15.0,19.0,6.0,12.0,4.0,3.0,0.0,0.0
P1,10/04/2021,Boavista,Rio Ave,3.0,3.0,D,2.0,1.0,H,2.55,3.0,2.9,2.6,2.95,2.85,2020/21,€35.15m,€32.88m,13.0,10.0,4.0,5.0,21.0,18.0,6.0,5.0,5.0,1.0,1.0,0.0
P1,10/04/2021,Tondela,Porto,0.0,2.0,A,0.0,1.0,A,9.5,4.0,1.4,8.75,4.1,1.44,2020/21,€13.60m,€327.60m,7.0,13.0,2.0,6.0,19.0,21.0,1.0,6.0,4.0,1.0,0.0,0.0
P1,10/04/2021,Pacos Ferreira,Benfica,0.0,5.0,A,0.0,3.0,A,7.5,4.0,1.45,6.5,4.33,1.5,2020/21,€27.40m,€377.35m,2.0,15.0,1.0,9.0,8.0,14.0,1.0,11.0,1.0,5.0,1.0,0.0
P1,11/04/2021,Gil Vicente,Moreirense,1.0,2.0,A,0.0,1.0,A,2.15,3.2,3.5,2.15,3.2,3.4,2020/21,€16.80m,€22.08m,18.0,10.0,6.0,4.0,18.0,11.0,7.0,2.0,2.0,1.0,0.0,0.0
